biological_pair_key,path_family,wt_cell_id,sca_cell_id,both_core_secure,n_support_scenarios,wt_exit_p_rate_weighted_median,wt_exit_p_rate_weighted_q25,wt_exit_p_rate_weighted_q75,wt_exit_p_rate_support_fraction,wt_exit_p_isi_weighted_median,wt_exit_p_isi_weighted_q25,wt_exit_p_isi_weighted_q75,wt_exit_p_isi_support_fraction,balance_p_rate_weighted_median,balance_p_rate_weighted_q25,balance_p_rate_weighted_q75,balance_p_rate_support_fraction,balance_p_isi_weighted_median,balance_p_isi_weighted_q25,balance_p_isi_weighted_q75,balance_p_isi_support_fraction,sca3_entry_p_rate_weighted_median,sca3_entry_p_rate_weighted_q25,sca3_entry_p_rate_weighted_q75,sca3_entry_p_rate_support_fraction,sca3_entry_p_isi_weighted_median,sca3_entry_p_isi_weighted_q25,sca3_entry_p_isi_weighted_q75,sca3_entry_p_isi_support_fraction,wt_exit_consensus_p_weighted_median,wt_exit_consensus_p_weighted_q25,wt_exit_consensus_p_weighted_q75,wt_exit_consensus_p_support_fraction,balance_consensus_p_weighted_median,balance_consensus_p_weighted_q25,balance_consensus_p_weighted_q75,balance_consensus_p_support_fraction,sca3_entry_consensus_p_weighted_median,sca3_entry_consensus_p_weighted_q25,sca3_entry_consensus_p_weighted_q75,sca3_entry_consensus_p_support_fraction,silent_fraction_weighted,projection_gap_balance_weighted_median
WT_04__TO__SCA3_06,coupled,WT_04,SCA3_06,True,6,0.4520942806188074,0.1912747617029001,0.6537248408584545,1.0,0.441722695568905,0.1799409994105611,0.6514214831449271,1.0,0.6755823725271689,0.4329333919787621,0.8170927946514165,1.0,0.6786463925580624,0.4345706473089873,0.8218587756294435,1.0,0.8220244366857514,0.6372930405378918,0.908625483591395,1.0,0.8354598278102603,0.6534635118979262,0.9158251871977294,1.0,0.4469084880938562,0.18560788055673064,0.6525731620016908,1.0,0.6768097567191838,0.4339043325555907,0.81947578514043,1.0,0.8279195579569527,0.6457895633634355,0.9122253353945621,1.0,0.0,0.002531574197629172
WT_04__TO__SCA3_06,drive_early,WT_04,SCA3_06,True,6,0.2853014427360568,0.141963557978121,0.33723175369049013,1.0,0.2779711854458009,0.13723540508342705,0.3307683403238692,1.0,0.5424900677676763,0.4548477352121484,0.6089246704654127,1.0,0.5459580437599744,0.4645146924850967,0.613470636075371,1.0,0.7000264231275006,0.6619702952853704,0.7962684985805449,1.0,0.7157541249721684,0.6806874029996758,0.809055651093563,1.0,0.2816363140909288,0.139599481530774,0.33400004700717967,1.0,0.5442240557638254,0.45968121384862254,0.6111976532703918,1.0,0.7078902740498345,0.6713288491425231,0.802662074837054,1.0,0.0,0.005432269329337048
WT_04__TO__SCA3_06,drive_late,WT_04,SCA3_06,True,6,0.08453458951801836,0.03777771016651764,0.7906258265378387,1.0,0.07817751319065984,0.029929686150187387,0.7896708244522986,1.0,0.768408424812879,0.430409780701394,0.8877692535778827,1.0,0.7781298518099156,0.4315612189767277,0.8902293492423435,1.0,0.88641571248052,0.5198963923353846,0.9441382835900939,1.0,0.8941104813915467,0.5249601840315221,0.9486517611397078,1.0,0.0813560513543391,0.03385369815835251,0.7901483254950687,1.0,0.7732691383113972,0.4309854998390608,0.8889993014101131,1.0,0.8902630969360333,0.5224282881834533,0.9463950223649009,1.0,0.0,0.0029527790530647913
WT_04__TO__SCA3_09,coupled,WT_04,SCA3_09,True,18,0.13478212892738825,0.02002531927244637,0.5851917141218433,1.0,0.12955326726576935,0.017779802832392073,0.5777441308405249,1.0,0.492966297998911,0.10177595484353902,0.7299644672863463,1.0,0.6872428658139086,0.2638005936046383,0.8250153380937046,1.0,0.7000000000000003,0.13698128209463653,0.843956622389567,1.0,0.778109276248193,0.4151559205905143,0.911572557956617,1.0,0.08843672738495076,0.016308235391955028,0.5472710064426749,0.9444444444444444,0.5171748891120506,0.08100715547053718,0.7766613130843217,0.7222222222222223,0.7782509636153505,0.13616236474783291,0.907201187408163,0.7222222222222223,0.07452574525745256,0.0018155944807253521
WT_04__TO__SCA3_09,drive_early,WT_04,SCA3_09,True,18,0.1711617776809498,0.04180068918430514,0.37260299631338306,1.0,0.1616784539020802,0.03634106246876803,0.3857559386374792,1.0,0.3980032764257873,0.239979972123422,0.7078033256595329,1.0,0.6373091209099627,0.2882554804261296,0.709742851785894,1.0,0.8268946554227811,0.29495264759883205,0.853133826602354,1.0,0.842408592988328,0.5766359850339869,0.8617829353804447,1.0,0.14250227868269152,0.0357438503336618,0.3726009482672526,0.9444444444444444,0.6395483188522209,0.19537187924533259,0.7257997834573977,0.8333333333333336,0.8450178459141071,0.45182220480867763,0.8631652490104168,0.7777777777777779,0.016260162601626015,0.0015034495235455307
WT_04__TO__SCA3_09,drive_late,WT_04,SCA3_09,True,18,0.03746182241124528,0.016870277940565767,0.7311744297451321,1.0,0.031051611663643862,0.014639986283583884,0.7263127500974188,1.0,0.11804419668541793,0.05207859664153172,0.8219508887872942,1.0,0.7885170909360886,0.35155629887562845,0.9143127382260683,1.0,0.16653967443672904,0.06871373673133892,0.9053923243595957,1.0,0.7927881778116609,0.6515347989720238,0.9625000000000001,1.0,0.031006208736673087,0.014611908339902283,0.6396194066320608,0.8888888888888888,0.563411804417633,0.04742760232979141,0.8662698326857795,0.5555555555555556,0.8293881271736907,0.06752626278347984,0.9668289794215383,0.49999999999999994,0.16531165311653115,0.0034236031451583874
WT_06__TO__SCA3_01,coupled,WT_06,SCA3_01,False,10,0.4494912679634732,0.4258625774782673,0.5348434549443604,1.0,0.4482410318985485,0.42944688599136854,0.5310432848952819,1.0,0.6966036698029934,0.632889113936951,0.7461234420526661,1.0,0.7059181430864748,0.6396583786741397,0.7544568805181999,1.0,0.8656866839061197,0.7876883284048884,0.8874450443936056,1.0,0.8794203883282826,0.8018605752994064,0.8969190437859244,1.0,0.44886614993101087,0.42802921225486645,0.532943369919821,1.0,0.7012609064447342,0.6362737463055455,0.750290161285433,1.0,0.8725535361172012,0.7947744518521475,0.892182044089765,1.0,0.0,0.005207118236739138
WT_06__TO__SCA3_01,drive_early,WT_06,SCA3_01,False,10,0.24866925789047073,0.2270981275057485,0.27343501019498095,1.0,0.24996269733371235,0.2282934007511401,0.27291149527673886,1.0,0.4401291132073706,0.38252475243545925,0.5910270420669285,1.0,0.45052279833491354,0.38836666282462307,0.5996043870235761,1.0,0.6234641845166295,0.5014048897917716,0.7780940157498518,1.0,0.643790638526672,0.5219634295984006,0.8003557858178401,1.0,0.24931597761209154,0.2276957641284443,0.27317325273585996,1.0,0.44532595577114203,0.38544570763004116,0.5953157145452523,1.0,0.6352880215613298,0.5079671974776351,0.789224900783846,1.0,0.0,0.003606486349757298
WT_06__TO__SCA3_01,drive_late,WT_06,SCA3_01,False,10,0.6713217623796585,0.5984616268659135,0.7351809132334014,1.0,0.6722119465126425,0.5965785773734846,0.7346489591223851,1.0,0.8331998580170651,0.7896737061030379,0.8611369974375407,1.0,0.8404015182849087,0.793862783317954,0.8666472747096953,1.0,0.9287787809757875,0.9015352556701834,0.943341529326308,1.0,0.9373441085809442,0.912978862550671,0.9500808477150293,1.0,0.6713341488726048,0.5975201021196991,0.7349149361778933,1.0,0.8376807683624932,0.7917682447104959,0.8634626232453406,1.0,0.9330614447783658,0.9072570591104272,0.9467111885206686,1.0,0.0,0.004671218006148892
WT_06__TO__SCA3_02,coupled,WT_06,SCA3_02,False,35,0.40931321190049297,0.15318570738361809,0.8285836283340734,1.0,0.4061440687909435,0.15330496325635468,0.8222027824674268,1.0,0.3073202096910775,0.25104913053964045,0.5738730986340244,0.5142857142857143,0.434896738747913,0.30262217493087396,0.5243490730835482,0.4857142857142857,0.26667610042895024,0.06457591185877601,0.3203317389171081,0.28571428571428575,0.4684965582533295,0.06146922390911234,0.49551886789433097,0.22857142857142856,0.40772864034571826,0.15324533531998638,0.8257081829612661,1.0,0.39257073880522436,0.17705233210077573,0.5779197448697604,0.4000000000000001,0.06494251095375327,0.059221442037501494,0.5539723678820374,0.14285714285714285,0.0,0.006225525471128268
WT_06__TO__SCA3_02,drive_early,WT_06,SCA3_02,False,35,0.3660253729429423,0.22931466171257808,0.5033598658225203,1.0,0.3664590227080251,0.22830545127086557,0.5036021036174194,1.0,0.4696615832563472,0.3121334476430035,0.6225497778110161,0.6571428571428573,0.48904881346362655,0.3194658903980864,0.6321004373734228,0.6571428571428573,0.3837689097101955,0.11566403697025333,0.4821874703799691,0.19999999999999996,0.39337351954808697,0.1183869094652105,0.49323786885712173,0.19999999999999996,0.36624219782548373,0.2288100564917218,0.5034809847199699,1.0,0.4793551983599869,0.3157216019821102,0.6273251075922195,0.6571428571428573,0.38857121462914124,0.1170254732177319,0.4877126696185454,0.19999999999999996,0.0,0.004638600654877981
WT_06__TO__SCA3_02,drive_late,WT_06,SCA3_02,False,35,0.7157535845993747,0.07090870281818816,0.9135668924115602,1.0,0.7128708857361462,0.0696971163957367,0.9098920112264669,1.0,0.11503742835335543,0.10192993515161886,0.6543598897142293,0.4857142857142857,0.6040243275149316,0.5365932760919205,0.7718943649629455,0.4857142857142857,0.11023120052895072,0.04597323335113229,0.12903887397774036,0.3428571428571429,0.5531990405064038,0.041386265576142715,0.6116220902974239,0.2571428571428572,0.7143122351677604,0.07024896048253272,0.9117294518190135,1.0,0.8225895092815758,0.031415896726656733,0.9185889699513964,0.22857142857142856,0.03944830278975555,0.03928172617851525,0.04124747458776625,0.08571428571428572,0.016724738675958188,0.1988281598567877
WT_06__TO__SCA3_04,coupled,WT_06,SCA3_04,False,30,0.28283747692751343,0.12481715355018444,0.5530667526295391,1.0,0.2812594222160935,0.12242384260285925,0.5503248360045853,1.0,0.5451542175487871,0.20713527159436262,0.7913591266485167,1.0,0.7203814930217355,0.42616995969416144,0.8345943826218433,1.0,0.504546956756319,0.18016350143433,0.8745485909103129,0.6666666666666667,0.7857300524327332,0.45413662941656274,0.8808315324163741,0.5000000000000001,0.2824503963117086,0.12362049807652185,0.5516957943170622,1.0,0.6378606430911198,0.464412234237618,0.8341624962119231,0.8333333333333333,0.7384572809010292,0.2010358191475624,0.9405570704127306,0.33333333333333337,0.0,0.0032228690038650365
WT_06__TO__SCA3_04,drive_early,WT_06,SCA3_04,False,30,0.21341093271089198,0.12443655719340158,0.37876134354756813,1.0,0.21200123199279183,0.12306825782639133,0.37527533379176053,1.0,0.3650272742733428,0.22101298276881282,0.6240468576307812,1.0,0.5480766867205766,0.2389066317749923,0.7327867104373723,1.0,0.3755163638829925,0.23072984139596606,0.7449941050721087,0.8333333333333333,0.6293359115239967,0.3623637788602848,0.8829607857323498,0.7666666666666667,0.2127060823518419,0.12375240750989645,0.37701833866966433,1.0,0.4424665173172557,0.2189846641419942,0.6580754276976539,0.9,0.40727841055529623,0.3035667295540465,0.9402643151631287,0.5000000000000001,0.012195121951219513,0.003469234438879476
WT_06__TO__SCA3_04,drive_late,WT_06,SCA3_04,False,30,0.4876457789703412,0.13451039791627,0.7019540726948716,1.0,0.4859346043751357,0.1337618503176884,0.6967747188873172,1.0,0.6988509340660513,0.21457383503066177,0.8833699144877886,1.0,0.82010807495835,0.5955310758991381,0.8817995529868347,1.0,0.49528367179818633,0.12630717626596574,0.992189251153965,0.6333333333333334,0.875,0.7587279219671113,0.9886443920840371,0.5333333333333333,0.48679019167273846,0.1341361241169792,0.6993643957910944,1.0,0.8227138995810751,0.6214117746505409,0.8907027103438551,0.8333333333333333,0.9807087981042099,0.32932594540940385,0.9934164220878338,0.43333333333333335,0.014634146341463415,0.0036596747370976623
WT_06__TO__SCA3_05,coupled,WT_06,SCA3_05,False,35,0.27443643278876667,0.2143813997072976,0.5105208857738185,1.0,0.272752017992994,0.21013823222313932,0.5043814132400346,1.0,0.5116334907824374,0.36755789872285033,0.872056456835377,1.0,0.546574661748437,0.38033677432536717,0.8851172499860074,1.0,0.4418696337533273,0.3867747939017425,0.6600618454667566,0.6000000000000001,0.424394766888705,0.2737910718499702,0.8657504761364734,0.2571428571428572,0.27369119619327315,0.21225981596521845,0.5074511495069266,1.0,0.5272293161644909,0.37687613071175624,0.8776584775187245,0.9714285714285714,0.40560656286576,0.17371196187593402,0.42201615738011156,0.1714285714285714,0.0,0.004684611737758419
WT_06__TO__SCA3_05,drive_early,WT_06,SCA3_05,False,35,0.21198835102632785,0.18545282896899537,0.3775824742032267,1.0,0.21161292981420662,0.1795564545571985,0.3733665808959986,1.0,0.3769754671464881,0.3163303817681224,0.6295196308184655,1.0,0.382426314033589,0.3174122069102369,0.631802458387315,1.0,0.40753596153871796,0.31751077430026636,0.46955710855998767,0.7142857142857143,0.40001433939292635,0.2854773298411198,0.7678989249468207,0.3714285714285715,0.21180064042026722,0.1821271667953251,0.37547452754961264,1.0,0.3790335055084266,0.31687129433917965,0.6306610446028903,1.0,0.3061998103169152,0.2652450563437794,0.48464208875678005,0.28571428571428575,0.03135888501742161,0.0029754040589072828
WT_06__TO__SCA3_05,drive_late,WT_06,SCA3_05,False,35,0.41679215473679865,0.2694714912970817,0.6965963786297306,1.0,0.4102453566711228,0.2636479268399019,0.6866157469392106,1.0,0.7110445458215338,0.42705067114867945,0.9169390488412575,1.0,0.8395197344423097,0.6869771101183398,0.9284516235509289,1.0,0.5330761162898502,0.3050075317249868,0.9483051946302687,0.5714285714285715,0.31995134736107994,0.16922002893644836,0.9043375146091217,0.22857142857142856,0.41348128823649766,0.26655970906849186,0.6918967284349616,1.0,0.8477420466115508,0.6250215934611113,0.945270199428187,0.8,0.2418687298179359,0.10708186622338918,0.3174878704739192,0.14285714285714285,0.0,0.00572730864404425
WT_06__TO__SCA3_06,coupled,WT_06,SCA3_06,False,5,0.5399714538645864,0.4127400839198846,0.6498456414808401,1.0,0.5369214842356548,0.4063625830763333,0.6424264591227223,1.0,0.7529593221860921,0.6480582566841553,0.8251895819949375,1.0,0.7592780013216691,0.6560456150748707,0.8295751376693079,1.0,0.8740100917333151,0.8072829242976715,0.9136284246192875,1.0,0.882273172589972,0.8183438699632766,0.919699472319717,1.0,0.5384464690501206,0.40955133349810896,0.6461360503017812,1.0,0.7561186617538806,0.6520519358795129,0.8273823598321227,1.0,0.8781416321616435,0.812813397130474,0.9166639484695023,1.0,0.0,0.004443347191190439
WT_06__TO__SCA3_06,drive_early,WT_06,SCA3_06,False,5,0.26043171960413614,0.24208508620143987,0.2648991236692308,1.0,0.25936996348799907,0.24057951642625652,0.26555332597307557,1.0,0.486902668407868,0.4386000975772414,0.6128002535307494,1.0,0.4939620055448585,0.4405342729645262,0.6156979632656678,1.0,0.7090298092254693,0.6144644165927504,0.8091876529571438,1.0,0.7306501094511012,0.6303712382540786,0.822152586972124,1.0,0.25995177558961713,0.24133230131384817,0.26517529077760366,1.0,0.49043233697636324,0.43956718527088384,0.6142491083982087,1.0,0.7198399593382853,0.6224178274234144,0.8156701199646339,1.0,0.0,0.003811005378331399
WT_06__TO__SCA3_06,drive_late,WT_06,SCA3_06,False,5,0.742448126317103,0.4915762626967537,0.8008353760331591,1.0,0.7429280637250008,0.48621192966304355,0.800158255298634,1.0,0.8645235590410363,0.7438381211154379,0.8919717318371141,1.0,0.8677197818559471,0.7511877924387368,0.8949440096066236,1.0,0.9315527090002723,0.8700975035967352,0.9468010372757446,1.0,0.9374059896024373,0.8799914614985959,0.95056410696962,1.0,0.7426880950210518,0.4888940961798986,0.8004968156658966,1.0,0.8661216704484918,0.7475129567770874,0.8934578707218688,1.0,0.9344793493013549,0.8750444825476655,0.9486825721226824,1.0,0.0,0.003039395593389005
WT_06__TO__SCA3_09,coupled,WT_06,SCA3_09,False,15,0.3303716960314961,0.13253823022942288,0.4816436106609541,1.0,0.32628221228388443,0.13070795588049552,0.48645071960253344,1.0,0.5901370524453505,0.22505157563319014,0.7353815965194331,1.0,0.711104583148525,0.5887616425893114,0.8639204351437131,1.0,0.7485735733110875,0.23499323939501043,0.8857122660958385,1.0,0.8542529199263681,0.7190769810434313,0.8969996225942558,1.0,0.32832695415769025,0.1316230930549592,0.4814661263270027,1.0,0.5934236875955077,0.5811894471170773,0.747991351762894,0.8,0.8340854833275675,0.6567577002741448,0.9002900877124694,0.8,0.0,0.0024358275008738994
WT_06__TO__SCA3_09,drive_early,WT_06,SCA3_09,False,15,0.2341064688989009,0.16296456984477561,0.4115788040515825,1.0,0.2289497062290262,0.1610020206356861,0.4108214640323537,1.0,0.6343977071200637,0.2855931042886783,0.7010011237586509,1.0,0.6886582530194413,0.5625616275692913,0.8041449906576238,1.0,0.8143528058607853,0.3074211539394274,0.8646611990625385,1.0,0.8427564091909041,0.7925577946901831,0.8764544374640002,1.0,0.23152808756396356,0.16198329524023083,0.4112001340419681,1.0,0.6674344418872662,0.3997458251212717,0.70229185328206,0.8,0.8326731300633348,0.7125122124060046,0.8747328768725826,0.8,0.0,0.002421072342419728
WT_06__TO__SCA3_09,drive_late,WT_06,SCA3_09,False,15,0.2335665331686318,0.10763153601147467,0.6451607686041473,1.0,0.23035467992066408,0.10569245588777244,0.6378860393191171,1.0,0.4597249421300982,0.15790573289703852,0.7988410336324508,1.0,0.6777682932875192,0.431944335889921,0.9,1.0,0.5368590678462397,0.17126831499533543,0.9286403546333079,1.0,0.8630660659826449,0.7109947706152373,0.9343053973264015,1.0,0.23196060654464795,0.10666199594962356,0.6415234039616323,1.0,0.5005961125783229,0.42754986813369233,0.845536383851196,0.8,0.888730850677565,0.27226851285668247,0.9727922191619295,0.6000000000000001,0.021138211382113824,0.001961242309287319
WT_07__TO__SCA3_01,coupled,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029643342819261093,1.0,0.0,0.0,0.0,1.0,0.2757982581090649,0.0,0.8023969206051711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.07621951219512195,0.0
WT_07__TO__SCA3_01,drive_early,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2838418667647916,0.0,0.9161847838712085,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.25,0.11280487804878049,0.0
WT_07__TO__SCA3_01,drive_late,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2469100514462236,0.0,0.6824726241998963,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.25,0.08536585365853659,0.0
WT_07__TO__SCA3_02,coupled,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24036402137747423,1.0,0.0,0.0,0.0,1.0,0.17227651705571584,0.0,0.2709459461764678,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.03989029509493472,0.39285714285714285,0.020905923344947733,0.0
WT_07__TO__SCA3_02,drive_early,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14355705989221654,1.0,0.0,0.0,0.0,1.0,0.11638647873111849,0.0,0.19269592583885842,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.32142857142857145,0.036585365853658534,0.0
WT_07__TO__SCA3_02,drive_late,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38724364459781824,1.0,0.0,0.0,0.0,1.0,0.3910797736384544,0.06535357670760022,0.3941236238550125,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.6428571428571429,0.016179393620289216,0.0,0.03537455060352699,0.39285714285714285,0.06794425087108014,0.0
WT_07__TO__SCA3_04,coupled,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06361634402163316,1.0,0.0,0.0,0.0,1.0,0.2371921247359746,0.0,0.4385318583642953,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2916666666666667,0.08841463414634147,0.0
WT_07__TO__SCA3_04,drive_early,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12457827129849781,1.0,0.0,0.0,0.0,1.0,0.25320559286620703,0.0,0.6134884364406006,0.8749999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.33333333333333337,0.09044715447154472,0.0
WT_07__TO__SCA3_04,drive_late,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020923637589684917,1.0,0.0,0.0,0.0,1.0,0.16499396474647698,0.0,0.5145599275179821,0.9583333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.33333333333333337,0.08841463414634147,0.0
WT_07__TO__SCA3_05,coupled,WT_07,SCA3_05,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017876697523466236,1.0,0.0,0.0,0.0,1.0,0.12228302886706,0.0,0.44457429016803096,0.9285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.023443066905885202,0.39285714285714285,0.09668989547038327,0.0
WT_07__TO__SCA3_05,drive_early,WT_07,SCA3_05,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047464434806104266,1.0,0.0,0.0,0.0,1.0,0.18144840462421702,0.0,0.29960988729824106,0.8214285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8214285714285714,0.0,0.0,0.0,0.2857142857142857,0.10452961672473868,0.0
WT_07__TO__SCA3_05,drive_late,WT_07,SCA3_05,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13419868498641535,0.0,0.370087039367289,0.9642857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.034297730937378305,0.39285714285714285,0.12195121951219513,0.0
WT_07__TO__SCA3_06,coupled,WT_07,SCA3_06,False,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34715582202532835,0.0,0.39908642834941904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
WT_07__TO__SCA3_06,drive_early,WT_07,SCA3_06,False,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3274967588229758,0.0,0.3567174007815312,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
WT_07__TO__SCA3_06,drive_late,WT_07,SCA3_06,False,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2763995498966803,0.0,0.4092711286322278,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
WT_07__TO__SCA3_09,coupled,WT_07,SCA3_09,False,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.059412719578393884,1.0,0.0,0.0,0.0,1.0,0.3390401379420755,0.0,0.491081502534008,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0
WT_07__TO__SCA3_09,drive_early,WT_07,SCA3_09,False,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08773836638980928,0.0,0.31112458964024364,1.0,0.0,0.0,0.0,1.0,0.24272682709513627,0.0,0.31613488661623457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49999999999999994,0.0,0.0,0.0,0.25,0.0,0.08773836638980928
WT_07__TO__SCA3_09,drive_late,WT_07,SCA3_09,False,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06102300059434348,1.0,0.0,0.0,0.0,1.0,0.5078830619709711,0.0,0.6910201402743824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.25,0.09146341463414634,0.0
WT_08__TO__SCA3_01,coupled,WT_08,SCA3_01,True,2,0.6130303273451235,0.6130303273451235,0.6350668612106662,1.0,0.6180309063423852,0.6180309063423852,0.6363296965763399,1.0,0.7754246478876012,0.7754246478876012,0.7936522531703717,1.0,0.7795542992069673,0.7795542992069673,0.799889158806983,1.0,0.8932381154809459,0.8932381154809459,0.9086928892738131,1.0,0.9040503574487151,0.9040503574487151,0.9191478035939683,1.0,0.6155306168437544,0.6155306168437544,0.635698278893503,1.0,0.7774894735472843,0.7774894735472843,0.7967707059886773,1.0,0.8986442364648305,0.8986442364648305,0.9139203464338908,1.0,0.0,0.004129651319366046
WT_08__TO__SCA3_01,drive_early,WT_08,SCA3_01,True,2,0.4660735443205098,0.4660735443205098,0.5379889558970056,1.0,0.4711153799777085,0.4711153799777085,0.5391675513972004,1.0,0.6801279069779301,0.6801279069779301,0.6961663007438864,1.0,0.6939612215841733,0.6939612215841733,0.703997159464582,1.0,0.8397916898647149,0.8397916898647149,0.8434392753601156,1.0,0.8522505819904539,0.8522505819904539,0.8599430952453675,1.0,0.46859446214910916,0.46859446214910916,0.538578253647103,1.0,0.6870445642810517,0.6870445642810517,0.7000817301042341,1.0,0.8460211359275844,0.8460211359275844,0.8516911853027416,1.0,0.0,0.0018284028351479575
WT_08__TO__SCA3_01,drive_late,WT_08,SCA3_01,True,2,0.7017307501242391,0.7017307501242391,0.7154042510709668,1.0,0.6978261020821065,0.6978261020821065,0.7145723781313944,1.0,0.8266754789631215,0.8266754789631215,0.8508286605268665,1.0,0.8283115051026988,0.8283115051026988,0.8552152715310797,1.0,0.9231345701369432,0.9231345701369432,0.9367422857378269,1.0,0.9309834839793412,0.9309834839793412,0.9442841687808794,1.0,0.6997784261031728,0.6997784261031728,0.7149883146011806,1.0,0.8274934920329102,0.8274934920329102,0.8530219660289731,1.0,0.9270590270581422,0.9270590270581422,0.9405132272593533,1.0,0.0,0.0016360261395772513
WT_08__TO__SCA3_02,coupled,WT_08,SCA3_02,False,7,0.42491569239962923,0.16170540080472912,0.7214836347397995,1.0,0.5875170004716147,0.36221418340307715,0.7036113904260122,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,0.0,,,,0.0,0.6407899902377989,0.5722135477361225,0.9278200796182265,0.5714285714285714,1.0,1.0,1.0,0.14285714285714285,,,,0.0,0.0,0.0
