group,cell_id,animal_id,solution_key,source,b,r,s,kappa_I,stored_rheobase_J,protocol_rheobase_J,rheobase_status,rheobase_relative_error,J_q75,active_support_q75_ms,spike_count,support_rate_hz,mean_isi_ms,occupancy_fraction,first_spike_ms,simulation_ok,within_cell_support_weight,group_support_weight,core_q75_secure,exp_q75_firing_rate_hz,exp_q75_mean_isi_ms,rheobase_J_best
SCA3,SCA3_01,SCA3_AN01,best,best,2.87957486763608,0.0367840866590933,0.666593864674466,0.072414473059144,7.364185581249652,7.364185581249652,OK,0.0,8.468813418437104,872.4000000000001,39,44.70426409903713,22.465229611951617,0.9785404920382409,45.17006494832417,True,0.5,0.0833333333333333,True,37.47955558062151,23.721350931677016,7.364185581249652
SCA3,SCA3_01,SCA3_AN01,r_HIGH,r_HIGH,4.180844445717766,0.098238929690672,1.4104174994872096,0.0928534941582593,7.018989382128574,7.018989382128574,OK,0.0,8.468813418437104,872.4000000000001,38,43.558000917010546,23.24053146592904,0.9856713253546243,7.674669991325226,True,0.5,0.0833333333333333,True,37.47955558062151,23.721350931677016,7.364185581249652
SCA3,SCA3_02,SCA3_AN01,best,best,3.39580213794053,0.011865463263355,1.06199021527079,0.134917346653611,0.9278531747632068,0.9227081061446485,OK,0.005545132310261692,8.149643718336852,642.1359374999932,43,66.96401414225544,15.067680059678562,0.9855274024536373,6.122688847951633,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,b_LOW,b_LOW,1.7012055089318403,0.0830977770474897,13.865757715128549,1.1494434320736062,1.3608513229860368,1.3608513229860368,OK,0.0,8.149643718336852,642.1359374999932,38,59.17750086990016,17.238031902507124,0.9932588150663508,0.7862244366118459,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,b_HIGH,b_HIGH,5.32081129056834,0.0001379675781911,2.726334423918427,0.1138050673652359,1.5739139038575878,1.5739139038575878,OK,0.0,8.149643718336852,642.1359374999932,48,74.75052741461073,13.375403061288514,0.9789888825223504,1.339529879624649,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,r_LOW,r_LOW,5.058325048081602,0.000134353582935,2.5718417626155823,0.1190763663927034,1.3264863905873994,1.3228757489452447,OK,0.002721959054970595,8.149643718336852,642.1359374999932,49,76.30783006908177,13.339774755073094,0.9971551985338233,1.4693758404353638,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,r_HIGH,r_HIGH,1.7153229597754271,0.0912955123819697,12.4124105689581,1.203258733619204,1.5807868903373152,1.5807868903373152,OK,0.0,8.149643718336852,642.1359374999932,41,63.849408833313326,16.000023574307793,0.9966751673547604,0.7863359591880692,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,kappa_I_LOW,kappa_I_LOW,4.208008871756549,0.0154138562600507,0.8770914021572215,0.0437782759191279,1.2440105528306695,1.2406146920160064,OK,0.002729768495079138,8.149643718336852,642.1359374999932,30,46.7190796341317,21.719776966015502,0.9809037233871624,4.761669089192401,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_02,SCA3_AN01,kappa_I_HIGH,kappa_I_HIGH,1.6938770214244712,0.0801551802327286,14.38556558178567,1.0929624914074123,1.278375485229307,1.278375485229307,OK,0.0,8.149643718336852,642.1359374999932,36,56.06289556095804,17.885841288417907,0.974878384056543,0.8357338026997901,True,0.1428571428571428,0.0238095238095238,False,49.25576996326034,19.857618811720343,0.9278531747632068
SCA3,SCA3_04,SCA3_AN01,best,best,3.1841739616986,0.0685272827706698,1.64104809448976,0.226797255112739,2.998635531603484,2.998635531603484,OK,0.0,6.138782334394186,141.5189453124997,7,49.46334206026423,21.115904447637273,0.8952541753760033,8.20509337750096,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_04,SCA3_AN01,b_LOW,b_LOW,1.874040756842884,0.0913896204225457,12.973660656527498,0.7182226987175595,3.447729152561261,3.447729152561261,OK,0.0,6.138782334394186,141.5189453124997,7,49.46334206026423,21.104528568251848,0.8947718705074797,2.5393130166747917,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_04,SCA3_AN01,b_HIGH,b_HIGH,4.030928926785516,0.0018911628599607,4.857666419592209,0.2709707926853018,3.162367580911007,3.162367580911007,OK,0.0,6.138782334394186,141.5189453124997,8,56.529533783159124,17.735298939277683,0.8772471579745333,7.838418448175318,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_04,SCA3_AN01,r_LOW,r_LOW,4.587716029893826,0.0049504499800163,3.025643669356378,0.2619783809564031,3.5927489676622097,3.5927489676622097,OK,0.0,6.138782334394186,141.5189453124997,8,56.529533783159124,17.79220798666679,0.8800620696518644,5.861297760281811,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_04,SCA3_AN01,s_HIGH,s_HIGH,3.463954750279856,0.0005984977503139,8.308396473112523,0.1986895690405713,2.998635531603484,2.994652933255042,OK,0.0013281368497332553,6.138782334394186,141.5189453124997,8,56.529533783159124,17.769366901185645,0.8789322732276829,13.74214871165826,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_04,SCA3_AN01,kappa_I_LOW,kappa_I_LOW,4.537119540928005,0.0633243055488632,0.8420821742217344,0.0411814643655073,3.3775582742866086,3.3775582742866086,OK,0.0,6.138782334394186,141.5189453124997,7,49.46334206026423,20.804813750876026,0.8820648163368597,5.279887777904276,True,0.1666666666666666,0.0277777777777777,True,51.34150066444606,18.557606026785702,2.998635531603484
SCA3,SCA3_05,SCA3_AN01,best,best,4.57048885142292,0.0267222541757113,1.35804074575354,0.185485356173587,2.302301394566596,2.302301394566596,OK,0.0,4.546011286576872,582.584375,33,56.644155621235114,17.980332738450823,0.9876177122505668,4.7199951856521585,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,b_LOW,b_LOW,3.904773796769174,0.0030137674775441,5.020370133081688,0.354246301933337,2.4884155791573086,2.4884155791573086,OK,0.0,4.546011286576872,582.584375,5,8.58244782139926,18.71302494641175,0.12848284814649724,8.53881473974365,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,r_LOW,r_LOW,4.932184173036958,0.0006480540018362,4.36161393974913,0.3323480760746279,2.471182784287799,2.471182784287799,OK,0.0,4.546011286576872,582.584375,25,42.9122391069963,19.049218583980885,0.7847468377701363,5.072061318205322,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,r_HIGH,r_HIGH,4.017092229938917,0.0590798966523011,1.6494085627972792,0.2942362699849268,2.2781754817492814,2.275130982424087,OK,0.00133637612623979,4.546011286576872,582.584375,36,61.79362431407468,16.55150212146888,0.9943668232630007,4.47679818002198,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,s_HIGH,s_HIGH,4.864054646667115,0.0006776655975539,4.3731695928770025,0.3378768246610932,2.443610312496582,2.443610312496582,OK,0.0,4.546011286576872,582.584375,25,42.9122391069963,19.28338379437784,0.7943934491292667,5.185490633047513,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,kappa_I_LOW,kappa_I_LOW,4.791687949288009,0.0542314160920349,0.7987933030433494,0.0480561856737695,2.27472892277538,2.27472892277538,OK,0.0,4.546011286576872,582.584375,31,53.21117649267541,18.812245628625025,0.9687306990661236,4.160644171067721,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_05,SCA3_AN01,kappa_I_HIGH,kappa_I_HIGH,2.7246783396644254,0.0591584594723072,7.181695318183479,0.7580592364653818,2.44016375352268,2.44016375352268,OK,0.0,4.546011286576872,582.584375,19,32.613301721317185,31.89086311917437,0.9853260073189203,3.7022264011754653,True,0.1428571428571428,0.0238095238095238,False,30.954476047137284,32.057164171006946,2.302301394566596
SCA3,SCA3_06,SCA3_AN02,best,best,3.32112664756946,0.000172535267681,1.80693033257445,0.113660442709963,5.238728290213989,5.238728290213989,OK,0.0,6.83625257651551,940.8140625,30,31.887278470606407,31.48127944764869,0.9703905802128803,49.68991357284174,True,1.0,0.1666666666666666,True,30.73429802955661,30.86969147005448,5.238728290213989
SCA3,SCA3_09,SCA3_AN02,best,best,3.56794792056019,0.0001570401851009,1.28766365576524,0.15770178132879,2.2595007918063086,2.2595007918063086,OK,0.0,4.22069670379549,835.3968750000003,31,37.108111040037095,27.797305944015147,0.9982311441139329,27.976646921646704,True,0.3333333333333333,0.0555555555555555,True,29.895320197044374,28.14086174242421,2.2595007918063086
SCA3,SCA3_09,SCA3_AN02,b_LOW,b_LOW,2.343229745087469,0.0707211746046489,9.492341680611522,0.933669175891253,2.224592773955368,2.224592773955368,OK,0.0,4.22069670379549,835.3968750000003,32,38.30514688003829,26.93714305955443,0.9995864957553104,3.1120615212795655,True,0.3333333333333333,0.0555555555555555,True,29.895320197044374,28.14086174242421,2.2595007918063086
