condition,noise_factor,kl_field_sign_agreement_fraction,discordance_mask_jaccard,discordance_area_fraction,baseline_discordance_area_fraction,discordance_area_shift,reverse_discordance_area_fraction,baseline_reverse_discordance_area_fraction,firing_field_max_abs_difference_from_baseline
D_x0p5,0.5,0.9835310263699637,0.9622556728824984,0.425644544652485,0.43054602489951965,-0.004901480247034629,0.0,0.0,0.0
D_x2,2.0,0.9820605822958534,0.9587837837837838,0.42201744926967943,0.43054602489951965,-0.008528575629840218,0.0,0.0,0.0
