subset,projection,stage,A_threshold,n_biological_pairs,median_abs_delta_combined_median,median_abs_delta_combined_q25,median_abs_delta_combined_q75,median_abs_delta_kappa_median,median_abs_delta_kappa_q25,median_abs_delta_kappa_q75,median_abs_delta_J_median,median_abs_delta_J_q25,median_abs_delta_J_q75,median_abs_interaction_median,median_abs_interaction_q25,median_abs_interaction_q75,median_signed_interaction_median,median_signed_interaction_q25,median_signed_interaction_q75,scenario_support_with_band_median
core_secure_pairs,isi,SCA3_entry,0.7978563373093712,32,0.1754604328836862,0.1235505901458377,0.2444262492347383,0.2780706202769859,0.1670666183032354,0.4340623060477309,0.1513420667277436,0.0752953288501711,0.1941776283496836,0.0328327949740167,0.0181060715669672,0.059936521602993,-0.0221955209746578,-0.0520905002999731,-0.0067579771123815,1.0
core_secure_pairs,isi,WT_exit,0.1358293233470019,32,0.1485148324262752,0.1172425798859077,0.2269131190497248,0.308700776331425,0.1962191701560311,0.3900424473197354,0.2148985396883645,0.1605869091708455,0.2644253765484589,0.0322384009220132,0.0194632930694966,0.0546791082389387,-0.0395516612096341,-0.0600206222763745,-0.014313974440991,1.0
core_secure_pairs,isi,balance,0.5,32,0.1980735204251485,0.1562582855742682,0.2530182451328003,0.2952377548756005,0.1713580105816854,0.3883886119848523,0.1523874612864245,0.1272114068570281,0.193016225826017,0.0313753196108121,0.019311988030342,0.0532835153381139,-0.025105712196101,-0.0601664289029899,-0.0142191771526541,1.0
