group,cell_id,q,supported_by_observed_current_range,spike_count,firing_rate_hz,active_rate_hz,train_duration_ms,mean_isi_ms,median_isi_ms,cv_isi,early_isi_ms,late_isi_ms,adaptation_index
WT,WT_07,0.5,True,1.0039062499999665,20.8068652912798,,,,,,,,
WT,WT_07,0.75,True,2.0,2.174798473115336,64.53268483635522,15.49648437499997,15.49648437499997,15.49648437499997,0.0,15.49648437499997,15.49648437499997,0.0
WT,WT_08,0.25,True,53.93750000000009,74.55539889301896,85.96251363455055,649.4744140625016,11.821544692095598,11.693847656249984,0.1865433707407284,8.368359375000011,11.63489583333336,0.1626013205861643
WT,WT_08,0.5,True,24.25390624999996,85.26875236857884,109.95906351163418,211.83085937499956,9.096883491847825,9.12636718750002,0.158427145011029,6.447005208333326,9.277083333333344,0.180018130819835
WT,WT_08,0.75,True,11.548828125000028,78.93373624400914,126.41316385488024,84.50996093750028,7.926688326322122,8.13037109375001,0.232161832870986,5.862760416666658,8.742447916666682,0.1964003350192945
WT,WT_09,0.5,True,59.785156250000256,58.90163177339928,62.09553960843235,945.9371093750004,16.338401451889276,16.525390624999957,0.1385652733854241,10.285156249999968,17.195833333333212,0.2434999062041663
WT,WT_09,0.75,True,73.08593750000004,79.15236101761882,83.01436841673429,884.4409179687509,12.145059760089834,12.20151367187499,0.0873642763633674,8.443782552083336,13.203157552083333,0.2195720317600357
WT,WT_10,0.25,True,27.27050781249993,29.56604247302364,,,,,,,,
WT,WT_10,0.5,True,54.2890624999999,53.486761083743744,56.40184479118924,944.6054687499998,17.769886073747713,18.027343749999947,0.1440617678531733,13.255208333333387,15.351302083333366,0.0756896045963514
WT,WT_10,0.75,True,74.93164062499986,74.10398877729645,77.00654626148032,960.02890625,13.048469328703726,13.220898437499892,0.1012505457136844,8.41634114583335,12.41419270833327,0.1928326330830045
WT,WT_11,0.25,True,20.687499999999712,29.581490933409576,35.373398605601025,405.2378906249951,32.07488511029425,33.69531250000013,0.2763768092397391,30.087109375000164,33.45937500000011,0.095531604107647
WT,WT_11,0.5,True,47.12500000000016,48.118079993514016,51.1021957274865,860.4585937500028,20.62835477941169,20.69687499999988,0.1856655547503041,15.491406249999915,24.206249999999944,0.2468794263456099
WT,WT_11,0.75,True,54.69531249999996,54.78198438807571,64.48454189279258,834.7007812500016,15.561905126634027,15.110546875000017,0.2364604238396704,10.733593750000022,24.8958333333333,0.3973590436445936
WT,WT_13,0.25,True,48.84179687500003,49.04840443137228,85.99260658739888,556.2624999999999,11.629967009715536,11.287695312500068,0.2137591343096776,13.019921874999955,10.721028645833314,-0.0914116047340736
WT,WT_13,0.5,True,44.39453125000003,54.1181922491829,83.01147607143221,521.4750000000001,12.062419245793263,10.941796874999987,0.3579428611650422,22.013281249999935,10.375130208333347,-0.3018393914256474
WT,WT_13,0.75,True,40.05859374999997,59.22086657761133,80.05098766747369,487.9343749999997,12.492074364437649,10.59648437499991,0.5015233320961926,30.969921874999944,10.043098958333374,-0.510181214515129
WT,WT_14,0.25,True,29.453125000000068,36.56991027607934,40.33209849279704,716.8785156250046,25.07960398706908,22.089062500000043,0.5793481398373344,22.62018229166679,28.540494791666664,0.1186988624667825
WT,WT_14,0.5,True,20.69531249999993,56.36850922389146,63.44496232322643,319.174999999998,15.935666666666624,15.667578124999965,0.174944815771746,13.47786458333329,19.90468749999992,0.1857616776177236
WT,WT_14,0.75,True,16.863281250000078,74.08298775671386,78.51358157636817,203.4613281250015,12.768315060399193,13.02636718750005,0.1705689299284813,10.955208333333417,14.919661458333334,0.1568971898255955
WT,WT_15,0.25,True,34.53124999999983,34.02093596059097,34.912712136119424,958.0609375,31.58379464285727,28.794531249999974,0.2600369595816266,23.51796875000008,29.78020833333346,0.1009348242653793
WT,WT_15,0.5,True,73.41406249999977,72.44043748174407,73.95194632482392,978.99453125,13.626752804487223,13.65976562500006,0.0625110009868397,11.18411458333338,13.950520833333403,0.1117830679919499
WT,WT_15,0.75,True,96.85156249999976,95.94316953527932,97.24098206584942,985.5886718749998,10.301093152104617,10.336328125000016,0.0470285065512911,8.774609375000033,10.022265625000042,0.0665410045001958
WT,WT_16,0.5,True,52.53515624999986,51.75877463054174,54.801307632506,939.8082031249996,18.363814352203693,18.26308593750001,0.0800708519652591,17.883333333333393,19.450000000000056,0.0425186070306393
WT,WT_16,0.75,True,77.52734374999964,76.56545684707852,78.87651167006612,969.9179687499995,12.757339754971651,12.79531250000013,0.0631462453069117,12.396093750000055,11.714908854166785,-0.0350877695737392
