subset,stage,A_threshold,n_biological_pairs,median_drive_dominance_fraction_median,median_drive_dominance_fraction_q25,median_drive_dominance_fraction_q75,median_abs_dA_ddrive_median,median_abs_dA_ddrive_q25,median_abs_dA_ddrive_q75,median_abs_dA_dintrinsic_median,median_abs_dA_dintrinsic_q25,median_abs_dA_dintrinsic_q75,median_gradient_magnitude_median,median_gradient_magnitude_q25,median_gradient_magnitude_q75,scenario_support_with_boundary_band_median,scenario_support_with_boundary_band_q25,scenario_support_with_boundary_band_q75
core_secure_pairs,SCA3_entry,0.7978563373093712,32,0.5179687872873071,0.4196654169774912,0.6467044854890233,1.3034290727462352,1.1101988252037605,1.536792787979646,0.9893305152289316,0.6474418868669718,1.3290397389126452,1.9306134420171217,1.740350439376937,2.540362966096204,1.0,1.0,1.0
core_secure_pairs,WT_exit,0.1358293233470019,32,0.3388755690698721,0.2555344367932035,0.5847947569533827,0.7691956058668775,0.5901615905564408,0.9959888489492156,0.8161338232150019,0.4608637060602828,1.6190243516094398,1.47690170986418,1.200408658923828,1.847558412637297,1.0,1.0,1.0
core_secure_pairs,balance,0.5,32,0.4028445460148113,0.3152782490699258,0.6124579212064712,0.9993738199800284,0.7745548244484829,1.3969183238355918,0.9342027789834226,0.6392311743173315,1.466348668772728,1.6746835958640354,1.4363569531670055,1.9786132981178204,1.0,1.0,1.0
