path_family,path_progress,n_pairs,A_isi_median,A_isi_q25,A_isi_q75,rheobase_J_median,active_rate_median,mean_isi_median,occupancy_median
coupled,0.4,32,0.0585509466974017,-0.026048123951651,0.26422163746747,0.40096103837091884,70.40260211059604,11.841117350377235,0.9854154231194177
coupled,0.425,32,0.0883547557456952,0.0041088910051972,0.2714192821924435,0.41301133396127776,69.38263792362667,12.187898908560715,0.9858254566173535
coupled,0.45,32,0.1115745666791853,0.0339573934260665,0.269237882461729,0.4267005204595733,69.10669569732099,12.41065251979452,0.9844223809707986
coupled,0.475,32,0.1331473471701106,0.0498209607962015,0.2713239461644167,0.429888459711911,67.7716381938994,12.712537743612392,0.9841013408043544
coupled,0.5,32,0.1556357333633663,0.0763131250536327,0.2923869234043441,0.43534976743157205,68.7408905397865,12.994191059961535,0.9845182759636804
coupled,0.525,32,0.1893483464752323,0.1053712360008492,0.3368060538245294,0.4850136625050928,67.63406782741001,13.27927759340846,0.9790020297961148
coupled,0.55,32,0.2304191920564771,0.1323935602222543,0.3566998125667697,0.517581995432234,67.010747006094,13.394080404760796,0.9816582072519722
coupled,0.5750000000000001,32,0.2746651984231346,0.1704613684096306,0.3870813963932483,0.532409676487867,65.82557354211646,13.51811559038213,0.9801442270450236
coupled,0.6000000000000001,32,0.3296845617736559,0.1781771385898099,0.4271084559264868,0.5229290844124546,64.59549494217731,13.83152936909438,0.9813049736201284
coupled,0.625,32,0.3697828651435593,0.2372710514846779,0.4595753808169476,0.5674627519560571,62.81309845713268,14.530716788235177,0.9814467826454228
coupled,0.65,32,0.412649977226434,0.2760035489681966,0.497302724777128,0.6083233853285326,62.38170358657145,14.902019601308211,0.9778850846535015
coupled,0.675,32,0.4546925677247458,0.3230861265980461,0.5312931030165146,0.6442711089241455,60.451892999884464,15.38652918624835,0.9808901542655016
coupled,0.7000000000000001,32,0.4922331983884997,0.3695171496583228,0.5643025942272107,0.6889719865250341,60.52858523894362,15.744783534524853,0.9786723029105062
coupled,0.7250000000000001,32,0.5258798878105475,0.4080032985380153,0.6110582500619902,0.761630183741651,56.96344676070757,16.29388822793387,0.9813675809053392
