scenario_id,seed,dt_ms,x_min,x_max,y_min,y_max,z_min,z_max,sample_count
9,20260818,0.05,-1.300170928611639,2.187345532208799,-8.726327026890733,0.8948380178036873,0.5063852377594786,1.9671963286671643,372000
9,21260821,0.05,-1.3139407098114912,2.1710488395425673,-8.711526550660437,0.8711450102887284,0.5364388798524531,1.9816945423045034,372000
9,22260823,0.05,-1.3153901155964838,2.138925857285893,-8.612509895279166,0.9153577290237328,0.5038968800871444,2.0116726800015066,372000
9,23260837,0.05,-1.3089552982153647,2.157416406443785,-8.612546327189165,0.9223786998923814,0.47069169395386107,1.9500563196857175,372000
9,24260855,0.05,-1.291598363228998,2.167726647862485,-8.688390418914626,0.8992581459121347,0.4803834163784482,2.0004089110723116,372000
9,20260818,0.025,-1.3089356161666532,2.0728011989507187,-7.936177423054044,0.8995133524989984,0.5877635295397674,1.9834167689895754,372000
9,21260821,0.025,-1.2544203930315307,2.1089992371036743,-8.078984573683798,0.9077453461109594,0.6103259834535847,2.037489965512671,372000
9,22260823,0.025,-1.266329784160226,2.1105072796592657,-8.004482779537108,0.9061287161698842,0.5838143477356857,2.0112051309697154,372000
9,23260837,0.025,-1.2548547985343124,2.0681665746964137,-8.110063642239668,0.907330370529623,0.5551686254947849,2.0379702364225616,372000
9,24260855,0.025,-1.2641190667737427,2.0979543936008427,-7.889858306961075,0.9217483896209249,0.5723572701102425,1.9859408910428005,372000
9,20260818,0.0125,-1.2444570846597316,2.032790063749541,-7.698611561324283,0.9034588885989071,0.6310224189530633,2.0175126606074,372000
9,21260821,0.0125,-1.2589072776845922,2.0645147964183153,-7.596519718732344,0.929944837562057,0.6390625039179336,2.0372508414547403,372000
9,22260823,0.0125,-1.2578422268963145,2.024939584025857,-7.706681859906435,0.9242448589031075,0.6091410876235549,2.143616132219592,372000
9,23260837,0.0125,-1.239505423734687,2.0667439797033356,-7.493727885129971,0.9303813830333698,0.6254176301394374,2.0686260177117446,372000
9,24260855,0.0125,-1.2737360256906731,2.04042684365581,-7.439950154784537,0.9093389013168962,0.6244110044787815,2.0894841909171435,372000
10,20260818,0.05,-2.253881198159818,1.971767787837647,-23.759710876652125,1.0129768503958223,-1.5069173767977557,6.591090109837302,372000
10,21260821,0.05,-2.2505189896812885,1.970522912549849,-23.44975520417648,1.0965913478099742,-1.4193551389256518,6.74703920036882,372000
10,22260823,0.05,-2.258995283697681,1.9666644692175919,-23.534244025200188,1.1676700932365045,-1.4220974421493526,6.715139926250138,372000
10,23260837,0.05,-2.247152654681584,1.9753456776880713,-23.470503227392705,1.1655490916262028,-1.4264086926283788,6.527615802122163,372000
10,24260855,0.05,-2.268344671316477,1.9321144000792168,-23.764492180117664,1.0967491881859477,-1.390044020278333,6.699398767794774,372000
10,20260818,0.025,-2.246635339366821,1.8639597802570753,-23.594707225630387,1.0598634015053343,-1.3626279519250502,6.593130761294472,372000
10,21260821,0.025,-2.23414736456539,1.8479373648652881,-23.439950052790806,1.06674826390777,-1.3893207370436036,6.625370828494242,372000
10,22260823,0.025,-2.2372735091826725,1.856010638695799,-23.437870876661687,1.143031638054742,-1.4239007022663472,6.5824146145023565,372000
10,23260837,0.025,-2.2479968016255873,1.876267293866913,-23.35288394831852,1.0525353343148327,-1.41904478117407,6.615761897188874,372000
10,24260855,0.025,-2.234347798213573,1.8569276595425672,-23.49955169295989,1.0399402678326797,-1.4235226806665295,6.638835060918402,372000
10,20260818,0.0125,-2.240740520524618,1.8664756491369467,-23.522581090194933,1.006129880470456,-1.4391686342916943,6.565935455780559,372000
10,21260821,0.0125,-2.2407714924078306,1.8061765510345436,-23.71168796782987,1.042672812842604,-1.399244885394757,6.729386434778857,372000
10,22260823,0.0125,-2.237328593208218,1.839829123500622,-23.537631202251806,1.1273408926431367,-1.3993313841085877,6.598141167753954,372000
10,23260837,0.0125,-2.2345869114197554,1.8683054151421086,-23.444842054167804,1.1227679529626566,-1.374022296562465,6.602512867364723,372000
10,24260855,0.0125,-2.232500543845722,1.8125168731165895,-23.331629396533682,1.0298417919811185,-1.3899505036636035,6.62090657221866,372000
11,20260818,0.05,-1.5655003485245234,2.981772291647815,-15.052878570908,1.1638929678154606,0.5265851400575403,3.3399032832204,372000
11,21260821,0.05,-1.5474081263041894,2.9140022442530222,-15.226609568375485,1.1665007889415115,0.49459768770138834,3.2848916602281473,372000
11,22260823,0.05,-1.5559491798619294,2.8612889727752426,-15.52034855897222,1.1768078090960046,0.5148161391224346,3.341035207835865,372000
11,23260837,0.05,-1.5792771944819952,3.0717597131536745,-15.63950683855104,1.2345712423092972,0.5037281985695081,3.254458135408809,372000
11,24260855,0.05,-1.6157139065866228,3.057175761328143,-16.353064522871048,1.2402221374140934,0.5164585016320019,3.142261689752356,372000
11,20260818,0.025,-1.5200548952203965,2.847740986792571,-14.8945976305883,1.170115826814173,0.6035072170075131,3.339783712097067,372000
11,21260821,0.025,-1.4974162338620443,2.8355956468556807,-14.41441700283152,1.2007826341987373,0.5433999431294254,3.284884912047804,372000
11,22260823,0.025,-1.5057864537246748,2.7738471550311234,-14.79899766174184,1.2099941901118336,0.5863525435083715,3.340893200364479,372000
11,23260837,0.025,-1.5130558255913615,2.9301814107722253,-14.581207941591583,1.2411621893712093,0.5942455748907114,3.2543341287088237,372000
11,24260855,0.025,-1.5288388371812067,2.978665227137949,-14.259094714324627,1.2061288359472264,0.5855233788675948,3.142129601072459,372000
11,20260818,0.0125,-1.4901582250189205,2.9137878092733493,-13.362103969419934,1.197238869428687,0.5911556154489661,3.3397360974905124,372000
11,21260821,0.0125,-1.4667871040681415,2.7798074396067447,-13.962595683362613,1.1665533696804862,0.6349017977537984,3.2849337657681628,372000
11,22260823,0.0125,-1.4910066090062322,2.7242761914294302,-14.333510883742834,1.1669343742218623,0.6308073321595674,3.340846950374009,372000
11,23260837,0.0125,-1.4993504603804517,2.8612174336021323,-14.405045688612681,1.168026673627702,0.6133219321412849,3.2542794116115332,372000
11,24260855,0.0125,-1.5005122765962127,2.802570347199,-14.739531665045527,1.158365788846748,0.6188537529416549,3.1420860191102142,372000
12,20260818,0.05,-1.7893950059612571,3.8996707166408977,-22.520701335036843,1.2962607922058926,0.49451117970067326,3.122716787831781,372000
12,21260821,0.05,-1.8033378219090397,3.6829454599289453,-22.43721665794008,1.2867302689506281,0.5185187840431922,3.144947261008836,372000
12,22260823,0.05,-1.8595667153165794,3.863699256182292,-22.90672278795733,1.2494981018731905,0.5273069198558584,3.100605499966945,372000
12,23260837,0.05,-1.8728852675660272,3.8549411145811194,-22.71156470132658,1.284165919305146,0.48765847345829966,3.131633947031269,372000
12,24260855,0.05,-1.86438240497072,3.8669782048605357,-21.947577542792505,1.266706324500501,0.5206158868907943,3.082923607044949,372000
12,20260818,0.025,-1.7212728133878308,3.743282325332945,-21.73120823528589,1.3117346376496464,0.545001782835182,3.122612099996615,372000
12,21260821,0.025,-1.7299927537883177,3.683778662728775,-21.024388439260882,1.2493621273600068,0.5692014910129887,3.144837190452242,372000
12,22260823,0.025,-1.7405409409039934,3.697608260096763,-21.644082939589754,1.2461513223074165,0.5854260564778027,3.100488447707709,372000
12,23260837,0.025,-1.7244061362409642,3.785434102231203,-21.793959601049703,1.2845324638614815,0.5723608957932604,3.131508795492179,372000
12,24260855,0.025,-1.7388860223602043,3.7563538856015946,-21.144596469639616,1.2591066305520509,0.5956945306718019,3.082846473240317,372000
12,20260818,0.0125,-1.6959990329250885,3.669694263939914,-21.419575295436253,1.2938277530105786,0.6232478853243909,3.1225742748878025,372000
12,21260821,0.0125,-1.700315423286945,3.657766939111398,-20.137239367933386,1.297926082092892,0.6162260958041129,3.144801021220077,372000
12,22260823,0.0125,-1.7109774099310782,3.6343988730732653,-21.029289729690717,1.2566052808136308,0.6167445044000965,3.1004525178940234,372000
12,23260837,0.0125,-1.7040889882194838,3.7222017267541414,-21.079528355584078,1.282289670042937,0.5981402152182427,3.131444702617442,372000
12,24260855,0.0125,-1.7092732760719813,3.6898652437666977,-20.63699949458439,1.3135077971106426,0.6189903673422535,3.082822532956295,372000
13,20260818,0.05,-1.816835159800431,2.3482769744233787,-15.099198684551292,1.1107948079511876,0.415998856727424,2.6997220063568546,372000
13,21260821,0.05,-1.8295093548801964,2.313770647033397,-15.391567296789919,1.0409064977606612,0.4158093845531238,2.7790393959993147,372000
13,22260823,0.05,-1.7963167447881476,2.344640452574867,-14.784988572425362,1.0829969352644686,0.4557753602390846,3.0005491844139023,372000
13,23260837,0.05,-1.7892019825564018,2.3007836066946528,-14.732669930983102,1.05285349075229,0.4234136679962438,2.6087182544639966,372000
13,24260855,0.05,-1.8628839374354587,2.3413712871401056,-15.86423698992402,1.054225840086054,0.4644467935389339,2.7650301593284436,372000
13,20260818,0.025,-1.8732621108344778,2.200571905031153,-16.230084201742606,1.2224436340307865,0.45176422338288713,2.699550690409471,372000
13,21260821,0.025,-1.8267186432769351,2.213068064594353,-15.243551982786274,1.0512868847971513,0.4470098939837197,2.77884587757682,372000
13,22260823,0.025,-1.8287354820841635,2.296135700902973,-15.673036892772101,1.14844130994733,0.43605892863254103,3.0003664826397007,372000
13,23260837,0.025,-1.7807613622316494,2.307274433082874,-14.542083255844437,1.1003336823695815,0.3880762182647763,2.608541498780636,372000
13,24260855,0.025,-1.8247676364036902,2.2562546690875944,-15.656973268229988,1.047047595770125,0.45929112809787376,2.7649465590928104,372000
13,20260818,0.0125,-1.8051692631159297,2.232387716084588,-15.095051019416347,1.060596468652655,0.3649290561000036,2.6994635581864905,372000
13,21260821,0.0125,-1.7956460360845157,2.1645809314655176,-14.887919773367729,1.272237195825809,0.44284235340588457,2.7787840543443125,372000
13,22260823,0.0125,-1.8052631113592046,2.2539738510803193,-15.124364842470431,1.1090005106681013,0.4582973935073243,3.000307814361756,372000
13,23260837,0.0125,-1.771824921454644,2.2501548394454507,-14.630156106407911,1.0747752838038527,0.44105291524787577,2.608479049751466,372000
13,24260855,0.0125,-1.8121533090791255,2.2486739401570355,-15.27076396947909,1.1127478622068572,0.45227383199064014,2.7646374242486256,372000
14,20260818,0.05,-1.8810657695225217,3.9163402037216994,-22.96265488090807,1.17840500164207,0.41212122928447414,1.3113666143650893,372000
14,21260821,0.05,-1.8962068470348408,3.908226332089817,-22.88683643984177,1.153933672031316,0.4227546340158732,1.3578788760533433,372000
14,22260823,0.05,-1.881455291004589,3.9350984955491524,-23.02960409260765,1.1849038223182602,0.38361496080157736,1.2693653943823577,372000
14,23260837,0.05,-1.8713728510570886,3.89944149848229,-22.890498716175312,1.1268962484786595,0.38049492446631833,1.3329697396685878,372000
14,24260855,0.05,-1.8846225575163587,3.909446771719575,-22.95259071366304,1.1638231390894527,0.4012023227715784,1.28964086593386,372000
14,20260818,0.025,-1.7594028331013583,3.7823666864811805,-21.614723129846944,1.1302086475760538,0.44214947938737825,1.3054586266636603,372000
14,21260821,0.025,-1.7534901037490385,3.756932367963802,-21.70027401140521,1.1563842747548434,0.44959434758920447,1.2767798386333384,372000
14,22260823,0.025,-1.757353430400088,3.799591153485045,-21.726659610814316,1.152783097595431,0.4257197982330543,1.2804091828391977,372000
14,23260837,0.025,-1.7558355122703162,3.76941736376638,-21.816127995950712,1.123099717493921,0.4384031833933094,1.3337242592661842,372000
14,24260855,0.025,-1.7536036731793252,3.7693221074949443,-21.730068086282746,1.1724119257719794,0.4341237494363664,1.2956568574502596,372000
14,20260818,0.0125,-1.7248236131768213,3.694720467114052,-21.288640395222,1.1296449998503104,0.4416628069267873,1.2936431194922688,372000
14,21260821,0.0125,-1.7270817516662114,3.699984000181037,-21.195913405795284,1.1567757231231386,0.44200452445419813,1.2814490479976353,372000
14,22260823,0.0125,-1.7202743790412889,3.7427283049751394,-21.21053869169067,1.1488838511211408,0.44162734688961663,1.3216542465474754,372000
14,23260837,0.0125,-1.7237328445957554,3.7127774848839676,-21.36868202628773,1.127259082306607,0.45765197381739603,1.3265646746234894,372000
14,24260855,0.0125,-1.7247261315669593,3.6993101175345,-21.24484117651532,1.1692438478651088,0.43797195564269714,1.298134225171323,372000
22,20260818,0.05,-1.91247504250829,2.568641696568313,-16.78417517630325,0.9978187986059393,-0.3320101023670048,2.527783706014864,372000
22,21260821,0.05,-1.9902249585401734,2.632277544698604,-18.20760268659455,0.8852030370127373,-1.0886839237435935,2.7213487126109945,372000
22,22260823,0.05,-1.9278441205445038,2.6935864441084054,-17.12905618395993,0.935271713311072,-1.3613845759415986,2.456738102650987,372000
22,23260837,0.05,-1.9376330077267052,2.6036194028162685,-16.956787029278637,0.9161789866170793,-1.0673575040663008,2.5098539231651618,372000
22,24260855,0.05,-2.0446716985690454,2.6681399642868135,-19.262084436368774,0.9721466521772837,-0.9299397787886452,2.8967934671043367,372000
22,20260818,0.025,-1.899818631666739,2.4337533671965876,-16.839237350816457,0.9393686901500496,-0.291301349011339,2.538072560712078,372000
22,21260821,0.025,-1.9853855993493508,2.502537865238731,-18.292791040217413,0.9912832374341067,-1.0256788515617759,2.7445637281050175,372000
22,22260823,0.025,-1.9222095818732012,2.5976590823455954,-17.209232089102105,0.9197573496784166,-1.3070042165050242,2.4748240167155817,372000
22,23260837,0.025,-1.9314067844049243,2.519840808811757,-16.956588268635365,0.9116237805302757,-0.9978338423245603,2.513788728717161,372000
22,24260855,0.025,-2.040839279337983,2.5898674122122998,-19.284354436663232,0.9631736526120247,-0.8858815184103124,2.9033767889136093,372000
22,20260818,0.0125,-1.899638402067941,2.432248637114422,-16.890634591702895,0.9236395370146844,-0.26684288413642415,2.5498262855781806,372000
22,21260821,0.0125,-1.9849822811254074,2.4910122626506364,-18.32035432112412,0.9477996813342089,-0.9907356598259999,2.7519221413646204,372000
22,22260823,0.0125,-1.9242051629099026,2.6063146105466313,-17.247707303392975,0.9901691028796983,-1.280162967915598,2.4834591287513077,372000
22,23260837,0.0125,-1.9257596640454087,2.4653209282761113,-16.96866832011564,0.9157274925091382,-0.9662522202358127,2.5167971135850236,372000
22,24260855,0.0125,-2.0415250014475226,2.5326655897203,-19.279826502119306,0.9523215553968665,-0.8593192447613034,2.902526960856914,372000
23,20260818,0.05,-1.8007873520364321,2.9942322173973177,-14.98400268097456,1.0115293018329554,-1.5064807554895474,2.371385892951988,372000
23,21260821,0.05,-1.6379461852617532,2.951267065023619,-14.515147546853939,1.0492463389209958,-1.1938835834229935,1.773857966984117,372000
23,22260823,0.05,-1.647997369993428,2.9021567855539794,-14.376455709175612,0.9759092344763086,-0.9908207036513981,2.121679929442813,372000
23,23260837,0.05,-1.9098049235189114,2.764947464215836,-16.899324968605534,1.024847343520951,-0.45993941483675604,3.0724173719086156,372000
23,24260855,0.05,-1.7437263721326768,2.9264138532223374,-14.518764947377868,1.0710141059538034,-1.1464683956930724,2.2464107590176896,372000
23,20260818,0.025,-1.8011249014249258,2.883883420509167,-14.803877881012768,1.0499505872624901,-1.4647904213228424,2.3746358915956662,372000
23,21260821,0.025,-1.6382924818534175,2.8345887065100026,-13.748470800148727,1.0997643502610455,-1.1492117444030618,1.8081193795634247,372000
23,22260823,0.025,-1.6506118256544264,2.8180237118750653,-13.455249345079851,0.9579840852809393,-0.9580721129313093,2.147778993188992,372000
23,23260837,0.025,-1.9002673944747523,2.7125972379769245,-16.931138953072722,1.044221430099854,-0.4152142899203855,3.081780456005259,372000
23,24260855,0.025,-1.7384475118495235,2.804991025791606,-14.024740010552595,0.9818804146356325,-1.0972646194594335,2.2589684518066933,372000
23,20260818,0.0125,-1.7962620265606135,2.8209662402180857,-14.81995442308529,1.0365834245084837,-1.4445476039083138,2.3786960785433995,372000
23,21260821,0.0125,-1.6442088028394246,2.800109676554911,-13.289546757937604,1.0427746921255245,-1.12930496519189,1.8259674935854178,372000
23,22260823,0.0125,-1.6524666909432058,2.755523311457144,-13.038787601265476,1.0166385811457601,-0.9392533855867606,2.160539052091872,372000
23,23260837,0.0125,-1.900955138486308,2.610361787549151,-16.947736438186737,1.0033115606597267,-0.3907143682395746,3.085960865830037,372000
23,24260855,0.0125,-1.7427386576267156,2.81941789049012,-13.821827723424132,1.051443868857616,-1.0739407291560092,2.2687130612837167,372000
24,20260818,0.05,-2.065912095575619,1.9878497687758483,-19.67746064912604,1.2552717033912053,0.2535618769097705,6.0529542965969005,372000
24,21260821,0.05,-2.056957685906126,1.9593106909260072,-19.826192480415294,1.1233731940293101,0.25954412062452203,6.054630588170398,372000
24,22260823,0.05,-2.082601311487647,1.930728378285521,-19.85267758327427,1.110639736781847,0.2131012052904163,6.146783945969082,372000
24,23260837,0.05,-2.068569308422644,1.934505717949602,-19.6479931485274,1.1686464044001106,0.23040936104857912,6.02120642644165,372000
24,24260855,0.05,-2.0620052801944615,1.9358564720362164,-19.66141431753748,1.1266590486204988,0.22095304007026578,5.989299041372863,372000
24,20260818,0.025,-2.0525944113191765,1.9008754804841816,-19.663385578067057,1.178205000313546,0.2077665062123406,6.10652130128791,372000
24,21260821,0.025,-2.060448423569924,1.8527707027870184,-19.77182596404787,1.205281776499874,0.2610295202924126,6.062424574232834,372000
24,22260823,0.025,-2.05223788647968,1.8910763757684048,-19.82720926530087,1.134903406505743,0.21020529206233782,6.068356713361478,372000
24,23260837,0.025,-2.0451124227172364,1.8394105624767787,-19.424303233619327,1.1929739422990069,0.2734967809187874,6.012066502605536,372000
24,24260855,0.025,-2.0481714958867765,1.8582820332796344,-19.47072857013004,1.1189854448253145,0.22873949626753545,6.0473202007811535,372000
24,20260818,0.0125,-2.059117323570525,1.8360996484622358,-19.73505754401647,1.164901738469476,0.2608580486448162,5.9694256873156215,372000
24,21260821,0.0125,-2.0535387997857026,1.8781552218987556,-19.86321536923284,1.1450205889522866,0.25729485695621246,6.054772334553555,372000
24,22260823,0.0125,-2.0408838086024925,1.9013772077821331,-19.566098902370573,1.149361206871791,0.2716450698857654,6.053917634976587,372000
24,23260837,0.0125,-2.053646320624012,1.8411043099112032,-19.76632139124066,1.1437956631379553,0.2687159845830377,5.974139605856971,372000
24,24260855,0.0125,-2.0489881904238847,1.8114671471528945,-19.465086762865617,1.13668511156522,0.24741321103872832,5.99698193228369,372000
25,20260818,0.05,-1.604559459479521,1.969601467902315,-11.45760493075076,1.3088681710134937,0.4888709796782644,5.557596757583642,372000
25,21260821,0.05,-1.5899878887595529,1.9933446001399548,-11.478287416249687,1.292405877774167,0.5037415820072332,5.548400468886322,372000
25,22260823,0.05,-1.5751767253656719,2.003578812819093,-11.046963514370509,1.239266336200981,0.4821141759910624,5.5307392546910235,372000
25,23260837,0.05,-1.582356255749047,1.9721806769651002,-11.270638342711068,1.2124388818558627,0.5157372226336886,5.663117684037759,372000
25,24260855,0.05,-1.585625707057588,1.9987657044026605,-11.070263861534562,1.3034131863237346,0.5320063089540712,5.4974376374916485,372000
25,20260818,0.025,-1.58091392171357,1.851874695306726,-11.272406486204847,1.269744151520356,0.4993045285164068,5.653776660057099,372000
25,21260821,0.025,-1.6019717038241177,1.885593948266201,-11.313957642424281,1.3691379226600335,0.5933122086336005,5.528448466240059,372000
25,22260823,0.025,-1.575251314309792,1.8934008147595311,-11.118773983065129,1.2689939785535689,0.5112353108562235,5.518282943273299,372000
25,23260837,0.025,-1.5724056922235554,1.878656086288228,-11.294020643950635,1.2802158590879096,0.5471644910495214,5.486077519483487,372000
25,24260855,0.025,-1.6059399590920704,1.8778607292309462,-11.59002593776187,1.2504283450921756,0.5556470485760626,5.594437528363671,372000
25,20260818,0.0125,-1.5713673999462145,1.811861978658746,-11.225827844454528,1.2564906001576326,0.5474162583407375,5.540890337730518,372000
25,21260821,0.0125,-1.5909118630489374,1.8684303746714213,-11.442031427077847,1.2811202022497237,0.5909305850601693,5.591362810491713,372000
25,22260823,0.0125,-1.5800634360525694,1.8467556072902611,-11.109680347218944,1.1955358554426359,0.5752026954616741,5.514076264348152,372000
25,23260837,0.0125,-1.5793903605852009,1.8465267482283187,-11.329496636511282,1.2460563992198705,0.5723217899496325,5.532244853753661,372000
25,24260855,0.0125,-1.5968471479703783,1.8449317181151008,-11.472994647429042,1.2539842284705112,0.6030704559437554,5.565277680316734,372000
26,20260818,0.05,-2.1109180723428,2.4467276018229143,-20.772308694585554,0.8925901372073984,-0.8867690708709033,3.109601762021453,372000
26,21260821,0.05,-1.985255983244161,2.498753840910495,-17.9253622869552,0.8881396712760323,-1.1206222521666083,2.2742297973998085,372000
26,22260823,0.05,-2.014187070830421,2.5197929815514395,-18.953886479576138,0.9030294909789247,-1.1661797261293334,2.3859253569332473,372000
26,23260837,0.05,-2.0404101380759796,2.5371359077253337,-19.504286056682606,0.8643547248756378,-1.2860406696553814,2.7391506772709575,372000
26,24260855,0.05,-2.1369695241329882,2.5214222419119796,-21.420278258175163,0.8747908703357641,-0.9305108431696368,3.17540515094329,372000
26,20260818,0.025,-2.0963493602429017,2.36504398300081,-20.830484108732918,0.8864981816073475,-0.8167174494469327,3.1214852392039916,372000
26,21260821,0.025,-1.9745261259584397,2.432733277305709,-18.07306616230167,0.8780071293508603,-1.071011065051717,2.3009013095923376,372000
26,22260823,0.025,-2.0067619125853957,2.42032222757638,-19.033239455248545,0.9028000853317302,-1.0994957403090257,2.405123834275519,372000
26,23260837,0.025,-2.0380376718673396,2.4826510186554325,-19.68602707717792,0.8631580877506732,-1.2184490739651244,2.78109339318499,372000
26,24260855,0.025,-2.125802998304222,2.411043219543117,-21.488208278723253,0.9122383897189331,-0.865464340121914,3.1920329804717142,372000
26,20260818,0.0125,-2.097466965785945,2.312978231685603,-20.880216312958016,0.8943577857483858,-0.792642740723211,3.133257464886924,372000
26,21260821,0.0125,-1.9728789845355617,2.381844177839063,-18.065292257345327,0.8601937238173127,-1.0450010764744653,2.2993844674154396,372000
26,22260823,0.0125,-2.0096103682711184,2.37417729465117,-19.094104607057737,0.8764864205269551,-1.0633260762235406,2.4241109389722943,372000
26,23260837,0.0125,-2.0386042354338687,2.422007414854771,-19.754537778683982,0.92162283966142,-1.1959183495841976,2.797639289229839,372000
26,24260855,0.0125,-2.129088577769928,2.3477689436751796,-21.521086465845208,0.9338688957430283,-0.8354026149107041,3.2006785039467625,372000
27,20260818,0.05,-1.9086586508246193,3.303358915877017,-17.962015036886893,1.3609096489769836,-0.13539163982969352,2.611927450305214,372000
27,21260821,0.05,-1.8863980702477314,3.3354944468826,-17.90375244487763,1.3396236033340911,-0.21909964137103008,2.6414612740103527,372000
27,22260823,0.05,-1.9956996452878424,3.295963698184957,-18.411746332525606,1.2417764362737922,-0.6060492668341179,2.9321437925279255,372000
27,23260837,0.05,-1.9542705235064775,3.3153685775645734,-18.014715877525973,1.3041207538984394,-0.15677264118345435,2.603302257455606,372000
27,24260855,0.05,-2.113765455013119,3.3059744108059768,-20.663265985452306,1.2000309438135586,-0.5200175039004401,3.3628780041858852,372000
27,20260818,0.025,-1.907209542474866,3.2009857583115187,-16.99571852410911,1.3561352298382816,-0.08245813331345488,2.6400536156968064,372000
27,21260821,0.025,-1.8855138040399249,3.1920880266619736,-16.8332883625775,1.341436430582293,-0.1630607150864823,2.646310412173719,372000
27,22260823,0.025,-1.9953547793948394,3.1985074235008013,-18.57083773571048,1.2398252621614227,-0.5488591597361022,2.9471029876703367,372000
27,23260837,0.025,-1.9617130660659483,3.2117570844090366,-18.1682803286441,1.2982431081944559,-0.11798375666755248,2.6492623460146625,372000
27,24260855,0.025,-2.1034207504481004,3.185668466388422,-20.67636578580158,1.2585911426115328,-0.46442481418910375,3.36567465596822,372000
27,20260818,0.0125,-1.9127845593280552,3.1532459198914906,-17.110322913953755,1.3525748234833945,-0.0534036499922786,2.662901366528141,372000
