biological_pair_key,dt_ms,view,marker_variant,aggregation_order,n_support_scenarios,kl_balance_p,kl_balance_p_q25,kl_balance_p_q75,firing_balance_p,kl_minus_firing_p
WT_04__TO__SCA3_09,0.025,xy,seed_median_curve_isotonic,marker_first,18,0.5054545497271369,0.16066447790788776,0.5771879591633798,0.6872428658139085,-0.1817883160867716
WT_04__TO__SCA3_09,0.025,xy,seed_median_curve_persistent,marker_first,18,0.5053201563931171,0.16066447790788776,0.577937227246638,0.6872428658139085,-0.18192270942079136
WT_04__TO__SCA3_09,0.025,xyz,median_seed_isotonic,marker_first,18,0.42798857830724285,0.24805420113318696,0.5529527531625867,0.6872428658139085,-0.2592542875066656
WT_04__TO__SCA3_09,0.025,xyz,q25_seed_isotonic,marker_first,18,0.36403499761036257,0.2046474693801283,0.5111522770867045,0.6872428658139085,-0.3232078682035459
WT_04__TO__SCA3_09,0.025,xyz,q75_seed_isotonic,marker_first,18,0.44547091601772487,0.2487755876826413,0.6115889340576335,0.6872428658139085,-0.2417719497961836
WT_04__TO__SCA3_09,0.025,xyz,seed_median_curve_first,marker_first,18,0.4278616668660993,0.2480268059255478,0.4657757922573832,0.6872428658139085,-0.2593811989478092
WT_04__TO__SCA3_09,0.025,xyz,seed_median_curve_isotonic,marker_first,18,0.4440175588574075,0.2480268059255478,0.5628651227556571,0.6872428658139085,-0.24322530695650096
WT_04__TO__SCA3_09,0.025,xyz,seed_median_curve_persistent,marker_first,18,0.4440175588574075,0.2480268059255478,0.5628651227556571,0.6872428658139085,-0.24322530695650096
WT_04__TO__SCA3_09,0.025,z,median_seed_isotonic,marker_first,18,0.2889075173309191,0.17874844135264847,0.46415129998709925,0.6872428658139085,-0.3983353484829894
WT_04__TO__SCA3_09,0.025,z,q25_seed_isotonic,marker_first,18,0.2529570995233301,0.16614434264174405,0.44575634887379584,0.6872428658139085,-0.43428576629057836
WT_04__TO__SCA3_09,0.025,z,q75_seed_isotonic,marker_first,18,0.3944912576180946,0.2034671677730455,0.4643650938088873,0.6872428658139085,-0.29275160819581386
WT_04__TO__SCA3_09,0.025,z,seed_median_curve_first,marker_first,18,0.27511514109184915,0.1869772355313439,0.46412397048439646,0.6872428658139085,-0.41212772472205933
WT_04__TO__SCA3_09,0.025,z,seed_median_curve_isotonic,marker_first,18,0.3214614669648993,0.19362786457359496,0.46412397048439646,0.6872428658139085,-0.3657813988490092
WT_04__TO__SCA3_09,0.025,z,seed_median_curve_persistent,marker_first,18,0.326109277206846,0.19362786457359496,0.46412397048439646,0.6872428658139085,-0.36113358860706246
WT_04__TO__SCA3_09,0.05,xy,median_seed_isotonic,marker_first,18,0.5208968722438219,0.16750946373033815,0.5605574279634514,0.6872428658139085,-0.16634599357008661
WT_04__TO__SCA3_09,0.05,xy,q25_seed_isotonic,marker_first,18,0.4687059422015632,0.16737800364994293,0.5531770603869852,0.6872428658139085,-0.21853692361234528
WT_04__TO__SCA3_09,0.05,xy,q75_seed_isotonic,marker_first,18,0.5304603125266493,0.16754239730600165,0.5959918288003447,0.6872428658139085,-0.1567825532872592
WT_04__TO__SCA3_09,0.05,xy,seed_median_curve_first,marker_first,18,0.516683893181018,0.16750946373033815,0.5737394886509176,0.6872428658139085,-0.17055897263289044
WT_04__TO__SCA3_09,0.05,xy,seed_median_curve_isotonic,marker_first,18,0.516683893181018,0.16750946373033815,0.5742826064281636,0.6872428658139085,-0.17055897263289044
WT_04__TO__SCA3_09,0.05,xy,seed_median_curve_persistent,marker_first,18,0.516683893181018,0.16750946373033815,0.5737394886509176,0.6872428658139085,-0.17055897263289044
WT_04__TO__SCA3_09,0.05,xyz,median_seed_isotonic,marker_first,18,0.4337248411948114,0.2629118730019061,0.5513931944900058,0.6872428658139085,-0.25351802461909706
WT_04__TO__SCA3_09,0.05,xyz,q25_seed_isotonic,marker_first,18,0.37693993963884354,0.20218486673689326,0.5111828002617345,0.6872428658139085,-0.31030292617506494
WT_04__TO__SCA3_09,0.05,xyz,q75_seed_isotonic,marker_first,18,0.45747090755285863,0.2642522213189078,0.5919357149630874,0.6872428658139085,-0.22977195826104985
WT_04__TO__SCA3_09,0.05,xyz,seed_median_curve_first,marker_first,18,0.4334374593995938,0.26313883025463836,0.4927859814223125,0.6872428658139085,-0.25380540641431465
WT_04__TO__SCA3_09,0.05,xyz,seed_median_curve_isotonic,marker_first,18,0.4547796107265235,0.26313883025463836,0.5629478696697587,0.6872428658139085,-0.23246325508738497
WT_04__TO__SCA3_09,0.05,xyz,seed_median_curve_persistent,marker_first,18,0.4547796107265235,0.26313883025463836,0.5629478696697587,0.6872428658139085,-0.23246325508738497
WT_04__TO__SCA3_09,0.05,z,median_seed_isotonic,marker_first,18,0.2828017592675407,0.19434611873282076,0.4718426035989192,0.6872428658139085,-0.4044411065463678
WT_04__TO__SCA3_09,0.05,z,q25_seed_isotonic,marker_first,18,0.24826783874632788,0.18449508177210422,0.46916518068396484,0.6872428658139085,-0.4389750270675806
WT_04__TO__SCA3_09,0.05,z,q75_seed_isotonic,marker_first,18,0.3967665721596142,0.21085570471180953,0.4719277338180113,0.6872428658139085,-0.2904762936542943
WT_04__TO__SCA3_09,0.05,z,seed_median_curve_first,marker_first,18,0.2693700667047062,0.18552315668826494,0.4722498015513245,0.6872428658139085,-0.4178727991092023
WT_04__TO__SCA3_09,0.05,z,seed_median_curve_isotonic,marker_first,18,0.3202685091834963,0.19553195694504547,0.4722498015513245,0.6872428658139085,-0.36697435663041217
WT_04__TO__SCA3_09,0.05,z,seed_median_curve_persistent,marker_first,18,0.3249756720227258,0.19553195694504547,0.4722498015513245,0.6872428658139085,-0.36226719379118266
WT_08__TO__SCA3_01,0.0125,xy,median_seed_isotonic,marker_first,2,0.9118768626679103,0.8806746622384437,0.9430790630973769,0.7795542992069673,0.13232256346094307
WT_08__TO__SCA3_01,0.0125,xy,q25_seed_isotonic,marker_first,2,0.9035787886056357,0.8702967166125357,0.9368608605987357,0.7795542992069673,0.12402448939866839
WT_08__TO__SCA3_01,0.0125,xy,q75_seed_isotonic,marker_first,2,0.9190706438753051,0.8836682856734691,0.9544730020771413,0.7795542992069673,0.13951634466833784
WT_08__TO__SCA3_01,0.0125,xy,seed_median_curve_first,marker_first,2,0.9128756680879498,0.8806746622384437,0.945076673937456,0.7795542992069673,0.13332136888098256
WT_08__TO__SCA3_01,0.0125,xy,seed_median_curve_isotonic,marker_first,2,0.9128756680879498,0.8806746622384437,0.945076673937456,0.7795542992069673,0.13332136888098256
WT_08__TO__SCA3_01,0.0125,xy,seed_median_curve_persistent,marker_first,2,0.9128756680879498,0.8806746622384437,0.945076673937456,0.7795542992069673,0.13332136888098256
WT_08__TO__SCA3_01,0.0125,xyz,median_seed_isotonic,marker_first,2,0.4385142561236284,0.30929617208411303,0.5677323401631438,0.7795542992069673,-0.3410400430833389
WT_08__TO__SCA3_01,0.0125,xyz,q25_seed_isotonic,marker_first,2,0.42365224990096606,0.29003054820995794,0.5572739515919741,0.7795542992069673,-0.3559020493060012
WT_08__TO__SCA3_01,0.0125,xyz,q75_seed_isotonic,marker_first,2,0.4484171035913719,0.31428031594616324,0.5825538912365805,0.7795542992069673,-0.3311371956155954
WT_08__TO__SCA3_01,0.0125,xyz,seed_median_curve_first,marker_first,2,0.43876892227376785,0.3097006306035148,0.5678372139440209,0.7795542992069673,-0.34078537693319944
WT_08__TO__SCA3_01,0.0125,xyz,seed_median_curve_isotonic,marker_first,2,0.4379460677737967,0.3080549216035725,0.5678372139440209,0.7795542992069673,-0.3416082314331706
WT_08__TO__SCA3_01,0.0125,xyz,seed_median_curve_persistent,marker_first,2,0.43876892227376785,0.3097006306035148,0.5678372139440209,0.7795542992069673,-0.34078537693319944
WT_08__TO__SCA3_01,0.0125,z,median_seed_isotonic,marker_first,2,0.34919059348985093,0.14417386896718098,0.5542073180125209,0.7795542992069673,-0.43036370571711635
WT_08__TO__SCA3_01,0.0125,z,q25_seed_isotonic,marker_first,2,0.32411381770723746,0.0954093098688151,0.5528183255456599,0.7795542992069673,-0.4554404814997298
WT_08__TO__SCA3_01,0.0125,z,q75_seed_isotonic,marker_first,2,0.3585443113917244,0.14470252825408433,0.5723860945293644,0.7795542992069673,-0.4210099878152429
WT_08__TO__SCA3_01,0.0125,z,seed_median_curve_first,marker_first,2,0.34844378964848766,0.1430449023284785,0.5538426769684968,0.7795542992069673,-0.4311105095584796
WT_08__TO__SCA3_01,0.0125,z,seed_median_curve_isotonic,marker_first,2,0.3491411037871139,0.144439530605731,0.5538426769684968,0.7795542992069673,-0.4304131954198534
WT_08__TO__SCA3_01,0.0125,z,seed_median_curve_persistent,marker_first,2,0.34844378964848766,0.1430449023284785,0.5538426769684968,0.7795542992069673,-0.4311105095584796
WT_08__TO__SCA3_01,0.025,xy,median_seed_isotonic,marker_first,2,0.9157876213581557,0.8877606272760162,0.9438146154402951,0.7795542992069673,0.13623332215118844
WT_08__TO__SCA3_01,0.025,xy,q25_seed_isotonic,marker_first,2,0.8751281685126171,0.8682946505834249,0.8819616864418093,0.7795542992069673,0.09557386930564982
WT_08__TO__SCA3_01,0.025,xy,q75_seed_isotonic,marker_first,2,0.9295657364649558,0.8884725959906463,0.9706588769392652,0.7795542992069673,0.1500114372579885
WT_08__TO__SCA3_01,0.025,xy,seed_median_curve_first,marker_first,2,0.9163083546737687,0.8884792612515431,0.9441374480959942,0.7795542992069673,0.13675405546680142
WT_08__TO__SCA3_01,0.025,xy,seed_median_curve_isotonic,marker_first,2,0.9163083546737687,0.8884792612515431,0.9441374480959942,0.7795542992069673,0.13675405546680142
WT_08__TO__SCA3_01,0.025,xy,seed_median_curve_persistent,marker_first,2,0.9163083546737687,0.8884792612515431,0.9441374480959942,0.7795542992069673,0.13675405546680142
WT_08__TO__SCA3_01,0.025,xyz,median_seed_isotonic,marker_first,2,0.42311823457892767,0.2833587743853603,0.562877694772495,0.7795542992069673,-0.3564360646280396
WT_08__TO__SCA3_01,0.025,xyz,q25_seed_isotonic,marker_first,2,0.40620458380771907,0.2508269027577603,0.5615822648576778,0.7795542992069673,-0.3733497153992482
WT_08__TO__SCA3_01,0.025,xyz,q75_seed_isotonic,marker_first,2,0.4452449547028695,0.30227241448250564,0.5882174949232334,0.7795542992069673,-0.33430934450409777
WT_08__TO__SCA3_01,0.025,xyz,seed_median_curve_first,marker_first,2,0.4106454567672581,0.25769305278933197,0.5635978607451843,0.7795542992069673,-0.3689088424397092
WT_08__TO__SCA3_01,0.025,xyz,seed_median_curve_isotonic,marker_first,2,0.4106454567672581,0.25769305278933197,0.5635978607451843,0.7795542992069673,-0.3689088424397092
WT_08__TO__SCA3_01,0.025,xyz,seed_median_curve_persistent,marker_first,2,0.4106454567672581,0.25769305278933197,0.5635978607451843,0.7795542992069673,-0.3689088424397092
WT_08__TO__SCA3_01,0.025,z,median_seed_isotonic,marker_first,2,0.3503407006498044,0.14301433756369084,0.5576670637359179,0.7795542992069673,-0.4292135985571629
WT_08__TO__SCA3_01,0.025,z,q25_seed_isotonic,marker_first,2,0.3244981228788238,0.09359252729456412,0.5554037184630835,0.7795542992069673,-0.4550561763281435
WT_08__TO__SCA3_01,0.025,z,q75_seed_isotonic,marker_first,2,0.3575586180317776,0.14520762825951097,0.5699096078040441,0.7795542992069673,-0.4219956811751897
WT_08__TO__SCA3_01,0.025,z,seed_median_curve_first,marker_first,2,0.34962366466014094,0.14210840034979563,0.5571389289704863,0.7795542992069673,-0.42993063454682634
WT_08__TO__SCA3_01,0.025,z,seed_median_curve_isotonic,marker_first,2,0.35024109655214586,0.14334326413380533,0.5571389289704863,0.7795542992069673,-0.4293132026548214
WT_08__TO__SCA3_01,0.025,z,seed_median_curve_persistent,marker_first,2,0.34962366466014094,0.14210840034979563,0.5571389289704863,0.7795542992069673,-0.42993063454682634
WT_08__TO__SCA3_01,0.05,xy,median_seed_isotonic,marker_first,2,0.910712118276364,0.8813530756585876,0.9400711608941403,0.7795542992069673,0.13115781906939672
WT_08__TO__SCA3_01,0.05,xy,q25_seed_isotonic,marker_first,2,0.8534848447358071,0.8305496344706136,0.8764200550010006,0.7795542992069673,0.07393054552883982
WT_08__TO__SCA3_01,0.05,xy,q75_seed_isotonic,marker_first,2,0.925998430793304,0.8849481398682698,0.9670487217183381,0.7795542992069673,0.14644413158633673
WT_08__TO__SCA3_01,0.05,xy,seed_median_curve_first,marker_first,2,0.9103376055110846,0.8806040501280287,0.9400711608941403,0.7795542992069673,0.13078330630411727
WT_08__TO__SCA3_01,0.05,xy,seed_median_curve_isotonic,marker_first,2,0.9103376055110846,0.8806040501280287,0.9400711608941403,0.7795542992069673,0.13078330630411727
WT_08__TO__SCA3_01,0.05,xy,seed_median_curve_persistent,marker_first,2,0.9103376055110846,0.8806040501280287,0.9400711608941403,0.7795542992069673,0.13078330630411727
WT_08__TO__SCA3_01,0.05,xyz,median_seed_isotonic,marker_first,2,0.40672241123836717,0.25273860303646517,0.5607062194402691,0.7795542992069673,-0.3728318879686001
WT_08__TO__SCA3_01,0.05,xyz,q25_seed_isotonic,marker_first,2,0.40530663734092565,0.25249785558948873,0.5581154190923625,0.7795542992069673,-0.37424766186604164
WT_08__TO__SCA3_01,0.05,xyz,q75_seed_isotonic,marker_first,2,0.42707780736869183,0.28676003918127874,0.5673955755561049,0.7795542992069673,-0.35247649183827545
WT_08__TO__SCA3_01,0.05,xyz,seed_median_curve_first,marker_first,2,0.40224949978433855,0.24506184352274116,0.5594371560459359,0.7795542992069673,-0.37730479942262873
WT_08__TO__SCA3_01,0.05,xyz,seed_median_curve_isotonic,marker_first,2,0.4023545764226839,0.24527199679943198,0.5594371560459359,0.7795542992069673,-0.3771997227842834
WT_08__TO__SCA3_01,0.05,xyz,seed_median_curve_persistent,marker_first,2,0.40224949978433855,0.24506184352274116,0.5594371560459359,0.7795542992069673,-0.37730479942262873
WT_08__TO__SCA3_01,0.05,z,median_seed_isotonic,marker_first,2,0.35211371804014446,0.14494309534412245,0.5592843407361664,0.7795542992069673,-0.4274405811668228
WT_08__TO__SCA3_01,0.05,z,q25_seed_isotonic,marker_first,2,0.32218890667700756,0.0930740222721912,0.5513037910818239,0.7795542992069673,-0.4573653925299597
WT_08__TO__SCA3_01,0.05,z,q75_seed_isotonic,marker_first,2,0.3582884441193962,0.14955156777481332,0.5670253204639791,0.7795542992069673,-0.4212658550875711
WT_08__TO__SCA3_01,0.05,z,seed_median_curve_first,marker_first,2,0.34982713015506417,0.14382461777346897,0.5558296425366595,0.7795542992069673,-0.4297271690519031
WT_08__TO__SCA3_01,0.05,z,seed_median_curve_isotonic,marker_first,2,0.35062991303160274,0.145430183526546,0.5558296425366595,0.7795542992069673,-0.42892438617536455
WT_08__TO__SCA3_01,0.05,z,seed_median_curve_persistent,marker_first,2,0.34982713015506417,0.14382461777346897,0.5558296425366595,0.7795542992069673,-0.4297271690519031
WT_08__TO__SCA3_04,0.0125,xy,median_seed_isotonic,marker_first,6,0.3928425227516377,0.15242297631667287,0.5639952127318564,0.8481475013224421,-0.4553049785708044
WT_08__TO__SCA3_04,0.0125,xy,q25_seed_isotonic,marker_first,6,0.3499156315537429,0.14723324750653494,0.536716428311106,0.8481475013224421,-0.4982318697686992
WT_08__TO__SCA3_04,0.0125,xy,q75_seed_isotonic,marker_first,6,0.4034649442772319,0.1592416434661456,0.6022508722469393,0.8481475013224421,-0.4446825570452102
WT_08__TO__SCA3_04,0.0125,xy,seed_median_curve_first,marker_first,6,0.39317246084604746,0.15300891930648697,0.5639952127318564,0.8481475013224421,-0.45497504047639464
WT_08__TO__SCA3_04,0.0125,xy,seed_median_curve_isotonic,marker_first,6,0.39375932675257597,0.15300891930648697,0.5639952127318564,0.8481475013224421,-0.45438817456986613
WT_08__TO__SCA3_04,0.0125,xy,seed_median_curve_persistent,marker_first,6,0.39317246084604746,0.15300891930648697,0.5639952127318564,0.8481475013224421,-0.45497504047639464
WT_08__TO__SCA3_04,0.0125,xyz,median_seed_isotonic,marker_first,6,0.40714004876455534,0.2992100569613264,0.5451770430763702,0.8481475013224421,-0.44100745255788676
WT_08__TO__SCA3_04,0.0125,xyz,q25_seed_isotonic,marker_first,6,0.39653640646048904,0.28875955613123305,0.5095692923183832,0.8481475013224421,-0.45161109486195306
WT_08__TO__SCA3_04,0.0125,xyz,q75_seed_isotonic,marker_first,6,0.4107132013556936,0.32044007706764926,0.5535511413685881,0.8481475013224421,-0.4374342999667485
WT_08__TO__SCA3_04,0.0125,xyz,seed_median_curve_first,marker_first,6,0.4060402654702222,0.2992100569613264,0.5437883371633543,0.8481475013224421,-0.4421072358522199
WT_08__TO__SCA3_04,0.0125,xyz,seed_median_curve_isotonic,marker_first,6,0.4060402654702222,0.2992100569613264,0.5437883371633543,0.8481475013224421,-0.4421072358522199
WT_08__TO__SCA3_04,0.0125,xyz,seed_median_curve_persistent,marker_first,6,0.4060402654702222,0.2992100569613264,0.5437883371633543,0.8481475013224421,-0.4421072358522199
WT_08__TO__SCA3_04,0.0125,z,median_seed_isotonic,marker_first,6,0.4045597682348616,0.2946088199776379,0.5450247483909056,0.8481475013224421,-0.4435877330875805
WT_08__TO__SCA3_04,0.0125,z,q25_seed_isotonic,marker_first,6,0.4012440977392639,0.26474902837631953,0.5086163885348496,0.8481475013224421,-0.4469034035831782
WT_08__TO__SCA3_04,0.0125,z,q75_seed_isotonic,marker_first,6,0.41308673763619674,0.31698381259765324,0.5523750311735288,0.8481475013224421,-0.43506076368624536
WT_08__TO__SCA3_04,0.0125,z,seed_median_curve_first,marker_first,6,0.4048406200617732,0.2946088199776379,0.5419251010561823,0.8481475013224421,-0.4433068812606689
WT_08__TO__SCA3_04,0.0125,z,seed_median_curve_isotonic,marker_first,6,0.4048406200617732,0.2946088199776379,0.5419251010561823,0.8481475013224421,-0.4433068812606689
WT_08__TO__SCA3_04,0.0125,z,seed_median_curve_persistent,marker_first,6,0.4048406200617732,0.2946088199776379,0.5419251010561823,0.8481475013224421,-0.4433068812606689
WT_08__TO__SCA3_04,0.025,xy,median_seed_isotonic,marker_first,6,0.39903830234799303,0.16024886958953402,0.5236230024876611,0.8481475013224421,-0.44910919897444906
WT_08__TO__SCA3_04,0.025,xy,q25_seed_isotonic,marker_first,6,0.38128238865163,0.13303531091457416,0.5231989137301263,0.8481475013224421,-0.4668651126708121
WT_08__TO__SCA3_04,0.025,xy,q75_seed_isotonic,marker_first,6,0.4175426947156632,0.18982892119458136,0.5814458434948406,0.8481475013224421,-0.4306048066067789
WT_08__TO__SCA3_04,0.025,xy,seed_median_curve_first,marker_first,6,0.39676381620049955,0.16024886958953402,0.5292957218934166,0.8481475013224421,-0.45138368512194255
WT_08__TO__SCA3_04,0.025,xy,seed_median_curve_isotonic,marker_first,6,0.3977536644306831,0.16024886958953402,0.5292957218934166,0.8481475013224421,-0.450393836891759
WT_08__TO__SCA3_04,0.025,xy,seed_median_curve_persistent,marker_first,6,0.39676381620049955,0.16024886958953402,0.5292957218934166,0.8481475013224421,-0.45138368512194255
WT_08__TO__SCA3_04,0.025,xyz,median_seed_isotonic,marker_first,6,0.40538304024003713,0.30393185372597253,0.5554809247204381,0.8481475013224421,-0.44276446108240497
WT_08__TO__SCA3_04,0.025,xyz,q25_seed_isotonic,marker_first,6,0.40057839555405805,0.28737686818885516,0.5122853046643976,0.8481475013224421,-0.44756910576838405
WT_08__TO__SCA3_04,0.025,xyz,q75_seed_isotonic,marker_first,6,0.4082219032733568,0.3185848411202305,0.5604743571404365,0.8481475013224421,-0.4399255980490853
WT_08__TO__SCA3_04,0.025,xyz,seed_median_curve_first,marker_first,6,0.4072167265115612,0.30387122229289615,0.5520923010318536,0.8481475013224421,-0.4409307748108809
WT_08__TO__SCA3_04,0.025,xyz,seed_median_curve_isotonic,marker_first,6,0.4072167265115612,0.30387122229289615,0.5520923010318536,0.8481475013224421,-0.4409307748108809
WT_08__TO__SCA3_04,0.025,xyz,seed_median_curve_persistent,marker_first,6,0.4072167265115612,0.30387122229289615,0.5520923010318536,0.8481475013224421,-0.4409307748108809
WT_08__TO__SCA3_04,0.025,z,median_seed_isotonic,marker_first,6,0.4143307885378585,0.29195338461299103,0.5524020858727339,0.8481475013224421,-0.4338167127845836
WT_08__TO__SCA3_04,0.025,z,q25_seed_isotonic,marker_first,6,0.4041576443663564,0.263687475764173,0.5112451158272017,0.8481475013224421,-0.4439898569560857
WT_08__TO__SCA3_04,0.025,z,q75_seed_isotonic,marker_first,6,0.4200211299643074,0.3191202470008369,0.5648135361173249,0.8481475013224421,-0.4281263713581347
WT_08__TO__SCA3_04,0.025,z,seed_median_curve_first,marker_first,6,0.4138990711358137,0.29195338461299103,0.5484267301683516,0.8481475013224421,-0.4342484301866284
WT_08__TO__SCA3_04,0.025,z,seed_median_curve_isotonic,marker_first,6,0.4138990711358137,0.29195338461299103,0.5484267301683516,0.8481475013224421,-0.4342484301866284
WT_08__TO__SCA3_04,0.025,z,seed_median_curve_persistent,marker_first,6,0.4138990711358137,0.29195338461299103,0.5484267301683516,0.8481475013224421,-0.4342484301866284
WT_08__TO__SCA3_04,0.05,xy,median_seed_isotonic,marker_first,6,0.4871550450918663,0.16021859872094069,0.5538872359768616,0.8481475013224421,-0.3609924562305758
WT_08__TO__SCA3_04,0.05,xy,q25_seed_isotonic,marker_first,6,0.38789191970485076,0.1478165137775936,0.49422156204820367,0.8481475013224421,-0.46025558161759134
WT_08__TO__SCA3_04,0.05,xy,q75_seed_isotonic,marker_first,6,0.539172981304005,0.183820231957269,0.5752009699395786,0.8481475013224421,-0.30897452001843706
WT_08__TO__SCA3_04,0.05,xy,seed_median_curve_first,marker_first,6,0.48669496702611464,0.1644053531478044,0.5051933900547768,0.8481475013224421,-0.36145253429632745
WT_08__TO__SCA3_04,0.05,xy,seed_median_curve_isotonic,marker_first,6,0.4871550450918663,0.1644053531478044,0.5051933900547768,0.8481475013224421,-0.3609924562305758
WT_08__TO__SCA3_04,0.05,xy,seed_median_curve_persistent,marker_first,6,0.48669496702611464,0.1644053531478044,0.5051933900547768,0.8481475013224421,-0.36145253429632745
WT_08__TO__SCA3_04,0.05,xyz,median_seed_isotonic,marker_first,6,0.40818352913459505,0.29606404395892383,0.5492076336845934,0.8481475013224421,-0.43996397218784705
WT_08__TO__SCA3_04,0.05,xyz,q25_seed_isotonic,marker_first,6,0.4019763399560916,0.28866779398791487,0.5172987453977677,0.8481475013224421,-0.4461711613663505
WT_08__TO__SCA3_04,0.05,xyz,q75_seed_isotonic,marker_first,6,0.4099489463678258,0.31951809149512206,0.5640980360405105,0.8481475013224421,-0.4381985549546163
WT_08__TO__SCA3_04,0.05,xyz,seed_median_curve_first,marker_first,6,0.40818352913459505,0.29606404395892383,0.5492718878881916,0.8481475013224421,-0.43996397218784705
WT_08__TO__SCA3_04,0.05,xyz,seed_median_curve_isotonic,marker_first,6,0.40818352913459505,0.29606404395892383,0.5492718878881916,0.8481475013224421,-0.43996397218784705
WT_08__TO__SCA3_04,0.05,xyz,seed_median_curve_persistent,marker_first,6,0.40818352913459505,0.29606404395892383,0.5492718878881916,0.8481475013224421,-0.43996397218784705
WT_08__TO__SCA3_04,0.05,z,median_seed_isotonic,marker_first,6,0.41709246418668744,0.2962448066083408,0.5667149202525857,0.8481475013224421,-0.43105503713575466
WT_08__TO__SCA3_04,0.05,z,q25_seed_isotonic,marker_first,6,0.416006483426065,0.25847852876848965,0.5165111765562778,0.8481475013224421,-0.4321410178963771
WT_08__TO__SCA3_04,0.05,z,q75_seed_isotonic,marker_first,6,0.4250162526883537,0.32397553392994105,0.5697346003494692,0.8481475013224421,-0.4231312486340884
WT_08__TO__SCA3_04,0.05,z,seed_median_curve_first,marker_first,6,0.41676606935412824,0.2962448066083408,0.5667226902647889,0.8481475013224421,-0.43138143196831386
WT_08__TO__SCA3_04,0.05,z,seed_median_curve_isotonic,marker_first,6,0.41676606935412824,0.2962448066083408,0.5667226902647889,0.8481475013224421,-0.43138143196831386
WT_08__TO__SCA3_04,0.05,z,seed_median_curve_persistent,marker_first,6,0.41676606935412824,0.2962448066083408,0.5667226902647889,0.8481475013224421,-0.43138143196831386
WT_08__TO__SCA3_06,0.0125,xy,median_seed_isotonic,marker_first,1,0.4538184273955377,0.4538184273955377,0.4538184273955377,0.681034327812895,-0.22721590041735729
WT_08__TO__SCA3_06,0.0125,xy,q25_seed_isotonic,marker_first,1,0.43221667009935294,0.43221667009935294,0.43221667009935294,0.681034327812895,-0.24881765771354203
WT_08__TO__SCA3_06,0.0125,xy,q75_seed_isotonic,marker_first,1,0.4695085378344794,0.4695085378344794,0.4695085378344794,0.681034327812895,-0.2115257899784156
WT_08__TO__SCA3_06,0.0125,xy,seed_median_curve_first,marker_first,1,0.4933231473520236,0.4933231473520236,0.4933231473520236,0.681034327812895,-0.18771118046087137
WT_08__TO__SCA3_06,0.0125,xy,seed_median_curve_isotonic,marker_first,1,0.4933231473520236,0.4933231473520236,0.4933231473520236,0.681034327812895,-0.18771118046087137
WT_08__TO__SCA3_06,0.0125,xy,seed_median_curve_persistent,marker_first,1,0.5712759036806846,0.5712759036806846,0.5712759036806846,0.681034327812895,-0.10975842413221037
WT_08__TO__SCA3_06,0.0125,xyz,median_seed_isotonic,marker_first,1,0.23424048485630014,0.23424048485630014,0.23424048485630014,0.681034327812895,-0.44679384295659486
WT_08__TO__SCA3_06,0.0125,xyz,q25_seed_isotonic,marker_first,1,0.18335905097345434,0.18335905097345434,0.18335905097345434,0.681034327812895,-0.49767527683944063
WT_08__TO__SCA3_06,0.0125,xyz,q75_seed_isotonic,marker_first,1,0.243074218930196,0.243074218930196,0.243074218930196,0.681034327812895,-0.437960108882699
WT_08__TO__SCA3_06,0.0125,xyz,seed_median_curve_first,marker_first,1,0.18931192400730676,0.18931192400730676,0.18931192400730676,0.681034327812895,-0.4917224038055882
WT_08__TO__SCA3_06,0.0125,xyz,seed_median_curve_isotonic,marker_first,1,0.23455206739520135,0.23455206739520135,0.23455206739520135,0.681034327812895,-0.4464822604176936
WT_08__TO__SCA3_06,0.0125,xyz,seed_median_curve_persistent,marker_first,1,0.24209553737159284,0.24209553737159284,0.24209553737159284,0.681034327812895,-0.43893879044130213
WT_08__TO__SCA3_06,0.0125,z,median_seed_isotonic,marker_first,1,0.1964338563340316,0.1964338563340316,0.1964338563340316,0.681034327812895,-0.48460047147886337
WT_08__TO__SCA3_06,0.0125,z,q25_seed_isotonic,marker_first,1,0.177099233078443,0.177099233078443,0.177099233078443,0.681034327812895,-0.503935094734452
WT_08__TO__SCA3_06,0.0125,z,q75_seed_isotonic,marker_first,1,0.24091438877454838,0.24091438877454838,0.24091438877454838,0.681034327812895,-0.44011993903834656
WT_08__TO__SCA3_06,0.0125,z,seed_median_curve_first,marker_first,1,0.1841490917513541,0.1841490917513541,0.1841490917513541,0.681034327812895,-0.4968852360615409
WT_08__TO__SCA3_06,0.0125,z,seed_median_curve_isotonic,marker_first,1,0.19689450126800023,0.19689450126800023,0.19689450126800023,0.681034327812895,-0.48413982654489474
WT_08__TO__SCA3_06,0.0125,z,seed_median_curve_persistent,marker_first,1,0.24154026088294767,0.24154026088294767,0.24154026088294767,0.681034327812895,-0.4394940669299473
WT_08__TO__SCA3_06,0.025,xy,median_seed_isotonic,marker_first,1,0.4759927997177798,0.4759927997177798,0.4759927997177798,0.681034327812895,-0.20504152809511517
WT_08__TO__SCA3_06,0.025,xy,q25_seed_isotonic,marker_first,1,0.43127141606175806,0.43127141606175806,0.43127141606175806,0.681034327812895,-0.2497629117511369
WT_08__TO__SCA3_06,0.025,xy,q75_seed_isotonic,marker_first,1,0.5847751256312064,0.5847751256312064,0.5847751256312064,0.681034327812895,-0.0962592021816886
