dt_ms,view,marker_variant,aggregation_order,endpoint_genotype,endpoint_cell,n_partner_pairs,kl_minus_firing_p
0.0125,z,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.244898410056771
0.0125,z,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.28164082003107066
0.0125,z,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.015098288670645055
0.0125,z,median_seed_isotonic,marker_first,WT,WT_03,4,0.10030201215003903
0.0125,z,median_seed_isotonic,marker_first,WT,WT_04,4,-0.2338687946024581
0.0125,z,median_seed_isotonic,marker_first,WT,WT_08,4,-0.4369757194023484
0.0125,z,median_seed_isotonic,marker_first,WT,WT_09,4,-0.19166339078500516
0.0125,z,median_seed_isotonic,marker_first,WT,WT_10,4,0.16253619905990113
0.0125,z,median_seed_isotonic,marker_first,WT,WT_13,4,-0.3720473987148619
0.0125,z,median_seed_isotonic,marker_first,WT,WT_14,4,-0.18546436029158062
0.0125,z,median_seed_isotonic,marker_first,WT,WT_16,4,-0.35656799353442753
0.0125,z,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.13995241704519124
0.0125,z,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2937459660741615
0.0125,z,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.30217208620928343
0.0125,z,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.07082596653669493
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_03,4,0.05780712290128648
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.2051134490849468
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.3583129405541321
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.23868900022883005
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_10,4,0.045279845475930114
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_13,4,-0.2770758279920241
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.257468232680801
0.0125,z,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.48231666354906644
0.0125,z,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.18060121067761797
0.0125,z,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.2902157475594599
0.0125,z,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.33865852461804313
0.0125,z,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.16593705276682008
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.11374978099068658
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.2753002816809133
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.451171942541454
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.25985097032244514
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_10,4,0.08702342009486863
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_13,4,-0.39475484646831704
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.3469515695685753
0.0125,z,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.4994019408085984
0.0125,z,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.1176254640559542
0.0125,z,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2708302957344474
0.0125,z,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.0952893725020475
0.0125,z,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.014433230833505672
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_03,4,0.08636983607562354
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.17468558896988778
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.341242918214409
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_09,4,-0.21291382921224541
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_10,4,0.11803839105021711
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_13,4,-0.12184676861997956
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.16144408792280135
0.0125,z,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.3651770936686819
0.0125,z,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.06844569537402129
0.0125,z,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.22511717861526848
0.0125,z,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.09372841123434716
0.0125,z,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.009956025281097264
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_03,4,0.1869177652314007
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.17566383501225474
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.42803537575074413
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_09,4,-0.12518152293313528
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_10,4,0.1659963306999836
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_13,4,-0.20463049268391356
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.08108582711063195
0.0125,z,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.3107187696055212
0.0125,z,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,-0.11815726546513078
0.0125,z,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.2809543140478537
0.0125,z,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.2512686556165671
0.0125,z,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.054014994130610866
0.0125,z,seed_median_curve_first,curve_first,WT,WT_03,4,0.07922462174111419
0.0125,z,seed_median_curve_first,curve_first,WT,WT_04,4,-0.17716853244235548
0.0125,z,seed_median_curve_first,curve_first,WT,WT_08,4,-0.34915609044846685
0.0125,z,seed_median_curve_first,curve_first,WT,WT_09,4,-0.2180831228367286
0.0125,z,seed_median_curve_first,curve_first,WT,WT_10,4,0.10819477227361517
0.0125,z,seed_median_curve_first,curve_first,WT,WT_13,4,-0.2659058304843167
0.0125,z,seed_median_curve_first,curve_first,WT,WT_14,4,-0.20912267404285012
0.0125,z,seed_median_curve_first,curve_first,WT,WT_16,4,-0.4266145145699259
0.0125,z,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,-0.16410767164624818
0.0125,z,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.2757663452644013
0.0125,z,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.31379457152405266
0.0125,z,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.12344567013511504
0.0125,z,seed_median_curve_first,marker_first,WT,WT_03,4,-0.07855461328946736
0.0125,z,seed_median_curve_first,marker_first,WT,WT_04,4,-0.2574595370844741
0.0125,z,seed_median_curve_first,marker_first,WT,WT_08,4,-0.4372086954095743
0.0125,z,seed_median_curve_first,marker_first,WT,WT_09,4,-0.22635600544560186
0.0125,z,seed_median_curve_first,marker_first,WT,WT_10,4,0.16359402717155103
0.0125,z,seed_median_curve_first,marker_first,WT,WT_13,4,-0.3710663498205278
0.0125,z,seed_median_curve_first,marker_first,WT,WT_14,4,-0.33731269337800307
0.0125,z,seed_median_curve_first,marker_first,WT,WT_16,4,-0.3762498242344321
0.0125,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,-0.11854655130011565
0.0125,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.2809543140478537
0.0125,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.22221088422029867
0.0125,z,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.054014994130610866
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_03,4,0.07922462174111419
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.17716853244235548
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.34915609044846685
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_09,4,-0.2180831228367286
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_10,4,0.10819477227361517
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_13,4,-0.2509316632410968
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.209511959877835
0.0125,z,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.4270697267857253
0.0125,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,-0.09583923894410729
0.0125,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.26304436192427516
0.0125,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.24437901369328843
0.0125,z,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.015526795509768765
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_03,4,0.100398461078882
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.21710175064997825
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.43686003834026116
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.1637557764635515
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_10,4,0.16359402717155103
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_13,4,-0.34200857842425936
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.19897362599250035
0.0125,z,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.3551166542136298
0.0125,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,-0.11815726546513078
0.0125,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.2809543140478537
0.0125,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.2157532848192002
0.0125,z,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.054014994130610866
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_03,4,0.07922462174111419
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.17716853244235548
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.34915609044846685
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.2180831228367286
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_10,4,0.10819477227361517
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_13,4,-0.2444740638399983
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.20912267404285012
0.0125,z,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.4266145145699259
0.0125,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,-0.09303301246902435
0.0125,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.26992077693210315
0.0125,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.22546463730894725
0.0125,z,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.015526795509768765
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_03,4,0.087474132251083
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.21459867882811873
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.43530228824421346
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.1717750299376692
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_10,4,0.16359402717155103
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_13,4,-0.3355509790231609
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.19239796039748028
0.0125,z,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.3544365681915051
0.025,xy,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.08301968084925443
0.025,xy,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.40680247601236563
0.025,xy,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.21635561799733963
0.025,xy,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.17103589363057617
0.025,xy,median_seed_isotonic,curve_first,WT,WT_03,4,-0.12474278504475053
0.025,xy,median_seed_isotonic,curve_first,WT,WT_04,4,-0.2752144200171234
0.025,xy,median_seed_isotonic,curve_first,WT,WT_08,4,-0.12988055817159735
0.025,xy,median_seed_isotonic,curve_first,WT,WT_09,4,-0.004608895988092887
0.025,xy,median_seed_isotonic,curve_first,WT,WT_10,4,-0.15608496374866337
0.025,xy,median_seed_isotonic,curve_first,WT,WT_13,4,0.0727462605717821
0.025,xy,median_seed_isotonic,curve_first,WT,WT_14,4,-0.4747135076027202
0.025,xy,median_seed_isotonic,curve_first,WT,WT_16,4,-0.30301368073750584
0.025,xy,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,0.07285180340951614
0.025,xy,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.20684435099674542
0.025,xy,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.18750314243509317
0.025,xy,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.08586411605131677
0.025,xy,median_seed_isotonic,marker_first,WT,WT_03,4,-0.06186336917023641
0.025,xy,median_seed_isotonic,marker_first,WT,WT_04,4,-0.11710671420571406
0.025,xy,median_seed_isotonic,marker_first,WT,WT_08,4,-0.09884131113698522
0.025,xy,median_seed_isotonic,marker_first,WT,WT_09,4,-0.08227953259595233
0.025,xy,median_seed_isotonic,marker_first,WT,WT_10,4,-0.01816190299338946
0.025,xy,median_seed_isotonic,marker_first,WT,WT_13,4,0.10575302264063069
0.025,xy,median_seed_isotonic,marker_first,WT,WT_14,4,-0.18821772778461443
0.025,xy,median_seed_isotonic,marker_first,WT,WT_16,4,-0.2606601101714129
0.025,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.047510957743379156
0.025,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.42688458675288643
0.025,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.24072608387484154
0.025,xy,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.2149937235840492
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_03,4,-0.1902771184053921
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.2789137082710408
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.19205292170355975
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.07906485728609391
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_10,4,-0.16022109921505318
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_13,4,0.03843975976151828
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.5185039711732367
0.025,xy,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.3168464364104545
0.025,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.0363247424240718
0.025,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.3034940455753125
0.025,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.23457961239757721
0.025,xy,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.1279194769527234
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.07378958024506732
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.13707527731231572
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.12906196140844323
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.1327759953981869
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_10,4,-0.033777489300292146
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_13,4,0.030539931331317327
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.3253228022333453
0.025,xy,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.30110210659543135
0.025,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,0.10454359309163225
0.025,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.3818274514696158
0.025,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.0568706044961923
0.025,xy,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.1387736251367997
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_03,4,-0.08994233406256914
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.24572762892137376
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.07166209840854744
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_09,4,0.025249348410821104
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_10,4,-0.059874878234478734
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_13,4,0.12003856868606924
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.45474826037966637
0.025,xy,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.19696325338212062
0.025,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,0.1138105316473555
0.025,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.1808791981657057
0.025,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.0568706044961923
0.025,xy,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.01783684922539891
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_03,4,0.03050415157805067
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.09143356161690785
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.04115612100800403
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_09,4,0.04686823149355107
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_10,4,0.004892053502683152
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_13,4,0.16160873705274648
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.14837337442960058
0.025,xy,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.1976784378461728
0.025,xy,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,0.0786568484996269
0.025,xy,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.3923020467367635
0.025,xy,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.20028357812386902
0.025,xy,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.17453660612309935
0.025,xy,seed_median_curve_first,curve_first,WT,WT_03,4,-0.19787706271675473
0.025,xy,seed_median_curve_first,curve_first,WT,WT_04,4,-0.26615932516002333
0.025,xy,seed_median_curve_first,curve_first,WT,WT_08,4,-0.12169308610021498
0.025,xy,seed_median_curve_first,curve_first,WT,WT_09,4,-0.09708301602504837
0.025,xy,seed_median_curve_first,curve_first,WT,WT_10,4,-0.15552624735706683
0.025,xy,seed_median_curve_first,curve_first,WT,WT_13,4,0.0754928573238067
0.025,xy,seed_median_curve_first,curve_first,WT,WT_14,4,-0.4679330230059837
0.025,xy,seed_median_curve_first,curve_first,WT,WT_16,4,-0.3016216658168109
0.025,xy,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,0.0522723120885113
0.025,xy,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.27935135901227914
0.025,xy,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.19300090853922855
0.025,xy,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.12136637800544225
0.025,xy,seed_median_curve_first,marker_first,WT,WT_03,4,-0.08856540290555237
0.025,xy,seed_median_curve_first,marker_first,WT,WT_04,4,-0.12286481083342765
0.025,xy,seed_median_curve_first,marker_first,WT,WT_08,4,-0.08965464545290439
0.025,xy,seed_median_curve_first,marker_first,WT,WT_09,4,-0.12145570124582966
0.025,xy,seed_median_curve_first,marker_first,WT,WT_10,4,-0.018658608787222558
0.025,xy,seed_median_curve_first,marker_first,WT,WT_13,4,0.062441255561535625
0.025,xy,seed_median_curve_first,marker_first,WT,WT_14,4,-0.28330846041914237
0.025,xy,seed_median_curve_first,marker_first,WT,WT_16,4,-0.26363494925087194
0.025,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,0.0786568484996269
0.025,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.3923020467367635
0.025,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.17061638983080138
0.025,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.17150845557171085
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_03,4,-0.12418498131648568
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.26615932516002333
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.12169308610021498
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_09,4,0.0027659156298966425
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_10,4,-0.15552624735706683
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_13,4,0.0754928573238067
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.46132594228165813
0.025,xy,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.18375623415457
0.025,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,0.07389271014173837
0.025,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.23984482635702778
0.025,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.16620132544334404
0.025,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.09523903370651879
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_03,4,-0.060201087560129596
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.1210843991036506
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.08965464545290439
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.02793393176287995
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_10,4,-0.018658608787222558
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_13,4,0.1030975184486091
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.23232025639488785
0.025,xy,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.16724772104880936
0.025,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,0.0786568484996269
0.025,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.3923020467367635
0.025,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.09916502568618363
0.025,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.16907279636406253
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_03,4,-0.09840279839244981
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.26615932516002333
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.08387230036709703
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_09,4,0.0027659156298966425
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_10,4,-0.15552624735706683
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_13,4,0.0754928573238067
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.4134599268437058
0.025,xy,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.15222815074397883
0.025,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,0.0740253804324375
0.025,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.18549063495437593
0.025,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.1124938506066469
0.025,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.09272863455940517
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_03,4,-0.06062540685094944
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.10897439369120826
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.051833859719786435
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.09040367347380995
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_10,4,-0.018658608787222558
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_13,4,0.08426833541808612
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.1837015700392772
0.025,xy,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.13361714263730956
0.025,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.11108005427754197
0.025,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.3006293327402108
0.025,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.046226239519461976
0.025,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.15670469214566995
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_03,4,0.02368043879551132
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_04,4,-0.1487922294805472
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_08,4,-0.3538198989586208
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_09,4,-0.20026410241849876
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_10,4,-0.008321080865013764
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_13,4,-0.17938738946205482
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_14,4,-0.238668366125468
0.025,xyz,median_seed_isotonic,curve_first,WT,WT_16,4,-0.37275146345309706
0.025,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.09036066657300995
0.025,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.2737837968536496
0.025,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.0973443395786156
0.025,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.05402188029691948
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_03,4,0.04672648618614411
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_04,4,-0.1150461252321775
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_08,4,-0.3996002628552223
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_09,4,-0.15556761395546356
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_10,4,-0.041023426884180536
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_13,4,-0.2262423424026313
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_14,4,-0.20503258475925457
0.025,xyz,median_seed_isotonic,marker_first,WT,WT_16,4,-0.37903016766755687
0.025,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.12518162035787567
0.025,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.30683639478632263
0.025,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.24781452667712675
0.025,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.1661946357019222
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_03,4,0.017819947649243828
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.15544902515123368
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.3541670773376708
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.201402430309969
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_10,4,-0.009924119927891606
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_13,4,-0.33640737855722624
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.24851191650866825
0.025,xyz,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.423292948506822
0.025,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.13901832706737743
0.025,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.31164176608519006
0.025,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.28425388038498023
