dt_ms,view,marker_variant,aggregation_order,endpoint_genotype,endpoint_cell,n_partner_pairs,kl_minus_firing_p
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.02370776667053423
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_09,4,0.06095625622155815
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_10,4,0.008357969102922996
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_13,4,0.139236740652621
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.11057614939186741
0.05,xy,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.1797296734669671
0.05,xy,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,0.06816566388069745
0.05,xy,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.3708393617906692
0.05,xy,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.18277996544237787
0.05,xy,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.1447215502908121
0.05,xy,seed_median_curve_first,curve_first,WT,WT_03,4,-0.1614902144322379
0.05,xy,seed_median_curve_first,curve_first,WT,WT_04,4,-0.19523614425327215
0.05,xy,seed_median_curve_first,curve_first,WT,WT_08,4,-0.14119678421976695
0.05,xy,seed_median_curve_first,curve_first,WT,WT_09,4,-0.06416005357691179
0.05,xy,seed_median_curve_first,curve_first,WT,WT_10,4,-0.15390629497360142
0.05,xy,seed_median_curve_first,curve_first,WT,WT_13,4,-0.0323657560168622
0.05,xy,seed_median_curve_first,curve_first,WT,WT_14,4,-0.4861791803577253
0.05,xy,seed_median_curve_first,curve_first,WT,WT_16,4,-0.2682360374365015
0.05,xy,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,0.05485854256847855
0.05,xy,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.28657918224710016
0.05,xy,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.1724996712019906
0.05,xy,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.1164259440430602
0.05,xy,seed_median_curve_first,marker_first,WT,WT_03,4,-0.08742333868522476
0.05,xy,seed_median_curve_first,marker_first,WT,WT_04,4,-0.10188002278714703
0.05,xy,seed_median_curve_first,marker_first,WT,WT_08,4,-0.10475226706146984
0.05,xy,seed_median_curve_first,marker_first,WT,WT_09,4,-0.1178949848173653
0.05,xy,seed_median_curve_first,marker_first,WT,WT_10,4,-0.022236979530837364
0.05,xy,seed_median_curve_first,marker_first,WT,WT_13,4,-0.03795341559941995
0.05,xy,seed_median_curve_first,marker_first,WT,WT_14,4,-0.26892006685913683
0.05,xy,seed_median_curve_first,marker_first,WT,WT_16,4,-0.3130141383514754
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,0.06816566388069745
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.3708393617906692
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.12372853562900388
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.1447215502908121
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_03,4,-0.12879473677819164
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.19523614425327215
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.14119678421976695
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_09,4,0.002686406411588571
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_10,4,-0.131066112128446
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_13,4,0.06324336707518968
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.3149858462537443
0.05,xy,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.14774552990371512
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,0.06468891282486827
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.2240455489806853
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.12372853562900388
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.10070477146683818
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_03,4,-0.044540376906546886
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.10188002278714703
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.1048459246531544
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.02478299994137373
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_10,4,-0.022236979530837364
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_13,4,0.09966301765281943
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.17092954414418982
0.05,xy,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.15457537807539676
0.05,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,0.06816566388069745
0.05,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.3708393617906692
0.05,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.09980729409277933
0.05,xy,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.1447215502908121
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_03,4,-0.09025619734722126
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.19523614425327215
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.14119678421976695
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.06416005357691179
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_10,4,-0.12931271922800908
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_13,4,0.06324336707518968
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.31081125482552074
0.05,xy,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.12557768126792748
0.05,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,0.0645677283586566
0.05,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.21870504013274505
0.05,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.10420919142338886
0.05,xy,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.10481851870623526
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_03,4,-0.04146420195609568
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.10188002278714703
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.10475226706146984
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.09362321085443387
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_10,4,-0.022236979530837364
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_13,4,0.08126118544209493
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.16670074318501274
0.05,xy,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.13240752943960912
0.05,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.11760992756990718
0.05,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.29737948710298745
0.05,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.04218133119705064
0.05,xyz,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.11466327451152639
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_03,4,0.041020260383632795
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_04,4,-0.1384860448077973
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_08,4,-0.34813751617748523
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_09,4,-0.20131448507549424
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_10,4,-0.0020052284409873
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_13,4,-0.18290350542854789
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_14,4,-0.21386149026374912
0.05,xyz,median_seed_isotonic,curve_first,WT,WT_16,4,-0.3610886893393394
0.05,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.09413171848592444
0.05,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.2729932609032827
0.05,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.098554276279669
0.05,xyz,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.04262705989621582
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_03,4,0.05937969817243105
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_04,4,-0.1121777172542252
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_08,4,-0.40639793007822356
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_09,4,-0.16285340414829524
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_10,4,-0.032898080539151026
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_13,4,-0.23617304251899485
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_14,4,-0.19929370240764918
0.05,xyz,median_seed_isotonic,marker_first,WT,WT_16,4,-0.3833329296061576
0.05,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.12348462727506132
0.05,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.30636250224957096
0.05,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.24523319759753412
0.05,xyz,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.14264639048850364
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_03,4,0.02476643655339683
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.1486765900219445
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.3538681433417519
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.20521953382212968
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_10,4,-0.0039332834004632555
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_13,4,-0.3447344658827455
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.2318452724350633
0.05,xyz,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.415152305149014
0.05,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.14761971445458066
0.05,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.27907716459948184
0.05,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.28261220008015464
0.05,xyz,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.1287315324251891
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.12307454717429042
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.1955248658763354
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.41020941161619606
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.1742079277965036
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_10,4,-0.07762138432020105
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_13,4,-0.38710805035671625
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.31155722385547974
0.05,xyz,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.4113842732330453
0.05,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.11044908508372081
0.05,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2924543217715516
0.05,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,0.0032241715106279267
0.05,xyz,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.06493038441045457
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_03,4,0.04820509437865095
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.13191468901521053
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.34335190431385776
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_09,4,-0.1980666807961235
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_10,4,0.06285201825783843
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_13,4,-0.06416267717698845
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.20483672605914896
0.05,xyz,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.2719917739163057
0.05,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.07142579818968253
0.05,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.24366831737814218
0.05,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.05317026657385748
0.05,xyz,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,0.023437696603480163
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_03,4,0.09954874155467305
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.08778239666022808
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.3905817244524845
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_09,4,-0.14353025780595025
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_10,4,0.03828281811700954
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_13,4,-0.11628517844090341
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.12365433963015862
0.05,xyz,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.18065303882966977
0.05,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,-0.11760992756990718
0.05,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.29678999112216886
0.05,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.15612162754842135
0.05,xyz,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.10999265706525732
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_03,4,0.03690210395142823
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_04,4,-0.1384860448077973
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_08,4,-0.34885796160178895
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_09,4,-0.20144524305162007
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_10,4,-0.0023608529948099533
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_13,4,-0.29709465438645866
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_14,4,-0.21314123630680468
0.05,xyz,seed_median_curve_first,curve_first,WT,WT_16,4,-0.3651970608755135
0.05,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,-0.0943658067934166
0.05,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.27480485554337397
0.05,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.21345368544344961
0.05,xyz,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.08504161048153377
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_03,4,0.025718235660322775
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_04,4,-0.11288597746009504
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_08,4,-0.4086343858052379
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_09,4,-0.16279756810833443
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_10,4,-0.03261439036500391
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_13,4,-0.35039055062602964
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_14,4,-0.3278678018507654
0.05,xyz,seed_median_curve_first,marker_first,WT,WT_16,4,-0.4119982540610569
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_01,8,-0.11760992756990718
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_04,8,-0.29678999112216886
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_06,8,-0.13544015200936896
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3,SCA3_09,8,-0.10999265706525732
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_03,4,0.03690210395142823
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_04,4,-0.1384860448077973
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_08,4,-0.34885796160178895
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_09,4,-0.20144524305162007
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_10,4,-0.0023608529948099533
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_13,4,-0.2939861280428092
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_14,4,-0.21314123630680468
0.05,xyz,seed_median_curve_isotonic,curve_first,WT,WT_16,4,-0.27823829921220855
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_01,8,-0.0943658067934166
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_04,8,-0.27255688021915814
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_06,8,-0.18592243040173229
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3,SCA3_09,8,-0.02694636162159489
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_03,4,0.07242971102205359
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_04,4,-0.10966751438838851
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_08,4,-0.4085818474860652
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_09,4,-0.15005090479588684
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_10,4,-0.03215823030139908
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_13,4,-0.34728202428238014
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_14,4,-0.18752298761959602
0.05,xyz,seed_median_curve_isotonic,marker_first,WT,WT_16,4,-0.2116185941474009
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_01,8,-0.11760992756990718
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_04,8,-0.29678999112216886
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_06,8,-0.08521171163185026
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3,SCA3_09,8,-0.10999265706525732
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_03,4,0.03690210395142823
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_04,4,-0.1384860448077973
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_08,4,-0.34885796160178895
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_09,4,-0.20144524305162007
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_10,4,-0.0023608529948099533
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_13,4,-0.2515326026165853
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_14,4,-0.1579051301531928
0.05,xyz,seed_median_curve_persistent,curve_first,WT,WT_16,4,-0.22873305092139276
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_01,8,-0.0943658067934166
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_04,8,-0.27480485554337397
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_06,8,-0.1211877041074168
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3,SCA3_09,8,-0.009477309440781984
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_03,4,0.03721056284862956
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_04,4,-0.09152991204063332
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_08,4,-0.4083139753716337
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_09,4,-0.15954216152980732
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_10,4,-0.03261439036500391
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_13,4,-0.29732512521643484
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_14,4,-0.1694503741633288
0.05,xyz,seed_median_curve_persistent,marker_first,WT,WT_16,4,-0.10572088707914501
0.05,z,median_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.12262526461906215
0.05,z,median_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.2862057260067258
0.05,z,median_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.2687717435910163
0.05,z,median_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.05118921671121765
0.05,z,median_seed_isotonic,curve_first,WT,WT_03,4,0.08463944989793212
0.05,z,median_seed_isotonic,curve_first,WT,WT_04,4,-0.1687653273831821
0.05,z,median_seed_isotonic,curve_first,WT,WT_08,4,-0.3406966284130789
0.05,z,median_seed_isotonic,curve_first,WT,WT_09,4,-0.23471908421106405
0.05,z,median_seed_isotonic,curve_first,WT,WT_10,4,0.1214000786752961
0.05,z,median_seed_isotonic,curve_first,WT,WT_13,4,-0.25717874120700324
0.05,z,median_seed_isotonic,curve_first,WT,WT_14,4,-0.22196042579646508
0.05,z,median_seed_isotonic,curve_first,WT,WT_16,4,-0.4188390100499289
0.05,z,median_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.11683746099049064
0.05,z,median_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.2489212280781723
0.05,z,median_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.2861739898812764
0.05,z,median_seed_isotonic,marker_first,SCA3,SCA3_09,8,0.00043591657996508437
0.05,z,median_seed_isotonic,marker_first,WT,WT_03,4,0.11736692379031727
0.05,z,median_seed_isotonic,marker_first,WT,WT_04,4,-0.23131298861043695
0.05,z,median_seed_isotonic,marker_first,WT,WT_08,4,-0.42924780915128874
0.05,z,median_seed_isotonic,marker_first,WT,WT_09,4,-0.18327959521478782
0.05,z,median_seed_isotonic,marker_first,WT,WT_10,4,0.16828937954475776
0.05,z,median_seed_isotonic,marker_first,WT,WT_13,4,-0.36822922233316857
0.05,z,median_seed_isotonic,marker_first,WT,WT_14,4,-0.2074876022908883
0.05,z,median_seed_isotonic,marker_first,WT,WT_16,4,-0.3427708797645144
0.05,z,q25_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.12806896352162767
0.05,z,q25_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.29476033686186287
0.05,z,q25_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.2929087659341797
0.05,z,q25_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.06980125976422838
0.05,z,q25_seed_isotonic,curve_first,WT,WT_03,4,0.05889749569474717
0.05,z,q25_seed_isotonic,curve_first,WT,WT_04,4,-0.19991013045240222
0.05,z,q25_seed_isotonic,curve_first,WT,WT_08,4,-0.3477952318715607
0.05,z,q25_seed_isotonic,curve_first,WT,WT_09,4,-0.25835776741966887
0.05,z,q25_seed_isotonic,curve_first,WT,WT_10,4,0.049069662455213325
0.05,z,q25_seed_isotonic,curve_first,WT,WT_13,4,-0.26341245096520693
0.05,z,q25_seed_isotonic,curve_first,WT,WT_14,4,-0.2502517726530522
0.05,z,q25_seed_isotonic,curve_first,WT,WT_16,4,-0.4760936234423271
0.05,z,q25_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.18266735605001247
0.05,z,q25_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.295621362819434
0.05,z,q25_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.3213859880644949
0.05,z,q25_seed_isotonic,marker_first,SCA3,SCA3_09,8,-0.11969151303387773
0.05,z,q25_seed_isotonic,marker_first,WT,WT_03,4,-0.053417152248766586
0.05,z,q25_seed_isotonic,marker_first,WT,WT_04,4,-0.2613327614454093
0.05,z,q25_seed_isotonic,marker_first,WT,WT_08,4,-0.4447532052131684
0.05,z,q25_seed_isotonic,marker_first,WT,WT_09,4,-0.2656454183217586
0.05,z,q25_seed_isotonic,marker_first,WT,WT_10,4,0.09307207043378696
0.05,z,q25_seed_isotonic,marker_first,WT,WT_13,4,-0.386998119379047
0.05,z,q25_seed_isotonic,marker_first,WT,WT_14,4,-0.3506945398471922
0.05,z,q25_seed_isotonic,marker_first,WT,WT_16,4,-0.4993982786393267
0.05,z,q75_seed_isotonic,curve_first,SCA3,SCA3_01,8,-0.11138588298357671
0.05,z,q75_seed_isotonic,curve_first,SCA3,SCA3_04,8,-0.26974654107984797
0.05,z,q75_seed_isotonic,curve_first,SCA3,SCA3_06,8,-0.09748355107306023
0.05,z,q75_seed_isotonic,curve_first,SCA3,SCA3_09,8,-0.016566020802917497
0.05,z,q75_seed_isotonic,curve_first,WT,WT_03,4,0.09185795807934063
0.05,z,q75_seed_isotonic,curve_first,WT,WT_04,4,-0.16543756857327882
0.05,z,q75_seed_isotonic,curve_first,WT,WT_08,4,-0.3306682010035748
0.05,z,q75_seed_isotonic,curve_first,WT,WT_09,4,-0.2162483076017498
0.05,z,q75_seed_isotonic,curve_first,WT,WT_10,4,0.12528632889412694
0.05,z,q75_seed_isotonic,curve_first,WT,WT_13,4,-0.10746382371390906
0.05,z,q75_seed_isotonic,curve_first,WT,WT_14,4,-0.16599901690175292
0.05,z,q75_seed_isotonic,curve_first,WT,WT_16,4,-0.3579479525332922
0.05,z,q75_seed_isotonic,marker_first,SCA3,SCA3_01,8,-0.0748455217384007
0.05,z,q75_seed_isotonic,marker_first,SCA3,SCA3_04,8,-0.22332832970463387
0.05,z,q75_seed_isotonic,marker_first,SCA3,SCA3_06,8,-0.07004865397167048
0.05,z,q75_seed_isotonic,marker_first,SCA3,SCA3_09,8,0.006326171227837019
0.05,z,q75_seed_isotonic,marker_first,WT,WT_03,4,0.1932336134094677
0.05,z,q75_seed_isotonic,marker_first,WT,WT_04,4,-0.16628319889867804
0.05,z,q75_seed_isotonic,marker_first,WT,WT_08,4,-0.4221985518608298
0.05,z,q75_seed_isotonic,marker_first,WT,WT_09,4,-0.11755368923885076
0.05,z,q75_seed_isotonic,marker_first,WT,WT_10,4,0.17959455039084488
0.05,z,q75_seed_isotonic,marker_first,WT,WT_13,4,-0.19494622862784916
0.05,z,q75_seed_isotonic,marker_first,WT,WT_14,4,-0.06491850607532074
0.05,z,q75_seed_isotonic,marker_first,WT,WT_16,4,-0.2900078037196745
0.05,z,seed_median_curve_first,curve_first,SCA3,SCA3_01,8,-0.12249086255821712
0.05,z,seed_median_curve_first,curve_first,SCA3,SCA3_04,8,-0.2813267459353799
0.05,z,seed_median_curve_first,curve_first,SCA3,SCA3_06,8,-0.2604960116990959
0.05,z,seed_median_curve_first,curve_first,SCA3,SCA3_09,8,-0.0514226615249144
0.05,z,seed_median_curve_first,curve_first,WT,WT_03,4,0.08451514712522581
0.05,z,seed_median_curve_first,curve_first,WT,WT_04,4,-0.1687653273831821
0.05,z,seed_median_curve_first,curve_first,WT,WT_08,4,-0.34101084015426253
0.05,z,seed_median_curve_first,curve_first,WT,WT_09,4,-0.22963340535427246
0.05,z,seed_median_curve_first,curve_first,WT,WT_10,4,0.1218033602977535
0.05,z,seed_median_curve_first,curve_first,WT,WT_13,4,-0.2534991108445179
0.05,z,seed_median_curve_first,curve_first,WT,WT_14,4,-0.2163910484413183
0.05,z,seed_median_curve_first,curve_first,WT,WT_16,4,-0.4222440583143696
0.05,z,seed_median_curve_first,marker_first,SCA3,SCA3_01,8,-0.16673835430840334
0.05,z,seed_median_curve_first,marker_first,SCA3,SCA3_04,8,-0.2687228104462577
0.05,z,seed_median_curve_first,marker_first,SCA3,SCA3_06,8,-0.32977063763871883
0.05,z,seed_median_curve_first,marker_first,SCA3,SCA3_09,8,-0.13176358161583931
0.05,z,seed_median_curve_first,marker_first,WT,WT_03,4,0.0015517465083807191
0.05,z,seed_median_curve_first,marker_first,WT,WT_04,4,-0.2746838042668843
0.05,z,seed_median_curve_first,marker_first,WT,WT_08,4,-0.43055430051010846
