dt_ms,view,marker_variant,aggregation_order,omitted_animal_id,n_animal_pairs,median_kl_minus_firing_p
0.025,xyz,q75_seed_isotonic,marker_first,SCA3_DD20,4,-0.00429484813569786
0.025,xyz,q75_seed_isotonic,marker_first,SCA3_DD24,4,-0.11592614516426647
0.025,xyz,q75_seed_isotonic,marker_first,WT_150130,6,-0.11592614516426647
0.025,xyz,q75_seed_isotonic,marker_first,WT_150305,6,-0.030065100246070245
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD09,6,-0.06325854320431509
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD10,6,-0.03457601546597748
0.025,xyz,seed_median_curve_first,curve_first,SCA3_DD20,4,-0.11020727785676665
0.025,xyz,seed_median_curve_first,curve_first,SCA3_DD24,4,-0.15943333718935082
0.025,xyz,seed_median_curve_first,curve_first,WT_150130,6,-0.17669019215004414
0.025,xyz,seed_median_curve_first,curve_first,WT_150305,6,-0.10359153060487694
0.025,xyz,seed_median_curve_first,curve_first,WT_DD09,6,-0.16604908444124053
0.025,xyz,seed_median_curve_first,curve_first,WT_DD10,6,-0.09295042289607333
0.025,xyz,seed_median_curve_first,marker_first,SCA3_DD20,4,-0.12236273159979194
0.025,xyz,seed_median_curve_first,marker_first,SCA3_DD24,4,-0.13082374323188367
0.025,xyz,seed_median_curve_first,marker_first,WT_150130,6,-0.18588999371694617
0.025,xyz,seed_median_curve_first,marker_first,WT_150305,6,-0.12041870563319533
0.025,xyz,seed_median_curve_first,marker_first,WT_DD09,6,-0.1398360521069964
0.025,xyz,seed_median_curve_first,marker_first,WT_DD10,6,-0.07436476402324554
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3_DD20,4,-0.09956811475463417
0.025,xyz,seed_median_curve_isotonic,curve_first,SCA3_DD24,4,-0.15943333718935082
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150130,6,-0.17795882603771487
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150305,6,-0.09168373361507373
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD09,6,-0.16731771832891126
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD10,6,-0.08104262590627012
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3_DD20,4,-0.10489311240450423
0.025,xyz,seed_median_curve_isotonic,marker_first,SCA3_DD24,4,-0.13082374323188367
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150130,6,-0.18023667103264762
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150305,6,-0.11017504095368903
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD09,6,-0.13418272942269782
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD10,6,-0.06412109934373925
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3_DD20,4,-0.09728633974507461
0.025,xyz,seed_median_curve_persistent,curve_first,SCA3_DD24,4,-0.15943333718935082
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150130,6,-0.17669019215004414
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150305,6,-0.0906705924931849
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD09,6,-0.16604908444124053
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD10,6,-0.0800294847843813
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3_DD20,4,-0.07601565062314289
0.025,xyz,seed_median_curve_persistent,marker_first,SCA3_DD24,4,-0.13082374323188367
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150130,6,-0.14678151356564484
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150305,6,-0.07956999969951065
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD09,6,-0.10640990924203937
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD10,6,-0.057929892079405174
0.025,z,median_seed_isotonic,curve_first,SCA3_DD20,4,-0.09378589263616391
0.025,z,median_seed_isotonic,curve_first,SCA3_DD24,4,-0.17363976091722272
0.025,z,median_seed_isotonic,curve_first,WT_150130,6,-0.18768907301937848
0.025,z,median_seed_isotonic,curve_first,WT_150305,6,-0.07973658053400814
0.025,z,median_seed_isotonic,curve_first,WT_DD09,6,-0.18768907301937848
0.025,z,median_seed_isotonic,curve_first,WT_DD10,6,-0.07973658053400814
0.025,z,median_seed_isotonic,marker_first,SCA3_DD20,4,-0.14707304968742993
0.025,z,median_seed_isotonic,marker_first,SCA3_DD24,4,-0.15860376401010257
0.025,z,median_seed_isotonic,marker_first,WT_150130,6,-0.23132097320649764
0.025,z,median_seed_isotonic,marker_first,WT_150305,6,-0.07594917276537796
0.025,z,median_seed_isotonic,marker_first,WT_DD09,6,-0.22972764093215453
0.025,z,median_seed_isotonic,marker_first,WT_DD10,6,-0.07435584049103487
0.025,z,q25_seed_isotonic,curve_first,SCA3_DD20,4,-0.1709229480296121
0.025,z,q25_seed_isotonic,curve_first,SCA3_DD24,4,-0.17785084813881408
0.025,z,q25_seed_isotonic,curve_first,WT_150130,6,-0.22119019020706218
0.025,z,q25_seed_isotonic,curve_first,WT_150305,6,-0.12055587050685626
0.025,z,q25_seed_isotonic,curve_first,WT_DD09,6,-0.22119019020706218
0.025,z,q25_seed_isotonic,curve_first,WT_DD10,6,-0.12055587050685626
0.025,z,q25_seed_isotonic,marker_first,SCA3_DD20,4,-0.23411913066826964
0.025,z,q25_seed_isotonic,marker_first,SCA3_DD24,4,-0.17616645369220824
0.025,z,q25_seed_isotonic,marker_first,WT_150130,6,-0.2668085606299339
0.025,z,q25_seed_isotonic,marker_first,WT_150305,6,-0.14927053879570634
0.025,z,q25_seed_isotonic,marker_first,WT_DD09,6,-0.2610150455647715
0.025,z,q25_seed_isotonic,marker_first,WT_DD10,6,-0.143477023730544
0.025,z,q75_seed_isotonic,curve_first,SCA3_DD20,4,-0.04689762378736171
0.025,z,q75_seed_isotonic,curve_first,SCA3_DD24,4,-0.16333158796886987
0.025,z,q75_seed_isotonic,curve_first,WT_150130,6,-0.15964271805403665
0.025,z,q75_seed_isotonic,curve_first,WT_150305,6,-0.04689762378736171
0.025,z,q75_seed_isotonic,curve_first,WT_DD09,6,-0.1359601141210921
0.025,z,q75_seed_isotonic,curve_first,WT_DD10,6,-0.07058022772030628
0.025,z,q75_seed_isotonic,marker_first,SCA3_DD20,4,-0.002937620824816807
0.025,z,q75_seed_isotonic,marker_first,SCA3_DD24,4,-0.15116182179618648
0.025,z,q75_seed_isotonic,marker_first,WT_150130,6,-0.15116182179618648
0.025,z,q75_seed_isotonic,marker_first,WT_150305,6,-0.002937620824816807
0.025,z,q75_seed_isotonic,marker_first,WT_DD09,6,-0.09953836676354037
0.025,z,q75_seed_isotonic,marker_first,WT_DD10,6,-0.05384167312333781
0.025,z,seed_median_curve_first,curve_first,SCA3_DD20,4,-0.1007581605870429
0.025,z,seed_median_curve_first,curve_first,SCA3_DD24,4,-0.17199532916344815
0.025,z,seed_median_curve_first,curve_first,WT_150130,6,-0.1936828295679368
0.025,z,seed_median_curve_first,curve_first,WT_150305,6,-0.07907066018255424
0.025,z,seed_median_curve_first,curve_first,WT_DD09,6,-0.1936828295679368
0.025,z,seed_median_curve_first,curve_first,WT_DD10,6,-0.07907066018255424
0.025,z,seed_median_curve_first,marker_first,SCA3_DD20,4,-0.2076995916450208
0.025,z,seed_median_curve_first,marker_first,SCA3_DD24,4,-0.16521801712995152
0.025,z,seed_median_curve_first,marker_first,WT_150130,6,-0.24331915660986844
0.025,z,seed_median_curve_first,marker_first,WT_150305,6,-0.13752588060401422
0.025,z,seed_median_curve_first,marker_first,WT_DD09,6,-0.2353917281709581
0.025,z,seed_median_curve_first,marker_first,WT_DD10,6,-0.12959845216510388
0.025,z,seed_median_curve_isotonic,curve_first,SCA3_DD20,4,-0.1007581605870429
0.025,z,seed_median_curve_isotonic,curve_first,SCA3_DD24,4,-0.17199532916344815
0.025,z,seed_median_curve_isotonic,curve_first,WT_150130,6,-0.1936828295679368
0.025,z,seed_median_curve_isotonic,curve_first,WT_150305,6,-0.07907066018255424
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD09,6,-0.1936828295679368
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD10,6,-0.07907066018255424
0.025,z,seed_median_curve_isotonic,marker_first,SCA3_DD20,4,-0.12029568691682735
0.025,z,seed_median_curve_isotonic,marker_first,SCA3_DD24,4,-0.16154310353787474
0.025,z,seed_median_curve_isotonic,marker_first,WT_150130,6,-0.21849510956111617
0.025,z,seed_median_curve_isotonic,marker_first,WT_150305,6,-0.07568226012642515
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD09,6,-0.2142425947142826
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD10,6,-0.07142974527959159
0.025,z,seed_median_curve_persistent,curve_first,SCA3_DD20,4,-0.1007581605870429
0.025,z,seed_median_curve_persistent,curve_first,SCA3_DD24,4,-0.17199532916344815
0.025,z,seed_median_curve_persistent,curve_first,WT_150130,6,-0.1936828295679368
0.025,z,seed_median_curve_persistent,curve_first,WT_150305,6,-0.07907066018255424
0.025,z,seed_median_curve_persistent,curve_first,WT_DD09,6,-0.1936828295679368
0.025,z,seed_median_curve_persistent,curve_first,WT_DD10,6,-0.07907066018255424
0.025,z,seed_median_curve_persistent,marker_first,SCA3_DD20,4,-0.11705351140368034
0.025,z,seed_median_curve_persistent,marker_first,SCA3_DD24,4,-0.16521801712995152
0.025,z,seed_median_curve_persistent,marker_first,WT_150130,6,-0.21969621657548627
0.025,z,seed_median_curve_persistent,marker_first,WT_150305,6,-0.07935717371850193
0.025,z,seed_median_curve_persistent,marker_first,WT_DD09,6,-0.21176878813657593
0.025,z,seed_median_curve_persistent,marker_first,WT_DD10,6,-0.07142974527959159
0.05,xy,median_seed_isotonic,curve_first,SCA3_DD20,4,-0.1852993268692007
0.05,xy,median_seed_isotonic,curve_first,SCA3_DD24,4,-0.14397121966070128
0.05,xy,median_seed_isotonic,curve_first,WT_150130,6,-0.16092640570003158
0.05,xy,median_seed_isotonic,curve_first,WT_150305,6,-0.1377737154897165
0.05,xy,median_seed_isotonic,curve_first,WT_DD09,6,-0.16092640570003158
0.05,xy,median_seed_isotonic,curve_first,WT_DD10,6,-0.1377737154897165
0.05,xy,median_seed_isotonic,marker_first,SCA3_DD20,4,-0.12154831676964473
0.05,xy,median_seed_isotonic,marker_first,SCA3_DD24,4,-0.052279601507888795
0.05,xy,median_seed_isotonic,marker_first,WT_150130,6,-0.07924518942192257
0.05,xy,median_seed_isotonic,marker_first,WT_150305,6,-0.0641834779712124
0.05,xy,median_seed_isotonic,marker_first,WT_DD09,6,-0.0641834779712124
0.05,xy,median_seed_isotonic,marker_first,WT_DD10,6,-0.052279601507888795
0.05,xy,q25_seed_isotonic,curve_first,SCA3_DD20,4,-0.24263759932205264
0.05,xy,q25_seed_isotonic,curve_first,SCA3_DD24,4,-0.149356755767669
0.05,xy,q25_seed_isotonic,curve_first,WT_150130,6,-0.2234298263525994
0.05,xy,q25_seed_isotonic,curve_first,WT_150305,6,-0.17875449757063053
0.05,xy,q25_seed_isotonic,curve_first,WT_DD09,6,-0.22124050217725358
0.05,xy,q25_seed_isotonic,curve_first,WT_DD10,6,-0.16488941820836395
0.05,xy,q25_seed_isotonic,marker_first,SCA3_DD20,4,-0.19194900736355403
0.05,xy,q25_seed_isotonic,marker_first,SCA3_DD24,4,-0.07883070907657808
0.05,xy,q25_seed_isotonic,marker_first,WT_150130,6,-0.1541534560772505
0.05,xy,q25_seed_isotonic,marker_first,WT_150305,6,-0.1541534560772505
0.05,xy,q25_seed_isotonic,marker_first,WT_DD09,6,-0.17500057426856708
0.05,xy,q25_seed_isotonic,marker_first,WT_DD10,6,-0.1153759900134815
0.05,xy,q75_seed_isotonic,curve_first,SCA3_DD20,4,-0.14465251539485036
0.05,xy,q75_seed_isotonic,curve_first,SCA3_DD24,4,-0.13700234048932725
0.05,xy,q75_seed_isotonic,curve_first,WT_150130,6,-0.15326107099254788
0.05,xy,q75_seed_isotonic,curve_first,WT_150305,6,-0.13051932898689741
0.05,xy,q75_seed_isotonic,curve_first,WT_DD09,6,-0.15326107099254788
0.05,xy,q75_seed_isotonic,curve_first,WT_DD10,6,-0.13051932898689741
0.05,xy,q75_seed_isotonic,marker_first,SCA3_DD20,4,-0.04557685008054993
0.05,xy,q75_seed_isotonic,marker_first,SCA3_DD24,4,-0.014505759202507615
0.05,xy,q75_seed_isotonic,marker_first,WT_150130,6,-0.02998759920581423
0.05,xy,q75_seed_isotonic,marker_first,WT_150305,6,-0.008118108708684485
0.05,xy,q75_seed_isotonic,marker_first,WT_DD09,6,-0.02998759920581423
0.05,xy,q75_seed_isotonic,marker_first,WT_DD10,6,-0.008118108708684485
0.05,xy,seed_median_curve_first,curve_first,SCA3_DD20,4,-0.24548306926786595
0.05,xy,seed_median_curve_first,curve_first,SCA3_DD24,4,-0.14254263879164655
0.05,xy,seed_median_curve_first,curve_first,WT_150130,6,-0.16067822463964873
0.05,xy,seed_median_curve_first,curve_first,WT_150305,6,-0.15116996029993157
0.05,xy,seed_median_curve_first,curve_first,WT_DD09,6,-0.16930554614793375
0.05,xy,seed_median_curve_first,curve_first,WT_DD10,6,-0.14254263879164655
0.05,xy,seed_median_curve_first,marker_first,SCA3_DD20,4,-0.1567917534486465
0.05,xy,seed_median_curve_first,marker_first,SCA3_DD24,4,-0.05673798115369483
0.05,xy,seed_median_curve_first,marker_first,WT_150130,6,-0.1567917534486465
0.05,xy,seed_median_curve_first,marker_first,WT_150305,6,-0.121553476176955
0.05,xy,seed_median_curve_first,marker_first,WT_DD09,6,-0.12266161595691626
0.05,xy,seed_median_curve_first,marker_first,WT_DD10,6,-0.07529612852093194
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3_DD20,4,-0.13666813746530473
0.05,xy,seed_median_curve_isotonic,curve_first,SCA3_DD24,4,-0.14254263879164655
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150130,6,-0.14438855478404286
0.05,xy,seed_median_curve_isotonic,curve_first,WT_150305,6,-0.13798732716859602
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD09,6,-0.14438855478404286
0.05,xy,seed_median_curve_isotonic,curve_first,WT_DD10,6,-0.13798732716859602
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3_DD20,4,-0.10125890572885138
0.05,xy,seed_median_curve_isotonic,marker_first,SCA3_DD24,4,-0.044261494363282985
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150130,6,-0.07589292416121414
0.05,xy,seed_median_curve_isotonic,marker_first,WT_150305,6,-0.054836527638007226
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD09,6,-0.06774851263768554
0.05,xy,seed_median_curve_isotonic,marker_first,WT_DD10,6,-0.04669211611447863
0.05,xy,seed_median_curve_persistent,curve_first,SCA3_DD20,4,-0.10896462156202488
0.05,xy,seed_median_curve_persistent,curve_first,SCA3_DD24,4,-0.14254263879164655
0.05,xy,seed_median_curve_persistent,curve_first,WT_150130,6,-0.14254263879164655
0.05,xy,seed_median_curve_persistent,curve_first,WT_150305,6,-0.12666202312898672
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD09,6,-0.13968025979261736
0.05,xy,seed_median_curve_persistent,curve_first,WT_DD10,6,-0.13798732716859602
0.05,xy,seed_median_curve_persistent,marker_first,SCA3_DD20,4,-0.10937465653892507
0.05,xy,seed_median_curve_persistent,marker_first,SCA3_DD24,4,-0.03752425748732323
0.05,xy,seed_median_curve_persistent,marker_first,WT_150130,6,-0.09535320033687188
0.05,xy,seed_median_curve_persistent,marker_first,WT_150305,6,-0.06398070560322529
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD09,6,-0.06398070560322529
0.05,xy,seed_median_curve_persistent,marker_first,WT_DD10,6,-0.04100906583596048
0.05,xyz,median_seed_isotonic,curve_first,SCA3_DD20,4,-0.08647372238764157
0.05,xyz,median_seed_isotonic,curve_first,SCA3_DD24,4,-0.15303922884357105
0.05,xyz,median_seed_isotonic,curve_first,WT_150130,6,-0.16574801882065116
0.05,xyz,median_seed_isotonic,curve_first,WT_150305,6,-0.08831811644633522
0.05,xyz,median_seed_isotonic,curve_first,WT_DD09,6,-0.15119483478487739
0.05,xyz,median_seed_isotonic,curve_first,WT_DD10,6,-0.07376493241056148
0.05,xyz,median_seed_isotonic,marker_first,SCA3_DD20,4,-0.10623828011336113
0.05,xyz,median_seed_isotonic,marker_first,SCA3_DD24,4,-0.13201677200721895
0.05,xyz,median_seed_isotonic,marker_first,WT_150130,6,-0.18698098991447487
0.05,xyz,median_seed_isotonic,marker_first,WT_150305,6,-0.10680857488291509
0.05,xyz,median_seed_isotonic,marker_first,WT_DD09,6,-0.13594781221563973
0.05,xyz,median_seed_isotonic,marker_first,WT_DD10,6,-0.055775397184079964
0.05,xyz,q25_seed_isotonic,curve_first,SCA3_DD20,4,-0.12358939339398313
0.05,xyz,q25_seed_isotonic,curve_first,SCA3_DD24,4,-0.16175403086939447
0.05,xyz,q25_seed_isotonic,curve_first,WT_150130,6,-0.1754575994033497
0.05,xyz,q25_seed_isotonic,curve_first,WT_150305,6,-0.12296326570747787
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD09,6,-0.1623801585558997
0.05,xyz,q25_seed_isotonic,curve_first,WT_DD10,6,-0.1098858248600279
0.05,xyz,q25_seed_isotonic,marker_first,SCA3_DD20,4,-0.18834712941774362
0.05,xyz,q25_seed_isotonic,marker_first,SCA3_DD24,4,-0.16536794291316306
0.05,xyz,q25_seed_isotonic,marker_first,WT_150130,6,-0.22115781242239266
0.05,xyz,q25_seed_isotonic,marker_first,WT_150305,6,-0.15588523017893946
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD09,6,-0.1978298421519672
0.05,xyz,q25_seed_isotonic,marker_first,WT_DD10,6,-0.13255725990851402
0.05,xyz,q75_seed_isotonic,curve_first,SCA3_DD20,4,-0.03922439166188112
0.05,xyz,q75_seed_isotonic,curve_first,SCA3_DD24,4,-0.148253614287978
0.05,xyz,q75_seed_isotonic,curve_first,WT_150130,6,-0.1473989881212878
0.05,xyz,q75_seed_isotonic,curve_first,WT_150305,6,-0.06837556559160489
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD09,6,-0.13890629488509387
0.05,xyz,q75_seed_isotonic,curve_first,WT_DD10,6,-0.06138395972172156
0.05,xyz,q75_seed_isotonic,marker_first,SCA3_DD20,4,0.009157134572722853
0.05,xyz,q75_seed_isotonic,marker_first,SCA3_DD24,4,-0.11830675085299794
0.05,xyz,q75_seed_isotonic,marker_first,WT_150130,6,-0.11301971505392065
0.05,xyz,q75_seed_isotonic,marker_first,WT_150305,6,-0.011490587663020704
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD09,6,-0.05113029570786118
0.05,xyz,q75_seed_isotonic,marker_first,WT_DD10,6,-0.025785814445573693
0.05,xyz,seed_median_curve_first,curve_first,SCA3_DD20,4,-0.08756439348144678
0.05,xyz,seed_median_curve_first,curve_first,SCA3_DD24,4,-0.15339945155572293
0.05,xyz,seed_median_curve_first,curve_first,WT_150130,6,-0.165982815229533
0.05,xyz,seed_median_curve_first,curve_first,WT_150305,6,-0.08989443655556234
0.05,xyz,seed_median_curve_first,curve_first,WT_DD09,6,-0.15106940848160738
0.05,xyz,seed_median_curve_first,curve_first,WT_DD10,6,-0.07498102980763671
0.05,xyz,seed_median_curve_first,marker_first,SCA3_DD20,4,-0.10741123211860391
0.05,xyz,seed_median_curve_first,marker_first,SCA3_DD24,4,-0.1328820779929773
0.05,xyz,seed_median_curve_first,marker_first,WT_150130,6,-0.18827227145197253
0.05,xyz,seed_median_curve_first,marker_first,WT_150305,6,-0.1159450476200915
0.05,xyz,seed_median_curve_first,marker_first,WT_DD09,6,-0.13637378776737907
0.05,xyz,seed_median_curve_first,marker_first,WT_DD10,6,-0.06404656393549803
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3_DD20,4,-0.08769790949299582
0.05,xyz,seed_median_curve_isotonic,curve_first,SCA3_DD24,4,-0.15339945155572293
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150130,6,-0.16634441127288446
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_150305,6,-0.08966635652375993
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD09,6,-0.15143100452495883
0.05,xyz,seed_median_curve_isotonic,curve_first,WT_DD10,6,-0.0747529497758343
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3_DD20,4,-0.10013864705650613
0.05,xyz,seed_median_curve_isotonic,marker_first,SCA3_DD24,4,-0.13175809033086938
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150130,6,-0.18020351442227894
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_150305,6,-0.10916871604903682
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD09,6,-0.12942901839979337
0.05,xyz,seed_median_curve_isotonic,marker_first,WT_DD10,6,-0.05839422002655126
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3_DD20,4,-0.083487885220763
0.05,xyz,seed_median_curve_persistent,curve_first,SCA3_DD24,4,-0.15339945155572293
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150130,6,-0.15957626389473367
0.05,xyz,seed_median_curve_persistent,curve_first,WT_150305,6,-0.083487885220763
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD09,6,-0.1469929002209236
0.05,xyz,seed_median_curve_persistent,curve_first,WT_DD10,6,-0.07498102980763671
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3_DD20,4,-0.07213211417907073
0.05,xyz,seed_median_curve_persistent,marker_first,SCA3_DD24,4,-0.1328820779929773
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150130,6,-0.14047129274537784
0.05,xyz,seed_median_curve_persistent,marker_first,WT_150305,6,-0.07662519162035417
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD09,6,-0.10109466982784587
0.05,xyz,seed_median_curve_persistent,marker_first,WT_DD10,6,-0.0565141161008921
0.05,z,median_seed_isotonic,curve_first,SCA3_DD20,4,-0.09365931586872153
0.05,z,median_seed_isotonic,curve_first,SCA3_DD24,4,-0.16640270427820603
0.05,z,median_seed_isotonic,curve_first,WT_150130,6,-0.17985703496993188
0.05,z,median_seed_isotonic,curve_first,WT_150305,6,-0.08020498517699565
0.05,z,median_seed_isotonic,curve_first,WT_DD09,6,-0.17985703496993188
0.05,z,median_seed_isotonic,curve_first,WT_DD10,6,-0.08020498517699565
0.05,z,median_seed_isotonic,marker_first,SCA3_DD20,4,-0.14789000806021516
0.05,z,median_seed_isotonic,marker_first,SCA3_DD24,4,-0.16047259867183256
0.05,z,median_seed_isotonic,marker_first,WT_150130,6,-0.23451515316051907
0.05,z,median_seed_isotonic,marker_first,WT_150305,6,-0.07384745357152861
0.05,z,median_seed_isotonic,marker_first,WT_DD09,6,-0.23451515316051907
0.05,z,median_seed_isotonic,marker_first,WT_DD10,6,-0.07384745357152861
0.05,z,q25_seed_isotonic,curve_first,SCA3_DD20,4,-0.17587796860474358
0.05,z,q25_seed_isotonic,curve_first,SCA3_DD24,4,-0.1777089833908058
0.05,z,q25_seed_isotonic,curve_first,WT_150130,6,-0.21750332012775664
0.05,z,q25_seed_isotonic,curve_first,WT_150305,6,-0.12688174198676339
0.05,z,q25_seed_isotonic,curve_first,WT_DD09,6,-0.21750332012775664
0.05,z,q25_seed_isotonic,curve_first,WT_DD10,6,-0.12688174198676339
0.05,z,q25_seed_isotonic,marker_first,SCA3_DD20,4,-0.23208042389561306
0.05,z,q25_seed_isotonic,marker_first,SCA3_DD24,4,-0.18677648739832048
0.05,z,q25_seed_isotonic,marker_first,WT_150130,6,-0.2740184531265743
0.05,z,q25_seed_isotonic,marker_first,WT_150305,6,-0.15739648597669142
0.05,z,q25_seed_isotonic,marker_first,WT_DD09,6,-0.2614604253172421
0.05,z,q25_seed_isotonic,marker_first,WT_DD10,6,-0.14483845816735927
0.05,z,q75_seed_isotonic,curve_first,SCA3_DD20,4,-0.046286611891286765
0.05,z,q75_seed_isotonic,curve_first,SCA3_DD24,4,-0.16004737281948833
0.05,z,q75_seed_isotonic,curve_first,WT_150130,6,-0.15369415176331955
0.05,z,q75_seed_isotonic,curve_first,WT_150305,6,-0.046286611891286765
0.05,z,q75_seed_isotonic,curve_first,WT_DD09,6,-0.13302767791661962
0.05,z,q75_seed_isotonic,curve_first,WT_DD10,6,-0.0659900604356084
0.05,z,q75_seed_isotonic,marker_first,SCA3_DD20,4,0.0011875823578037861
0.05,z,q75_seed_isotonic,marker_first,SCA3_DD24,4,-0.15309264954222124
0.05,z,q75_seed_isotonic,marker_first,WT_150130,6,-0.15309264954222124
0.05,z,q75_seed_isotonic,marker_first,WT_150305,6,0.0011875823578037861
0.05,z,q75_seed_isotonic,marker_first,WT_DD09,6,-0.10200141910095778
0.05,z,q75_seed_isotonic,marker_first,WT_DD10,6,-0.04990364808345966
0.05,z,seed_median_curve_first,curve_first,SCA3_DD20,4,-0.09789564467116921
0.05,z,seed_median_curve_first,curve_first,SCA3_DD24,4,-0.1667828658861466
0.05,z,seed_median_curve_first,curve_first,WT_150130,6,-0.18691848781252454
0.05,z,seed_median_curve_first,curve_first,WT_150305,6,-0.07776002274479124
0.05,z,seed_median_curve_first,curve_first,WT_DD09,6,-0.18691848781252454
0.05,z,seed_median_curve_first,curve_first,WT_DD10,6,-0.07776002274479124
0.05,z,seed_median_curve_first,marker_first,SCA3_DD20,4,-0.20481400701285107
0.05,z,seed_median_curve_first,marker_first,SCA3_DD24,4,-0.16437447757670448
0.05,z,seed_median_curve_first,marker_first,WT_150130,6,-0.23843421767319706
0.05,z,seed_median_curve_first,marker_first,WT_150305,6,-0.1330825650197661
0.05,z,seed_median_curve_first,marker_first,WT_DD09,6,-0.23610591956978946
0.05,z,seed_median_curve_first,marker_first,WT_DD10,6,-0.1307542669163585
0.05,z,seed_median_curve_isotonic,curve_first,SCA3_DD20,4,-0.09789564467116921
0.05,z,seed_median_curve_isotonic,curve_first,SCA3_DD24,4,-0.1667828658861466
0.05,z,seed_median_curve_isotonic,curve_first,WT_150130,6,-0.18691848781252454
0.05,z,seed_median_curve_isotonic,curve_first,WT_150305,6,-0.07776002274479124
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD09,6,-0.18691848781252454
0.05,z,seed_median_curve_isotonic,curve_first,WT_DD10,6,-0.07776002274479124
0.05,z,seed_median_curve_isotonic,marker_first,SCA3_DD20,4,-0.11765848604490448
0.05,z,seed_median_curve_isotonic,marker_first,SCA3_DD24,4,-0.1627697468683552
0.05,z,seed_median_curve_isotonic,marker_first,WT_150130,6,-0.21517008743327823
0.05,z,seed_median_curve_isotonic,marker_first,WT_150305,6,-0.0659817128750397
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD09,6,-0.21444652003821996
0.05,z,seed_median_curve_isotonic,marker_first,WT_DD10,6,-0.06525814547998143
0.05,z,seed_median_curve_persistent,curve_first,SCA3_DD20,4,-0.09789564467116921
0.05,z,seed_median_curve_persistent,curve_first,SCA3_DD24,4,-0.1667828658861466
0.05,z,seed_median_curve_persistent,curve_first,WT_150130,6,-0.18691848781252454
0.05,z,seed_median_curve_persistent,curve_first,WT_150305,6,-0.07776002274479124
0.05,z,seed_median_curve_persistent,curve_first,WT_DD09,6,-0.18691848781252454
0.05,z,seed_median_curve_persistent,curve_first,WT_DD10,6,-0.07776002274479124
0.05,z,seed_median_curve_persistent,marker_first,SCA3_DD20,4,-0.1107897100844299
0.05,z,seed_median_curve_persistent,marker_first,SCA3_DD24,4,-0.16437447757670448
0.05,z,seed_median_curve_persistent,marker_first,WT_150130,6,-0.20982484985458894
0.05,z,seed_median_curve_persistent,marker_first,WT_150305,6,-0.06766763590995302
