dt_ms,view,marker_variant,aggregation_order,animal_pair_key,wt_animal_id,sca3_animal_id,n_cell_pairs,kl_minus_firing_p
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.0032941539144969167
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.10747485603198192
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16983899973006755
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17283517931985068
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.02235558095235446
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3369227850897263
0.0125,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.13257365312154307
0.0125,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.022833598670571942
0.0125,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.11843814590060811
0.0125,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17716853244235548
0.0125,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19536638217854047
0.0125,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17261275578097646
0.0125,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.008307298858460807
0.0125,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2309944577164018
0.0125,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3466760721767434
0.0125,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.008153396340680463
0.0125,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.16942446707400252
0.0125,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16049306146262693
0.0125,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2997356049875024
0.0125,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16055605088471733
0.0125,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.004686427186470374
0.0125,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3116247881947736
0.0125,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.30378592287866724
0.0125,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.014540847928503131
0.0125,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.05780712290128648
0.0125,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.18841813009191996
0.0125,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.269333986246608
0.0125,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18017629309753952
0.0125,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.06706961231401248
0.0125,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.257468232680801
0.0125,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.39594508152149555
0.0125,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.03434356499855956
0.0125,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.11561825378066352
0.0125,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.18142819365743063
0.0125,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.33708740765201584
0.0125,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.18733159890902484
0.0125,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.11627585427929901
0.0125,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.4071592559715063
0.0125,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.4000142109055703
0.0125,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.029095858068328928
0.0125,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.13165474490463516
0.0125,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17468558896988778
0.0125,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1593284750481902
0.0125,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.166547863116633
0.0125,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.019758393152351436
0.0125,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.21170148040397488
0.0125,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.11429581388931775
0.0125,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.06434189528792161
0.0125,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.2627626032833771
0.0125,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.14581946964715428
0.0125,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2071037636776944
0.0125,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1590229952313352
0.0125,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.03683841811694409
0.0125,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2795279522825612
0.0125,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.0753335747029209
0.0125,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.023126776941083893
0.0125,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09878711840797583
0.0125,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17716853244235548
0.0125,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.20908582167673978
0.0125,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17083348505096674
0.0125,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.007846554576439721
0.0125,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.226347311184822
0.0125,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3498118662606002
0.0125,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.034178647076483826
0.0125,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.07855461328946736
0.0125,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16209174935195853
0.0125,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.335090774651666
0.0125,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17559285172708983
0.0125,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10230615654662442
0.0125,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.38272582085195
0.0125,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3160614729798551
0.0125,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.023126776941083893
0.0125,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09969428211846337
0.0125,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17716853244235548
0.0125,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.20908582167673978
0.0125,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17083348505096674
0.0125,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.007846554576439721
0.0125,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.226347311184822
0.0125,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.32075409486433176
0.0125,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.006825804528498569
0.0125,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.15944574776981976
0.0125,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16209174935195853
0.0125,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.272370292501548
0.0125,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16494699759932469
0.0125,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.025328181364194666
0.0125,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.32686147267451215
0.0125,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.27719276716933977
0.0125,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.023126776941083893
0.0125,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09878711840797583
0.0125,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17716853244235548
0.0125,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.20908582167673978
0.0125,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17083348505096674
0.0125,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.007846554576439721
0.0125,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.226347311184822
0.0125,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3036046966393005
0.0125,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.006825804528498569
0.0125,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.087474132251083
0.0125,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16209174935195853
0.0125,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.26757368644654445
0.0125,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17559285172708983
0.0125,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.0250271082908
0.0125,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.32309203355457505
0.0125,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2607814626068581
0.025,xy,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.15728558940675794
0.025,xy,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.12474278504475053
0.025,xy,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.19906287185446386
0.025,xy,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.40889701838246567
0.025,xy,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15306126984619622
0.025,xy,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09225297364644952
0.025,xy,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.24020917735024072
0.025,xy,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.31737945253255195
0.025,xy,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.0638425299173988
0.025,xy,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.06186336917023641
0.025,xy,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.03897705347856256
0.025,xy,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.17513549629879188
0.025,xy,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.01816190299338946
0.025,xy,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09508211645490278
0.025,xy,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.06665079725198231
0.025,xy,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.21026994378411198
0.025,xy,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.18022565742899582
0.025,xy,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.1902771184053921
0.025,xy,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.20390473091899816
0.025,xy,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.4146090872215318
0.025,xy,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15972936410861727
0.025,xy,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.16253914209485504
0.025,xy,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2709347062948624
0.025,xy,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3574782868606209
0.025,xy,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.09165522296621142
0.025,xy,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.07378958024506732
0.025,xy,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.06287336202440136
0.025,xy,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2114211564021123
0.025,xy,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.07501261396535164
0.025,xy,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.1426663234738722
0.025,xy,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.1966931142886877
0.025,xy,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2792201276262348
0.025,xy,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.13769514537557395
0.025,xy,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.08994233406256914
0.025,xy,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.18000975040744302
0.025,xy,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3768368100875363
0.025,xy,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.12403596809126743
0.025,xy,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.03227350072305114
0.025,xy,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.22581301234429432
0.025,xy,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.19696325338212062
0.025,xy,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.03229843070702909
0.025,xy,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.03050415157805067
0.025,xy,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.015096240080459122
0.025,xy,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.14892698680959832
0.025,xy,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.014163946908016783
0.025,xy,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.0017675233225077358
0.025,xy,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.03853803895953767
0.025,xy,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.14742709010631036
0.025,xy,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.14361112488577502
0.025,xy,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.19787706271675473
0.025,xy,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.19894331206489024
0.025,xy,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.39996148331493925
0.025,xy,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15265859473139642
0.025,xy,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09708301602504837
0.025,xy,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.24020917735024072
0.025,xy,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3082123627704845
0.025,xy,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.06999734635670302
0.025,xy,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.08856540290555237
0.025,xy,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.0516383526017109
0.025,xy,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18254654873765086
0.025,xy,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.018658608787222558
0.025,xy,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.16626887244913094
0.025,xy,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.15327644586583575
0.025,xy,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.24037861165197108
0.025,xy,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.14361112488577502
0.025,xy,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.12418498131648568
0.025,xy,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.19894331206489024
0.025,xy,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.39996148331493925
0.025,xy,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15265859473139642
0.025,xy,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.09379533816248514
0.025,xy,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.24020917735024072
0.025,xy,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.18375623415457
0.025,xy,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.054978612157749074
0.025,xy,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.060201087560129596
0.025,xy,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.037666273792916594
0.025,xy,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18007510102400442
0.025,xy,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.018658608787222558
0.025,xy,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.04302847815777977
0.025,xy,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.10595824757069441
0.025,xy,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.16724772104880936
0.025,xy,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.14361112488577502
0.025,xy,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.09840279839244981
0.025,xy,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.19894331206489024
0.025,xy,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.39996148331493925
0.025,xy,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15265859473139642
0.025,xy,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.08387230036709703
0.025,xy,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.24020917735024072
0.025,xy,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.15222815074397883
0.025,xy,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.03950099385181219
0.025,xy,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.06062540685094944
0.025,xy,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.034161427886685636
0.025,xy,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16803229227857197
0.025,xy,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.018658608787222558
0.025,xy,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.0998103432699759
0.025,xy,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.06708167447397945
0.025,xy,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.13361714263730956
0.025,xyz,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.006848803539794668
0.025,xyz,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.06805439907923688
