dt_ms,view,marker_variant,aggregation_order,animal_pair_key,wt_animal_id,sca3_animal_id,n_cell_pairs,kl_minus_firing_p
0.025,xyz,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1487922294805472
0.025,xyz,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.183621496616658
0.025,xyz,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17007748706675563
0.025,xyz,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.011458240601167458
0.025,xyz,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2833445736228474
0.025,xyz,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2522405296951318
0.025,xyz,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.045765621990403654
0.025,xyz,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.04672648618614411
0.025,xyz,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.08465183139435603
0.025,xyz,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1935169280887313
0.025,xyz,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17603207958906064
0.025,xyz,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.0249066035486345
0.025,xyz,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3297438301002341
0.025,xyz,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2443510919865217
0.025,xyz,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.0072524741573754825
0.025,xyz,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.022741191635277186
0.025,xyz,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15544902515123368
0.025,xyz,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1950135353982278
0.025,xyz,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1712982070867215
0.025,xyz,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.07284287476690593
0.025,xyz,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2946177051163066
0.025,xyz,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.36460030936274246
0.025,xyz,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.061422245063853576
0.025,xyz,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.14528340531046313
0.025,xyz,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.13793389788499444
0.025,xyz,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2606273590146879
0.025,xyz,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.188546407679461
0.025,xyz,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.08448066588210401
0.025,xyz,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3724107547331591
0.025,xyz,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.36828805679062027
0.025,xyz,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.0019243996630878835
0.025,xyz,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.08416827121075734
0.025,xyz,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.14118195352025484
0.025,xyz,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16697890735058868
0.025,xyz,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1665196646860021
0.025,xyz,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.05999081114893218
0.025,xyz,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2755258384531284
0.025,xyz,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.16431715604079597
0.025,xyz,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.0013825725077326323
0.025,xyz,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09957199757118743
0.025,xyz,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.06776945842422233
0.025,xyz,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.16893854598923322
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1640828319043106
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.05015793171301214
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3214951473757424
0.025,xyz,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.05874762798440786
0.025,xyz,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.00560221151931925
0.025,xyz,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.04102771755132706
0.025,xyz,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1487922294805472
0.025,xyz,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18330593940193385
0.025,xyz,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17007444489815443
0.025,xyz,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.03710861631159945
0.025,xyz,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2824992280023336
0.025,xyz,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.27075969164250213
0.025,xyz,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.06395972642455719
0.025,xyz,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.0014319116045404257
0.025,xyz,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.0847698016219339
0.025,xyz,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19490230259205887
0.025,xyz,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17687768484183347
0.025,xyz,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.04982316060752501
0.025,xyz,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.38600560477102286
0.025,xyz,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.27075969164250213
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.00560221151931925
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.0681958713585713
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1487922294805472
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18584320717727532
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17007444489815443
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.013293022331993032
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2824992280023336
0.025,xyz,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.26783438285266703
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.043472397065544593
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.04790840623408807
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.0847698016219339
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18359565722346174
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17687768484183347
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.02619056758554672
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.33842789867777323
0.025,xyz,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.20937583761368173
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.00560221151931925
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.07259469599605772
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1487922294805472
0.025,xyz,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.18330593940193385
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17007444489815443
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.011266740088215377
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2824992280023336
0.025,xyz,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.19855405309002694
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.031089982536876448
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.0014319116045404257
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.0847698016219339
0.025,xyz,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.1655130102691448
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17687768484183347
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.023981284384140933
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3295312449215312
0.025,xyz,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.12805001686214484
0.025,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.026942658244974826
0.025,z,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.1186439774060278
0.025,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.179023426565439
0.025,z,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19635471947331798
0.025,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16825609526900648
0.025,z,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.008782934200990175
0.025,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2298569077128457
0.025,z,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.33575447976630657
0.025,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.01534785252816584
0.025,z,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.17677922026034928
0.025,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1570104317357595
0.025,z,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.30580855472388324
0.025,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16019709628444567
0.025,z,median_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.008298750753689743
0.025,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.313470104321834
0.025,z,median_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3024448501285496
0.025,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.015711970439176826
0.025,z,q25_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.057089424893800506
0.025,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.18586982696045173
0.025,z,q25_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2705660243626881
0.025,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16983186931717642
0.025,z,q25_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.0712798716965361
0.025,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.25651055345367263
0.025,z,q25_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3879960129207686
0.025,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.023683679958245718
0.025,z,q25_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.05271292368838021
0.025,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.1703729386270459
0.025,z,q25_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3516571525024972
0.025,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1819599687573706
0.025,z,q25_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.1165811088340421
0.025,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.39658662584765847
0.025,z,q25_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3975382356729195
0.025,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.032044448729242725
0.025,z,q75_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.13139685559351783
0.025,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.16714750490540328
0.025,z,q75_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15976976507573687
0.025,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.15951567103233644
0.025,z,q75_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.018355215591723886
0.025,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.2142828108495311
0.025,z,q75_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.1121504631664473
0.025,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.06707265202176865
0.025,z,q75_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.26867236292696595
0.025,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15044241906206138
0.025,z,q75_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.19138669597252714
0.025,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1518812245303116
0.025,z,q75_seed_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.042759072815385754
0.025,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.27626777869706154
0.025,z,q75_seed_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.04863431446501937
0.025,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.02747736775566706
0.025,z,seed_median_curve_first,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09880232714891041
0.025,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17901985616723665
0.025,z,seed_median_curve_first,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.208345802968637
0.025,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16497080215965965
0.025,z,seed_median_curve_first,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.006829481794551187
0.025,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.22698034299460093
0.025,z,seed_median_curve_first,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3478748993481119
0.025,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.026757475178899287
0.025,z,seed_median_curve_first,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.019100768012029534
0.025,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15729058869104118
0.025,z,seed_median_curve_first,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.33491418323956446
0.025,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17314544556886186
0.025,z,seed_median_curve_first,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10190631563916658
0.025,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3831313830473658
0.025,z,seed_median_curve_first,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.31349286765087503
0.025,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.02747736775566706
0.025,z,seed_median_curve_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09953958765860571
0.025,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17901985616723665
0.025,z,seed_median_curve_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.208345802968637
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16497080215965965
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.006829481794551187
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.22698034299460093
0.025,z,seed_median_curve_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3187780911088764
0.025,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.014431098131858
0.025,z,seed_median_curve_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.16194233037808206
0.025,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15729058869104118
0.025,z,seed_median_curve_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.27119460073752405
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.1657956183847083
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.03060322690386935
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3269356165679672
0.025,z,seed_median_curve_isotonic,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.2769399723814373
0.025,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.02747736775566706
0.025,z,seed_median_curve_persistent,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09880232714891041
0.025,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.17901985616723665
0.025,z,seed_median_curve_persistent,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.208345802968637
0.025,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.16497080215965965
0.025,z,seed_median_curve_persistent,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.006829481794551187
0.025,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.22698034299460093
0.025,z,seed_median_curve_persistent,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.3025510441339112
0.025,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,0.014431098131858
0.025,z,seed_median_curve_persistent,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,0.09174537203976077
0.025,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.15729058869104118
0.025,z,seed_median_curve_persistent,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.2662469875821107
0.025,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.17314544556886186
0.025,z,seed_median_curve_persistent,marker_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,0.03213996477475001
0.025,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.3232503949161636
0.025,z,seed_median_curve_persistent,marker_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.26817726898520045
0.05,xy,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.13209538646963456
0.05,xy,median_seed_isotonic,curve_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.1308090121175132
0.05,xy,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.14449039481160408
0.05,xy,median_seed_isotonic,curve_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.3544188327817912
0.05,xy,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD20,WT_DD09,SCA3_DD20,6,-0.14345204450979848
0.05,xy,median_seed_isotonic,curve_first,WT_DD09__TO__SCA3_DD24,WT_DD09,SCA3_DD24,6,-0.10060877996210979
0.05,xy,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD20,WT_DD10,SCA3_DD20,6,-0.1773624165884591
0.05,xy,median_seed_isotonic,curve_first,WT_DD10__TO__SCA3_DD24,WT_DD10,SCA3_DD24,6,-0.23978964162088817
0.05,xy,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD20,WT_150130,SCA3_DD20,2,-0.0538064106994009
0.05,xy,median_seed_isotonic,marker_first,WT_150130__TO__SCA3_DD24,WT_150130,SCA3_DD24,2,-0.04300538073592605
0.05,xy,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD20,WT_150305,SCA3_DD20,2,-0.050752792316376694
0.05,xy,median_seed_isotonic,marker_first,WT_150305__TO__SCA3_DD24,WT_150305,SCA3_DD24,2,-0.15916679993846822
