,0.0,9.0,18.0,27.0,36.0,44.0,53.0,62.0,72.0,80.0,87.0,98.0,104.0,106.0,116.0,Cm
0.0,-70.52612,-70.95337,-70.64819,-66.86401,-70.22095,-69.885254,-71.28906,-71.47217,-71.59424,-69.732666,-62.86621,-69.64111,-68.42041,-71.68579,-71.624756,31.503750423088245
0.0001,-69.91577,-71.16699,-70.495605,-67.44385,-69.70215,-69.85474,-72.17407,-70.67871,-71.899414,-69.85474,-62.561035,-69.97681,-68.45093,-72.29614,-71.71631,31.503750423088245
0.0002,-69.97681,-70.34302,-70.495605,-67.44385,-70.3125,-69.67163,-71.71631,-71.10596,-72.052,-69.45801,-62.22534,-68.93921,-68.84766,-71.83838,-71.41113,31.503750423088245
0.00030000000000000003,-70.40405,-71.136475,-70.739746,-67.41333,-69.94629,-69.58008,-71.83838,-71.10596,-71.258545,-69.2749,-62.86621,-69.91577,-68.42041,-71.8689,-71.136475,31.503750423088245
0.0004,-70.251465,-70.8313,-70.77026,-67.16919,-69.732666,-70.09888,-71.83838,-70.739746,-71.99097,-69.67163,-62.652588,-69.366455,-68.17627,-71.99097,-71.59424,31.503750423088245
0.0005,-69.85474,-70.98389,-70.28198,-67.50488,-69.82422,-69.732666,-72.265625,-70.495605,-71.71631,-69.67163,-62.25586,-69.7937,-68.42041,-72.265625,-71.624756,31.503750423088245
0.0006000000000000001,-70.06836,-70.22095,-70.739746,-67.50488,-70.19043,-69.54956,-71.502686,-71.04492,-72.11304,-69.33594,-62.469482,-69.366455,-68.66455,-71.71631,-71.258545,31.503750423088245
0.0007,-70.34302,-71.014404,-70.80078,-67.07764,-69.76318,-69.82422,-71.56372,-71.04492,-71.31958,-69.58008,-62.74414,-70.007324,-68.42041,-72.052,-71.502686,31.503750423088245
0.0008,-70.03784,-70.64819,-70.617676,-67.474365,-69.51904,-69.94629,-71.77734,-70.95337,-72.11304,-69.82422,-62.927246,-69.488525,-68.20679,-72.11304,-71.59424,31.503750423088245
0.0009000000000000001,-69.85474,-70.77026,-70.15991,-67.56592,-69.885254,-69.76318,-72.20459,-70.46509,-71.56372,-69.7937,-62.164307,-69.42749,-68.54248,-72.20459,-71.44165,31.503750423088245
0.001,-70.3125,-70.28198,-70.8313,-67.5354,-69.885254,-69.488525,-71.65527,-71.04492,-71.77734,-69.18335,-62.530518,-69.51904,-68.54248,-71.59424,-71.10596,31.503750423088245
0.0011,-70.129395,-70.95337,-70.617676,-66.986084,-69.82422,-69.94629,-71.624756,-71.07544,-71.56372,-69.732666,-62.62207,-70.03784,-68.26782,-72.143555,-71.71631,31.503750423088245
0.0012000000000000001,-70.03784,-70.64819,-70.86182,-67.62695,-69.366455,-69.885254,-71.71631,-70.892334,-72.41821,-69.85474,-62.530518,-69.488525,-68.54248,-72.021484,-71.56372,31.503750423088245
0.0013000000000000002,-69.94629,-70.52612,-70.15991,-67.50488,-69.97681,-69.51904,-72.052,-71.014404,-71.68579,-69.7937,-62.10327,-69.30542,-68.603516,-72.052,-71.31958,31.503750423088245
0.0014,-70.46509,-70.52612,-71.136475,-67.596436,-69.885254,-69.70215,-71.56372,-70.92285,-71.56372,-69.15283,-62.683105,-69.54956,-68.725586,-71.47217,-71.014404,31.503750423088245
