group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,main_cell_include,phenotype,forced_valid_zero,excluded_above_valid_range,primary_current_range,total_spike_count,sustained_spike_count,total_rate_hz,sustained_rate_hz,first_spike_latency_ms,early_spike_count,late_spike_count,depolarization_block_candidate
WT,WT_10,/root/neurothermo/WT/cc_10.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,82,82,82.82828282828282,82.82828282828282,34.099999999999994,27,28,0
WT,WT_10,/root/neurothermo/WT/cc_10.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,94,94,94.94949494949495,94.94949494949495,29.099999999999994,31,31,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,0,0.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,1,50.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,2,100.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,3,150.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,4,200.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,1,0,1.0101010101010102,0.0,107.19999999999999,1,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,5,250.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,6,300.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,7,350.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,8,400.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,4,4,4.040404040404041,4.040404040404041,75.80000000000001,4,0,1
WT,WT_11,/root/neurothermo/WT/cc_11.abf,9,450.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,28,28,28.282828282828284,28.282828282828284,51.599999999999994,12,8,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,10,500.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,52,52,52.525252525252526,52.525252525252526,40.79999999999998,18,16,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,11,550.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,57,57,57.57575757575758,57.57575757575758,33.5,23,12,0
WT,WT_11,/root/neurothermo/WT/cc_11.abf,12,600.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,36,36,36.36363636363637,36.36363636363637,28.900000000000006,26,0,1
WT,WT_12,/root/neurothermo/WT/cc_12.abf,0,0.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,1,50.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,2,100.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,3,150.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,4,200.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,5,250.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,6,300.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,7,350.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,8,400.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,9,450.0,131.20000000000002,1131.2,1,restricted,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,10,500.0,131.20000000000002,1131.2,1,restricted,0,0,1,27,27,27.272727272727273,27.272727272727273,34.599999999999994,14,6,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,11,550.0,131.20000000000002,1131.2,1,restricted,0,0,1,33,33,33.333333333333336,33.333333333333336,27.5,16,7,0
WT,WT_12,/root/neurothermo/WT/cc_12.abf,12,600.0,131.20000000000002,1131.2,1,restricted,0,0,1,38,38,38.38383838383839,38.38383838383839,22.599999999999994,16,10,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,0,0.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,1,50.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,2,100.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,3,150.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,4,200.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,5,250.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,6,300.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,7,350.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,8,400.0,131.20000000000002,1131.2,1,delayed_recruitment,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,9,450.0,131.20000000000002,1131.2,1,delayed_recruitment,0,0,1,49,49,49.494949494949495,49.494949494949495,434.80000000000007,0,30,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,10,500.0,131.20000000000002,1131.2,1,delayed_recruitment,0,0,1,63,63,63.63636363636364,63.63636363636364,256.5,4,30,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,11,550.0,131.20000000000002,1131.2,1,delayed_recruitment,0,0,1,58,58,58.58585858585859,58.58585858585859,179.50000000000003,8,19,0
WT,WT_13,/root/neurothermo/WT/cc_13.abf,12,600.0,131.20000000000002,1131.2,1,delayed_recruitment,0,0,1,49,49,49.494949494949495,49.494949494949495,102.6,12,4,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,0,0.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,1,50.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,2,100.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,3,150.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,4,200.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,5,250.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,6,300.0,131.20000000000002,1131.2,1,plateau_prone,1,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,7,350.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,30,30,30.303030303030305,30.303030303030305,32.89999999999998,14,4,0
WT,WT_14,/root/neurothermo/WT/cc_14.abf,8,400.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,28,26,28.282828282828284,26.262626262626263,24.299999999999983,19,2,1
WT,WT_14,/root/neurothermo/WT/cc_14.abf,9,450.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,19,19,19.191919191919194,19.191919191919194,16.30000000000001,19,0,1
WT,WT_14,/root/neurothermo/WT/cc_14.abf,10,500.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,19,19,19.191919191919194,19.191919191919194,13.899999999999977,18,0,1
WT,WT_14,/root/neurothermo/WT/cc_14.abf,11,550.0,131.20000000000002,1131.2,1,plateau_prone,0,1,1,16,15,16.161616161616163,15.151515151515152,9.799999999999983,15,1,1
WT,WT_14,/root/neurothermo/WT/cc_14.abf,12,600.0,131.20000000000002,1131.2,1,plateau_prone,0,1,1,12,12,12.121212121212121,12.121212121212121,9.099999999999994,12,0,1
WT,WT_15,/root/neurothermo/WT/cc_15.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,2,0,2.0202020202020203,0.0,203.79999999999998,1,1,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,3,3,3.0303030303030303,3.0303030303030303,87.4,2,0,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,25,25,25.252525252525253,25.252525252525253,47.099999999999994,10,8,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,49,49,49.494949494949495,49.494949494949495,32.39999999999998,17,16,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,65,65,65.65656565656566,65.65656565656566,22.599999999999994,22,21,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,78,78,78.78787878787878,78.78787878787878,18.69999999999999,27,26,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,89,89,89.8989898989899,89.8989898989899,15.199999999999989,30,30,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,98,98,98.98989898989899,98.98989898989899,12.699999999999989,33,33,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,107,107,108.08080808080808,108.08080808080808,10.5,36,36,0
WT,WT_15,/root/neurothermo/WT/cc_15.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,115,115,116.16161616161617,116.16161616161617,8.399999999999977,39,38,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,104.69999999999999,1,0,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,178.70000000000002,1,0,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,2,2,2.0202020202020203,2.0202020202020203,500.20000000000005,0,0,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,21,21,21.21212121212121,21.21212121212121,120.19999999999999,6,7,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,34,34,34.343434343434346,34.343434343434346,69.5,11,12,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,47,47,47.474747474747474,47.474747474747474,66.20000000000002,14,16,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,56,56,56.56565656565657,56.56565656565657,51.79999999999998,18,19,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,66,66,66.66666666666667,66.66666666666667,37.89999999999998,21,22,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,80,80,80.8080808080808,80.8080808080808,27.599999999999966,25,27,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,84,84,84.84848484848484,84.84848484848484,26.299999999999983,27,28,0
WT,WT_16,/root/neurothermo/WT/cc_16.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,92,92,92.92929292929293,92.92929292929293,26.900000000000006,30,31,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,528.7,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,134.6,1,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,15,14,15.151515151515152,14.141414141414142,36.0,1,8,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,29,28,29.292929292929294,28.282828282828284,28.900000000000006,4,12,0
SCA3,SCA3_01,/root/neurothermo/SCA3/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,47,47,47.474747474747474,47.474747474747474,20.69999999999999,15,16,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,0,0.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,1,50.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,2,100.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,1,0,1.0101010101010102,0.0,22.799999999999983,1,0,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,3,150.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,1,0,1.0101010101010102,0.0,10.899999999999977,1,0,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,2,2,2.0202020202020203,2.0202020202020203,8.199999999999989,2,0,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,16,15,16.161616161616163,15.151515151515152,6.699999999999989,12,1,1
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,25,25,25.252525252525253,25.252525252525253,6.099999999999994,14,0,1
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,7,350.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,38,38,38.38383838383839,38.38383838383839,5.199999999999989,16,10,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,8,400.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,36,36,36.36363636363637,36.36363636363637,15.699999999999989,16,6,0
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,9,450.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,37,37,37.37373737373738,37.37373737373738,15.599999999999994,17,4,1
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,10,500.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,15,15,15.151515151515152,15.151515151515152,14.800000000000011,15,0,1
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,11,550.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,12,12,12.121212121212121,12.121212121212121,13.899999999999977,12,0,1
SCA3,SCA3_02,/root/neurothermo/SCA3/cc_02.abf,12,600.0,131.20000000000002,1131.2,1,low_amplitude,0,0,1,9,8,9.090909090909092,8.080808080808081,13.399999999999977,8,1,1
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,937.8,0,1,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,14,14,14.141414141414142,14.141414141414142,243.1,2,5,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,29,29,29.292929292929294,29.292929292929294,36.099999999999994,7,11,0
SCA3,SCA3_03,/root/neurothermo/SCA3/cc_03.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,39,39,39.39393939393939,39.39393939393939,28.0,10,15,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,0,0.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,1,50.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,2,100.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,3,150.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,1,0,1.0101010101010102,0.0,974.7,0,1,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,4,200.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,5,250.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,1,0,1.0101010101010102,0.0,814.6,0,1,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,6,300.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,2,0,2.0202020202020203,0.0,14.800000000000011,2,0,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,7,350.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,19,19,19.191919191919194,19.191919191919194,12.099999999999994,6,6,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,8,400.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,30,30,30.303030303030305,30.303030303030305,8.099999999999994,12,8,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,9,450.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,35,35,35.35353535353536,35.35353535353536,6.799999999999983,14,10,0
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,10,500.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,8,8,8.080808080808081,8.080808080808081,5.899999999999977,8,0,1
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,11,550.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,7,6,7.070707070707071,6.0606060606060606,5.599999999999994,6,0,1
SCA3,SCA3_04,/root/neurothermo/SCA3/cc_04.abf,12,600.0,131.20000000000002,1131.2,1,plateau_prone,0,0,1,5,5,5.05050505050505,5.05050505050505,5.399999999999977,5,0,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,375.0999999999999,0,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,2,0,2.0202020202020203,0.0,303.9,1,1,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,1,0,1.0101010101010102,0.0,17.99999999999997,1,0,0
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,11,11,11.11111111111111,11.11111111111111,10.300000000000011,11,0,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,17,17,17.171717171717173,17.171717171717173,8.399999999999977,11,2,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,17,17,17.171717171717173,17.171717171717173,8.599999999999994,11,0,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,10,500.0,131.20000000000002,1131.2,1,regular,0,0,1,17,17,17.171717171717173,17.171717171717173,9.5,11,0,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,11,550.0,131.20000000000002,1131.2,1,regular,0,0,1,20,20,20.2020202020202,20.2020202020202,9.5,13,0,1
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,12,600.0,131.20000000000002,1131.2,1,regular,0,0,1,31,31,31.313131313131315,31.313131313131315,8.099999999999994,14,7,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,0,0.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,1,50.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,2,100.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,3,150.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,4,200.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,5,250.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,6,300.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,7,350.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,8,400.0,131.20000000000002,1131.2,1,regular,0,0,1,0,0,0.0,0.0,,0,0,0
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,9,450.0,131.20000000000002,1131.2,1,regular,0,0,1,8,8,8.080808080808081,8.080808080808081,165.50000000000003,3,3,0
