biological_pair_key,wt_cell_id,sca_cell_id,both_core_secure,scan,fixed_coordinate,fixed_value,projection,stage,A_threshold,crossing_coordinate,n_support_scenarios,crossing_support_weight,q25_weighted,median_weighted,q75_weighted
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0,active,balance,0.5,p_intrinsic,42,0.5238095238095238,0.0318245067031681,0.037759689705577935,0.32558347791745607
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.036562712124952296,0.04666385344123092,0.36037713552732864
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.5476190476190477,0.03338790996288943,0.04454856943676805,0.3011278897324405
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,isi,balance,0.5,p_intrinsic,42,0.45238095238095244,0.21526323898434682,0.49516244923247765,0.8333333333333334
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.21428571428571427,0.3760245619699247,0.8,0.8333333333333334
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.5952380952380952,0.0168288982491674,0.03754046869596488,0.17804721695519915
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,active,balance,0.5,p_intrinsic,42,0.5714285714285714,0.02782265750196034,0.06908333140120626,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4761904761904763,0.032454459646010445,0.07387810681952724,0.2757220528459348
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.5952380952380952,0.03270225224358157,0.07293449066482893,0.3320023459702258
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,isi,balance,0.5,p_intrinsic,42,0.40476190476190477,0.3293412656995528,0.6458950756354334,0.8
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.30952380952380953,0.13437350772219295,0.5949631611719851,0.7916666666666667
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.5952380952380952,0.03210529243752173,0.06928360735473299,0.24365719797029395
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,active,balance,0.5,p_intrinsic,42,0.4761904761904763,0.07420978458740465,0.10153157628537089,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.0666666666666666,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.40476190476190477,0.055127193243937646,0.10556062027496455,0.12558486323251614
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.5714285714285714,0.036612654519555844,0.09761508661197639,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,isi,balance,0.5,p_intrinsic,42,0.4285714285714286,0.056234945444595834,0.5424791093544443,0.7215848063663913
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.38095238095238093,0.07600853616585143,0.7275189334935913,0.7282972482507207
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.5952380952380952,0.047165533188414106,0.10023436401475859,0.285049504192239
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.05238541763593152,0.12462499660753766,0.2681351666467306
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.05715312202223351,0.1318383235273075,0.150182062350407
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.5476190476190477,0.04814509586834085,0.12284347410458049,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,isi,balance,0.5,p_intrinsic,42,0.4285714285714286,0.06803180866404973,0.42612357961390257,0.6865454845400867
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.38095238095238093,0.0947767892525566,0.6597142404270986,0.6921490655433876
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.5952380952380952,0.06262211209299988,0.12837815227412594,0.3230905451946343
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,active,balance,0.5,p_intrinsic,42,0.4761904761904763,0.06891991792552046,0.14981854513086704,0.18170537170855022
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.0740130209507273,0.16247739107447953,0.1812867290785127
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.5476190476190477,0.06239880478143189,0.14976534408275544,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,isi,balance,0.5,p_intrinsic,42,0.4285714285714286,0.08209054109570975,0.47232257760737045,0.65410654532577
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.40476190476190477,0.10312709786729793,0.6386515383293239,0.6603958178809403
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.5952380952380952,0.06355652438265866,0.15127045679365064,0.3285490591179134
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,active,balance,0.5,p_intrinsic,42,0.4761904761904763,0.08245731734596581,0.17864247982124032,0.21269932096888702
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.1666666666666666,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.08896840639650441,0.19075886859906238,0.22053737858034805
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6190476190476191,0.06648961124358807,0.1670520877912883,0.3042386534721314
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,isi,balance,0.5,p_intrinsic,42,0.4285714285714286,0.09661931185915637,0.517223015982185,0.6205241592505577
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.4285714285714286,0.1287459653099669,0.592574764789952,0.6611886534378166
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6190476190476191,0.06883588764648449,0.1692358419604959,0.28366559669885455
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,active,balance,0.5,p_intrinsic,42,0.4285714285714286,0.09420950670446045,0.20426124306134222,0.23493589269744303
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.1041790444095841,0.21749685697778018,0.25126381275218457
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6666666666666667,0.07572828863228356,0.17875994880549606,0.3063875362348475
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,isi,balance,0.5,p_intrinsic,42,0.4285714285714286,0.1132479651453889,0.38992571737436943,0.58073814228167
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.4285714285714286,0.13884476156150444,0.46485268228573695,0.5914668026532761
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6190476190476191,0.08073867912467207,0.19319467903341697,0.3028029044499993
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,active,balance,0.5,p_intrinsic,42,0.45238095238095244,0.10517775318144176,0.22516651006573415,0.2618791869752729
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.45238095238095244,0.11843828324367525,0.23899267844939204,0.2780665102670549
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6904761904761906,0.08319815510939507,0.20076507208550706,0.313392993824545
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,isi,balance,0.5,p_intrinsic,42,0.4761904761904763,0.11872214812892044,0.3175446344374041,0.5203726044917717
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.45238095238095244,0.1640439859094692,0.43230735292331246,0.5357838988212434
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6666666666666667,0.09122372762461381,0.20794910792381752,0.29975962125381134
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.11575067019800385,0.24561178212905538,0.28756137766195666
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.2666666666666666,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.1272718952356631,0.2612079615037821,0.3048088444158796
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6904761904761906,0.09614372569883715,0.22176533463933934,0.319654419587544
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,isi,balance,0.5,p_intrinsic,42,0.4761904761904763,0.13218628431920432,0.30080073309795713,0.41562064085144174
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.4285714285714286,0.1917030298618819,0.4060557315765644,0.5095062521807852
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6904761904761906,0.1025616919135805,0.2292441740397554,0.3207297204993166
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.12932522127430005,0.26997578172835596,0.3187613743255967
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.14585155987095544,0.28645583399487595,0.339032030196863
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6904761904761906,0.1084762177815847,0.24220416563405625,0.3261950770258605
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,isi,balance,0.5,p_intrinsic,42,0.4761904761904763,0.15175798532439222,0.32700907998513323,0.3862270888388729
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.4761904761904763,0.19974355792355797,0.3937517845365193,0.4934161531244436
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6904761904761906,0.11538794113931804,0.2511103087174536,0.32705846411655726
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.14854679904458723,0.29136016826749367,0.342964249189098
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.16274846287763078,0.30885352077284733,0.38186522456081395
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6904761904761906,0.12175926053547653,0.2623925872433721,0.3323222780909442
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,isi,balance,0.5,p_intrinsic,42,0.5000000000000001,0.1634812784359775,0.33986449731828144,0.40893222270136387
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.4761904761904763,0.19782374816641324,0.39421634228366437,0.4684312572511645
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6904761904761906,0.1304029761152082,0.2725698129084014,0.3333333333333333
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.16131211005550655,0.31786837751626984,0.35454337673542513
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.3666666666666666,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.18355969149828433,0.335705123443906,0.4036129861601
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.6904761904761906,0.13618028835052925,0.2817717481747497,0.3462966120770297
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,isi,balance,0.5,p_intrinsic,42,0.5000000000000001,0.18327649331377682,0.3520418391413502,0.396414396057228
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.40476190476190477,0.211781782042981,0.2958973085776555,0.483905227385523
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6904761904761906,0.14425349729579887,0.292294502889091,0.3469877106701659
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,active,balance,0.5,p_intrinsic,42,0.5000000000000001,0.18266447760294477,0.34297713922376094,0.37292793912731687
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.20344381205917947,0.3636112338760945,0.4165710934327815
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.7619047619047619,0.07864120836061857,0.28007502175059573,0.3518541111277258
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,isi,balance,0.5,p_intrinsic,42,0.5476190476190477,0.17081284144738118,0.3088744939058676,0.4092907928306955
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.38095238095238093,0.22965042487793258,0.31438278911837425,0.5035176598688414
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.6904761904761906,0.15970862008443784,0.31147577683176997,0.3641281874331331
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,active,balance,0.5,p_intrinsic,42,0.5476190476190477,0.17235565357665494,0.30134584712306833,0.3949050880225073
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.22935786901131675,0.40091354776873095,0.4425409855905082
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.7857142857142857,0.08661892447892933,0.2549561013299241,0.3663326488999206
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.137494494243313,0.27490509903520366,0.42998365302489383
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.3571428571428572,0.2307904536778932,0.33309206349925546,0.5392240617783246
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.7380952380952382,0.11300736491663331,0.3198877697984348,0.3644543985590471
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,active,balance,0.5,p_intrinsic,42,0.5714285714285714,0.13941396097118697,0.26736402010912125,0.41574553440020656
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.4666666666666667,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5238095238095238,0.23655479810687616,0.42757763061474935,0.470408775959527
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9047619047619049,0.0,0.20325493370551814,0.3605728230050997
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.15461517017705306,0.3018318671301699,0.4560996679700767
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.3571428571428572,0.17478464348100764,0.34842183130030957,0.5286836051860615
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.7619047619047619,0.11399104378698,0.3289133917245648,0.36927454194578085
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,active,balance,0.5,p_intrinsic,42,0.5714285714285714,0.15670018253668652,0.293696836190905,0.43711576843448846
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5714285714285714,0.16937585385467743,0.4082069597852917,0.49627916797099636
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.2080904118014196,0.36475298958222196
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.17503190503347335,0.32676528134206384,0.4689961455317725
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.38095238095238093,0.1657311519955234,0.3301526802761868,0.45613049434859615
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.7857142857142857,0.12378203190323464,0.29802520267413923,0.3841522697492329
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,active,balance,0.5,p_intrinsic,42,0.5714285714285714,0.17767356545741947,0.32215026980077005,0.460816627564404
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5238095238095238,0.17942876782971923,0.40854727553120207,0.5027395139205669
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.22587457814511316,0.37206380123090593
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.19633212519136123,0.36531613689999165,0.4912062544497806
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.3571428571428572,0.14104845499973165,0.35623007885910374,0.4658091241253708
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.9047619047619049,0.0,0.2471985823645803,0.3861512977751012
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,active,balance,0.5,p_intrinsic,42,0.5714285714285714,0.1990872020931211,0.36205375910879267,0.48417904796255457
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.5666666666666667,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.19544518119072501,0.42679396305582407,0.5180812317020612
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.24461065419360126,0.3868379632986094
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.22007788640637613,0.4361462423618275,0.5128039620468937
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.3571428571428572,0.15813166607826612,0.3981945991567229,0.5359337720416274
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.9285714285714287,0.0,0.2634281931213124,0.39587263356711677
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,active,balance,0.5,p_intrinsic,42,0.5952380952380952,0.2401503601885975,0.43317800926951877,0.506848302184555
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.5000000000000001,0.21962385037068705,0.46247275272676996,0.5442047298092857
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.2639685804022922,0.39337380633963864
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,isi,balance,0.5,p_intrinsic,42,0.5714285714285714,0.24654435824309234,0.48851637565953115,0.539935622941117
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.30952380952380953,0.058726110698989524,0.3672917490507779,0.5545090370321498
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.9523809523809523,0.0,0.2800941494285874,0.390844377374451
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,active,balance,0.5,p_intrinsic,42,0.5952380952380952,0.2658582132747439,0.4748291497961007,0.5334280778300631
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6333333333333333,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.45238095238095244,0.2317165615660714,0.460439376673063,0.5608783881985873
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.2836743926812791,0.38317759458175416
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,isi,balance,0.5,p_intrinsic,42,0.5952380952380952,0.2486732053200103,0.5007464968166949,0.5611871576681958
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.26190476190476186,0.0,0.31916854305786296,0.5703500926932604
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.9523809523809523,0.0,0.3001302304588305,0.4057900495198365
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,active,balance,0.5,p_intrinsic,42,0.6428571428571429,0.27165084724664507,0.5015718773473246,0.5622603970665971
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.6666666666666666,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.2566386589322872,0.4591526572983523,0.5761578789638377
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,isi,WT_exit,0.1358293233470019,p_intrinsic,42,0.9523809523809523,0.0,0.30164788904050144,0.3957376236187802
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,isi,balance,0.5,p_intrinsic,42,0.6428571428571429,0.19437454054799122,0.4587800963694857,0.5752543205829509
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,isi,SCA3_entry,0.7978563373093712,p_intrinsic,42,0.21428571428571427,0.008333333333333318,0.32257050507283863,0.5185536604784493
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,active,WT_exit,0.1483293470542087,p_intrinsic,42,0.9523809523809523,0.0,0.2980391282697736,0.4178955414741716
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,active,balance,0.5,p_intrinsic,42,0.6666666666666667,0.2523073883460388,0.47095442577047,0.5690681526079584
WT_04__TO__SCA3_02,WT_04,SCA3_02,False,intrinsic,p_drive,0.7,active,SCA3_entry,0.6832817402871161,p_intrinsic,42,0.4285714285714286,0.2921511993620586,0.4886400543484552,0.6075884909830613
