group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,8,400.0,131.20000000000002,1131.2
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,9,450.0,131.20000000000002,1131.2
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,10,500.0,131.20000000000002,1131.2
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,11,550.0,131.20000000000002,1131.2
SCA3,SCA3_05,/root/neurothermo/SCA3/cc_05.abf,12,600.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,0,0.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,1,50.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,2,100.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,3,150.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,4,200.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,5,250.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,6,300.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,7,350.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,8,400.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,9,450.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,10,500.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,11,550.0,131.20000000000002,1131.2
SCA3,SCA3_06,/root/neurothermo/SCA3/cc_06.abf,12,600.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,0,0.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,1,50.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,2,100.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,3,150.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,4,200.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,5,250.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,6,300.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,7,350.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,8,400.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,9,450.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,10,500.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,11,550.0,131.20000000000002,1131.2
SCA3,SCA3_07,/root/neurothermo/SCA3/cc_07.abf,12,600.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,0,0.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,1,50.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,2,100.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,3,150.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,4,200.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,5,250.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,6,300.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,7,350.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,8,400.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,9,450.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,10,500.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,11,550.0,131.20000000000002,1131.2
SCA3,SCA3_08,/root/neurothermo/SCA3/cc_08.abf,12,600.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,0,0.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,1,50.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,2,100.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,3,150.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,4,200.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,5,250.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,6,300.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,7,350.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,8,400.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,9,450.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,10,500.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,11,550.0,131.20000000000002,1131.2
SCA3,SCA3_09,/root/neurothermo/SCA3/cc_09.abf,12,600.0,131.20000000000002,1131.2
