cohort,n_sweeps,n_cells,poisson_dispersion,negative_binomial_alpha,group_joint_p
fixed_qc_all,325,25,12.544335308985618,0.7361014273926485,0.00023848500471415642
conservative,268,21,9.113653223831253,0.4681289696419328,5.614671159232093e-13
exclude_low_amplitude_cell,255,20,7.795963387568316,0.38864558507062524,8.435347759359999e-11
