,0.0,8.0,16.0,24.0,32.0,40.0,48.0,56.0,64.0,72.0,80.0,88.0,96.0,104.0,112.0,120.0,128.0,135.0,Cm
0.0,0.14556885,0.2725067,0.17455292,0.32318115,-0.09307861,-0.8352661,0.25969696,0.84471893,0.45776367,-0.01953888,0.5697632,-0.20812225,1.0028,-0.46966553,-0.37046814,-0.36011505,0.06378937,0.04638672,37.54243876380364
0.0001,0.69488525,-0.21577454,0.3576584,0.9335327,-0.73394775,-0.53009033,0.41228485,0.53954315,-0.12207031,0.13304901,1.0580444,0.06653595,0.63658905,-0.59173584,-0.1568451,0.15868378,-0.5160446,0.13793945,37.54243876380364
0.0002,0.84747314,-0.15473938,0.08300018,0.3842163,-0.30670166,-0.22491455,-0.5032425,0.9057541,0.15258789,-0.44678497,0.6613159,-0.055534363,0.3008957,-0.83587646,-0.18736267,-0.115974426,-0.027763367,-0.7775879,37.54243876380364
0.00030000000000000003,0.11505127,-0.0021514893,0.14403534,-0.25665283,-0.3982544,-0.4385376,-0.7473831,0.38695526,0.30517578,-0.01953888,0.08148193,0.64636993,0.056755066,-0.5001831,-0.24839783,-0.51270294,0.36896515,-1.1743164,37.54243876380364
0.0004,-0.19012451,-0.15473938,-0.06958771,0.20111084,0.24261475,-0.22491455,-0.014961243,0.26488495,-0.2746582,0.6823654,-0.13214111,0.46326447,0.23986053,0.018615723,-0.8282318,-0.024421692,0.36896515,-0.99121094,37.54243876380364
0.0005,-0.37322998,-0.5209503,0.4797287,0.62835693,0.33416748,-0.10284424,-0.0759964,0.5090256,-0.36621094,0.5908127,-0.16265869,0.34119415,-0.21790314,-0.10345459,-1.0113373,-0.024421692,0.36896515,-0.80810547,37.54243876380364
0.0006000000000000001,-0.0680542,-0.39888,0.57128143,-0.19561768,-0.12359619,0.29388428,-0.32013702,0.57006073,-0.2746582,0.4077072,-0.13214111,0.09705353,-0.4010086,-0.5307007,-1.0113373,-0.024421692,0.39948273,-1.1743164,37.54243876380364
0.0007,-0.4647827,0.058883667,0.44921112,-0.07354736,-0.12359619,-0.25543213,-0.3506546,0.35643768,0.36621094,0.2856369,-0.07110596,0.18860626,0.056755066,-0.13397217,-0.40098572,-0.08545685,0.21637726,-1.0217285,37.54243876380364
0.0008,-0.15960693,0.24198914,0.38817596,0.3842163,0.66986084,-0.5606079,-0.25910187,0.020744324,0.12207031,0.10253143,-0.284729,0.24964142,-0.30945587,1.086731,-0.46202087,-0.36011505,-0.027763367,-0.38085938,37.54243876380364
0.0009000000000000001,0.11505127,0.028366089,0.69335175,0.29266357,0.48675537,-0.10284424,0.046073914,0.020744324,-0.091552734,0.10253143,0.23406982,0.49378204,-0.49256134,0.9951782,-0.61460876,0.15868378,0.2774124,0.26000977,37.54243876380364
0.001,-0.12908936,-0.032669067,-0.2221756,0.018005371,0.18157959,0.08026123,-0.5337601,0.29540253,0.4272461,-0.111091614,-0.5899048,0.09705353,-0.37049103,0.3237915,-0.8282318,0.15868378,0.36896515,0.44311523,37.54243876380364
0.0011,-0.22064209,-0.5819855,-0.31372833,0.20111084,0.24261475,-0.19439697,-0.6253128,-0.25391388,0.18310547,0.16356659,-0.65093994,0.06653595,-0.49256134,-0.07293701,-1.10289,0.21971893,-0.027763367,-0.10620117,37.54243876380364
0.0012000000000000001,-0.70892334,-1.0702667,0.3271408,0.35369873,0.059509277,0.08026123,0.38176727,-0.16236115,-0.030517578,0.49925995,-0.101623535,0.0055007935,-0.24842072,-0.43914795,-1.4996185,0.2502365,-0.027763367,0.16845703,37.54243876380364
0.0013000000000000002,-0.40374756,-0.91767883,0.3576584,0.262146,-0.48980713,0.23284912,0.7479782,0.6005783,-0.21362305,-0.17212677,-0.46783447,0.0055007935,-0.5841141,-0.5001831,-0.79771423,0.1281662,-0.24138641,0.04638672,37.54243876380364
0.0014,0.9085083,-0.73457336,-0.31372833,-0.1651001,-0.062561035,-0.041809082,0.13762665,0.69213104,-0.091552734,-0.5688553,-0.5288696,-0.17760468,-0.33997345,-0.16448975,0.08729553,0.18920135,-0.33293915,-0.22827148,37.54243876380364
0.0015,1.2747192,-0.5209503,0.14403534,0.07904053,0.15106201,0.14129639,-0.10651398,0.29540253,0.12207031,-0.29419708,-0.31524658,0.03601837,0.026237488,0.26275635,-0.2789154,0.18920135,-0.33293915,-0.5944824,37.54243876380364
0.0016,1.1526489,-1.0092316,0.052482605,0.5368042,-0.2456665,-0.25543213,0.47332,0.11229706,-0.39672852,-0.20264435,0.11199951,0.21912384,-0.03479767,0.29327393,-0.33995056,0.43334198,-0.14983368,-0.68603516,37.54243876380364
0.0017000000000000001,1.5188599,-0.8261261,0.2050705,-0.25665283,-0.7034302,-0.13336182,0.29021454,0.11229706,-0.24414062,-0.01953888,0.44769287,0.15808868,-0.03479767,0.018615723,-0.21788025,0.006095886,0.0027542114,-1.2353516,37.54243876380364
0.0018000000000000002,1.1526489,-0.18525696,-0.25269318,-0.317688,-0.18463135,0.049743652,0.29021454,-0.040290833,0.15258789,-0.20264435,-0.284729,0.15808868,0.51451874,0.35430908,0.026260376,0.09764862,0.06378937,-0.9301758,37.54243876380364
