,0.0,8.0,17.0,25.0,34.0,42.0,50.0,59.0,67.0,75.0,83.0,92.0,101.0,Cm
0.0,0.10191345,0.29266357,1.142273,-0.22735596,0.015563965,0.3491211,-0.1306076,0.735466,0.35736084,-0.65369415,1.5975876,0.88196564,-0.4800415,20.753607926525415
0.0001,0.010360718,0.32318115,0.71502686,-0.07476807,0.35125732,-0.13916016,-0.22216034,1.4068527,0.6625366,-0.07386017,1.56707,-0.3387375,-0.99884033,20.753607926525415
0.0002,-0.08119202,0.23162842,0.86761475,-0.13580322,0.1071167,-0.29174805,-0.10009003,1.6815109,0.60150146,-0.012825012,0.65154266,-0.36925507,-0.022277832,20.753607926525415
0.00030000000000000003,0.10191345,-0.043029785,-0.13946533,-0.53253174,0.1071167,-0.38330078,0.60181427,1.9561691,0.05218506,-0.07386017,0.5905075,-0.39977264,0.9237671,20.753607926525415
0.0004,-0.111709595,-0.34820557,-0.38360596,-0.25787354,0.046081543,-0.5358887,0.17456818,1.3458176,-0.34454346,-0.25696564,0.68206024,0.057991028,0.8932495,20.753607926525415
0.0005,0.010360718,0.29266357,-0.047912598,-0.07476807,0.015563965,-0.7800293,-0.06957245,-0.21057892,-0.92437744,-0.25696564,-0.6912308,0.8209305,0.83221436,20.753607926525415
0.0006000000000000001,-0.41688538,0.3842163,-0.35308838,0.8407593,-0.04547119,-0.38330078,-0.03905487,0.0030441284,-0.5276489,0.35338593,-0.72174835,0.9735184,0.0692749,20.753607926525415
0.0007,0.040878296,0.20111084,0.6539917,0.23040771,-0.53375244,-0.13916016,-0.7104416,-0.057991028,-0.5886841,0.17028046,-0.6607132,1.2481766,0.2218628,20.753607926525415
0.0008,-0.14222717,0.3842163,0.5319214,-0.22735596,0.47332764,0.07446289,-0.77147675,0.67443085,-0.069885254,-0.012825012,-0.87433624,0.85144806,-0.3579712,20.753607926525415
0.0009000000000000001,0.80381775,0.5368042,-0.23101807,-0.01373291,0.5038452,0.44067383,0.1440506,0.27770233,0.75408936,-0.53162384,-0.019844055,0.72937775,-0.26641846,20.753607926525415
0.001,0.28501892,-0.1651001,-0.4446411,0.13885498,-0.1675415,0.4711914,0.021980286,0.064079285,-0.16143799,-0.6231766,-0.11139679,0.02747345,-0.4800415,20.753607926525415
0.0011,0.34605408,-0.50079346,0.3793335,-0.80718994,-0.1675415,0.68481445,-0.64940643,-0.30213165,-0.22247314,-0.1654129,0.25481415,-0.0030441284,0.31341553,20.753607926525415
