biological_pair_key,path_family,wt_cell_id,sca_cell_id,both_core_secure,n_support_scenarios,wt_exit_p_isi_weighted_median,wt_exit_p_isi_weighted_q25,wt_exit_p_isi_weighted_q75,wt_exit_p_isi_support_fraction,wt_exit_p_active_weighted_median,wt_exit_p_active_weighted_q25,wt_exit_p_active_weighted_q75,wt_exit_p_active_support_fraction,wt_exit_dual_consensus_p_weighted_median,wt_exit_dual_consensus_p_weighted_q25,wt_exit_dual_consensus_p_weighted_q75,wt_exit_dual_consensus_p_support_fraction,balance_p_isi_weighted_median,balance_p_isi_weighted_q25,balance_p_isi_weighted_q75,balance_p_isi_support_fraction,balance_p_active_weighted_median,balance_p_active_weighted_q25,balance_p_active_weighted_q75,balance_p_active_support_fraction,balance_dual_consensus_p_weighted_median,balance_dual_consensus_p_weighted_q25,balance_dual_consensus_p_weighted_q75,balance_dual_consensus_p_support_fraction,sca3_entry_p_isi_weighted_median,sca3_entry_p_isi_weighted_q25,sca3_entry_p_isi_weighted_q75,sca3_entry_p_isi_support_fraction,sca3_entry_p_active_weighted_median,sca3_entry_p_active_weighted_q25,sca3_entry_p_active_weighted_q75,sca3_entry_p_active_support_fraction,sca3_entry_dual_consensus_p_weighted_median,sca3_entry_dual_consensus_p_weighted_q25,sca3_entry_dual_consensus_p_weighted_q75,sca3_entry_dual_consensus_p_support_fraction,wt_exit_active_isi_gap_weighted_median,wt_exit_dual_agreement_weight,occupancy_at_wt_exit_isi_weighted_median,balance_active_isi_gap_weighted_median,balance_dual_agreement_weight,occupancy_at_balance_isi_weighted_median,sca3_entry_active_isi_gap_weighted_median,sca3_entry_dual_agreement_weight,occupancy_at_sca3_entry_isi_weighted_median
WT_04__TO__SCA3_05,drive_late,WT_04,SCA3_05,False,42,0.12816910504418058,0.023268972712637396,0.5913751966194197,1.0,0.02409398072911166,0.007386197984949893,0.6037888764686347,1.0,0.040976444467584326,0.013291415936453445,0.608954035533076,0.8571428571428572,0.8062434549376474,0.12141750295099574,0.932305014022549,1.0,0.6531714840326887,0.07561989372777271,0.9419857408573487,1.0,0.8466281505651039,0.0937666988697693,0.9485296680045902,0.7857142857142857,0.15960520538314918,0.08792932588182986,0.37661991072679973,0.3571428571428572,0.11669399469763117,0.06704121195617228,0.7380245224108613,0.5952380952380952,0.08136796655992769,0.043607363904960485,0.08668105226912748,0.21428571428571427,0.02502719807139559,0.8571428571428572,0.9898140442814892,0.020166568488251917,0.7857142857142857,0.9817615536585846,0.0671851731170087,0.21428571428571427,0.9728038483597305
WT_04__TO__SCA3_06,coupled,WT_04,SCA3_06,True,6,0.4417226955689047,0.17994099941056102,0.6514214831449271,1.0,0.41986162975516605,0.1583288022596842,0.6681522707292243,1.0,0.4307921626620354,0.16913490083512261,0.6597868769370757,1.0,0.6786463925580624,0.4345706473089873,0.8218587756294435,1.0,0.6934154876568095,0.41807553460484315,0.8300342583057404,1.0,0.6860309401074359,0.42632309095691523,0.8259465169675919,1.0,0.8354598278102602,0.653463511897926,0.9158251871977293,1.0,0.7905035631387546,0.5124650862843423,0.8886208095306019,1.0,0.8573913858585954,0.8092145935757048,0.9025826646945472,0.8333333333333333,0.017664763089913382,1.0,0.9917005422316199,0.010096630879280477,1.0,0.9932678229690017,0.0276626060087325,0.8333333333333333,0.980239295977073
WT_04__TO__SCA3_06,drive_early,WT_04,SCA3_06,True,6,0.2779711854458009,0.13723540508342702,0.33076834032386915,1.0,0.29078555040472764,0.1291503877050917,0.34514547666075324,1.0,0.2843783679252643,0.13319289639425935,0.3379569084923112,1.0,0.5459580437599744,0.46451469248509636,0.6134706360753709,1.0,0.5345513907062964,0.4159668516238159,0.5956704875992271,1.0,0.5402141366212699,0.44026106236038887,0.604570561837299,1.0,0.7157541249721683,0.6806874029996757,0.8090556510935629,1.0,0.640404821240061,0.5772623684692223,0.7308716523077431,1.0,0.7156403672004865,0.6734248715030369,0.7783448469035502,0.8333333333333333,0.019550582120508506,1.0,0.9906989020364586,0.011325491829947028,1.0,0.9858455123992663,0.06589993905301461,0.8333333333333333,0.9837833031533477
WT_04__TO__SCA3_06,drive_late,WT_04,SCA3_06,True,6,0.07817751319065974,0.029929686150187304,0.7896708244522986,1.0,0.0515692982775208,0.0036594152983898684,0.8079638097457557,1.0,0.06487340573409028,0.016794550724288586,0.7988173170990271,1.0,0.7781298518099156,0.4315612189767277,0.8902293492423435,1.0,0.7906945379992644,0.4271152752191544,0.8996823332515824,1.0,0.7844121949045899,0.429338247097941,0.894955841246963,1.0,0.8941104813915467,0.5249601840315221,0.9486517611397076,1.0,0.8658865746817901,0.4831074088555357,0.9340995864192945,1.0,0.8799985280366684,0.504033796443529,0.941375673779501,1.0,0.019213233081464498,1.0,0.9902454931466126,0.010585415248482555,1.0,0.9893555346570241,0.014779781878238923,1.0,0.986606034805521
WT_04__TO__SCA3_09,coupled,WT_04,SCA3_09,True,18,0.12955326726576927,0.017779802832392045,0.5777441308405249,1.0,0.017242268420767117,0.0018948576993868755,0.31483976587978485,1.0,0.03545843122164568,0.00905859471937253,0.5409901009009619,0.888888888888889,0.6872428658139085,0.26380059360463753,0.8250153380937046,1.0,0.3899407843452555,0.06563390759439108,0.7194794555711845,1.0,0.49688100421583387,0.07157054533507963,0.7659367466739958,0.7222222222222221,0.7781092762481925,0.41515592059051315,0.9115725579566168,1.0,0.5750000000000001,0.11083119324263162,0.7616858522959,1.0,0.7473139223939134,0.07905280883612012,0.906833661328107,0.5555555555555556,0.017201367872013033,0.888888888888889,0.991233188455186,0.02276281884933177,0.7222222222222221,0.983634150791945,0.0857984708879567,0.5555555555555556,0.983535365814158
WT_04__TO__SCA3_09,drive_early,WT_04,SCA3_09,True,18,0.16167845390207983,0.03634106246876797,0.3857559386374793,1.0,0.1121191184003852,0.00911240225440213,0.406201734898998,1.0,0.11391465540409139,0.01799396153791665,0.3859534075660002,0.888888888888889,0.6373091209099627,0.2882554804261293,0.7097428517858939,1.0,0.35114493429912436,0.22642859847681784,0.654971479923845,1.0,0.6339444864280381,0.18771196151272304,0.6923946807922468,0.8333333333333331,0.8424085929883279,0.5766359850339868,0.8617829353804445,1.0,0.6314445820964532,0.25696907458880985,0.7572970479842616,1.0,0.7969712686746341,0.0664509518397167,0.8234071468149996,0.4444444444444445,0.012537751207016995,0.888888888888889,0.9907833782450638,0.03062336141926892,0.8333333333333331,0.9886869624464066,0.10544238165306453,0.4444444444444445,0.9841497212729018
WT_04__TO__SCA3_09,drive_late,WT_04,SCA3_09,True,18,0.0310516116636438,0.014639986283583865,0.726312750097419,1.0,0.010838678103095769,0.003079289481665571,0.071475450581854,1.0,0.015846379693772294,0.008484111789272868,0.22070265339270514,0.8333333333333331,0.7885170909360885,0.35155629887562745,0.9143127382260682,1.0,0.10180838751846578,0.045927492331775836,0.811865785307587,1.0,0.8007300940586366,0.042222097226763185,0.9108964916219402,0.5555555555555556,0.7927881778116609,0.6515347989720237,0.9625,1.0,0.12186864271972016,0.05418694589085928,0.8669100591846147,1.0,0.904365832394926,0.05815342864898292,0.9538381842399075,0.5,0.009447380459727109,0.8333333333333331,0.9894792197672098,0.02806244986258401,0.5555555555555556,0.9844433612889364,0.10000000000000007,0.5,0.9725094892581864
WT_06__TO__SCA3_01,coupled,WT_06,SCA3_01,False,10,0.4482410318985486,0.42944688599136854,0.531043284895282,1.0,0.5319159483523661,0.48441092721275614,0.5911740689111502,1.0,0.48732057095750375,0.4547737493435443,0.5517504483073338,0.9,0.7059181430864749,0.6396583786741397,0.7544568805182,1.0,0.7560164941657661,0.6597183292958653,0.7966307422838298,1.0,0.7309673186261205,0.6512753442246175,0.7755438114010149,1.0,0.8794203883282825,0.8018605752994064,0.8969190437859244,1.0,0.8541030197616845,0.7464092129401658,0.8773596040666765,1.0,0.8688779001801431,0.8510494243235122,0.8967392303186077,0.9,0.016734884837717956,0.9,0.9949035497026254,0.01728777193100306,1.0,0.9867594685866373,0.026809420993815114,0.9,0.9903481253401969
WT_06__TO__SCA3_01,drive_early,WT_06,SCA3_01,False,10,0.2499626973337124,0.22829340075114016,0.27291149527673897,1.0,0.305247441504401,0.27153598177858845,0.32676041082497737,1.0,0.274051767684214,0.2477271403018129,0.29225618608782367,0.9,0.4505227983349136,0.388366662824623,0.5996043870235762,1.0,0.49670598248808245,0.39774235709388744,0.6178100606285999,1.0,0.473614390411498,0.3960363363893404,0.6250827419614724,1.0,0.6437906385266721,0.5219634295984005,0.8003557858178401,1.0,0.6071048235621261,0.4673667385707179,0.7551618657881698,1.0,0.6254477310443991,0.4946932697905479,0.7843533428689586,1.0,0.052620079245655815,0.9,0.9920479823587379,0.03830573958104999,1.0,0.9901994351386794,0.04867436625513627,1.0,0.9893421352393414
WT_06__TO__SCA3_01,drive_late,WT_06,SCA3_01,False,10,0.6722119465126425,0.5965785773734847,0.7346489591223854,1.0,0.7314526463064788,0.641576019079039,0.7757846117242473,1.0,0.7023047698997971,0.6076666087932485,0.777825088320251,0.9,0.8404015182849087,0.7938627833179539,0.8666472747096953,1.0,0.8700959232326725,0.8139017997027307,0.8971998317825546,1.0,0.8552487207587907,0.8038822915103423,0.8819235532461249,1.0,0.9373441085809442,0.9129788625506711,0.9500808477150293,1.0,0.9249543070184677,0.886270324395977,0.9431344619209809,1.0,0.9311492077997059,0.899624593473324,0.9466076548180051,1.0,0.018946288927742194,0.9,0.9934354154158479,0.01691749188529479,1.0,0.9900440988460686,0.011404824837053407,1.0,0.989324482350026
WT_06__TO__SCA3_02,coupled,WT_06,SCA3_02,False,35,0.40614406879094345,0.15330496325635462,0.8222027824674271,1.0,0.437316308587575,0.19343658426256463,0.8703676248966556,1.0,0.39810544062589354,0.15884558896616832,0.8564961964544218,0.8571428571428571,0.43489673874791285,0.3026221749308739,0.5243490730835481,0.48571428571428577,0.3018150095999441,0.2506059810002197,0.5029146401982454,0.48571428571428577,0.39425501336188573,0.1764775871417158,0.5787970829281872,0.40000000000000013,0.4684965582533298,0.06146922390911232,0.4955188678943309,0.2285714285714286,0.27859681368477146,0.1082350005608497,0.5384071120548817,0.37142857142857155,0.056595249004379816,0.05385063376037828,0.06435351486810907,0.1142857142857143,0.032816497676318626,0.8571428571428571,0.9914128961016268,0.008937405902886858,0.40000000000000013,0.9823379295227261,0.009953652967152338,0.1142857142857143,0.9663695962197187
WT_06__TO__SCA3_02,drive_early,WT_06,SCA3_02,False,35,0.36645902270802516,0.2283054512708656,0.5036021036174194,1.0,0.39537223918723513,0.27926154881374565,0.5639575803030122,1.0,0.3655805801597048,0.24920464564440242,0.5492653188865304,0.942857142857143,0.48904881346362633,0.31946589039808626,0.6321004373734223,0.657142857142857,0.5336701281103262,0.29905993075761583,0.6774472371357135,0.5714285714285714,0.4624093993049999,0.2888328822234483,0.65398311572704,0.5428571428571428,0.39337351954808697,0.1183869094652104,0.4932378688571216,0.2,0.44208005327754846,0.18824707120445397,0.6501111331917985,0.37142857142857155,0.3703547160670219,0.10281681046104571,0.4671317263290069,0.2,0.05037789881301027,0.942857142857143,0.9926374492273353,0.005129821722693953,0.5428571428571428,0.9876486348745546,0.04022936063761701,0.2,0.9874351234792863
WT_06__TO__SCA3_02,drive_late,WT_06,SCA3_02,False,35,0.7128708857361462,0.06969711639573668,0.9098920112264668,1.0,0.7380461524262137,0.07696527419489027,0.9418294762377782,1.0,0.721301102516464,0.07222343863751851,0.9247728051783061,0.942857142857143,0.6040243275149315,0.5365932760919205,0.7718943649629445,0.48571428571428577,0.11416361493446842,0.10078830362630856,0.6364582498272717,0.48571428571428577,0.8107139963683954,0.030816783155395697,0.9152797665739125,0.2285714285714286,0.5531990405064038,0.041386265576142715,0.6116220902974239,0.2571428571428572,0.10556378176134422,0.039366660166484206,0.12699791040146852,0.34285714285714297,0.03686577095765733,0.03668811054350654,0.03849306691779443,0.08571428571428573,0.007782084967854003,0.942857142857143,0.9922863964020243,0.2086897816061704,0.2285714285714286,0.7454539793794106,0.42382891486133983,0.08571428571428573,0.7933757719965403
WT_06__TO__SCA3_04,coupled,WT_06,SCA3_04,False,30,0.2812594222160935,0.12242384260285927,0.5503248360045853,1.0,0.3265886805392562,0.13641549946257403,0.6007735097109,1.0,0.3020559646526345,0.12941967103271665,0.5837846557170948,1.0,0.720381493021735,0.42616995969416155,0.8345943826218433,1.0,0.5469542570272505,0.20572742254741674,0.8266597453384047,1.0,0.6536580287749881,0.46601098666907925,0.8555285318069007,0.8333333333333333,0.7857300524327333,0.45413662941656296,0.8808315324163741,0.5000000000000001,0.5663345373267616,0.2154321185335591,0.9132990258449339,0.8333333333333333,0.4664314826012875,0.09003386053211992,0.9396912826562133,0.2666666666666666,0.03676540273244609,1.0,0.9918951370388932,0.024506831118269568,0.8333333333333333,0.9647571787769512,0.09335589119827707,0.2666666666666666,0.9496824258969923
WT_06__TO__SCA3_04,drive_early,WT_06,SCA3_04,False,30,0.21200123199279183,0.12306825782639136,0.37527533379176037,1.0,0.2552077436075887,0.13049141144395665,0.4401388208909937,1.0,0.23360448780019025,0.1262016093083882,0.4064236956325523,1.0,0.5480766867205765,0.23890663177499236,0.7327867104373722,1.0,0.3777913858174891,0.22528372168848185,0.6343068580024255,1.0,0.45304033791499443,0.22315258097014665,0.65582469219079,0.8999999999999999,0.6293359115239967,0.36236377886028476,0.8829607857323487,0.7666666666666667,0.40079063840529017,0.23058685827858816,0.7823351814340204,0.9666666666666667,0.3458738835844486,0.2697328858740997,0.9417186109568432,0.4,0.02272020106487382,1.0,0.9907365899194074,0.011877157832386766,0.8999999999999999,0.977982738923686,0.06931024018098964,0.4,0.9035620816713776
WT_06__TO__SCA3_04,drive_late,WT_06,SCA3_04,False,30,0.48593460437513514,0.13376185031768834,0.6967747188873172,1.0,0.46942471402638064,0.13996828069242037,0.7014375590736233,1.0,0.4776796592007579,0.13686506550505434,0.6843905285897037,1.0,0.8201080749583498,0.5955310758991381,0.8817995529868347,1.0,0.7390539447504283,0.20923885443764356,0.9103249023475546,1.0,0.8388548961337806,0.6116663882569069,0.8990772847757089,0.8333333333333333,0.875,0.758727921967111,0.988644392084037,0.5333333333333332,0.6690509455249172,0.1371481209137808,0.9769015627145818,0.7333333333333334,0.9728502602956622,0.14736940003797094,0.9828980407930218,0.3666666666666667,0.032585030089515826,1.0,0.9863952568769274,0.016275323334333566,0.8333333333333333,0.9591171269068501,0.03913589160172837,0.3666666666666667,0.930481739661904
WT_06__TO__SCA3_05,coupled,WT_06,SCA3_05,False,35,0.27275201799299403,0.21013823222313924,0.5043814132400346,1.0,0.299180723233856,0.2376086808547875,0.5524739793640442,1.0,0.28555019372760626,0.22591877254899023,0.52072467425939,1.0,0.5465746617484368,0.3803367743253671,0.8851172499860074,1.0,0.5161440480955685,0.36505285547036537,0.9072225108353457,1.0,0.5373811461778929,0.37401785774929247,0.8994215957222249,0.9714285714285714,0.4243947668887048,0.27379107184997015,0.8657504761364734,0.2571428571428572,0.452057289491856,0.36732955816397556,0.5961699360034531,0.657142857142857,0.28044184588340315,0.1329483758506122,0.36092926425798033,0.14285714285714288,0.026616044985456666,1.0,0.9912958235508815,0.027597959974067443,0.9714285714285714,0.9835373586196112,0.09694930972821761,0.14285714285714288,0.9560169794514344
WT_06__TO__SCA3_05,drive_early,WT_06,SCA3_05,False,35,0.21161292981420668,0.17955645455719849,0.3733665808959986,1.0,0.2511988048835409,0.18378442582362928,0.41110575859904197,1.0,0.2314596824278609,0.17829251091172607,0.4026618861392907,1.0,0.38242631403358895,0.31741220691023686,0.631802458387315,1.0,0.3836546064090988,0.312059388850451,0.6154906852437841,1.0,0.379565322954737,0.3156740072855153,0.6034972500296952,0.9714285714285714,0.4000143393929263,0.28547732984111973,0.7678989249468205,0.37142857142857155,0.39407816420641345,0.2964246791786027,0.43055174901173643,0.7142857142857143,0.26695309230174935,0.23347491660911693,0.298872460271079,0.2285714285714286,0.02611857284260312,1.0,0.9932481794059667,0.005074266820908211,0.9714285714285714,0.985726366600667,0.08038477556559771,0.2285714285714286,0.9581075368316962
WT_06__TO__SCA3_05,drive_late,WT_06,SCA3_05,False,35,0.4102453566711222,0.26364792683990185,0.6866157469392106,1.0,0.4091171301116755,0.28128015999192013,0.6885344830792294,1.0,0.40904090471876525,0.272464043415911,0.6885508205259024,1.0,0.8395197344423093,0.6869771101183397,0.9284516235509288,1.0,0.7149102408454789,0.42049715621353206,0.9419057208830045,1.0,0.8600739815318756,0.6066152111174945,0.9530386730778646,0.7999999999999999,0.3199513473610798,0.1692200289364483,0.9043375146091216,0.2285714285714286,0.5080360688804045,0.2564624060085601,0.8150621435400295,0.6,0.15109922173378232,0.0817781277261428,0.26656443051360146,0.1142857142857143,0.02363163296090671,1.0,0.9899883346320565,0.021255858443830895,0.7999999999999999,0.979194063494707,0.09470615897500517,0.1142857142857143,0.9665072610774217
WT_06__TO__SCA3_06,coupled,WT_06,SCA3_06,False,5,0.5369214842356547,0.4063625830763333,0.642426459122722,1.0,0.5767911416271192,0.4290593596783608,0.6562799581222294,1.0,0.556856312931387,0.41771097137734703,0.6493532086224757,1.0,0.7592780013216691,0.6560456150748706,0.8295751376693079,1.0,0.7815243012466052,0.6704244950450275,0.8352167692658052,1.0,0.7704011512841372,0.6632350550599491,0.8323959534675566,1.0,0.882273172589972,0.8183438699632765,0.9196994723197169,1.0,0.8534517581358355,0.7722386879139123,0.8942029812725001,1.0,0.8678624653629037,0.7952912789385944,0.9069512267961085,1.0,0.01107696460386839,1.0,0.9936694609643767,0.00593157440279085,1.0,0.9865560986504356,0.026430382629474003,1.0,0.989799502493739
WT_06__TO__SCA3_06,drive_early,WT_06,SCA3_06,False,5,0.2593699634879991,0.24057951642625655,0.2655533259730757,1.0,0.30319988707609263,0.2684840494731395,0.31649271290701037,1.0,0.28151116464089,0.254531782949698,0.2907967800811989,1.0,0.4939620055448585,0.44053427296452613,0.6156979632656677,1.0,0.5060975061121042,0.4329380986456241,0.5995043889068661,1.0,0.5000297558284814,0.4367361858050751,0.6076011760862668,1.0,0.730650109451101,0.6303712382540785,0.8221525869721239,1.0,0.6006474145355892,0.5316587931270113,0.738300794660833,1.0,0.6690727303895248,0.5861357185843399,0.8080415167439858,0.8,0.031673376668254045,1.0,0.9911329576159935,0.019904999307551047,1.0,0.9877080908222211,0.06924329827081305,0.8,0.9812436802262523
WT_06__TO__SCA3_06,drive_late,WT_06,SCA3_06,False,5,0.7429280637250009,0.48621192966304355,0.800158255298634,1.0,0.7796977516914559,0.4392815614213891,0.8175874967816439,1.0,0.7618714802564706,0.46274674554221634,0.8093485285217574,1.0,0.8677197818559471,0.7511877924387368,0.8949440096066235,1.0,0.8830211827829945,0.7671728387945755,0.9030422189383868,1.0,0.8756951010471393,0.7591803156166561,0.8990251172153055,1.0,0.9374059896024373,0.8799914614985959,0.9505641069696199,1.0,0.9217695524284608,0.8428935344726286,0.936027909538101,1.0,0.929587771015449,0.8614424979856122,0.9432960082538605,1.0,0.01985377854237885,1.0,0.9913895608141239,0.008993307689677264,1.0,0.989225789741395,0.014718962944889113,1.0,0.9862708642705074
WT_06__TO__SCA3_09,coupled,WT_06,SCA3_09,False,15,0.3262822122838846,0.13070795588049552,0.48645071960253367,1.0,0.37479844573834625,0.14486806997735327,0.4604681139442741,1.0,0.3492926887682779,0.13905153692308606,0.46728895030539463,1.0,0.7111045831485251,0.5887616425893114,0.8639204351437131,1.0,0.5842228633015056,0.22081108075966793,0.7010758356234095,1.0,0.5891558000125718,0.4531756539422457,0.7677807649345121,0.7333333333333332,0.8542529199263682,0.7190769810434314,0.8969996225942557,1.0,0.6539841408558936,0.22913311979833106,0.8010272168108964,1.0,0.7153034535087853,0.2917108675210638,0.9176786613550475,0.5999999999999999,0.02267282423066777,1.0,0.9934816081201985,0.012451435089796853,0.7333333333333332,0.9828996128990569,0.07687707337788655,0.5999999999999999,0.9785196037062931
WT_06__TO__SCA3_09,drive_early,WT_06,SCA3_09,False,15,0.22894970622902633,0.1610020206356861,0.41082146403235376,1.0,0.2538241838106376,0.1871568040478996,0.4640474378269697,1.0,0.2399108809071172,0.17407941234179283,0.4412996554489023,1.0,0.6886582530194413,0.5625616275692917,0.8041449906576238,1.0,0.5328713305564896,0.28261578851981406,0.671219608485536,1.0,0.6563790987264647,0.38879343361503393,0.7054192689409406,0.7333333333333332,0.8427564091909042,0.7925577946901832,0.8764544374640002,1.0,0.6991963277680056,0.3021406877050608,0.7640491612136188,1.0,0.7891996254221068,0.591569609479783,0.8426263351203447,0.5999999999999999,0.025598996338998772,1.0,0.9945051466395152,0.031188158894929874,0.7333333333333332,0.9859027522174415,0.08517186966845239,0.5999999999999999,0.9779511654198373
WT_06__TO__SCA3_09,drive_late,WT_06,SCA3_09,False,15,0.23035467992066413,0.10569245588777243,0.6378860393191172,1.0,0.24580189848640097,0.11128477808007771,0.6171295279893932,1.0,0.2408921810664867,0.10848861698392508,0.6275077836542553,1.0,0.6777682932875201,0.4319443358899209,0.9,1.0,0.42133022196015396,0.1554303480819033,0.7838141300844325,1.0,0.4740808524053337,0.33582907277215546,0.8635203066218009,0.7333333333333332,0.8630660659826449,0.7109947706152375,0.9343053973264014,1.0,0.4934364883187291,0.1621713455148922,0.8634896248784422,1.0,0.9112921103849765,0.09771909756197107,0.9657231462028537,0.4666666666666665,0.008791276303671046,1.0,0.9947352434693322,0.015020201712563894,0.7333333333333332,0.9886493129380213,0.1079602599066638,0.4666666666666665,0.9779829722567074
WT_07__TO__SCA3_01,coupled,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029643342819261082,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.27579825810906483,0.0,0.8023969206051711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0627165592908208,0.0,0.75,0.0627165592908208,0.27579825810906483,0.25,0.0818101567168611
WT_07__TO__SCA3_01,drive_early,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.28384186676479156,0.0,0.9161847838712085,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0627165592908208,0.0,0.875,0.0627165592908208,0.28384186676479156,0.25,0.0749407786014769
WT_07__TO__SCA3_01,drive_late,WT_07,SCA3_01,False,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875,0.24691005144622355,0.0,0.6824726241998963,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0627165592908208,0.0,0.875,0.0627165592908208,0.24691005144622355,0.25,0.2998111189404338
WT_07__TO__SCA3_02,coupled,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24036402137747423,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6071428571428571,0.17227651705571576,0.0,0.2709459461764678,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03989029509493469,0.39285714285714285,0.0,1.0,0.0627165592908208,0.0,0.6071428571428571,0.5053466154585413,0.17227651705571576,0.39285714285714285,0.6763411010353662
WT_07__TO__SCA3_02,drive_early,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1435570598922165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6428571428571429,0.11638647873111847,0.0,0.19269592583885842,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32142857142857145,0.0,1.0,0.0627165592908208,0.0,0.6428571428571429,0.5294367772679033,0.11638647873111847,0.32142857142857145,0.46280044606055426
WT_07__TO__SCA3_02,drive_late,WT_07,SCA3_02,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.38724364459781824,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6428571428571429,0.3910797736384544,0.06535357670760017,0.3941236238550125,1.0,0.0,0.0,0.0,1.0,0.016179393620289206,0.0,0.03537455060352696,0.39285714285714285,0.0,0.9285714285714286,0.0627165592908208,0.0,0.6428571428571429,0.1135030800121154,0.3910797736384544,0.39285714285714285,0.5730675071358952
WT_07__TO__SCA3_04,coupled,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06361634402163302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7500000000000001,0.23719212473597467,0.0,0.43853185836429526,0.9166666666666669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29166666666666663,0.0,1.0,0.0627165592908208,0.0,0.7500000000000001,0.1135030800121154,0.23719212473597467,0.29166666666666663,0.5075648012814439
WT_07__TO__SCA3_04,drive_early,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1245782712984975,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7083333333333334,0.25320559286620703,0.0,0.6134884364406006,0.8750000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0627165592908208,0.0,0.7083333333333334,0.1135030800121154,0.25320559286620703,0.3333333333333333,0.672771087120231
WT_07__TO__SCA3_04,drive_late,WT_07,SCA3_04,False,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02092363758968477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333335,0.16499396474647685,0.0,0.5145599275179821,0.9583333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0627165592908208,0.0,0.8333333333333335,0.1135030800121154,0.16499396474647685,0.3333333333333333,0.4524825331817136
WT_07__TO__SCA3_05,coupled,WT_07,SCA3_05,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.017876697523466236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.12228302886705991,0.0,0.44457429016803046,0.9285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.02344306690588518,0.39285714285714285,0.0,1.0,0.0627165592908208,0.0,0.8571428571428571,0.1135030800121154,0.12228302886705991,0.39285714285714285,0.12413634565501708
WT_07__TO__SCA3_05,drive_early,WT_07,SCA3_05,False,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0474644348061042,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8214285714285714,0.1814484046242169,0.0,0.29960988729824106,0.8214285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0627165592908208,0.0,0.8214285714285714,0.1135030800121154,0.1814484046242169,0.2857142857142857,0.2446074303655395
