projection,centroid_distance,wt_exit_A_threshold,sca3_entry_A_threshold,cloud_overlap,corridor_radius_q90,wt_centroid_0,wt_centroid_1,sca3_centroid_0,sca3_centroid_1
isi_primary_v1_0_frozen,3.785139460880844,0.1358293233470019,0.7978563373093712,False,1.1303662753172954,-0.2857044040932865,-0.4228323083126447,2.238950718964968,2.397344503153799
active_rate_experimental_v2_1,4.406012048592868,0.14832934705420875,0.6832817402871161,False,1.2606144981719678,-0.28570440409328657,0.3966992528529667,2.238950718964968,-3.2142644248875376
