biological_pair_key,path_family,path_progress,wt_cell_id,sca_cell_id,A_isi_v1_1_weighted_median,A_active_weighted_median,rheobase_J_weighted_median,active_support_rate_hz_weighted_median,mean_isi_ms_weighted_median,occupancy_fraction_weighted_median
WT_03__TO__SCA3_01,drive_late,0.35,WT_03,SCA3_01,0.10125466777365986,-0.03102292027732662,1.2553896159890825,97.77197411822912,9.792008220577372,0.99342419542638
WT_03__TO__SCA3_01,drive_late,0.375,WT_03,SCA3_01,0.11066617096122841,-0.020732158207659,1.2705699630514546,93.86578359881956,9.793270630798116,0.991553821219061
WT_03__TO__SCA3_01,drive_late,0.4,WT_03,SCA3_01,0.12232999336855203,-0.00967487207334479,1.3166446883149825,90.99259672561388,9.805977303658633,0.9960238194891152
WT_03__TO__SCA3_01,drive_late,0.425,WT_03,SCA3_01,0.1357969697761008,0.0018047715746551097,1.308569680855978,85.97801141175042,9.82958579117602,0.9895712141072444
WT_03__TO__SCA3_01,drive_late,0.45,WT_03,SCA3_01,0.15156889222953074,0.023445385053402178,1.2622378947853328,81.99594315171178,9.867244511251895,0.9938976167406708
WT_03__TO__SCA3_01,drive_late,0.475,WT_03,SCA3_01,0.16927449404412417,0.03620936211448756,1.2174746327222876,76.91976046142467,9.918301759000364,0.9903974419195772
WT_03__TO__SCA3_01,drive_late,0.5,WT_03,SCA3_01,0.18892072285912093,0.0590936595891079,1.2767070346953946,75.02600214087869,9.98869426052932,0.9952953317652008
WT_03__TO__SCA3_01,drive_late,0.525,WT_03,SCA3_01,0.21059484518110952,0.08060522924628018,1.2917745521802864,73.11990156451671,10.18031124076992,0.9943750630447404
WT_03__TO__SCA3_01,drive_late,0.55,WT_03,SCA3_01,0.2312226967957227,0.10680697717913443,1.2847340597210142,71.20133767996091,10.40301439356866,0.9942270937570348
WT_03__TO__SCA3_01,drive_late,0.5750000000000001,WT_03,SCA3_01,0.25004822644339036,0.1329268644682214,1.2950835445625846,69.27018784660494,10.657181992489164,0.9890914618538694
WT_03__TO__SCA3_01,drive_late,0.6000000000000001,WT_03,SCA3_01,0.2708866327288628,0.16992734940403165,1.3315897352342176,68.41223632253688,10.947279045804809,0.9895289987878916
WT_03__TO__SCA3_01,drive_late,0.625,WT_03,SCA3_01,0.2936392170789532,0.19745071362165306,1.3958830040733217,67.54861939502821,11.274930849679484,0.994364540659441
WT_03__TO__SCA3_01,drive_late,0.65,WT_03,SCA3_01,0.3185124039215694,0.23720456437545434,1.4350726365528534,66.67928076173477,11.64475349185607,0.9927045446291044
WT_03__TO__SCA3_01,drive_late,0.675,WT_03,SCA3_01,0.34562421328930654,0.2667423336709559,1.5626118651424177,65.80416337179504,12.061009367143496,0.9929811587654246
WT_03__TO__SCA3_01,drive_late,0.7000000000000001,WT_03,SCA3_01,0.3753439285712545,0.30949830907735904,1.744157740490582,64.92320941334955,12.52856733019416,0.9953705555110628
WT_03__TO__SCA3_01,drive_late,0.7250000000000001,WT_03,SCA3_01,0.4117653017812874,0.35403503543354514,1.9497540426174265,62.93228512320964,13.053170847811646,0.9898973168360756
WT_03__TO__SCA3_01,drive_late,0.75,WT_03,SCA3_01,0.46358504584862853,0.40031165624006537,2.178270272392211,62.03577496604849,13.641239478150093,0.9911066842401728
WT_03__TO__SCA3_01,drive_late,0.775,WT_03,SCA3_01,0.51676213384923,0.44879857005959234,2.438223819938173,61.133225139899096,14.297383864668422,0.9897514520881446
WT_03__TO__SCA3_01,drive_late,0.8,WT_03,SCA3_01,0.5702907414365619,0.4993273104658693,2.7334809547354944,60.22457440581927,15.036009993507436,0.9894828274582598
WT_03__TO__SCA3_01,drive_late,0.8250000000000001,WT_03,SCA3_01,0.6245640564074071,0.5522465046819022,3.0747491190877136,58.19070860558432,15.864960269361475,0.9850853445806804
WT_03__TO__SCA3_01,drive_late,0.8500000000000001,WT_03,SCA3_01,0.6791984044704047,0.6238210998480752,3.4671345061602867,57.265861069428766,16.795858965915393,0.988109071959962
WT_03__TO__SCA3_01,drive_late,0.875,WT_03,SCA3_01,0.7344550980399193,0.6829402180924675,3.910439169355992,55.20800390623914,17.83156445187452,0.9917585429752434
WT_03__TO__SCA3_01,drive_late,0.9,WT_03,SCA3_01,0.791068193808831,0.7449825113000609,4.429435801839515,53.1360457432814,18.83442190707288,0.9837489354045116
WT_03__TO__SCA3_01,drive_late,0.925,WT_03,SCA3_01,0.8495155890918887,0.8045202247488454,5.023216896929563,51.04984114642122,19.548252348047924,0.9877860589710432
WT_03__TO__SCA3_01,drive_late,0.95,WT_03,SCA3_01,0.9114278508292548,0.8702748243996112,5.7006199388039285,48.94924267466389,20.422246211228344,0.9870340945063986
WT_03__TO__SCA3_01,drive_late,0.975,WT_03,SCA3_01,0.9930803886253431,0.9478415424291657,6.363995321496581,46.83410084541833,21.58291288982356,0.981512857069968
WT_03__TO__SCA3_01,drive_late,1.0,WT_03,SCA3_01,1.0575919804468559,1.016270634024226,7.017528047176652,43.55800091701055,22.465229611951617,0.9785404920382408
WT_03__TO__SCA3_02,coupled,0.0,WT_03,SCA3_02,0.09964741225882578,-0.027529386000945053,1.73703332347371,98.62928178674366,9.407677302795504,0.994149059631611
WT_03__TO__SCA3_02,coupled,0.025,WT_03,SCA3_02,0.12132304557292282,-0.0018599884459403117,1.7688134270894875,98.4938931391534,9.723127677573036,0.9943004129699652
WT_03__TO__SCA3_02,coupled,0.05,WT_03,SCA3_02,0.14201858669904407,0.02788959606833078,1.7829175539445026,99.38060911304622,10.157616677399474,0.9946372692295896
WT_03__TO__SCA3_02,coupled,0.075,WT_03,SCA3_02,0.15831685905806533,0.04014618450249073,1.7900999477023447,97.18188633064172,10.220470620640423,0.9932446141007408
WT_03__TO__SCA3_02,coupled,0.1,WT_03,SCA3_02,0.16455058564178096,0.05387647037140128,1.7808737845596103,93.89952054391306,10.30421480804366,0.9932555345036522
WT_03__TO__SCA3_02,coupled,0.125,WT_03,SCA3_02,0.17232497638577218,0.05838624921881582,1.7559894639487643,90.55641360241374,10.476926207271784,0.9936602832463316
WT_03__TO__SCA3_02,coupled,0.15,WT_03,SCA3_02,0.15672855131267974,0.06257534992134897,1.7508070414612489,87.1508637103329,10.57477145067407,0.9947656521320504
WT_03__TO__SCA3_02,coupled,0.175,WT_03,SCA3_02,0.13384343473470636,0.07656774193889786,1.68863348317134,84.75393957806628,10.667329983053063,0.994409067156816
