scenario_id,path_family,biological_pair_key,wt_cell_id,sca_cell_id,wt_solution_key,sca_solution_key,within_pair_support_weight,scenario_weight,biological_pair_weight,wt_exit_p_isi,balance_p_isi,sca3_entry_p_isi,start_A_isi,end_A_isi,start_inside_wt_isi,end_inside_sca3_isi,wt_exit_p_active,balance_p_active,sca3_entry_p_active,start_A_active,end_A_active,start_inside_wt_active,end_inside_sca3_active,wt_exit_active_isi_gap,wt_exit_dual_agrees,wt_exit_dual_consensus_p,balance_active_isi_gap,balance_dual_agrees,balance_dual_consensus_p,sca3_entry_active_isi_gap,sca3_entry_dual_agrees,sca3_entry_dual_consensus_p,occupancy_at_wt_exit_isi,occupancy_at_balance_isi,occupancy_at_sca3_entry_isi
3,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,b_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,9.519839804771029e-05,0.04115847528793154,0.07046593429653364,0.13503823943179297,0.4634262352317737,True,False,0.012115008852600802,0.044302450777808686,0.05876515769439472,0.027263736297403803,0.46077885311785277,True,False,0.012019810454553092,True,0.0061051036253242565,0.003143975489877146,True,0.04273046303287011,0.011700776602138918,True,0.06461554599546418,0.9966414858761501,0.9949555955363945,0.9793894461648506
3,drive_late,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,b_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,4.463412941163666e-05,0.020591684571412118,0.625,0.13503823943179297,0.462881967323253,True,False,0.005613475305257061,0.02191946437642576,0.02750655182240597,0.027263736297403803,0.46037716855850036,True,False,0.005568841175845424,True,0.0028290547173343487,0.0013277798050136437,True,0.021255574473918938,0.597493448177594,False,,0.9966534711602424,0.9923712944237073,0.978378621246632
4,coupled,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,b_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0005100188392535095,0.47649742411436763,,0.13503823943179297,0.3169235323953243,True,False,0.05109262304654774,0.4535449112216573,,0.027263736297403803,0.2727109179436902,True,False,0.050582604207294234,True,0.025801320942900625,0.02295251289271033,True,0.4650211676680125,,False,,0.996680655726551,0.9872156556298932,
4,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,b_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0005576906355145002,0.37591295880700537,,0.13503823943179297,0.31657934528803566,True,False,0.06083480979002491,0.34944601423282917,0.47381301198559744,0.027263736297403803,0.2724568984720998,True,False,0.06027711915451041,True,0.030696250212769706,0.0264669445741762,True,0.36267948651991727,,False,,0.9966107986504514,0.9766155432349111,
4,drive_late,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,b_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.00045374456495495685,0.6121973397237979,,0.13503823943179297,0.3166031080238105,True,False,0.0450845413446484,0.5847945457426128,,0.027263736297403803,0.272474436019141,True,False,0.04463079677969344,True,0.022769142954801678,0.02740279398118506,True,0.5984959427332053,,False,,0.9965688946626721,0.9853671340868746,
5,coupled,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0005758160602030421,0.5893530854863445,,0.13503823943179297,0.2724684181914475,True,False,0.06206953270799785,0.5871711884698455,,0.027263736297403803,0.22242090884352814,True,False,0.06149371664779481,True,0.03132267438410045,0.002181897016498957,True,0.5882621369780949,,False,,0.9967087276166513,0.9885496908101008,
5,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0006583471351016463,0.4411031132328073,,0.13503823943179297,0.27243982243484555,True,False,0.07465407191675244,0.40071550477876433,,0.027263736297403803,0.22239980439531398,True,False,0.0739957247816508,True,0.03765620952592704,0.04038760845404299,True,0.4209093090057858,,False,,0.9965942490634652,0.9790166700527165,
5,drive_late,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0004835740921616419,,,0.13503823943179297,0.27232860786082635,True,False,0.048353826886759224,,,0.027263736297403803,0.22231772500672775,True,False,0.047870252794597584,True,0.024418700489460432,,False,,,False,,0.9966140330101749,,
6,coupled,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,7.685135166526113e-05,0.031948746223085585,0.050969001391225274,0.13503823943179297,0.4461128964802942,True,False,0.009629425145013467,0.03340502193507354,0.04312880646656693,0.027263736297403803,0.41777470167457986,True,False,0.009552573793348207,True,0.004853138248339364,0.0014562757119879546,True,0.032676884079079566,0.007840194924658345,True,0.0470489039288961,0.9966340910185962,0.987603196048862,0.9880199718852242
6,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.00012368097845180955,0.05528497620165303,0.10313863427507367,0.13503823943179297,0.4456878427514465,True,False,0.016042458378655484,0.05910974390914055,0.08162669660796866,0.027263736297403803,0.41746100043094536,True,False,0.015918777400203674,True,0.008083069678553647,0.0038247677074875197,True,0.05719736005539679,0.021511937667105005,True,0.09238266544152116,0.9966498714705904,0.9870470846348987,0.9783786700250269
6,drive_late,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,r_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,5.269026808957087e-05,0.024308335231037734,0.033555530737269135,0.13503823943179297,0.44611591928567745,True,False,0.006601500357610451,0.025343489308449423,0.0297587327284997,0.027263736297403803,0.4177769325873884,True,False,0.006548810089520881,True,0.003327095312850011,0.001035154077411688,True,0.02482591226974358,0.0037967980087694336,True,0.03165713173288442,0.996645205979918,0.9885582036698751,0.9836334380092406
7,coupled,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,kappa_I_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0008810253257928013,0.9390952261279056,,0.13503823943179297,0.6068402145866132,True,False,0.1015316786448525,0.925,,0.027263736297403803,0.6610506363700565,True,False,0.1006506533190597,False,,0.014095226127905591,True,0.9320476130639528,,False,,0.9965388974538604,0.9751447273158813,
7,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,kappa_I_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.0004384194899539413,0.20619426422326884,,0.13503823943179297,0.6061315100350998,True,False,0.05386943380909529,0.2152742518861221,,0.027263736297403803,0.6605275930837832,True,False,0.05343101431914135,True,0.027153926649524616,0.009079987662853256,True,0.21073425805469548,,False,,0.9966527812820023,0.9937365026996313,
7,drive_late,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,kappa_I_LOW,0.0357142857142857,0.0004960317460317,0.0138888888888888,0.010707527859366028,0.9571236724932177,,0.13503823943179297,0.606315760469712,True,False,0.925,0.9382690497783716,,0.027263736297403803,0.660663574929266,True,False,0.914292472140634,False,,0.01885462271484617,True,0.9476963611357947,,False,,0.9948130229463171,0.991220106153145,
8,coupled,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,kappa_I_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,5.8881789430755555e-05,0.026237776042031945,0.03891424828129006,0.13503823943179297,0.474655718885263,True,False,0.007583565423444829,0.027549474210770072,0.03389559962485484,0.027263736297403803,0.4991033181204562,True,False,0.007524683634014074,True,0.0038212236064377922,0.0013116981687381277,True,0.02689362512640101,0.005018648656435219,True,0.036404923953072446,0.9966704521511043,0.9997396393440247,0.9978611450353756
8,drive_early,WT_03__TO__SCA3_02,WT_03,SCA3_02,best,kappa_I_HIGH,0.0357142857142857,0.0004960317460317,0.0138888888888888,8.645589388481106e-05,0.037162545459796775,0.06323221811380582,0.13503823943179297,0.47460889226829184,True,False,0.010974523742987182,0.03979451064065997,0.05323056887065545,0.027263736297403803,0.4990687588001113,True,False,0.010888067849102371,True,0.0055304898184359965,0.0026319651808631925,True,0.038478528050228375,0.01000164924315037,True,0.05823139349223064,0.9966414269113978,0.994194129438566,0.9909294202123977
