biological_pair_key,both_core_secure,projection,p_intrinsic,dA_dcombined_weighted_median,dA_dkappa_weighted_median,dA_dJ_weighted_median,interaction_gradient_residual_weighted_median
WT_04__TO__SCA3_09,True,active,0.6333333333333333,-1.0773031822668868,0.9132084137844787,-1.0999815174185146,8.095328936875751e-18
WT_04__TO__SCA3_09,True,active,0.6666666666666666,-0.615072188617046,0.8458586437955327,-1.0680114054610605,-0.006363148614786246
WT_04__TO__SCA3_09,True,active,0.7,-0.5250482155532055,0.7030840195763445,-0.9777923095244555,-8.3266726846886425e-16
WT_04__TO__SCA3_09,True,active,0.7333333333333333,-0.886431486628737,0.8598254849362562,-1.195747985988874,-0.12345461397701105
WT_04__TO__SCA3_09,True,active,0.7666666666666666,-0.5419263857219965,0.6798243187649662,-1.0184238143834266,0.0
WT_04__TO__SCA3_09,True,active,0.8,-0.289855820049656,0.07946805904076489,-0.9938618192368952,0.006635368140742729
WT_04__TO__SCA3_09,True,active,0.8333333333333334,-0.753996267999553,0.6588603631554902,-1.0184238143834126,0.0016824721649459922
WT_04__TO__SCA3_09,True,active,0.8666666666666667,-0.3714141958707523,0.5298096660662029,-0.9820199980593971,1.5888283468123043e-17
WT_04__TO__SCA3_09,True,active,0.9,,0.4922811305528498,-0.9704571596606583,
WT_04__TO__SCA3_09,True,active,0.9333333333333332,,0.5347909592907952,-1.0713812310786244,
WT_04__TO__SCA3_09,True,active,0.9666666666666668,,0.07352131359072772,-0.9165017207936067,
WT_04__TO__SCA3_09,True,active,1.0,,0.0838027089327576,-0.931779579650265,
WT_04__TO__SCA3_09,True,isi,0.0,,0.45915881073289794,-2.1657924048423007,
WT_04__TO__SCA3_09,True,isi,0.0333333333333333,,0.4803932804238136,-2.479664795656222,
WT_04__TO__SCA3_09,True,isi,0.0666666666666666,,0.5985439837848469,-2.4523925704034646,
WT_04__TO__SCA3_09,True,isi,0.1,,0.5080608719590426,-2.0687580748768526,
WT_04__TO__SCA3_09,True,isi,0.1333333333333333,,0.5672879653410893,-1.6676562463315858,
WT_04__TO__SCA3_09,True,isi,0.1666666666666666,,0.38334613881789026,-1.4872784103727457,
WT_04__TO__SCA3_09,True,isi,0.2,,0.6980175830604017,-1.3839827592806269,
WT_04__TO__SCA3_09,True,isi,0.2333333333333333,,0.6592859523147707,-1.3175315925379907,
WT_04__TO__SCA3_09,True,isi,0.2666666666666666,,0.7205980652847014,-1.2607210907995774,
WT_04__TO__SCA3_09,True,isi,0.3,,0.880109286726393,-1.2448591891159986,
WT_04__TO__SCA3_09,True,isi,0.3333333333333333,,0.7992752889387885,-1.1553037844051495,
WT_04__TO__SCA3_09,True,isi,0.3666666666666666,,0.9616953106101508,-1.1008796964441736,
WT_04__TO__SCA3_09,True,isi,0.4,,0.9853132544334811,-1.0450477077342752,
WT_04__TO__SCA3_09,True,isi,0.4333333333333333,,1.2210127901963477,-0.9857987873570748,
WT_04__TO__SCA3_09,True,isi,0.4666666666666667,,1.3058126046401493,-1.1428320277887507,
WT_04__TO__SCA3_09,True,isi,0.5,-0.8311432483082988,1.289283669035343,-0.98854587948099,-0.0006488569489236373
WT_04__TO__SCA3_09,True,isi,0.5333333333333333,0.42718017069617253,1.0591580648114516,-0.845854061508022,0.028200300617420515
WT_04__TO__SCA3_09,True,isi,0.5666666666666667,-0.6555003716515441,1.2547894010194474,-0.8396779753218504,0.00017747660818068223
WT_04__TO__SCA3_09,True,isi,0.6,-0.7384674148008736,1.1925788064164546,-0.8603926863404168,0.0009620883820847248
WT_04__TO__SCA3_09,True,isi,0.6333333333333333,-0.6311536563449467,1.141196164553334,-0.8385151683836936,0.005238115236380181
WT_04__TO__SCA3_09,True,isi,0.6666666666666666,-0.6065902464565609,1.023088349686172,-0.8613064235818554,0.007184198335310199
WT_04__TO__SCA3_09,True,isi,0.7,-0.17381157563998362,0.9621602298079648,-0.8301736853147076,0.0004111608731929284
WT_04__TO__SCA3_09,True,isi,0.7333333333333333,-0.57463535672883,0.9930006762780265,-0.8102582036665558,-0.01410521282112892
WT_04__TO__SCA3_09,True,isi,0.7666666666666666,-0.35841752811212163,0.8658308589554428,-0.8384397098644321,0.0007137898812829002
WT_04__TO__SCA3_09,True,isi,0.8,-0.3262785538870797,0.6231617970527306,-0.8808770825134407,-0.0014471899820990286
WT_04__TO__SCA3_09,True,isi,0.8333333333333334,-0.2267420215803143,0.5181859613971758,-0.8765076687054926,0.00020176167908314557
WT_04__TO__SCA3_09,True,isi,0.8666666666666667,-0.15824120663983507,0.5423477418635698,-0.7686233842302426,-0.0019551232381739836
WT_04__TO__SCA3_09,True,isi,0.9,,0.3703056409268889,-0.728205358629518,
WT_04__TO__SCA3_09,True,isi,0.9333333333333332,,0.4425282155754414,-0.725289668322412,
WT_04__TO__SCA3_09,True,isi,0.9666666666666668,,0.24824090155702286,-0.7836176381965527,
WT_04__TO__SCA3_09,True,isi,1.0,,0.2595012957346378,-0.6798840079801428,
WT_06__TO__SCA3_01,False,active,0.0,,2.1114787309744445,-2.239825065395482,
WT_06__TO__SCA3_01,False,active,0.0333333333333333,,2.2774969750596603,-2.2405610928008626,
WT_06__TO__SCA3_01,False,active,0.0666666666666666,,2.2597589748994804,-2.160112291359455,
WT_06__TO__SCA3_01,False,active,0.1,,2.258405595274913,-1.927092275144079,
WT_06__TO__SCA3_01,False,active,0.1333333333333333,,2.2484595575431787,-1.835046166619015,
WT_06__TO__SCA3_01,False,active,0.1666666666666666,,2.273626188623447,-1.6014581185660233,
WT_06__TO__SCA3_01,False,active,0.2,,2.287611292304361,-1.495215971004998,
WT_06__TO__SCA3_01,False,active,0.2333333333333333,,2.3305524394716866,-1.4871178961530065,
WT_06__TO__SCA3_01,False,active,0.2666666666666666,,2.346259231267264,-1.3944372199277988,
WT_06__TO__SCA3_01,False,active,0.3,,2.3922895790548164,-1.3097937245475615,
WT_06__TO__SCA3_01,False,active,0.3333333333333333,,2.3007605231691906,-1.2616590601833482,
WT_06__TO__SCA3_01,False,active,0.3666666666666666,,2.346592640087294,-1.2108081876343715,
WT_06__TO__SCA3_01,False,active,0.4,,2.404309726910003,-1.0713812310786242,
WT_06__TO__SCA3_01,False,active,0.4333333333333333,,2.4667020960923853,-1.06791048156501,
WT_06__TO__SCA3_01,False,active,0.4666666666666667,,2.3799996343963117,-1.0753755437433241,
WT_06__TO__SCA3_01,False,active,0.5,1.4744122348276054,2.4472952034997157,-0.9870603181694989,-0.0024258090114570585
WT_06__TO__SCA3_01,False,active,0.5333333333333333,1.5187852447088404,2.5094763821905475,-1.0059928477952595,-0.002702671251436417
WT_06__TO__SCA3_01,False,active,0.5666666666666667,1.7192726564112646,2.5953734150236043,-0.8756102864216193,0.004309202262615552
WT_06__TO__SCA3_01,False,active,0.6,1.7650550960287656,2.6694885847069014,-0.9104277173240493,0.006408222371256267
WT_06__TO__SCA3_01,False,active,0.6333333333333333,1.8241892000097695,2.585373907559075,-0.9614011905512886,-0.0013461755044396062
WT_06__TO__SCA3_01,False,active,0.6666666666666666,1.882270576038914,2.6765877313271558,-1.0035429979579262,-0.001499692545403608
WT_06__TO__SCA3_01,False,active,0.7,1.963314508844382,2.785045909349627,-0.8459551971527106,-0.0027531669181874996
WT_06__TO__SCA3_01,False,active,0.7333333333333333,2.033582805119024,2.9177590910863005,-0.886916278524685,-0.011347586970619772
WT_06__TO__SCA3_01,False,active,0.7666666666666666,1.8935460562336877,2.8296303035800863,-0.93204746071626,-0.005223882044357753
WT_06__TO__SCA3_01,False,active,0.8,1.9658593120028331,2.952603094182078,-0.9820199980593904,0.007611427846839991
WT_06__TO__SCA3_01,False,active,0.8333333333333334,2.049116088519815,3.092349696148853,-1.0376574531089744,-0.00895072071772618
WT_06__TO__SCA3_01,False,active,0.8666666666666667,2.1448505270957883,3.251478928622683,-1.0442312071812974,0.011651586851028406
WT_06__TO__SCA3_01,False,active,0.9,,3.427321477492193,-1.1957479859888722,
WT_06__TO__SCA3_01,False,active,0.9333333333333332,,3.531236484101731,-1.2792888671248446,
WT_06__TO__SCA3_01,False,active,0.9666666666666668,,4.061178297736675,-1.545721109166954,
WT_06__TO__SCA3_01,False,active,1.0,,3.892766215447478,-2.1999630348370207,
WT_06__TO__SCA3_01,False,isi,0.0,,2.1309964419365643,-1.7526955476918247,
WT_06__TO__SCA3_01,False,isi,0.0333333333333333,,2.0878193869399997,-1.7515027934344114,
WT_06__TO__SCA3_01,False,isi,0.0666666666666666,,2.0773308860361404,-1.6294342696796567,
WT_06__TO__SCA3_01,False,isi,0.1,,2.073451001510676,-1.5217655989219558,
WT_06__TO__SCA3_01,False,isi,0.1333333333333333,,2.0678834309752263,-1.4244623788675148,
WT_06__TO__SCA3_01,False,isi,0.1666666666666666,,2.086418822632022,-1.3369876757346484,
WT_06__TO__SCA3_01,False,isi,0.2,,2.084804558839457,-1.2567497743008,
WT_06__TO__SCA3_01,False,isi,0.2333333333333333,,2.108488129351471,-1.1826051644095648,
WT_06__TO__SCA3_01,False,isi,0.2666666666666666,,2.1036666557950743,-1.115005804239464,
WT_06__TO__SCA3_01,False,isi,0.3,,2.131852281433499,-1.0525930646297101,
WT_06__TO__SCA3_01,False,isi,0.3333333333333333,,2.148973633236245,-0.9944513428571166,
WT_06__TO__SCA3_01,False,isi,0.3666666666666666,,2.1535832443369114,-0.9410808229558124,
WT_06__TO__SCA3_01,False,isi,0.4,,2.1899055779330108,-0.8916612281125893,
WT_06__TO__SCA3_01,False,isi,0.4333333333333333,,2.2121663287714535,-0.84565776005139,
WT_06__TO__SCA3_01,False,isi,0.4666666666666667,,2.236078273259352,-0.8209386885857611,
WT_06__TO__SCA3_01,False,isi,0.5,1.5465725251023603,2.264649026288984,-0.8048067779957448,-0.00011051546012375013
WT_06__TO__SCA3_01,False,isi,0.5333333333333333,1.580804144821697,2.2831540617822714,-0.786517542729869,-0.00017638930381014273
WT_06__TO__SCA3_01,False,isi,0.5666666666666667,1.6368143457347237,2.3205358384341994,-0.7601542340650701,-0.0002919239643300875
WT_06__TO__SCA3_01,False,isi,0.6,1.6757625928362034,2.3491230962601333,-0.7367302513646145,-0.00124830503281248
WT_06__TO__SCA3_01,False,isi,0.6333333333333333,1.7319128503537669,2.3995585130512027,-0.7162683806631793,-0.0014285129987340328
WT_06__TO__SCA3_01,False,isi,0.6666666666666666,1.7869476499298862,2.4578926376317396,-0.69881882634876,-0.0011984953005028665
WT_06__TO__SCA3_01,False,isi,0.7,1.827330398757663,2.515187343696011,-0.6846407427841767,-0.002032939076854867
WT_06__TO__SCA3_01,False,isi,0.7333333333333333,1.8710795913023346,2.5488058915956016,-0.6803412065522613,-0.002344032646088401
WT_06__TO__SCA3_01,False,isi,0.7666666666666666,1.923490241227032,2.5952764609357737,-0.6960601740123227,-0.0030114456707224235
WT_06__TO__SCA3_01,False,isi,0.8,1.9770840258601923,2.648159828818169,-0.7228579215943816,-0.004468378755413838
WT_06__TO__SCA3_01,False,isi,0.8333333333333334,2.045734650446583,2.7233322728536553,-0.765528040068881,-0.006211703133754187
WT_06__TO__SCA3_01,False,isi,0.8666666666666667,2.0711495859502302,2.8314773021358968,-0.837909760283019,-0.009910373415648155
WT_06__TO__SCA3_01,False,isi,0.9,,2.966607269118971,-0.9310731446124478,
WT_06__TO__SCA3_01,False,isi,0.9333333333333332,,3.03941417350638,-1.0975999609978269,
WT_06__TO__SCA3_01,False,isi,0.9666666666666668,,3.413903027255753,-1.3326343607485105,
WT_06__TO__SCA3_01,False,isi,1.0,,3.561902877187889,-1.7321609878851323,
WT_06__TO__SCA3_02,False,active,0.0,,1.2948148659569698,-2.239825065395482,
WT_06__TO__SCA3_02,False,active,0.0333333333333333,,1.213990587286392,-2.5265456735074516,
WT_06__TO__SCA3_02,False,active,0.0666666666666666,,1.2135662488887555,-2.5727153220523338,
WT_06__TO__SCA3_02,False,active,0.1,,1.19139125810359,-2.4827898466427905,
WT_06__TO__SCA3_02,False,active,0.1333333333333333,,1.2460180783777899,-2.1087980412262506,
WT_06__TO__SCA3_02,False,active,0.1666666666666666,,1.3180581880789943,-1.9238068120153513,
WT_06__TO__SCA3_02,False,active,0.2,,1.2834242300122742,-1.7490547881606904,
WT_06__TO__SCA3_02,False,active,0.2333333333333333,,1.1987840105205705,-1.5722765427947751,
WT_06__TO__SCA3_02,False,active,0.2666666666666666,,1.8397401761832577,-1.479107151171788,
WT_06__TO__SCA3_02,False,active,0.3,,1.988694402905946,-1.4180024145438213,
WT_06__TO__SCA3_02,False,active,0.3333333333333333,,1.8966126790955649,-1.392829823864663,
WT_06__TO__SCA3_02,False,active,0.3666666666666666,,1.8052809682275308,-1.195747985988874,
WT_06__TO__SCA3_02,False,active,0.4,,1.985195879002426,-1.2169390967818523,
WT_06__TO__SCA3_02,False,active,0.4333333333333333,,1.6451581811202196,-1.2314890532772456,
WT_06__TO__SCA3_02,False,active,0.4666666666666667,,1.928735044402077,-1.1148623338440111,
WT_06__TO__SCA3_02,False,active,0.5,0.22524513545795247,1.2903231203314607,-1.0184238143834208,-0.004169122892545123
WT_06__TO__SCA3_02,False,active,0.5333333333333333,0.23358932132654953,1.2712467744355198,-1.0376574531089686,8.881784197001152e-16
WT_06__TO__SCA3_02,False,active,0.5666666666666667,0.22168298464289346,1.2813700574991391,-1.0495505154056988,6.661338147750906e-16
WT_06__TO__SCA3_02,False,active,0.6,0.2343326584594054,1.3471932658998464,-0.9165017207936161,-0.0012852403681245022
WT_06__TO__SCA3_02,False,active,0.6333333333333333,0.379163401690379,1.3301307618189837,-0.8869162785246923,-0.0013136353548937611
WT_06__TO__SCA3_02,False,active,0.6666666666666666,0.5340004027898475,1.3803903622576774,-0.8525684953658911,-0.001466059843022394
WT_06__TO__SCA3_02,False,active,0.7,1.0000965030092444,1.3567853918638706,-0.8459551971527102,0.005432513875580847
WT_06__TO__SCA3_02,False,active,0.7333333333333333,1.123121360628564,1.3051502038765113,-0.7171591969916575,-8.326672684688832e-16
WT_06__TO__SCA3_02,False,active,0.7666666666666666,1.048480975725837,1.419924575281646,-0.6932386321827728,-0.0031348949303263217
WT_06__TO__SCA3_02,False,active,0.8,1.074344950681633,1.4664650679713829,-0.6184447008513884,0.0
WT_06__TO__SCA3_02,False,active,0.8333333333333334,0.8697915707162213,1.4761727770946618,-0.47392395119172753,-0.0023833950925857827
WT_06__TO__SCA3_02,False,active,0.8666666666666667,1.1155502731674358,1.2717020612316232,-0.49085334369447925,-0.0009934887136924253
WT_06__TO__SCA3_02,False,active,0.9,,1.2011159556921702,-0.5090371804542694,
WT_06__TO__SCA3_02,False,active,0.9333333333333332,,1.0888839501862848,-0.48224009826920033,
WT_06__TO__SCA3_02,False,active,0.9666666666666668,,1.0840930851583688,-0.43630434755620406,
WT_06__TO__SCA3_02,False,active,1.0,,1.3376459453793608,-0.5667183303658292,
WT_06__TO__SCA3_02,False,isi,0.0,,0.9968099583713126,-1.6748293654789896,
WT_06__TO__SCA3_02,False,isi,0.0333333333333333,,1.0390836505275223,-1.9875630476762804,
WT_06__TO__SCA3_02,False,isi,0.0666666666666666,,1.0826654825241926,-2.0184161600683717,
WT_06__TO__SCA3_02,False,isi,0.1,,1.1020728686060723,-1.9011520269136553,
WT_06__TO__SCA3_02,False,isi,0.1333333333333333,,1.1114428001536754,-1.672024628425862,
WT_06__TO__SCA3_02,False,isi,0.1666666666666666,,1.14433153754648,-1.4704791841617622,
WT_06__TO__SCA3_02,False,isi,0.2,,1.1527327831667533,-1.348051023057667,
WT_06__TO__SCA3_02,False,isi,0.2333333333333333,,1.1333822006438334,-1.2491066263819657,
WT_06__TO__SCA3_02,False,isi,0.2666666666666666,,1.0494618755742915,-1.0789301567402707,
WT_06__TO__SCA3_02,False,isi,0.3,,1.1065856118038524,-1.0333657916731414,
WT_06__TO__SCA3_02,False,isi,0.3333333333333333,,1.1562872891289226,-0.9160491580598661,
WT_06__TO__SCA3_02,False,isi,0.3666666666666666,,1.1522784214862947,-0.8585436034380692,
WT_06__TO__SCA3_02,False,isi,0.4,,1.1651675304999007,-0.8217446719344633,
WT_06__TO__SCA3_02,False,isi,0.4333333333333333,,1.1286338527764193,-0.7812788394070759,
WT_06__TO__SCA3_02,False,isi,0.4666666666666667,,1.1882051584977,-0.7603515560541946,
WT_06__TO__SCA3_02,False,isi,0.5,0.3608946867179716,1.1586501501846262,-0.7643146179292181,0.0004765382584944733
WT_06__TO__SCA3_02,False,isi,0.5333333333333333,0.3671114201026128,1.1751547294276887,-0.8240473603012368,-7.232813075864304e-05
WT_06__TO__SCA3_02,False,isi,0.5666666666666667,0.38754677848339414,1.1620991292747787,-0.7747911206313517,-0.0005415015795449131
WT_06__TO__SCA3_02,False,isi,0.6,0.3922414761895272,1.1593680837452998,-0.7738518564517805,-0.0010757927384025283
WT_06__TO__SCA3_02,False,isi,0.6333333333333333,0.47563109496587036,1.164513507580765,-0.7667196811120263,-0.0005599367464486085
WT_06__TO__SCA3_02,False,isi,0.6666666666666666,0.5148517401452075,1.197502013142059,-0.7191573230664898,-0.00013453886645420755
WT_06__TO__SCA3_02,False,isi,0.7,1.0686182920120362,1.25221121813764,-0.6457498353138469,-0.001478382427274606
WT_06__TO__SCA3_02,False,isi,0.7333333333333333,1.0800043382180364,1.2151162198645669,-0.5997309350661691,-0.001525795721749633
WT_06__TO__SCA3_02,False,isi,0.7666666666666666,1.0854208004691226,1.345757483094701,-0.4894822762487038,-0.0011752923779570503
WT_06__TO__SCA3_02,False,isi,0.8,1.0942037604764754,1.3360766505720802,-0.45096135081231353,-0.0007877702210293854
WT_06__TO__SCA3_02,False,isi,0.8333333333333334,0.573106035102948,1.1776255406191318,-0.4272563597421093,-1.408059407687301e-05
WT_06__TO__SCA3_02,False,isi,0.8666666666666667,1.1002110791160096,1.1980563472866623,-0.3995144447909053,-0.0009841228758205593
WT_06__TO__SCA3_02,False,isi,0.9,,1.0988817101069868,-0.38342541678038544,
WT_06__TO__SCA3_02,False,isi,0.9333333333333332,,0.9494139683909836,-0.36018413482693806,
WT_06__TO__SCA3_02,False,isi,0.9666666666666668,,0.9076489674156855,-0.3342758761776605,
WT_06__TO__SCA3_02,False,isi,1.0,,1.0493270511916173,-0.33976960881734747,
WT_06__TO__SCA3_04,False,active,0.0,,1.3614865502595754,-1.5133105566976208,
WT_06__TO__SCA3_04,False,active,0.0333333333333333,,1.3589647080507459,-1.8006470682420412,
WT_06__TO__SCA3_04,False,active,0.0666666666666666,,1.434504549902067,-1.7801129850399262,
WT_06__TO__SCA3_04,False,active,0.1,,1.4776675059198088,-1.7200460593231204,
WT_06__TO__SCA3_04,False,active,0.1333333333333333,,1.5121333424889314,-1.76751564927272,
WT_06__TO__SCA3_04,False,active,0.1666666666666666,,1.6490212202896712,-1.6945220720741188,
WT_06__TO__SCA3_04,False,active,0.2,,1.7171039529430914,-1.5288635889035884,
WT_06__TO__SCA3_04,False,active,0.2333333333333333,,1.7912100882415436,-1.5013729752817304,
WT_06__TO__SCA3_04,False,active,0.2666666666666666,,1.6724336386868033,-1.4952159710049904,
WT_06__TO__SCA3_04,False,active,0.3,,1.9738152456108724,-1.424571455496424,
WT_06__TO__SCA3_04,False,active,0.3333333333333333,,1.8271801122324391,-1.4354052961476311,
WT_06__TO__SCA3_04,False,active,0.3666666666666666,,1.9360150034473116,-1.421320947565219,
WT_06__TO__SCA3_04,False,active,0.4,,1.867675102342672,-1.2063435413853625,
WT_06__TO__SCA3_04,False,active,0.4333333333333333,,1.7014413668319124,-1.204551595537921,
WT_06__TO__SCA3_04,False,active,0.4666666666666667,,1.8878739680919352,-1.2527708552682177,
WT_06__TO__SCA3_04,False,active,0.5,0.829861678080577,1.9839727950208548,-1.1961109016490228,0.0
WT_06__TO__SCA3_04,False,active,0.5333333333333333,0.8763939262017144,1.9813793001671565,-1.1957479859888727,0.0
WT_06__TO__SCA3_04,False,active,0.5666666666666667,0.9396072542822808,1.979482557162666,-1.2660742791975148,-0.0012940143754018947
WT_06__TO__SCA3_04,False,active,0.6,0.963237067703514,2.07113029973729,-1.1762531790860458,-0.006153697314363841
WT_06__TO__SCA3_04,False,active,0.6333333333333333,1.0639978461338229,2.0682859138010046,-1.1460878661719194,-8.604228440845018e-16
WT_06__TO__SCA3_04,False,active,0.6666666666666666,1.096458865482599,2.2627158228504403,-1.1901625285991206,-0.0014316989438052392
WT_06__TO__SCA3_04,False,active,0.7,1.2479537391461268,2.3453461183477637,-1.2376858518151599,0.0
WT_06__TO__SCA3_04,False,active,0.7333333333333333,1.3434470195484916,2.5545492694832226,-1.0999815174185146,-0.0011309713321716113
WT_06__TO__SCA3_04,False,active,0.7666666666666666,1.365078798510383,2.681525425605224,-1.252770855268219,-0.0015707432490576036
WT_06__TO__SCA3_04,False,active,0.8,1.244643295419882,2.4650152525097564,-1.5735681144075973,-0.006058892398821852
WT_06__TO__SCA3_04,False,active,0.8333333333333334,1.1081415721340622,2.523984956963869,-1.4882102923439862,-0.011546553136956864
WT_06__TO__SCA3_04,False,active,0.8666666666666667,1.1715287793753173,2.8259260020656662,-1.2739456526515176,-0.026416064494522867
WT_06__TO__SCA3_04,False,active,0.9,,2.274342900770545,-1.0999815174185124,
WT_06__TO__SCA3_04,False,active,0.9333333333333332,,2.5346327649564118,-1.3097937245475602,
WT_06__TO__SCA3_04,False,active,0.9666666666666668,,2.25564150258633,-1.4479097878845262,
WT_06__TO__SCA3_04,False,active,1.0,,3.518182676778024,0.0,
WT_06__TO__SCA3_04,False,isi,0.0,,1.2748737167743565,-1.1684985095091158,
WT_06__TO__SCA3_04,False,isi,0.0333333333333333,,1.2681348799338423,-1.4072192821736658,
WT_06__TO__SCA3_04,False,isi,0.0666666666666666,,1.289032433027225,-1.3675450413840817,
WT_06__TO__SCA3_04,False,isi,0.1,,1.305106877827973,-1.4127658415208317,
WT_06__TO__SCA3_04,False,isi,0.1333333333333333,,1.307588126605137,-1.3601305576349447,
WT_06__TO__SCA3_04,False,isi,0.1666666666666666,,1.3820228396839684,-1.2500361033443403,
WT_06__TO__SCA3_04,False,isi,0.2,,1.4001778605009196,-1.1379477179543882,
WT_06__TO__SCA3_04,False,isi,0.2333333333333333,,1.3287818661250697,-1.0733168546014968,
WT_06__TO__SCA3_04,False,isi,0.2666666666666666,,1.348425943466462,-1.023413899351004,
WT_06__TO__SCA3_04,False,isi,0.3,,1.3472433481113961,-0.9865501097673368,
WT_06__TO__SCA3_04,False,isi,0.3333333333333333,,1.4027335494098867,-0.9243848735043867,
WT_06__TO__SCA3_04,False,isi,0.3666666666666666,,1.3936287290962617,-0.9238598876343895,
WT_06__TO__SCA3_04,False,isi,0.4,,1.4222754871878085,-0.9278909566133808,
WT_06__TO__SCA3_04,False,isi,0.4333333333333333,,1.5682224529102986,-0.9144520126916238,
WT_06__TO__SCA3_04,False,isi,0.4666666666666667,,1.553468597527147,-0.9090021205706365,
WT_06__TO__SCA3_04,False,isi,0.5,0.7830114794614464,1.5727344460639605,-0.8924716634487355,-0.002157139702234636
WT_06__TO__SCA3_04,False,isi,0.5333333333333333,0.7218057734723313,1.588797076537372,-0.8046519832807536,0.0005390778198509608
WT_06__TO__SCA3_04,False,isi,0.5666666666666667,0.5720008366681193,1.5806689665418756,-0.7353497197511583,-0.007716918167098355
WT_06__TO__SCA3_04,False,isi,0.6,0.9099378380663081,1.6011129837247216,-0.8317563315213878,-6.474943008094659e-05
WT_06__TO__SCA3_04,False,isi,0.6333333333333333,0.9439718853652072,1.639933120890159,-0.8976109962779568,-0.001285110342878375
WT_06__TO__SCA3_04,False,isi,0.6666666666666666,1.0054760632536135,1.532470960466029,-0.7921922240366132,0.004208144192602279
WT_06__TO__SCA3_04,False,isi,0.7,0.9986438061597479,1.53803233097552,-0.7260657815217261,-0.005938293320907626
WT_06__TO__SCA3_04,False,isi,0.7333333333333333,1.111609853530744,1.8180556700933408,-0.8506310356451493,-0.0032488628896427205
WT_06__TO__SCA3_04,False,isi,0.7666666666666666,0.9688570757906529,1.779603591985929,-0.775343870844572,-0.0021687756006064113
WT_06__TO__SCA3_04,False,isi,0.8,0.8170633490702597,1.6829330828883886,-0.87868265878436,-0.008047256248773615
WT_06__TO__SCA3_04,False,isi,0.8333333333333334,1.1722159975986113,1.6635687918846227,-0.8268702937785491,0.023042110661482075
WT_06__TO__SCA3_04,False,isi,0.8666666666666667,0.8532356277199105,1.9669571936065902,-0.8101248218879135,-0.007420467978512268
WT_06__TO__SCA3_04,False,isi,0.9,,1.7309319546655597,-0.9128353624290266,
WT_06__TO__SCA3_04,False,isi,0.9333333333333332,,1.7080991250035724,-0.8534447132403025,
WT_06__TO__SCA3_04,False,isi,0.9666666666666668,,1.8374175360313674,-0.7693579518722767,
WT_06__TO__SCA3_04,False,isi,1.0,,1.8146027757702181,-1.3623946743970674,
WT_06__TO__SCA3_05,False,active,0.0,,1.0509286883217877,-1.0180743609085379,
WT_06__TO__SCA3_05,False,active,0.0333333333333333,,1.1751687509552873,-1.1921895209333482,
WT_06__TO__SCA3_05,False,active,0.0666666666666666,,1.2136494530385407,-1.1432228592437927,
WT_06__TO__SCA3_05,False,active,0.1,,1.2123175944945601,-1.1422395231348523,
WT_06__TO__SCA3_05,False,active,0.1333333333333333,,1.287220365797409,-1.1730519731899627,
WT_06__TO__SCA3_05,False,active,0.1666666666666666,,1.3343808577503529,-1.1667248862337416,
WT_06__TO__SCA3_05,False,active,0.2,,1.398300947489215,-1.111908188640202,
WT_06__TO__SCA3_05,False,active,0.2333333333333333,,1.448772639811973,-1.0715624217225632,
WT_06__TO__SCA3_05,False,active,0.2666666666666666,,1.5089300724081092,-1.1063467020451427,
WT_06__TO__SCA3_05,False,active,0.3,,1.5394017954797563,-1.1620242080192171,
WT_06__TO__SCA3_05,False,active,0.3333333333333333,,1.6940634521782494,-1.158490987035232,
WT_06__TO__SCA3_05,False,active,0.3666666666666666,,1.9668362822300673,-1.1788860970040487,
WT_06__TO__SCA3_05,False,active,0.4,,1.979475183076958,-1.2855690861003446,
WT_06__TO__SCA3_05,False,active,0.4333333333333333,,2.066833403063316,-1.4738144753404674,
WT_06__TO__SCA3_05,False,active,0.4666666666666667,,2.046819624200519,-1.6720847820365918,
WT_06__TO__SCA3_05,False,active,0.5,0.8532261534368759,1.9840242629692464,-2.0146883668419573,-0.005377590609082387
WT_06__TO__SCA3_05,False,active,0.5333333333333333,0.8766955605757981,2.0927500290517065,-1.2388953766180162,-0.010607821928612565
WT_06__TO__SCA3_05,False,active,0.5666666666666667,1.100042940558097,1.8328420419385358,-1.1458661431052348,0.0
WT_06__TO__SCA3_05,False,active,0.6,1.0348025070637388,1.7407643008077798,-1.3528060683498206,-2.208810534618833e-29
WT_06__TO__SCA3_05,False,active,0.6333333333333333,0.9453949864240317,2.105665540738254,-1.2501735328736236,-0.002792893542003636
WT_06__TO__SCA3_05,False,active,0.6666666666666666,0.983386079108811,1.8317703745521592,-0.8331297807984207,0.004033398619708967
WT_06__TO__SCA3_05,False,active,0.7,1.0454079592253045,2.021018808043724,-0.7430151455901273,0.0
WT_06__TO__SCA3_05,False,active,0.7333333333333333,1.0463598784100512,1.818215396864694,-0.7854956512133288,-0.0008605155059824335
WT_06__TO__SCA3_05,False,active,0.7666666666666666,1.0901624637247964,2.1074008789630763,-1.375390186211816,2.5535129566378407e-15
WT_06__TO__SCA3_05,False,active,0.8,1.0163725040500458,2.0074812465665604,-1.071381231078635,-3.3068166260807885e-18
WT_06__TO__SCA3_05,False,active,0.8333333333333334,1.1273358618572251,1.9182590864827203,-0.7234529606126233,-1.67632942359465e-30
WT_06__TO__SCA3_05,False,active,0.8666666666666667,1.3619351387985958,1.7484855626555982,-0.7430151455901252,0.015970289567419017
WT_06__TO__SCA3_05,False,active,0.9,,1.7539630765063787,-0.7234529606126169,
