biological_pair_key,both_core_secure,projection,p_intrinsic,dA_dcombined_weighted_median,dA_dkappa_weighted_median,dA_dJ_weighted_median,interaction_gradient_residual_weighted_median
WT_03__TO__SCA3_02,False,active,0.7333333333333333,0.6869245726485496,1.1881482621947574,-0.7576769236885293,0.0015165139402736894
WT_03__TO__SCA3_02,False,active,0.7666666666666666,0.5187326871225746,1.1768509087733428,-0.5912319274090087,-0.003364622309847437
WT_03__TO__SCA3_02,False,active,0.8,0.6120329402287537,1.2269224197541144,-0.6111774169237363,-1.6653345369377348e-15
WT_03__TO__SCA3_02,False,active,0.8333333333333334,0.7193536154962697,1.1235921545672245,-0.5389880080586779,-0.00033072456836530373
WT_03__TO__SCA3_02,False,active,0.8666666666666667,0.5158488486979392,1.0381033653505516,-0.3667474643171401,-0.000623267841426578
WT_03__TO__SCA3_02,False,active,0.9,,0.9150918486524054,-0.5236320936239658,
WT_03__TO__SCA3_02,False,active,0.9333333333333332,,1.0589529950740377,-0.48654672098184115,
WT_03__TO__SCA3_02,False,active,0.9666666666666668,,1.059384948886197,-0.35696637182838753,
WT_03__TO__SCA3_02,False,active,1.0,,0.7957742403916439,-0.5667183303658292,
WT_03__TO__SCA3_02,False,isi,0.0,,1.276829168935347,-1.5149806057478254,
WT_03__TO__SCA3_02,False,isi,0.0333333333333333,,1.3558600659350195,-1.5378230961945107,
WT_03__TO__SCA3_02,False,isi,0.0666666666666666,,1.3815423683111674,-1.447185780685982,
WT_03__TO__SCA3_02,False,isi,0.1,,1.3546681919386052,-1.3598080714973777,
WT_03__TO__SCA3_02,False,isi,0.1333333333333333,,1.3847799308821271,-1.2216524993544706,
WT_03__TO__SCA3_02,False,isi,0.1666666666666666,,1.4140396461731586,-1.1687418576756632,
WT_03__TO__SCA3_02,False,isi,0.2,,1.3726052579288028,-1.0657995250474004,
WT_03__TO__SCA3_02,False,isi,0.2333333333333333,,1.3424932792057087,-0.981904175286522,
WT_03__TO__SCA3_02,False,isi,0.2666666666666666,,1.3281319135548095,-0.9153784261671557,
WT_03__TO__SCA3_02,False,isi,0.3,,1.2990696021877155,-0.8708315625573166,
WT_03__TO__SCA3_02,False,isi,0.3333333333333333,,1.2785066456489838,-0.850252394113593,
WT_03__TO__SCA3_02,False,isi,0.3666666666666666,,1.230220155958198,-0.7792252808806768,
WT_03__TO__SCA3_02,False,isi,0.4,,1.2087485856784157,-0.7437847882440242,
WT_03__TO__SCA3_02,False,isi,0.4333333333333333,,1.1934428894253963,-0.6716768942873855,
WT_03__TO__SCA3_02,False,isi,0.4666666666666667,,1.1515833228382475,-0.6047842529044786,
WT_03__TO__SCA3_02,False,isi,0.5,0.40001430055001674,1.1332998877167542,-0.5739674123815621,0.0002661084437377005
WT_03__TO__SCA3_02,False,isi,0.5333333333333333,0.5143666858999365,1.1252735155445688,-0.5309407811343707,0.00022864240514208786
WT_03__TO__SCA3_02,False,isi,0.5666666666666667,0.5730274554135346,1.1066267958039782,-0.5066853251119606,-0.00170950917500029
WT_03__TO__SCA3_02,False,isi,0.6,0.5991544212166966,1.1107679812645812,-0.4875008186436908,0.0002311222747288788
WT_03__TO__SCA3_02,False,isi,0.6333333333333333,0.6278462412628149,1.135533689529901,-0.6484708860162793,0.00019290880645275732
WT_03__TO__SCA3_02,False,isi,0.6666666666666666,0.6300878420153161,1.1241539267619587,-0.653426925580113,0.003453391107926973
WT_03__TO__SCA3_02,False,isi,0.7,0.6558912055216224,1.1173298439777528,-0.6039380303281778,-3.692733404778159e-05
WT_03__TO__SCA3_02,False,isi,0.7333333333333333,0.6675681074784992,1.106379673398222,-0.5569450068058636,-0.0019906083831859323
WT_03__TO__SCA3_02,False,isi,0.7666666666666666,0.6502551237908949,1.0830393918199839,-0.5051145383224876,0.00014744640014566213
WT_03__TO__SCA3_02,False,isi,0.8,0.6585173183636603,1.0561249701667599,-0.47441089744735915,-0.0003284787134206213
