scenario_id,wt_cell_id,sca_cell_id,wt_animal_id,sca_animal_id,wt_solution_key,sca_solution_key,wt_source,sca_source,wt_b,wt_r,wt_s,wt_kappa_I,sca_b,sca_r,sca_s,sca_kappa_I,wt_rheobase_J_endpoint,sca_rheobase_J_endpoint,wt_J_q75,sca_J_q75,wt_active_support_ms,sca_active_support_ms,wt_within_cell_support_weight,sca_within_cell_support_weight,biological_pair_weight,within_pair_support_weight,scenario_weight,biological_pair_key
10,WT_03,SCA3_04,NA_NOT_RECOVERABLE,SCA3_AN01,best,b_LOW,best,b_LOW,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,1.874040756842884,0.0913896204225457,12.973660656527498,0.7182226987175595,1.6558117865631434,3.447729152561261,2.8949017104544605,6.138782334394186,993.6197265625,141.5189453124997,0.25,0.1666666666666666,0.0138888888888888,0.0416666666666666,0.0005787037037037,WT_03__TO__SCA3_04
11,WT_03,SCA3_04,NA_NOT_RECOVERABLE,SCA3_AN01,best,b_HIGH,best,b_HIGH,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.030928926785516,0.0018911628599607,4.857666419592209,0.2709707926853018,1.6558117865631434,3.162367580911007,2.8949017104544605,6.138782334394186,993.6197265625,141.5189453124997,0.25,0.1666666666666666,0.0138888888888888,0.0416666666666666,0.0005787037037037,WT_03__TO__SCA3_04
12,WT_03,SCA3_04,NA_NOT_RECOVERABLE,SCA3_AN01,best,r_LOW,best,r_LOW,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.587716029893826,0.0049504499800163,3.025643669356378,0.2619783809564031,1.6558117865631434,3.5927489676622097,2.8949017104544605,6.138782334394186,993.6197265625,141.5189453124997,0.25,0.1666666666666666,0.0138888888888888,0.0416666666666666,0.0005787037037037,WT_03__TO__SCA3_04
13,WT_03,SCA3_04,NA_NOT_RECOVERABLE,SCA3_AN01,best,s_HIGH,best,s_HIGH,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,3.463954750279856,0.0005984977503139,8.308396473112523,0.1986895690405713,1.6558117865631434,2.998635531603484,2.8949017104544605,6.138782334394186,993.6197265625,141.5189453124997,0.25,0.1666666666666666,0.0138888888888888,0.0416666666666666,0.0005787037037037,WT_03__TO__SCA3_04
14,WT_03,SCA3_04,NA_NOT_RECOVERABLE,SCA3_AN01,best,kappa_I_LOW,best,kappa_I_LOW,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.537119540928005,0.0633243055488632,0.8420821742217344,0.0411814643655073,1.6558117865631434,3.3775582742866086,2.8949017104544605,6.138782334394186,993.6197265625,141.5189453124997,0.25,0.1666666666666666,0.0138888888888888,0.0416666666666666,0.0005787037037037,WT_03__TO__SCA3_04
15,WT_03,SCA3_05,NA_NOT_RECOVERABLE,SCA3_AN01,best,best,best,best,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.57048885142292,0.0267222541757113,1.35804074575354,0.185485356173587,1.6558117865631434,2.302301394566596,2.8949017104544605,4.546011286576872,993.6197265625,582.584375,0.25,0.1428571428571428,0.0138888888888888,0.0357142857142857,0.0004960317460317,WT_03__TO__SCA3_05
16,WT_03,SCA3_05,NA_NOT_RECOVERABLE,SCA3_AN01,best,b_LOW,best,b_LOW,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,3.904773796769174,0.0030137674775441,5.020370133081688,0.354246301933337,1.6558117865631434,2.4884155791573086,2.8949017104544605,4.546011286576872,993.6197265625,582.584375,0.25,0.1428571428571428,0.0138888888888888,0.0357142857142857,0.0004960317460317,WT_03__TO__SCA3_05
17,WT_03,SCA3_05,NA_NOT_RECOVERABLE,SCA3_AN01,best,r_LOW,best,r_LOW,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.932184173036958,0.0006480540018362,4.36161393974913,0.3323480760746279,1.6558117865631434,2.471182784287799,2.8949017104544605,4.546011286576872,993.6197265625,582.584375,0.25,0.1428571428571428,0.0138888888888888,0.0357142857142857,0.0004960317460317,WT_03__TO__SCA3_05
18,WT_03,SCA3_05,NA_NOT_RECOVERABLE,SCA3_AN01,best,r_HIGH,best,r_HIGH,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.017092229938917,0.0590798966523011,1.6494085627972792,0.2942362699849268,1.6558117865631434,2.2781754817492814,2.8949017104544605,4.546011286576872,993.6197265625,582.584375,0.25,0.1428571428571428,0.0138888888888888,0.0357142857142857,0.0004960317460317,WT_03__TO__SCA3_05
19,WT_03,SCA3_05,NA_NOT_RECOVERABLE,SCA3_AN01,best,s_HIGH,best,s_HIGH,2.86810838929218,0.0855030713389898,0.760137165765994,0.386966213496606,4.864054646667115,0.0006776655975539,4.3731695928770025,0.3378768246610932,1.6558117865631434,2.443610312496582,2.8949017104544605,4.546011286576872,993.6197265625,582.584375,0.25,0.1428571428571428,0.0138888888888888,0.0357142857142857,0.0004960317460317,WT_03__TO__SCA3_05
