subset,p_intrinsic,p_component,n_biological_pairs,delta_isi_combined_median,delta_isi_combined_q25,delta_isi_combined_q75,delta_isi_kappa_median,delta_isi_kappa_q25,delta_isi_kappa_q75,delta_isi_J_median,delta_isi_J_q25,delta_isi_J_q75,interaction_isi_median,interaction_isi_q25,interaction_isi_q75,delta_active_combined_median,delta_active_combined_q25,delta_active_combined_q75,delta_active_kappa_median,delta_active_kappa_q25,delta_active_kappa_q75,delta_active_J_median,delta_active_J_q25,delta_active_J_q75,interaction_active_median,interaction_active_q25,interaction_active_q75
all_pairs,0.4666666666666667,0.3,72,-0.08546448855374034,-0.15389054310552439,-0.02094783378965857,-0.2305925769484994,-0.3225848430369702,-0.14163166473885463,0.1754954201830653,0.133665898505455,0.21306048605871597,-0.021657699138799814,-0.035395055681714346,-0.008328303099073167,-0.022414931962808825,-0.1430537643471924,0.03492927068418984,-0.27851095602117404,-0.4027865387488735,-0.17077843383921384,0.2816182696039486,0.21986674626066358,0.32822274909719923,-0.034457321185825195,-0.059047813195556687,-0.017195170949428434
all_pairs,0.4666666666666667,0.3333333333333333,72,-0.05908772320139968,-0.12315406648069722,-0.011214130416500264,-0.184395139513426,-0.25897101673533696,-0.12358206179350358,0.13636079219375055,0.10208501485904499,0.165836363629773,-0.015553097945031352,-0.022160732441114755,-0.004646110647979051,-0.022904436896111893,-0.11782399640998818,0.021998897587726256,-0.2209226614688553,-0.32182530913608165,-0.14416569132019302,0.2060500425593828,0.16267010472123938,0.2515044791525204,-0.021251590462709895,-0.04197399213565702,-0.010391590925347806
all_pairs,0.4666666666666667,0.4,72,-0.034978935877630346,-0.0654629220666975,-0.009215330537615071,-0.0936811346055655,-0.12896085719258465,-0.06790286452155403,0.06473354532793799,0.05155933077314866,0.07606500915164116,-0.004357598782155539,-0.0066553479339930745,-0.0014149397072137366,-0.016385412011405476,-0.06302999848917369,0.009610156693348576,-0.11303066428421066,-0.16623359805650229,-0.07308159037345834,0.09430276409390531,0.07370196220161691,0.10953831896917626,-0.007027850960196257,-0.01158072537318517,-0.0029536020828819253
all_pairs,0.4666666666666667,0.4666666666666667,72,0.0,0.0,0.0,0.0,0.0,0.0,-3.624927894221873e-05,-0.00012161097309369012,4.2398612190276685e-05,-5.632850919645236e-05,-0.00013655700531176734,3.3055876570116014e-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.9598798949925844e-05,-8.485919524486851e-05,3.20627277513345e-05,-4.061805745774612e-05,-8.838956108580576e-05,2.1931253275141508e-05
all_pairs,0.4666666666666667,0.5,72,0.010835983184247697,-0.011092282425751223,0.023569808122553097,0.04118214040942434,0.020270803479537858,0.06026335471071574,-0.03397908148022247,-0.04070290395516885,-0.026294600498550386,-0.0012578980447224,-0.0023032324594079237,-0.0006181301008973682,0.0069457793594547255,-0.0021612241881164914,0.02555747582976406,0.04958009923375685,0.016187632378960457,0.07862906666066047,-0.04318812336163646,-0.05049942694833867,-0.03610882431498306,-0.002121897800816192,-0.0034786672463539055,-0.0007918742745510088
all_pairs,0.4666666666666667,0.5333333333333333,72,0.0249341299794249,-0.029383419295666985,0.05370903756213112,0.07296099923914082,0.036444191489199834,0.12031446614684246,-0.06459918498040007,-0.07628087249104845,-0.05212910000057911,-0.003470289026896268,-0.006415676000975928,-0.0012014157274632068,0.01467543172915493,-0.030208513592895427,0.06330367337282744,0.11398043343237296,0.04819869011430471,0.15944863831443343,-0.08547357756022236,-0.10402863757241532,-0.072214586339936,-0.0060034661041272605,-0.010392401669719002,-0.0023572076221362874
all_pairs,0.4666666666666667,0.5666666666666667,72,0.03917247191834064,-0.039864061458525994,0.07669418150031262,0.11421928372970504,0.056841877121884626,0.17451317896700846,-0.09140346496329432,-0.10925266151476412,-0.07427575396326229,-0.00884372364295943,-0.015019351046697186,-0.0028239891434785544,0.022003565292809404,-0.05308463519164309,0.08682999413262822,0.1655385598058599,0.0697177388217558,0.24515188374152896,-0.12909325492550186,-0.1528879569896809,-0.10137394241392092,-0.013297401441944563,-0.021969018978097894,-0.004338398876963686
all_pairs,0.4666666666666667,0.6,72,0.05048181276904276,-0.04842818712362216,0.11090766520219918,0.1464437310658111,0.07681014436622781,0.23212823433969473,-0.1185211379353186,-0.1411988082255129,-0.09726060882080265,-0.012619472650820786,-0.025148686470359907,-0.004950167618889162,0.03037352166117436,-0.08041415028466112,0.11468720896559229,0.2185007940254759,0.09006888057200084,0.3285116506515259,-0.16670863772842645,-0.19921316538908912,-0.13996818733679764,-0.01979779783189388,-0.03922529116654576,-0.009456100975948994
all_pairs,0.4666666666666667,0.6333333333333333,72,0.06716737294797884,-0.023941195649333006,0.13362453778644476,0.18566734388858658,0.09918866964247429,0.29099321557862207,-0.14511560308007931,-0.17349350324104656,-0.1173535689518343,-0.015354211471223768,-0.035960147212512936,-0.006026937581761342,0.03833484473929298,-0.08468430297949431,0.1438119087857915,0.2811425240812867,0.1124021205013914,0.4223216889857485,-0.20829809781540537,-0.2501738519732273,-0.17208783700076435,-0.03199463713972465,-0.06139124041487051,-0.011149354347652811
all_pairs,0.4666666666666667,0.6666666666666666,72,0.07766200444274154,-0.03614226589149088,0.1664567964541386,0.22205076143870064,0.11373651873761437,0.3450040740645489,-0.16909469660768417,-0.2024816994913114,-0.13898266945009566,-0.02298533485385361,-0.04906057485091046,-0.00598679612194461,0.06318455844874238,-0.14477907168862966,0.17349874280558,0.34837055264255723,0.1379144696145548,0.5193486679351899,-0.24218799313250838,-0.3006875726210235,-0.20328016835842327,-0.04022303841086169,-0.07103591197896264,-0.019948147503193774
all_pairs,0.4666666666666667,0.7,72,0.09759467728385976,-0.05182009258988067,0.18814621182895813,0.260065932356368,0.13848665527214424,0.3961578804435376,-0.1877517003455293,-0.2300735191503359,-0.16520800350213746,-0.0296755917245234,-0.07005387907849069,-0.011706614605163104,0.07788177092064269,-0.1545344797680526,0.20081371314551888,0.3982266966650418,0.16278821834429408,0.6361128785383788,-0.2700907438463772,-0.3427979239606491,-0.2239099005298011,-0.054104262335650494,-0.10753615918175116,-0.02260814029413568
all_pairs,0.4666666666666667,0.7333333333333333,72,0.10845067689918263,-0.06660001209937189,0.21867889618483896,0.28136578037833826,0.14163904031039584,0.4562231524895758,-0.209489426924632,-0.2518343547115868,-0.1845901953746047,-0.032087642257429855,-0.09622992282648635,-0.013228241351327998,0.09579182387527099,-0.1635989816787774,0.2329264314721446,0.45741839437058307,0.1868121587350836,0.6938087014063363,-0.3037931069211066,-0.38026989107540315,-0.2590791157548631,-0.06822733351382582,-0.14339595296221677,-0.026277838573404134
all_pairs,0.4666666666666667,0.7666666666666666,72,0.13182227733882412,-0.05259164261331231,0.2452556125113925,0.3049053677049564,0.16518790891460527,0.4948532732686591,-0.23604084027572225,-0.28183985234790965,-0.20008312218138863,-0.04189122696939394,-0.08728563547800448,-0.015032588263452346,0.11503173820363008,-0.18133440667318307,0.2670068618469468,0.5225833263909393,0.21646487390465075,0.7817665589151473,-0.33153868825955746,-0.41162433717704416,-0.2840833749614226,-0.07215485823502225,-0.20438052960089062,-0.032392373475398493
all_pairs,0.4666666666666667,0.8,72,0.13076859644933275,-0.05661144692149257,0.2696593290431668,0.30298337878799997,0.13356328162126793,0.5107619459619568,-0.25732296666298593,-0.3056238485484121,-0.22194746468850918,-0.04460456542112677,-0.10263906929326398,-0.01546692892748581,0.12810488702016898,-0.20587941608279076,0.3071244089321897,0.6023366474807641,0.22851640712029347,0.9078452497965096,-0.358729288681873,-0.4480794180825944,-0.3049658295037114,-0.08674713538978603,-0.24055240495676963,-0.03402675655958169
all_pairs,0.4666666666666667,0.8333333333333334,72,0.14663993495570393,-0.05690730530465882,0.3020257558173606,0.3040287365054537,0.1147916785085269,0.5833295320256016,-0.27346529515736634,-0.3252298850895465,-0.2446314467894321,-0.040195128940269165,-0.11218168713078126,-0.015576498799671762,0.12394341633258561,-0.21137740156119977,0.33277666866561206,0.6650888467628856,0.24384981325198202,0.9828384753437991,-0.38919079071028,-0.4790631670998256,-0.3339521801137849,-0.10536728673524202,-0.31650753833980305,-0.046127878576414
all_pairs,0.4666666666666667,0.8666666666666667,72,0.16471385268540364,-0.07681898153577549,0.32705707828505165,0.29291012694265994,0.14499745495170824,0.6450720276219342,-0.2973269193608335,-0.3493221618245427,-0.26149235366377865,-0.04931329879570345,-0.11504380278284224,-0.01838518896150576,0.15268742440284166,-0.23843893870214428,0.3878256948645161,0.6907952705556331,0.26355029154419307,1.0623074342015961,-0.41227909241736677,-0.5166007130252788,-0.3571539299644824,-0.12108987296586904,-0.3504110970099514,-0.049404844399894524
all_pairs,0.4666666666666667,0.9,72,0.17475824484793412,-0.05987678453646815,0.35931826645849846,0.30727186079729096,0.13853804589350324,0.6951786360272804,-0.31898372462529584,-0.3698211788552284,-0.2730470684660454,-0.0432147260847517,-0.1250794619486327,-0.015575387898056771,0.12958859274454254,-0.2398337944175549,0.4216761171246304,0.7811355192558294,0.26091161943646346,1.1485097769946675,-0.4457990961317017,-0.543184534111423,-0.37878912379852847,-0.15315572664536659,-0.3807546162079701,-0.06330055950081698
all_pairs,0.4666666666666667,1.0,72,0.1942173767681989,-0.0459560729339009,0.4387895938505905,0.38500624534835826,0.08802852897169514,0.6937953504687245,-0.36424496889949953,-0.4257913959592563,-0.3203356439756063,-0.04644528323607271,-0.11753991593704438,-0.019130664143024792,0.16633568085642098,-0.2977658269821784,0.5620276133244213,0.7355251160556178,0.29283623890018107,1.1541043154855108,-0.5187453237348694,-0.6252231670205158,-0.4415808403981375,-0.20085032926470248,-0.5843085033892785,-0.07513271913263286
all_pairs,0.5,0.0,72,-0.1848018523482764,-0.3210518622272521,0.07354493305497395,-0.6747505689546988,-0.901512411915439,-0.4463733640163967,0.6067151083568966,0.36469660209933136,0.8351820903230635,-0.11022315639945005,-0.24405451322885818,-0.03990185838687214,0.1051146988970203,-0.16121066259754638,0.5404018860307509,-0.8111715322041929,-1.119709602790071,-0.5275456051653822,1.3621290428031536,0.9524972740108779,1.9918466289432661,-0.48891348201412865,-0.9800026772002242,-0.1254333882071439
all_pairs,0.5,0.1,72,-0.18425676514021905,-0.33079808449903725,0.012170685017283387,-0.534889198076762,-0.7099221390993566,-0.35497990137479196,0.47432635618804725,0.28521250049458796,0.6223316348473801,-0.10403652306373343,-0.21057229740358313,-0.042858430650232426,-0.005462902442244552,-0.273540295527785,0.2364048373748237,-0.6581886026213496,-0.913672487182396,-0.4041556323468305,1.017944003939679,0.710430530199985,1.3714064658730605,-0.25827305555142477,-0.481346274013272,-0.09008434979343043
all_pairs,0.5,0.2,72,-0.1472073053884827,-0.285334249358715,-0.015059338098596237,-0.4103187881412924,-0.5509849926583461,-0.2797696300367803,0.33048006665948204,0.19348076146136942,0.42496172916366104,-0.0648649783780491,-0.13867419431212522,-0.018481003924010128,-0.021895537117694368,-0.22601003448369983,0.10064749315293793,-0.4862754534564081,-0.7035151775150125,-0.29409853093018123,0.6214059132235411,0.4552728398288304,0.8026060425744794,-0.1085815228976808,-0.2399421013296889,-0.055107863761260076
all_pairs,0.5,0.3,72,-0.1068730031621449,-0.18750201850264103,-0.021234392638844322,-0.27282071196514124,-0.3775219821142779,-0.18627874125578744,0.2056681672184883,0.1421481907592623,0.2635735519537522,-0.029183030431680204,-0.059082747423077356,-0.010953845925152049,-0.032585342816565374,-0.1775679731931619,0.04616197416717663,-0.3417139266773789,-0.48447419256508034,-0.19808624159526989,0.33927621928846613,0.253050110349187,0.444297096931491,-0.04029913986998747,-0.08685089616561836,-0.02239839963797797
all_pairs,0.5,0.3333333333333333,72,-0.07697382810869793,-0.1576979145473782,-0.02788026578856101,-0.22490529463192221,-0.3176663835194955,-0.14614568907126874,0.1666976650010757,0.12937585228215298,0.21200035826205532,-0.01781422053509292,-0.0390725565865187,-0.009149042426568419,-0.0409651807761663,-0.15652113118261674,0.02309148873073268,-0.28401381450583,-0.402238203818017,-0.17805277603877237,0.255822983762671,0.2057805721402184,0.3226679022244345,-0.033683417915590194,-0.05013274889470246,-0.011137024174269997
all_pairs,0.5,0.4,72,-0.05744213395030552,-0.10032213815461229,-0.014432546442752728,-0.1331742199134064,-0.1976304862982582,-0.09478274429850818,0.09482157679995572,0.07457531960252266,0.11131606176649393,-0.008711506987115102,-0.015139557735103497,-0.0026367345855260946,-0.0276540144320305,-0.1003532322362456,0.014320244000441091,-0.17176603143532215,-0.2429541432308688,-0.09933216316745638,0.13856746828234193,0.11362870135713257,0.17379399406186324,-0.011199601111870324,-0.02808632656108502,-0.005152062443241577
all_pairs,0.5,0.4666666666666667,72,-0.018314396825398812,-0.033506022278872095,-0.003678384043829079,-0.04602010609507404,-0.06923277644801515,-0.0332244663011406,0.03056326002844428,0.02388145893955417,0.03645934794012752,-0.0010875424500808965,-0.0023504567600078838,-0.0004247831055679916,-0.009237645721770443,-0.03681068129894029,-0.002437352089469479,-0.05500319876257334,-0.0816664606076497,-0.03058166124603806,0.039391344009995596,0.0270541820163681,0.050149248057007455,-0.0021445490922407245,-0.004783719625039623,-0.001174658515444571
all_pairs,0.5,0.5,72,0.0,0.0,0.0,0.0,0.0,0.0,-4.229305335372304e-05,-0.00022898728738378685,4.291034326285353e-05,-1.5722126086260556e-05,-9.639725819551525e-05,5.695513714537584e-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.3430486033461386e-05,-0.0001689988628580004,3.372310486099341e-05,-1.160217958092821e-05,-6.780072824347232e-05,3.746497497815124e-05
all_pairs,0.5,0.5333333333333333,72,0.010236425406729675,-0.012643850358838714,0.025680689918833273,0.03931461148432737,0.02170851435692736,0.06143390181437559,-0.03181993995536893,-0.0380387047030809,-0.025770201596072975,-0.0009913662522007117,-0.0017706930642328068,-0.0003450456017936172,0.007180193440302102,-0.004388823163951254,0.03024083664531411,0.05587996520493944,0.013903525164473332,0.07752896964054172,-0.042090938581600686,-0.053362133102959175,-0.03173646367374125,-0.0020890401560878964,-0.003571464417330345,-0.0014103360664503256
all_pairs,0.5,0.5666666666666667,72,0.02440019300609686,-0.018751761899508234,0.05249679872937825,0.07710266452510622,0.03084039606186502,0.12059887523440592,-0.060767874803972596,-0.07221843974665731,-0.05077391989029435,-0.0031951524806841836,-0.00679442460947764,-0.0015101766927386707,0.015792639477497643,-0.01596107491546436,0.059086844019039034,0.10922095131868889,0.04003192930303698,0.16142063259671247,-0.08425270045546326,-0.10073936506844776,-0.06568836136458005,-0.007799761491151875,-0.014360378640588901,-0.0024169139139745208
all_pairs,0.5,0.6,72,0.04060736342379151,-0.027811873998956592,0.08089786991064488,0.11665184205172235,0.050928562856161166,0.17384732378480283,-0.08986092868714368,-0.10401937721026383,-0.0725454073074778,-0.009885275500226087,-0.01680535196320127,-0.0034134668311202807,0.02351932945568285,-0.04769536227349351,0.090754727856271,0.1654513543902574,0.05026675909617892,0.24977571475903182,-0.12728851041846617,-0.15023752098908866,-0.10029084530357976,-0.01375512964412711,-0.02244778585087763,-0.0055598805852218845
all_pairs,0.5,0.6333333333333333,72,0.05231145146615977,-0.042117221055607584,0.11422974587570048,0.14854489023498124,0.07358995872279503,0.2336372610513373,-0.11408036629120555,-0.13383459010358367,-0.09490794721194325,-0.01380926949405226,-0.02606510476525247,-0.005008124800241721,0.03963946836126883,-0.06133331299721473,0.132588954925938,0.2219228267858511,0.08743727156450612,0.3355556373002111,-0.16432969735827663,-0.19618515175536205,-0.13211958277588756,-0.020423667172074476,-0.03749543743690415,-0.010999179883856661
all_pairs,0.5,0.6666666666666666,72,0.06782823425961584,-0.03685253436204362,0.13893786882733167,0.1842080389676465,0.09353440726102202,0.2986109451453722,-0.13838571444439596,-0.16442127061034986,-0.11638990789006334,-0.020030464522435433,-0.03943640258624974,-0.007387352685610684,0.056083105951048956,-0.10523501024570095,0.14406850874375093,0.2669466202445993,0.10168148024335151,0.42512611876618306,-0.20349395870255896,-0.24633482488390823,-0.16582764821973378,-0.030618978051279236,-0.04915170217809324,-0.012408262197133103
all_pairs,0.5,0.7,72,0.08544026760617492,-0.057392389146152835,0.17274570735728,0.20782196998706604,0.07454243771662325,0.3450724436380399,-0.1596991497253687,-0.19428852554215514,-0.13563365804031952,-0.026485348103365176,-0.057701706352834954,-0.009214330198164958,0.07242131195832581,-0.14876016072235623,0.1860757508516648,0.3350866017569456,0.13240631333298603,0.5153959053577006,-0.2343209365756206,-0.2928712609835483,-0.1925331517935978,-0.03114279786743526,-0.06987826293250031,-0.01874268235531085
all_pairs,0.5,0.7333333333333333,72,0.10114508662373851,-0.039088359581009494,0.19837656590261837,0.242640123149318,0.11412301062523955,0.4072239289466345,-0.18109660941562988,-0.22066205452340057,-0.15600732180964952,-0.031938039366714334,-0.07925276189746719,-0.012700170796838193,0.08889900241519579,-0.16641176327008278,0.2140491721653437,0.40057807303930343,0.15545539700248487,0.6172014538601246,-0.2743656856545718,-0.328428157423598,-0.21554139357163987,-0.052247316384891766,-0.09876118010692532,-0.02459061912380077
all_pairs,0.5,0.7666666666666666,72,0.1189918170773513,-0.03574047286881177,0.2375899353647829,0.2654966156281921,0.14551659118404225,0.4476841518816827,-0.20190397924469822,-0.24455787554700684,-0.17476104727534023,-0.035747742372367886,-0.08837773853731062,-0.01348146209435569,0.1057260614009572,-0.17832332225457087,0.26057397809748295,0.4638513372899239,0.1901904539563173,0.7012489016574416,-0.30144452092555496,-0.3676961419763292,-0.2482589032782836,-0.08101038926547051,-0.14403192527939176,-0.03282329031579514
all_pairs,0.5,0.8,72,0.13036335178656944,-0.037221943513695004,0.2651342378179724,0.2926336624316762,0.1337555253622117,0.4673560421150029,-0.22163317025901613,-0.26867720265389033,-0.1931868412349394,-0.04002480263451616,-0.08400129668437621,-0.014173431987135741,0.12233436556402805,-0.20375456482907656,0.282648298896752,0.5422916875996675,0.2047951724697587,0.8079721695558333,-0.33155838364945145,-0.41031938366775894,-0.26759141082466364,-0.08736015088222043,-0.20476082004410323,-0.045337743923149876
all_pairs,0.5,0.8333333333333334,72,0.15575596580464235,-0.04156816421387878,0.28602536584043403,0.27651087170389965,0.14316470630011616,0.5293833627101262,-0.24319075857825834,-0.2924228901050666,-0.2152846094187963,-0.04041713266232343,-0.10496451712904839,-0.01625554582928943,0.11188946782923458,-0.2165426939033692,0.32812153541990907,0.6485907343691392,0.22786847869284063,0.9370783852904957,-0.35731394555796303,-0.45220735134051926,-0.30247518132213086,-0.1128949081247926,-0.24318801886554228,-0.04384311453935455
all_pairs,0.5,0.8666666666666667,72,0.1469290044688976,-0.04358345921976069,0.30509427545049217,0.3020440890087927,0.08157543587188523,0.5887414423749386,-0.2727155070040935,-0.3147344674444604,-0.23018284506872566,-0.04430779173103794,-0.10356748332910565,-0.02044196387900682,0.1324523774700754,-0.2286262554586793,0.367150078687597,0.6591277996345609,0.24014587241627033,1.028176097255587,-0.3809958912546893,-0.49872182298342277,-0.3265531818043984,-0.11147724289139957,-0.3113176778746175,-0.05585383061957187
all_pairs,0.5,0.9,72,0.17555400159234386,-0.06185510539070847,0.35036526955559727,0.3096812164324063,0.11231084280318214,0.6397434560772625,-0.28535301648476546,-0.3359894217025181,-0.24535858912759065,-0.04574304898141793,-0.12497343218528931,-0.0228628147649285,0.1550715423866696,-0.23520984532120354,0.41569928342581364,0.7355680319052869,0.24280818768041004,1.1107500942537207,-0.41093383747591306,-0.5084933336659854,-0.3458862134847766,-0.14288798213432752,-0.3849703052364085,-0.05425092545998246
all_pairs,0.5,1.0,72,0.1570399829367499,-0.03944955461843517,0.4293245794316395,0.3146319860243274,0.0987379078319791,0.6309920805408691,-0.34066662207018117,-0.3995722177684053,-0.29404828935470473,-0.04495947401350936,-0.08569022086601003,-0.008714238818058846,0.2476336620440348,-0.17172174334328752,0.6050448436775714,0.706157418774105,0.2734503728678217,1.2864282466508283,-0.48931884746791554,-0.5950806775239367,-0.4096746988893064,-0.2196494087140318,-0.4489665745965912,-0.06698542369165819
all_pairs,0.5333333333333333,0.0,72,-0.23332868011371755,-0.3589954123052138,0.06446653143173395,-0.7369500121755389,-0.9677892367814599,-0.4772686718074969,0.6252521320591445,0.3892866876011919,0.848524022018097,-0.14659395800982608,-0.2685553782486577,-0.03987036727694457,0.1032502292700259,-0.23090995199454234,0.4863996664548038,-0.8697551829017118,-1.1990126907922105,-0.5560454412763145,1.3677610280673131,0.964794753763375,2.138261211289202,-0.5289166528192442,-1.0913006222924715,-0.1646157673882246
all_pairs,0.5333333333333333,0.1,72,-0.19100414138344685,-0.37813969354925986,0.011133059161893059,-0.6088709145130438,-0.803883862356298,-0.38808714581282144,0.5106951117132872,0.3063430256845555,0.6650646746210548,-0.09543276857644814,-0.19722503304444505,-0.0379727464548658,-0.01702602841949545,-0.31005912548803605,0.21177919624345506,-0.7156393320836313,-1.0066914793671582,-0.44471271022861647,1.05855929040407,0.7234008974764614,1.5723406288057622,-0.29570213333498035,-0.5209393401319442,-0.10666635637358399
all_pairs,0.5333333333333333,0.2,72,-0.16762279253110873,-0.30056737600448585,-0.01127852134661687,-0.4601607796401167,-0.6298392099883372,-0.3221869730641942,0.359236505175369,0.21751789583808576,0.44874648024857827,-0.07437644275871666,-0.14644663638286748,-0.020927872609231624,-0.03913603646138421,-0.26790233637189576,0.10990757663158618,-0.5597559906130019,-0.7809588949033679,-0.33458600800300575,0.6716285688370858,0.4995488587734729,0.9267113463058616,-0.14575816945026682,-0.2717584272115996,-0.0524930292907134
all_pairs,0.5333333333333333,0.3,72,-0.13623447385811324,-0.2548541844517435,-0.04550761727670409,-0.31281736768304885,-0.44362815688158963,-0.2116057944235802,0.2275474145150431,0.1652941759862246,0.30295914483524045,-0.03500587304288874,-0.07671546005141869,-0.01290179176940277,-0.0574228355362575,-0.2186741414299105,0.04922043399017038,-0.4053646832530244,-0.5578908170092519,-0.2342049601754848,0.38662675007979536,0.2910202093578631,0.5076861349811982,-0.07070647344912193,-0.12066154280989493,-0.03075979772298318
all_pairs,0.5333333333333333,0.3333333333333333,72,-0.11547024921572016,-0.20730693419250884,-0.03963629215032591,-0.2608643033930641,-0.38552567281207134,-0.19030473911465942,0.19650544485710314,0.13848073332584124,0.25325646723841566,-0.02598059365114111,-0.054081059686499434,-0.00979521484542177,-0.053441905476827825,-0.18907362837973662,0.031092386459929892,-0.35000614182852996,-0.4840674705261357,-0.2093038550358413,0.2983751557098465,0.24326778596548893,0.4176828285005902,-0.05209650488628459,-0.08796650871082676,-0.023986826596051884
all_pairs,0.5333333333333333,0.4,72,-0.0718293674170705,-0.1373260965040319,-0.02731723899551825,-0.18309029125598852,-0.26117621170464045,-0.1217351029191053,0.12330996761113266,0.09401653171098362,0.15495907933312406,-0.013807999271761143,-0.026472299531518667,-0.0037398820799918013,-0.04043073190243349,-0.13480175185546905,0.005425410444161462,-0.23855540289142585,-0.3290510774952041,-0.14923562205433819,0.18357852870879493,0.14864069731089477,0.2406550938660902,-0.02044535922949207,-0.038783360304424176,-0.012475432868901846
all_pairs,0.5333333333333333,0.4666666666666667,72,-0.03280985603647721,-0.06707908321167823,-0.011632871268783923,-0.09208742189832536,-0.13950832241918787,-0.06560008257841266,0.05852771226283909,0.0440457821116832,0.07046725358185262,-0.003289527465632466,-0.007583482436860741,-0.0009815810692879725,-0.019445648991358904,-0.07228044448030627,0.000534627806290633,-0.11533062732504085,-0.17127568589783887,-0.06815158927740309,0.08256467842816936,0.06325766472082184,0.10266638507710721,-0.0059568999237769454,-0.012675463362454127,-0.0023061450192348723
all_pairs,0.5333333333333333,0.5,72,-0.016955199851929344,-0.03203968011601126,-0.007288885193019377,-0.048654382070849905,-0.07057808376900519,-0.03178407792985478,0.028548096162812953,0.021519382655114223,0.03421041570355509,-0.0012238538477418735,-0.0021869450317182357,-0.0004818272842120811,-0.009184657436873543,-0.04061579565688846,-0.0023724887354953914,-0.05734058672416868,-0.08648019601705247,-0.030461487965294378,0.03642507938117579,0.027971214441239203,0.047609759362064304,-0.0018477894059605758,-0.0031338011427274374,-0.0007430259015815516
all_pairs,0.5333333333333333,0.5333333333333333,72,0.0,0.0,0.0,0.0,0.0,0.0,-3.95681969678624e-05,-0.00010910664365365065,3.7969618385993896e-05,-2.424564392955474e-05,-0.0001324547164669683,3.821183718083487e-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.9021440158150114e-05,-7.495450551187055e-05,3.024895247912343e-05,-1.789394642894023e-05,-9.750898851692159e-05,2.82013779238921e-05
all_pairs,0.5333333333333333,0.5666666666666667,72,0.012781614977896486,-0.009272870151704632,0.02688515961556735,0.03903212894175832,0.01747749739060128,0.06134388166690573,-0.031070793897850873,-0.03877118047122971,-0.02546434158544376,-0.0009409847850366746,-0.0019662734319327514,-0.00019880338419044508,0.007665956239439657,0.0006345773720692939,0.0286394027039086,0.048226306078298975,0.020049490296166782,0.07123997851016979,-0.038840357050172,-0.04840613385345699,-0.0298795452917709,-0.001805099588585698,-0.002889961941874516,-0.000931434255615273
all_pairs,0.5333333333333333,0.6,72,0.02486410365778962,-0.031455996597362854,0.055122669814804515,0.07364731376807448,0.03574740370342701,0.1179061901227482,-0.06050354562226873,-0.07675365379023241,-0.04886124339905873,-0.0032950918618626928,-0.006445366199938213,-0.0014435844869040446,0.024536864165519368,-0.014375322397392934,0.06104732309407766,0.10341727425732239,0.0440345927241443,0.15790373461990792,-0.08168503720592354,-0.09571254434564916,-0.0669902185478028,-0.00568141039454703,-0.013608453929803593,-0.002235427414479115
all_pairs,0.5333333333333333,0.6333333333333333,72,0.035591111032583465,-0.03433129127245631,0.08214856380716713,0.1096390663480016,0.054777330276091635,0.1798074468518289,-0.0894242079322466,-0.10613755527233387,-0.07171300285154594,-0.006864756511398619,-0.013950129733930679,-0.0032826213142390526,0.036955351156643945,-0.03655003310057399,0.09894404360145012,0.154231588949502,0.06499734331670032,0.24189321883068662,-0.12207388177449215,-0.1448029275274616,-0.10041800193298642,-0.011814973788452407,-0.023626664667952404,-0.005215606349151912
all_pairs,0.5333333333333333,0.6666666666666666,72,0.052311282662042186,-0.06181347228963992,0.1129193291314658,0.14612004603122217,0.07096707796544374,0.24021528804053688,-0.11499561025789269,-0.1377270126519854,-0.09288911036487224,-0.011143433882264086,-0.024357524769138782,-0.004943709962607068,0.04958426238399759,-0.049713165153649964,0.1349350320717581,0.2204027954289538,0.08793068957637556,0.3382791647179539,-0.16285346843643606,-0.20366978212565015,-0.13548387595328013,-0.015335971812956612,-0.04164084025233698,-0.007741028315811362
all_pairs,0.5333333333333333,0.7,72,0.06881914008417406,-0.06480417131873241,0.1445709681185388,0.1840369784436434,0.07617193203183617,0.3110335253721299,-0.13945384754049933,-0.16265666300873827,-0.11402261678331763,-0.01541973718887461,-0.0395419685947806,-0.008051813059993654,0.06576099472686597,-0.05910331964364671,0.15602197566477055,0.2728832540805956,0.11791650298319492,0.43358227969838337,-0.2027968374886026,-0.25252718944929453,-0.16389839389995484,-0.030451850503451408,-0.05647531044165643,-0.013761714338349634
all_pairs,0.5333333333333333,0.7333333333333333,72,0.08922464953592416,-0.07587488381346678,0.17967945008136912,0.22747712057459,0.08304593674921565,0.3826974252159037,-0.15779740299619338,-0.188627962082631,-0.13432015472932546,-0.026129403512125775,-0.058687773364191634,-0.010792531479292544,0.08343534710314775,-0.09791975871467085,0.19681127734928933,0.3405355154649419,0.12751087027371164,0.5385125110895459,-0.235828231549409,-0.2852312197876262,-0.19410844625828624,-0.037606276304575297,-0.07903439131317336,-0.01384333578783832
