subset,mode,p_intrinsic,projection,stage,A_threshold,n_biological_pairs_total,n_pairs_with_marker,pair_marker_fraction,n_pairs_support_ge_0_5,pair_majority_support_fraction,median_pair_crossing_support_weight,median,q25,q75,median_majority_support
all_pairs,combined,0.5666666666666667,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,0.9642857142857143,0.1336541628645636,0.0054430503397917265,0.4,0.1336541628645636
all_pairs,combined,0.5666666666666667,isi,balance,0.5,72,72,1.0,63,0.875,0.8333333333333334,0.4357453240749751,0.1,0.5796696606443869,0.46036185386434453
all_pairs,combined,0.6,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,63,0.875,0.8333333333333333,0.10000000000000014,0.0,0.4662182616770638,0.1
all_pairs,combined,0.6,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.0,0.0,0.133953413280866,0.0
all_pairs,combined,0.6,active,balance,0.5,72,70,0.9722222222222222,64,0.8888888888888888,0.9166666666666667,0.09166666666666667,0.0,0.38840638224893276,0.10000000000000012
all_pairs,combined,0.6,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,41,0.5694444444444444,0.5595238095238095,0.4348840499770288,0.1563920010900198,0.7569423922600912,0.45574276447891504
all_pairs,combined,0.6,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,0.9857142857142858,0.1430653042304332,9.567744512084745e-17,0.40208084645231,0.1430653042304332
all_pairs,combined,0.6,isi,balance,0.5,72,72,1.0,65,0.9027777777777778,0.8333333333333334,0.4470540539459342,0.11727312544284635,0.5815356416931144,0.4700438602455182
all_pairs,combined,0.6333333333333333,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,64,0.8888888888888888,0.8333333333333333,0.10833333333333334,0.0,0.4449013711669176,0.10833333333333334
all_pairs,combined,0.6333333333333333,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.0005568859843181214,0.0,0.1622746694249529,0.0005568859843181214
all_pairs,combined,0.6333333333333333,active,balance,0.5,72,70,0.9722222222222222,64,0.8888888888888888,0.9388888888888889,0.10000000000000017,0.0,0.40043687215167345,0.10833333333333343
all_pairs,combined,0.6333333333333333,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,43,0.5972222222222222,0.5857142857142856,0.454042169877793,0.15430512161806076,0.7666666666666666,0.6259213818682587
all_pairs,combined,0.6333333333333333,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,0.9880952380952381,0.15833333333333346,0.013444612238283783,0.35334891758027903,0.15833333333333346
all_pairs,combined,0.6333333333333333,isi,balance,0.5,72,72,1.0,65,0.9027777777777778,0.8333333333333334,0.4577045209631103,0.12924236451349147,0.592831111268914,0.4896546696769975
all_pairs,combined,0.6666666666666666,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,63,0.875,0.8333333333333333,0.1333333333333333,0.0041666666666667325,0.4832737140413532,0.1333333333333333
all_pairs,combined,0.6666666666666666,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,4.8257276506560515e-17,0.0,0.20000000000000007,4.8257276506560515e-17
all_pairs,combined,0.6666666666666666,active,balance,0.5,72,71,0.9861111111111112,65,0.9027777777777778,0.9791666666666667,0.13333333333333333,0.0,0.41766461168304103,0.13333333333333333
all_pairs,combined,0.6666666666666666,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,42,0.5833333333333334,0.6091269841269841,0.49433779711989434,0.1686024967608183,0.7795769233766627,0.49716889855994717
all_pairs,combined,0.6666666666666666,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,0.9880952380952381,0.15833333333333321,0.00518999408269739,0.3156051248979653,0.15833333333333321
all_pairs,combined,0.6666666666666666,isi,balance,0.5,72,72,1.0,65,0.9027777777777778,0.8779761904761906,0.48558265671018586,0.1656931756653617,0.6211823296482186,0.5
all_pairs,combined,0.7,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,63,0.875,0.8333333333333333,0.13333333333333333,0.016666666666666684,0.5211626217689509,0.13333333333333333
all_pairs,combined,0.7,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.03333333333333333,0.0,0.23333333333333336,0.03333333333333333
all_pairs,combined,0.7,active,balance,0.5,72,72,1.0,66,0.9166666666666666,1.0,0.12966158276910508,0.012500000000000028,0.4548191341301602,0.13333333333333333
all_pairs,combined,0.7,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,44,0.6111111111111112,0.6035714285714286,0.5105711721602033,0.19864165236955664,0.7706575965395738,0.55
all_pairs,combined,0.7,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9880952380952381,0.17849167769290347,0.03134236908775299,0.3595829020085043,0.16666666666666718
all_pairs,combined,0.7,isi,balance,0.5,72,72,1.0,65,0.9027777777777778,0.886904761904762,0.4962842268483536,0.16265205241894973,0.6444526648347063,0.5155445652547229
all_pairs,combined,0.7333333333333333,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,62,0.8611111111111112,0.8571428571428571,0.15833333333333333,0.03333333333333333,0.5057884164475509,0.15833333333333333
all_pairs,combined,0.7333333333333333,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.03333333333333333,0.0,0.2666988631330396,0.03333333333333333
all_pairs,combined,0.7333333333333333,active,balance,0.5,72,72,1.0,67,0.9305555555555556,0.9791666666666667,0.11666666666666668,1.3723931954418159e-16,0.48151492338491525,0.1166666666666667
all_pairs,combined,0.7333333333333333,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,48,0.6666666666666666,0.6319444444444444,0.5219792349438688,0.18333333333333335,0.7735281887294546,0.5416666666666666
all_pairs,combined,0.7333333333333333,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9880952380952381,0.20054978519229516,0.030247669432557703,0.39860479259525283,0.20000000000000048
all_pairs,combined,0.7333333333333333,isi,balance,0.5,72,72,1.0,65,0.9027777777777778,0.8750000000000001,0.48568617935850605,0.16666666666666666,0.6306225938514586,0.5100006605451459
all_pairs,combined,0.7666666666666666,active,SCA3_entry,0.6832817402871161,72,70,0.9722222222222222,63,0.875,0.888888888888889,0.15000000000000002,0.004166666666666741,0.5354371117985836,0.15000000000000002
all_pairs,combined,0.7666666666666666,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.05833333333333363,0.0,0.30712364343997234,0.05
all_pairs,combined,0.7666666666666666,active,balance,0.5,72,72,1.0,67,0.9305555555555556,1.0,0.1416666666666667,1.400502427060264e-16,0.4499515270271202,0.15000000000000002
all_pairs,combined,0.7666666666666666,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,51,0.7083333333333334,0.6180555555555556,0.5174648287104968,0.16666666666666666,0.7639643432218225,0.5452509162801368
all_pairs,combined,0.7666666666666666,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9880952380952381,0.2021428776189486,1.0225410873761092e-16,0.40628528538479636,0.19999999999999976
all_pairs,combined,0.7666666666666666,isi,balance,0.5,72,72,1.0,67,0.9305555555555556,0.8750000000000001,0.5051737254958693,0.16671410528952024,0.6543786075312914,0.5178910974466975
all_pairs,combined,0.8,active,SCA3_entry,0.6832817402871161,72,72,1.0,64,0.8888888888888888,0.8908730158730159,0.16666666666666669,1.3600232051658166e-16,0.6410008626136168,0.16666666666666669
all_pairs,combined,0.8,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.08333333333333334,0.0,0.3553712385020569,0.06666666666666668
all_pairs,combined,0.8,active,balance,0.5,72,72,1.0,68,0.9444444444444444,1.0,0.14166666666666694,1.5234589242644267e-16,0.49589143654554146,0.15000000000000002
all_pairs,combined,0.8,isi,SCA3_entry,0.7978563373093712,72,69,0.9583333333333334,53,0.7361111111111112,0.6319444444444444,0.48747259537705084,0.2,0.8222120468003277,0.5574829904893231
all_pairs,combined,0.8,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9880952380952381,0.21881396754329646,1.0112215384088828e-16,0.40248343833425676,0.2166666666666665
all_pairs,combined,0.8,isi,balance,0.5,72,72,1.0,67,0.9305555555555556,0.9166666666666667,0.5210494029775237,0.2188083978023856,0.6491225290034519,0.5313835116160768
all_pairs,combined,0.8333333333333334,active,SCA3_entry,0.6832817402871161,72,72,1.0,63,0.875,0.9047619047619049,0.17500000000000004,1.4432899320127033e-16,0.6415873269884482,0.18333333333333338
all_pairs,combined,0.8333333333333334,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.10833333333333342,0.0,0.3749999999999999,0.10833333333333342
all_pairs,combined,0.8333333333333334,active,balance,0.5,72,72,1.0,66,0.9166666666666666,1.0,0.14166666666666666,1.5820678100908479e-16,0.4633744175157566,0.14166666666666666
all_pairs,combined,0.8333333333333334,isi,SCA3_entry,0.7978563373093712,72,71,0.9861111111111112,52,0.7222222222222222,0.7238095238095237,0.5927174102571577,0.2,0.78924379808868,0.648227565566019
all_pairs,combined,0.8333333333333334,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,0.9821428571428572,0.23333333333333334,7.020056140790011e-17,0.43375698871880697,0.23333333333333334
all_pairs,combined,0.8333333333333334,isi,balance,0.5,72,72,1.0,67,0.9305555555555556,0.9458333333333334,0.3998926725817451,0.2,0.6576398592397714,0.491487688049671
all_pairs,combined,0.8666666666666667,active,SCA3_entry,0.6832817402871161,72,72,1.0,64,0.8888888888888888,0.9791666666666667,0.16666666666666666,1.5820678100908479e-16,0.6276518582056728,0.18333333333333335
all_pairs,combined,0.8666666666666667,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.15833333333333333,0.0,0.39999999999999997,0.15833333333333333
all_pairs,combined,0.8666666666666667,active,balance,0.5,72,72,1.0,68,0.9444444444444444,1.0,0.16666666666666666,1.193489751472043e-16,0.5783689464924693,0.16666666666666666
all_pairs,combined,0.8666666666666667,isi,SCA3_entry,0.7978563373093712,72,72,1.0,53,0.7361111111111112,0.7500000000000001,0.535274532016128,0.1916666666666667,0.812165551318488,0.65
all_pairs,combined,0.8666666666666667,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,1.0,0.26666666666666666,0.03333333333333333,0.44634606676345684,0.26666666666666666
all_pairs,combined,0.8666666666666667,isi,balance,0.5,72,72,1.0,67,0.9305555555555556,0.9861111111111112,0.4172342382975512,0.14999999999999997,0.6781836646857634,0.4666666666666668
all_pairs,combined,0.9,active,SCA3_entry,0.6832817402871161,72,72,1.0,64,0.8888888888888888,1.0,0.2,0.06666666666666667,0.7184003314730043,0.21666666666666667
all_pairs,combined,0.9,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.15392765736413294,0.0,0.43333333333333335,0.15392765736413294
all_pairs,combined,0.9,active,balance,0.5,72,72,1.0,68,0.9444444444444444,1.0,0.15,0.0625,0.5946138515954636,0.18333333333333335
all_pairs,combined,0.9,isi,SCA3_entry,0.7978563373093712,72,72,1.0,52,0.7222222222222222,0.8333333333333333,0.6083333333333334,0.20000000000000007,0.8067903127717915,0.6976391669671814
all_pairs,combined,0.9,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,1.0,0.31760422415905454,0.03333333333333333,0.4581682155416675,0.31760422415905454
all_pairs,combined,0.9,isi,balance,0.5,72,72,1.0,66,0.9166666666666666,1.0,0.4833333333333334,0.11250000000000006,0.6917326175703868,0.5305487046973756
all_pairs,combined,0.9333333333333333,active,SCA3_entry,0.6832817402871161,72,72,1.0,66,0.9166666666666666,1.0,0.2,0.06666666666666667,0.671315355784886,0.20000000000000007
all_pairs,combined,0.9333333333333333,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.2,7.25160517830602e-17,0.42883585833646504,0.2
all_pairs,combined,0.9333333333333333,active,balance,0.5,72,72,1.0,71,0.9861111111111112,1.0,0.2,0.0625,0.6400051673112621,0.2
all_pairs,combined,0.9333333333333333,isi,SCA3_entry,0.7978563373093712,72,70,0.9722222222222222,52,0.7222222222222222,0.8958333333333334,0.6083333333333334,0.23333333333333334,0.8546625248040735,0.7304837800939004
all_pairs,combined,0.9333333333333333,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,1.0,0.3618622662438803,0.03333333333333333,0.4825912022638346,0.3618622662438803
all_pairs,combined,0.9333333333333333,isi,balance,0.5,72,72,1.0,67,0.9305555555555556,1.0,0.5106493245441351,0.16249999999999998,0.7055014095816078,0.6
all_pairs,combined,0.9666666666666667,active,SCA3_entry,0.6832817402871161,72,72,1.0,66,0.9166666666666666,1.0,0.2,0.06666666666666667,0.7577443353954715,0.2052504214836891
all_pairs,combined,0.9666666666666667,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.2,0.024999999999999994,0.46868706366471957,0.2
all_pairs,combined,0.9666666666666667,active,balance,0.5,72,72,1.0,71,0.9861111111111112,1.0,0.2,0.04583333333333334,0.6732978745578015,0.2
all_pairs,combined,0.9666666666666667,isi,SCA3_entry,0.7978563373093712,72,70,0.9722222222222222,52,0.7222222222222222,0.8958333333333334,0.5666666666666667,0.23333333333333334,0.7962427856004733,0.7
all_pairs,combined,0.9666666666666667,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,1.0,0.3459736107478333,0.05282835210578774,0.5016255390448865,0.3459736107478333
all_pairs,combined,0.9666666666666667,isi,balance,0.5,72,72,1.0,69,0.9583333333333334,1.0,0.4741823753782375,0.11666666666666671,0.7035217510615801,0.5219272488820861
all_pairs,combined,1.0,active,SCA3_entry,0.6832817402871161,72,72,1.0,61,0.8472222222222222,1.0,0.2,0.06666666666666667,0.5750000000000001,0.21666666666666667
all_pairs,combined,1.0,active,WT_exit,0.1483293470542087,72,72,1.0,72,1.0,1.0,0.23333333333333334,0.03333333333333332,0.48097644496690417,0.23333333333333334
all_pairs,combined,1.0,active,balance,0.5,72,72,1.0,72,1.0,1.0,0.2666666666666667,0.09583333333333335,0.6664683741192886,0.2666666666666667
all_pairs,combined,1.0,isi,SCA3_entry,0.7978563373093712,72,70,0.9722222222222222,50,0.6944444444444444,1.0,0.583333333333333,0.25416666666666665,0.8333333333333334,0.7333333333333333
all_pairs,combined,1.0,isi,WT_exit,0.1358293233470019,72,72,1.0,72,1.0,1.0,0.3597469277588148,0.06666666666666667,0.5220716207042582,0.3597469277588148
all_pairs,combined,1.0,isi,balance,0.5,72,72,1.0,70,0.9722222222222222,1.0,0.5117264844409201,0.20416666666666666,0.7340373626985096,0.5450598177742532
all_pairs,kappa_only,0.0,active,SCA3_entry,0.6832817402871161,72,60,0.8333333333333334,52,0.7222222222222222,0.7142857142857144,0.18770035606476032,0.11549939522209561,0.2751434339210301,0.18549193713230458
all_pairs,kappa_only,0.0,active,WT_exit,0.1483293470542087,72,60,0.8333333333333334,57,0.7916666666666666,0.9107142857142858,0.06372678353730801,0.009566653630633025,0.11301241759199432,0.05055945513566285
all_pairs,kappa_only,0.0,active,balance,0.5,72,60,0.8333333333333334,56,0.7777777777777778,0.8333333333333333,0.17215503161752685,0.09779966947712113,0.25159006638802994,0.17152424126036692
all_pairs,kappa_only,0.0,isi,SCA3_entry,0.7978563373093712,72,60,0.8333333333333334,25,0.3472222222222222,0.25,0.2976057056856917,0.17621706605326115,0.40787149468926376,0.22972250807349576
all_pairs,kappa_only,0.0,isi,WT_exit,0.1358293233470019,72,60,0.8333333333333334,57,0.7916666666666666,0.961309523809524,0.03253479441071045,0.0,0.0899444161847866,0.030696269822362596
all_pairs,kappa_only,0.0,isi,balance,0.5,72,60,0.8333333333333334,53,0.7361111111111112,0.7380952380952381,0.200815133368701,0.11678279555058324,0.26703994288971034,0.1904304656058577
all_pairs,kappa_only,0.0333333333333333,active,SCA3_entry,0.6832817402871161,72,60,0.8333333333333334,56,0.7777777777777778,0.8333333333333333,0.26229934689224665,0.17645151116609936,0.32491396119429333,0.2594179758614032
all_pairs,kappa_only,0.0333333333333333,active,WT_exit,0.1483293470542087,72,64,0.8888888888888888,59,0.8194444444444444,0.9880952380952381,0.08433016557344732,0.02795769842101361,0.14754111768906691,0.07650808677637654
all_pairs,kappa_only,0.0333333333333333,active,balance,0.5,72,60,0.8333333333333334,56,0.7777777777777778,0.8571428571428572,0.21446983185601792,0.13925063240514007,0.27283132202421106,0.21446983185601792
all_pairs,kappa_only,0.0333333333333333,isi,SCA3_entry,0.7978563373093712,72,60,0.8333333333333334,32,0.4444444444444444,0.37500000000000006,0.3486772549675873,0.23698108941849277,0.4514290415548445,0.3010014880635222
all_pairs,kappa_only,0.0333333333333333,isi,WT_exit,0.1358293233470019,72,68,0.9444444444444444,63,0.875,1.0,0.08106910990910055,0.018528744961967346,0.16959729368410026,0.07789699948194338
all_pairs,kappa_only,0.0333333333333333,isi,balance,0.5,72,60,0.8333333333333334,54,0.75,0.7785714285714286,0.228554101859957,0.14666231027558763,0.3152792953781648,0.2265262532533281
all_pairs,kappa_only,0.0666666666666666,active,SCA3_entry,0.6832817402871161,72,62,0.8611111111111112,56,0.7777777777777778,0.8333333333333333,0.2921007925882388,0.2070804520345113,0.36121018287403955,0.2889478524942346
all_pairs,kappa_only,0.0666666666666666,active,WT_exit,0.1483293470542087,72,70,0.9722222222222222,65,0.9027777777777778,1.0,0.12501501318297198,0.057493301012931194,0.21165020383957167,0.1199186883187884
all_pairs,kappa_only,0.0666666666666666,active,balance,0.5,72,63,0.875,57,0.7916666666666666,0.9166666666666667,0.25473392123286015,0.17759067941209533,0.3147063271971281,0.2467519044574355
all_pairs,kappa_only,0.0666666666666666,isi,SCA3_entry,0.7978563373093712,72,61,0.8472222222222222,37,0.5138888888888888,0.5,0.3813844171288818,0.25423004462695425,0.49477296398556403,0.3691151613015194
all_pairs,kappa_only,0.0666666666666666,isi,WT_exit,0.1358293233470019,72,72,1.0,68,0.9444444444444444,0.969047619047619,0.12803067065474408,0.04302478965425623,0.22919149138747313,0.11919699443127622
all_pairs,kappa_only,0.0666666666666666,isi,balance,0.5,72,63,0.875,56,0.7777777777777778,0.8214285714285714,0.2807526013557225,0.19224780637269273,0.349953195642672,0.27500967878533455
all_pairs,kappa_only,0.1,active,SCA3_entry,0.6832817402871161,72,65,0.9027777777777778,58,0.8055555555555556,0.8660714285714286,0.32497406150003166,0.23988346071641234,0.4087670700917113,0.30584173538153936
all_pairs,kappa_only,0.1,active,WT_exit,0.1483293470542087,72,72,1.0,68,0.9444444444444444,1.0,0.1675621673015652,0.08560566879662938,0.2677084621570295,0.158201768472923
all_pairs,kappa_only,0.1,active,balance,0.5,72,68,0.9444444444444444,63,0.875,0.9166666666666667,0.27711900721857197,0.21113581427785372,0.35068549384877035,0.2743128105694981
all_pairs,kappa_only,0.1,isi,SCA3_entry,0.7978563373093712,72,62,0.8611111111111112,41,0.5694444444444444,0.5297619047619049,0.4385766846189171,0.2897769645386859,0.5170551133098893,0.4315317246298688
all_pairs,kappa_only,0.1,isi,WT_exit,0.1358293233470019,72,72,1.0,66,0.9166666666666666,0.9742063492063492,0.1617588424557996,0.06409504497940503,0.2575113581126586,0.14923637606990975
all_pairs,kappa_only,0.1,isi,balance,0.5,72,66,0.9166666666666666,58,0.8055555555555556,0.8452380952380952,0.33142934426542836,0.22878338851429497,0.3886400048711851,0.31385541785136906
all_pairs,kappa_only,0.1333333333333333,active,SCA3_entry,0.6832817402871161,72,67,0.9305555555555556,60,0.8333333333333334,0.8660714285714286,0.3374068170585909,0.258113613793409,0.44474309567896597,0.33649534245664586
all_pairs,kappa_only,0.1333333333333333,active,WT_exit,0.1483293470542087,72,71,0.9861111111111112,68,0.9444444444444444,1.0,0.2002529546600787,0.08841232069346242,0.2729637053326194,0.19424861684491784
all_pairs,kappa_only,0.1333333333333333,active,balance,0.5,72,67,0.9305555555555556,62,0.8611111111111112,0.9023809523809524,0.31194755754357967,0.2208090102465971,0.38258248440029685,0.2981385300285584
all_pairs,kappa_only,0.1333333333333333,isi,SCA3_entry,0.7978563373093712,72,63,0.875,44,0.6111111111111112,0.5714285714285714,0.48111420860357695,0.3256583720631919,0.5371525522615916,0.4745616228790399
all_pairs,kappa_only,0.1333333333333333,isi,WT_exit,0.1358293233470019,72,71,0.9861111111111112,67,0.9305555555555556,1.0,0.18855149139790978,0.0824885343435202,0.2592240714289995,0.18150251620596838
all_pairs,kappa_only,0.1333333333333333,isi,balance,0.5,72,66,0.9166666666666666,59,0.8194444444444444,0.8333333333333333,0.3392657924266044,0.2365882452264019,0.40137899866055216,0.33575556873193896
all_pairs,kappa_only,0.1666666666666666,active,SCA3_entry,0.6832817402871161,72,66,0.9166666666666666,59,0.8194444444444444,0.8571428571428572,0.3676642616503103,0.2807613116852422,0.4751911508429097,0.36713951652390475
all_pairs,kappa_only,0.1666666666666666,active,WT_exit,0.1483293470542087,72,72,1.0,69,0.9583333333333334,1.0,0.2230424581705482,0.09536173648793836,0.274700377804889,0.21537643552034968
all_pairs,kappa_only,0.1666666666666666,active,balance,0.5,72,67,0.9305555555555556,61,0.8472222222222222,0.9023809523809524,0.3270105428332689,0.22778557930322602,0.4224479685055582,0.3237816537710607
all_pairs,kappa_only,0.1666666666666666,isi,SCA3_entry,0.7978563373093712,72,62,0.8611111111111112,44,0.6111111111111112,0.5773809523809523,0.5038129257728765,0.35315437946029515,0.5611303925312422,0.5038129257728765
all_pairs,kappa_only,0.1666666666666666,isi,WT_exit,0.1358293233470019,72,72,1.0,67,0.9305555555555556,0.9761904761904763,0.2204748869673706,0.09851093681119125,0.2851141524914805,0.21330789000502612
all_pairs,kappa_only,0.1666666666666666,isi,balance,0.5,72,64,0.8888888888888888,59,0.8194444444444444,0.8333333333333333,0.35739795258352064,0.2641136797298296,0.4351177204624649,0.356044015046405
all_pairs,kappa_only,0.2,active,SCA3_entry,0.6832817402871161,72,67,0.9305555555555556,60,0.8333333333333334,0.8591269841269841,0.3924969051782353,0.29852171431212227,0.48744816523152923,0.3919351581253333
all_pairs,kappa_only,0.2,active,WT_exit,0.1483293470542087,72,72,1.0,70,0.9722222222222222,1.0,0.2348537834256093,0.09370357352992653,0.289960266355161,0.23137669842846947
all_pairs,kappa_only,0.2,active,balance,0.5,72,69,0.9583333333333334,65,0.9027777777777778,0.9166666666666667,0.3584419600488176,0.24234946877875307,0.44693950298930113,0.3584419600488176
all_pairs,kappa_only,0.2,isi,SCA3_entry,0.7978563373093712,72,61,0.8472222222222222,44,0.6111111111111112,0.569047619047619,0.5193661822898437,0.3879171171104128,0.5917166210490806,0.5044333331032091
all_pairs,kappa_only,0.2,isi,WT_exit,0.1358293233470019,72,72,1.0,68,0.9444444444444444,0.9285714285714286,0.23579142797751335,0.11533897452199113,0.2861385985217413,0.23461160400294379
all_pairs,kappa_only,0.2,isi,balance,0.5,72,69,0.9583333333333334,62,0.8611111111111112,0.8571428571428571,0.39015714240544447,0.2984786153400736,0.4709589586624786,0.3849704926165513
all_pairs,kappa_only,0.2333333333333333,active,SCA3_entry,0.6832817402871161,72,66,0.9166666666666666,60,0.8333333333333334,0.8591269841269841,0.40159445399762445,0.2811982577058198,0.4879037089287319,0.4076901568597621
all_pairs,kappa_only,0.2333333333333333,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.24606906996414168,0.10297330396342436,0.3154602508090509,0.24323243660658916
all_pairs,kappa_only,0.2333333333333333,active,balance,0.5,72,70,0.9722222222222222,64,0.8888888888888888,0.925,0.38528168963895104,0.26173123196182724,0.4694371124998624,0.38528168963895104
all_pairs,kappa_only,0.2333333333333333,isi,SCA3_entry,0.7978563373093712,72,60,0.8333333333333334,44,0.6111111111111112,0.5952380952380951,0.5195165969247029,0.4130131667590202,0.592571156366481,0.5195165969247029
all_pairs,kappa_only,0.2333333333333333,isi,WT_exit,0.1358293233470019,72,72,1.0,69,0.9583333333333334,0.9428571428571428,0.24775798979560287,0.12767959059751016,0.31116926788078186,0.23304809565758292
all_pairs,kappa_only,0.2333333333333333,isi,balance,0.5,72,69,0.9583333333333334,63,0.875,0.8452380952380953,0.41016665909162014,0.3381232728530637,0.48831532815998435,0.405708035183862
all_pairs,kappa_only,0.2666666666666666,active,SCA3_entry,0.6832817402871161,72,68,0.9444444444444444,61,0.8472222222222222,0.8638888888888887,0.42294711880845,0.29638648573401416,0.5287738908622868,0.4366338345161385
all_pairs,kappa_only,0.2666666666666666,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.25736262848445907,0.11875866740173331,0.3407136228043221,0.2556808323527731
all_pairs,kappa_only,0.2666666666666666,active,balance,0.5,72,70,0.9722222222222222,65,0.9027777777777778,0.9388888888888889,0.394998882487941,0.2865469348384564,0.4730665110425226,0.37980553578312126
all_pairs,kappa_only,0.2666666666666666,isi,SCA3_entry,0.7978563373093712,72,61,0.8472222222222222,44,0.6111111111111112,0.5916666666666668,0.5614141985848646,0.4430668247850843,0.6214763062222062,0.5515410275412791
all_pairs,kappa_only,0.2666666666666666,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.930952380952381,0.25930761320393625,0.13152192692636608,0.339623329940795,0.25598955653991784
all_pairs,kappa_only,0.2666666666666666,isi,balance,0.5,72,67,0.9305555555555556,63,0.875,0.8333333333333334,0.4200486373812536,0.3206905658295073,0.498681275903313,0.4200486373812536
all_pairs,kappa_only,0.3,active,SCA3_entry,0.6832817402871161,72,69,0.9583333333333334,61,0.8472222222222222,0.8777777777777778,0.4411864852520679,0.2901451936230903,0.5318834645880895,0.4411864852520679
all_pairs,kappa_only,0.3,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,1.0,0.2649810286461345,0.11644715392440892,0.35963038714840784,0.2679565352579111
all_pairs,kappa_only,0.3,active,balance,0.5,72,70,0.9722222222222222,64,0.8888888888888888,0.925,0.39523743331662037,0.27427274330683954,0.48672107248679686,0.39523743331662037
all_pairs,kappa_only,0.3,isi,SCA3_entry,0.7978563373093712,72,61,0.8472222222222222,43,0.5972222222222222,0.5634920634920635,0.559272185937523,0.48803714059090836,0.6333333333333333,0.559272185937523
all_pairs,kappa_only,0.3,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9166666666666669,0.2678409170202954,0.1412601123269516,0.3582272276412254,0.2625100582582957
all_pairs,kappa_only,0.3,isi,balance,0.5,72,69,0.9583333333333334,62,0.8611111111111112,0.8333333333333334,0.44948156188891397,0.3462317765629126,0.5372522173013796,0.4492206208436479
all_pairs,kappa_only,0.3333333333333333,active,SCA3_entry,0.6832817402871161,72,69,0.9583333333333334,61,0.8472222222222222,0.9047619047619049,0.4697528893661106,0.2899622102524889,0.5507967524700426,0.4697528893661106
all_pairs,kappa_only,0.3333333333333333,active,WT_exit,0.1483293470542087,72,72,1.0,71,0.9861111111111112,0.9821428571428572,0.2755476705042119,0.12705013002963472,0.38034927296376325,0.276279267618663
all_pairs,kappa_only,0.3333333333333333,active,balance,0.5,72,70,0.9722222222222222,63,0.875,0.9226190476190477,0.43542063395470515,0.28813361019547795,0.5159745333791164,0.4319428545759088
all_pairs,kappa_only,0.3333333333333333,isi,SCA3_entry,0.7978563373093712,72,65,0.9027777777777778,45,0.625,0.6309523809523809,0.5871330550485818,0.48551597271884656,0.6589705275337446,0.5847372407592664
all_pairs,kappa_only,0.3333333333333333,isi,WT_exit,0.1358293233470019,72,72,1.0,71,0.9861111111111112,0.9388888888888889,0.27876868562867707,0.1530017284749041,0.3736248951891325,0.2784200133499135
all_pairs,kappa_only,0.3333333333333333,isi,balance,0.5,72,70,0.9722222222222222,63,0.875,0.8333333333333333,0.476590300250097,0.36453100499504854,0.5647088034130532,0.47645083269013083
