subset,projection,p_intrinsic,n_biological_pairs,dA_dcombined_median,dA_dcombined_q25,dA_dcombined_q75,dA_dkappa_median,dA_dkappa_q25,dA_dkappa_q75,dA_dJ_median,dA_dJ_q25,dA_dJ_q75,interaction_gradient_residual_median,interaction_gradient_residual_q25,interaction_gradient_residual_q75
all_pairs,active,0.5666666666666667,72,0.2301273601369696,-0.23318396611029146,0.9600247353270036,1.6182406372907108,0.666612926511182,2.420450548624451,-1.2578433402887,-1.57807015394689,-1.0058398129364141,-1.0824674490095276e-15,-0.015450966534341026,0.0
all_pairs,active,0.6,72,0.38218605172650294,-0.12381450502331506,0.9954252579535768,1.4697277739985777,0.6901577646562396,2.4326701122515635,-1.2040408418422714,-1.5761983566799809,-0.969037193467037,-1.970645868709652e-15,-0.00617276651000295,8.063250757674685e-16
all_pairs,active,0.6333333333333333,72,0.319912960145983,-0.1663396058039645,1.0473127441708294,1.620163530984235,0.5980004300858903,2.4440289282613215,-1.1957479859888802,-1.583863765099017,-0.9568886949134393,-4.607425552194403e-15,-0.010256488478866621,9.142540346043599e-17
all_pairs,active,0.6666666666666666,72,0.5347382042293741,0.07169843881927628,1.1245533359116775,1.6603714958526974,0.5383490524745131,2.482838620153084,-1.1686534572677103,-1.5195002458803424,-0.8717412060532035,-0.0002560543992969899,-0.006396927107312838,0.0006790642344483639
all_pairs,active,0.7,72,0.6773534893174795,0.06526782720031776,1.2487536964203239,1.5599021568717941,0.6402408815743922,2.5568234929779545,-1.0999815174185168,-1.4711145719340577,-0.8638596908139455,-0.00031216283352406005,-0.0186933157411451,0.0
all_pairs,active,0.7333333333333333,72,0.6962258720332852,-0.10999890017567356,1.1796153656967197,1.679670557658304,0.7979746810767158,2.6780430940223976,-1.1044174665323578,-1.491458062579702,-0.8228928404992242,-0.004246858290496407,-0.12773101236429765,0.0
all_pairs,active,0.7666666666666666,72,0.7006019783099354,0.07953446412762771,1.3968800525609022,1.7099313029163346,0.7095694756530417,2.677019066081924,-1.2527708552682166,-1.50341790731435,-0.7840764256382065,-0.0006059255837846961,-0.005394322452654201,0.0
all_pairs,active,0.8,72,0.659068274420183,0.0792390210791453,1.4238472701889662,1.662380312985274,0.7273760852400709,2.76296939943727,-1.1585046120395652,-1.4805268346685048,-0.8418945131678196,-0.00022309868227811608,-0.010880649635635134,0.0
all_pairs,active,0.8333333333333334,72,0.8569663060816544,0.06541037359557074,1.5966317973236346,1.620448764201424,0.7562560715843671,2.669017203330222,-1.2062688783564854,-1.532813374894329,-0.8562510584939439,-0.0007254379226789842,-0.01168501688539179,0.0
all_pairs,active,0.8666666666666667,72,0.9355386656583339,0.02132649038571846,1.537859857488824,1.7553568211923691,0.785465200880898,3.0291997137013453,-1.1897304047943034,-1.5926398007057991,-0.8184924089430318,-0.0008083782775595016,-0.02904380111845878,0.0
