biological_pair_key,both_core_secure,projection,stage,A_threshold,median_abs_delta_combined_weighted_median,median_abs_delta_kappa_weighted_median,median_abs_delta_J_weighted_median,median_abs_interaction_weighted_median,median_signed_interaction_weighted_median,scenario_support_with_band
WT_08__TO__SCA3_04,True,isi,balance,0.5,0.02837228388632829,0.1720047698113911,0.2150102287187665,0.008854476242526091,-0.008279766761691953,1.0
WT_08__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.2413819580530986,0.23462424088854555,0.30578370988936143,0.03661950543833513,-0.02568673358807863,0.8571428571428571
WT_08__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.15302017869118706,0.15952802665720428,0.34025575558152266,0.03698711396823884,-0.03698711396823884,1.0
WT_08__TO__SCA3_05,False,active,balance,0.5,0.1107250356238377,0.09720613851782511,0.3111366845171956,0.045169793138617464,-0.05368177784335554,0.8571428571428571
WT_08__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.1416031262835351,0.2495586396061598,0.15135757747468037,0.06273450996600449,0.03765062275781869,0.8571428571428571
WT_08__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.11957003351846202,0.10259134658881189,0.26305569677359675,0.01633120113338621,-0.01633120113338621,1.0
WT_08__TO__SCA3_05,False,isi,balance,0.5,0.09315659835279205,0.08359167839559545,0.13090305103556535,0.03720770941066687,-0.03720770941066687,0.8571428571428571
WT_08__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.19805245666129206,0.5673080613626525,0.24041368399055518,0.1103055393033971,-0.1103055393033971,1.0
WT_08__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.0486925357753169,0.3903560756230847,0.2733074253963057,0.0641011699271754,-0.0641011699271754,1.0
WT_08__TO__SCA3_06,True,active,balance,0.5,0.24816159962903345,0.7562710867940583,0.32331698072489756,0.18088266974989353,-0.18088266974989353,1.0
WT_08__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.1629490925286481,0.4163591197109817,0.15721640008427795,0.0748064795827229,-0.0748064795827229,1.0
WT_08__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.05827448137936969,0.3088767505719652,0.26161687151302,0.048812092809536314,-0.048812092809536314,1.0
WT_08__TO__SCA3_06,True,isi,balance,0.5,0.2084879491049193,0.6104097210075305,0.26578283914822126,0.12805304357854144,-0.12805304357854144,1.0
WT_08__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.3133846745939331,0.22874885255624722,0.39497934757638814,0.15823398445314626,-0.010683599839190483,1.0
WT_08__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.37563719157892983,0.18718042491957423,0.27298238461239527,0.07753687419246699,-0.07753687419246699,1.0
WT_08__TO__SCA3_09,True,active,balance,0.5,0.22487436603431038,0.10608447931710319,0.2689338394323488,0.07585818557409661,-0.06156417390732925,1.0
WT_08__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.040419980127089555,0.04600914240580179,0.046348917293735026,0.006172675279250306,-0.003964359497127978,1.0
WT_08__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.3023268655944106,0.16236174108462859,0.2516620736913603,0.06949578933816483,-0.0694957893381648,1.0
WT_08__TO__SCA3_09,True,isi,balance,0.5,0.19999123225021154,0.100802038752841,0.21251483119409045,0.08800317020116694,-0.07999486079630118,1.0
WT_09__TO__SCA3_01,True,active,SCA3_entry,0.6832817402871161,0.3776534432020728,0.5689088943322131,0.19297158796817654,0.028471300375446817,-0.028471300375446828,1.0
WT_09__TO__SCA3_01,True,active,WT_exit,0.1483293470542087,0.22380313655256376,0.4156718623718646,0.20805771807630977,0.03922203364700861,-0.04095541277159732,1.0
WT_09__TO__SCA3_01,True,active,balance,0.5,0.3406959077814869,0.4768959024203224,0.19164267512916497,0.031179813665653866,-0.03891033366838631,1.0
WT_09__TO__SCA3_01,True,isi,SCA3_entry,0.7978563373093712,0.35921466189660134,0.4311159814503046,0.17227031068204046,0.03652278328375065,-0.017923810867239823,1.0
WT_09__TO__SCA3_01,True,isi,WT_exit,0.1358293233470019,0.24926697026619146,0.5644841301232478,0.2005896052569689,0.036165146752614064,-0.03364539243507639,1.0
WT_09__TO__SCA3_01,True,isi,balance,0.5,0.3019908297434883,0.3853124767461864,0.14385014116758366,0.019531399396890636,-0.015546913285766881,1.0
WT_09__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.38568261044582175,0.19271469801942895,0.24404509677258157,0.12587217139569806,-0.06864751480424384,0.9761904761904762
WT_09__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.18512270334530168,0.2831315351507904,0.20437627009841358,0.026297354250124506,-0.012894202152775154,1.0
WT_09__TO__SCA3_02,False,active,balance,0.5,0.2184926109572026,0.2538978201665464,0.11913188577836276,0.05947499296126735,-0.06990383108594074,1.0
WT_09__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.502648698128132,0.30376185925756966,0.2303692028367418,0.07137624855566205,0.007224994539297425,0.8095238095238095
WT_09__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.16041738656603047,0.24016368296523738,0.1347952855746129,0.025168119893823816,-0.0034181739358863012,0.9761904761904762
WT_09__TO__SCA3_02,False,isi,balance,0.5,0.16194094952231522,0.20792815104940818,0.0781387456776179,0.02520223443695899,-0.005545754136370441,1.0
WT_09__TO__SCA3_04,True,active,SCA3_entry,0.6832817402871161,0.25956371917523513,0.38589069805838133,0.35898073242726136,0.10516973004089342,-0.10688034700874,0.9722222222222222
WT_09__TO__SCA3_04,True,active,WT_exit,0.1483293470542087,0.22476486528889034,0.7249841567864372,0.4512978468043878,0.17735502477213566,-0.17735502477213552,1.0
WT_09__TO__SCA3_04,True,active,balance,0.5,0.3724637192783944,0.527118949858941,0.3371414495563799,0.10413852076053881,-0.08422283111766814,0.9444444444444445
WT_09__TO__SCA3_04,True,isi,SCA3_entry,0.7978563373093712,0.15273092611941647,0.1855469969402359,0.16118664772611405,0.06765256421582906,0.00034838137859649653,0.9166666666666667
WT_09__TO__SCA3_04,True,isi,WT_exit,0.1358293233470019,0.19321593687577124,0.48810822864495595,0.28760667184926714,0.058178290152896196,-0.023229035289342215,1.0
WT_09__TO__SCA3_04,True,isi,balance,0.5,0.1981922423115075,0.27527191466315515,0.1211171412605092,0.03527946755125043,-0.007995816606502778,0.9444444444444445
WT_09__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.32612382445701266,0.603620310125063,0.404011174683369,0.2095387250103978,-0.2510270365828617,0.9047619047619049
WT_09__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.17159679639128878,0.5043243430701808,0.3705381183413529,0.06037872941495197,-0.06037872941495204,1.0
WT_09__TO__SCA3_05,False,active,balance,0.5,0.3713928467366592,0.5338395766985694,0.5107795039483909,0.1347115776498816,-0.16756638195264345,1.0
WT_09__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.2410796428193791,0.20296122261626312,0.18926113458110977,0.05128182227770006,-0.0203000190236991,0.7619047619047619
WT_09__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.17540736943631752,0.41024752381576857,0.2788730880643767,0.040188553993943485,-0.03300416077530399,1.0
WT_09__TO__SCA3_05,False,isi,balance,0.5,0.13604226665940014,0.16842356630489294,0.10047374117827794,0.0388848037024064,-0.00013753722149967396,1.0
WT_09__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.47800104970332224,0.7153849976946589,0.24872775866116148,0.11435403331120915,-0.1556862669092669,1.0
WT_09__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.15859559451474883,0.3529295863178423,0.12677043139752414,0.022792839575964514,-0.08765411187279168,1.0
WT_09__TO__SCA3_06,True,active,balance,0.5,0.32101271111192115,0.5322909707007342,0.1851618907973968,0.060095535836570776,-0.09562904954257966,1.0
WT_09__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.45136497163109074,0.5657768015780659,0.2552493842628044,0.1393563225401272,-0.13873597238185764,1.0
WT_09__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.13615960455847537,0.30229703286487275,0.10140058194409174,0.01326562264007892,-0.05949217458794258,1.0
WT_09__TO__SCA3_06,True,isi,balance,0.5,0.29782654497134914,0.44234037847887675,0.1483990206599323,0.0382403793699916,-0.07797968029980003,1.0
WT_09__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.21365755563264652,0.34087548133862694,0.20587776527365265,0.08484062638106749,-0.0421705177768813,0.8333333333333331
WT_09__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.22097106518676154,0.4590377722043066,0.36122027401218076,0.17751208029799517,-0.17751208029799487,1.0
WT_09__TO__SCA3_09,True,active,balance,0.5,0.2698340982989456,0.4546807712589783,0.1959222085393692,0.05382810298706214,-0.03562055801897767,1.0
WT_09__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.3436809905352596,0.2962775960482494,0.22115959116926331,0.09520360764852809,-0.04368226343344439,0.7777777777777777
WT_09__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.10861987526740427,0.10146294978531083,0.22339351341859534,0.0232469305499261,-0.0024235846458976733,1.0
WT_09__TO__SCA3_09,True,isi,balance,0.5,0.20128530426978763,0.17248688344013055,0.14300774934002478,0.037373073524991605,0.00018906451296941642,1.0
WT_10__TO__SCA3_01,True,active,SCA3_entry,0.6832817402871161,0.3474760473061272,0.48201295997744753,0.19196095849127634,0.03110515262531799,-0.11513009018009909,1.0
WT_10__TO__SCA3_01,True,active,WT_exit,0.1483293470542087,0.23277848311484023,0.37273532232823803,0.18046309743521,0.03503308931019658,-0.055782601809209215,1.0
WT_10__TO__SCA3_01,True,active,balance,0.5,0.2294245566632327,0.35719886945555923,0.14867614611358695,0.02016144631776237,-0.0717530407854372,1.0
WT_10__TO__SCA3_01,True,isi,SCA3_entry,0.7978563373093712,0.35809964891344925,0.46601328148934307,0.17867356610639296,0.031317829939051606,-0.09478336281205774,1.0
WT_10__TO__SCA3_01,True,isi,WT_exit,0.1358293233470019,0.25632609354064717,0.4386978609721502,0.18177565360091388,0.025087124302790142,-0.03740943129573315,1.0
WT_10__TO__SCA3_01,True,isi,balance,0.5,0.2561872277026839,0.3402414634777027,0.13218151151707208,0.012730262876097923,-0.06204569903694429,1.0
WT_10__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.19188536420698926,0.2200758759508058,0.10117756775377933,0.009337217281539054,-0.20641919589995458,1.0
WT_10__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.2593556438561494,0.11435721431763922,0.17039032508249224,0.012796747810563058,-0.0071244896362199816,1.0
WT_10__TO__SCA3_02,False,active,balance,0.5,0.08484780645834493,0.09818792969591739,0.0409436983342939,0.008815594125411804,-0.028259765653282826,1.0
WT_10__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.3260674600251956,0.35122469678742485,0.15828293451940903,0.011663726629385612,-0.025805443052205022,1.0
WT_10__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.2155456668666026,0.12800572430459095,0.15408449458657075,0.012645929988911196,-0.01002223317129327,1.0
WT_10__TO__SCA3_02,False,isi,balance,0.5,0.09185995464385985,0.09409311983738909,0.04845729589932214,0.0019118470359876657,-0.008336568354337433,1.0
WT_10__TO__SCA3_04,True,active,SCA3_entry,0.6832817402871161,0.15403458168908798,0.8664417852192989,0.5175093326532512,0.11388070029860568,-0.23623380206671557,1.0
WT_10__TO__SCA3_04,True,active,WT_exit,0.1483293470542087,0.21240382820042755,0.7731343356254934,0.5320056954513258,0.16950635660067082,-0.5031864898704214,1.0
WT_10__TO__SCA3_04,True,active,balance,0.5,0.21339105524626953,0.5980435086201227,0.27302957109763165,0.129565058724653,-0.212387900870077,1.0
WT_10__TO__SCA3_04,True,isi,SCA3_entry,0.7978563373093712,0.1516409152900067,0.31834694013636444,0.22349935846201038,0.10493488203581947,-0.03989803421685162,1.0
WT_10__TO__SCA3_04,True,isi,WT_exit,0.1358293233470019,0.1737345870745564,0.370192740958258,0.29598816507357345,0.03710635839746383,-0.11901460558966209,1.0
WT_10__TO__SCA3_04,True,isi,balance,0.5,0.15443595122132292,0.25616501404292125,0.16165381081812769,0.05321611392126546,-0.013622866006766387,1.0
WT_10__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.15137030285387953,0.5559920235385147,0.6176992766336271,0.1499454997184182,-0.1499454997184182,0.8571428571428571
WT_10__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.13285787627669193,0.5305292559909677,0.533112157423182,0.04149403970969325,-0.20720523843429933,1.0
WT_10__TO__SCA3_05,False,active,balance,0.5,0.09410163194727494,0.4554873504401852,0.39399782796456423,0.0734447291273389,-0.0734447291273389,1.0
WT_10__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.0862820355560815,0.1756837365461541,0.2436967560458152,0.06112152283742833,0.04049686481395576,0.8571428571428571
WT_10__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.08861203908567569,0.394095549547858,0.4454855659797118,0.014557876271907168,-0.02966478315297863,1.0
WT_10__TO__SCA3_05,False,isi,balance,0.5,0.15329581782556034,0.2824166563561127,0.17353261063131553,0.05059234942907946,-0.007836997732860503,1.0
WT_10__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.4791505233416704,0.7296337975105256,0.2763900530818906,0.05673328611873174,-0.05673328611873174,1.0
WT_10__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.1649281923905826,0.4165983026493482,0.23260705298720458,0.07309924711101484,-0.07309924711101484,1.0
WT_10__TO__SCA3_06,True,active,balance,0.5,0.347977406845579,0.539907230686479,0.2664109333465859,0.06100921161663017,-0.06100921161663017,1.0
WT_10__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.5812181738733774,0.8004486735175501,0.3258640270411457,0.05867272384800437,-0.02834759052639446,1.0
WT_10__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.1298893745516697,0.3715025374326192,0.2275029536601953,0.06419134744757371,-0.06419134744757371,1.0
WT_10__TO__SCA3_06,True,isi,balance,0.5,0.3323142991479551,0.4791321395209212,0.1832854894815019,0.03591596758228964,-0.03591596758228964,1.0
WT_10__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.3344426050442719,0.14014613383957647,0.2520621566862615,0.030297910857815247,-0.09755703835298443,1.0
WT_10__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.3498032097046265,0.13862713752207872,0.4513677528389627,0.01880806851895081,-0.01313727681713303,1.0
WT_10__TO__SCA3_09,True,active,balance,0.5,0.3229913216171366,0.1814684379471535,0.31660980658755106,0.03433526254570457,-0.017500676163746183,1.0
WT_10__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.11787548445367184,0.07115919359844236,0.19240786996188763,0.011538399146243607,-0.0900458025455196,1.0
WT_10__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.30747986986687575,0.14440816488498914,0.37127919938831855,0.013013494994812875,-0.01097814745634525,1.0
WT_10__TO__SCA3_09,True,isi,balance,0.5,0.3011947653003971,0.07236800823668815,0.24962878277422973,0.022925241479006292,-0.019631456118385272,1.0
WT_11__TO__SCA3_01,False,active,SCA3_entry,0.6832817402871161,0.31193609845347614,0.4835266847178326,0.5427459256224496,0.20174249047421247,-0.43037682719827547,1.0
WT_11__TO__SCA3_01,False,active,WT_exit,0.1483293470542087,0.2093313279692003,0.5193468603602558,0.17300800388276094,0.03506608094878877,-0.03521274824434459,0.6666666666666666
WT_11__TO__SCA3_01,False,active,balance,0.5,0.44682404133320247,0.8880294611650745,0.4600062210395382,0.11554375118925916,-0.3661034429302585,1.0
WT_11__TO__SCA3_01,False,isi,SCA3_entry,0.7978563373093712,0.2571684006945293,0.3419260360229974,0.21379790534776272,0.05174720607429964,-0.0034937840001360012,1.0
WT_11__TO__SCA3_01,False,isi,WT_exit,0.1358293233470019,0.19003857314538491,0.3730612427279974,0.06777676781297651,0.007601861715019392,-0.009292098144925834,0.6666666666666666
WT_11__TO__SCA3_01,False,isi,balance,0.5,0.2859531607105083,0.5613270967409228,0.2415448784516885,0.053023713217316755,-0.0247584585814273,1.0
WT_11__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.2587772810110582,0.20486984052743318,0.2735284046008795,0.07298862983120247,-0.07298862983120247,0.9523809523809524
WT_11__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.22399182007080673,0.13116718703750244,0.13707203325076325,0.019374068351581248,-0.0013986077775515768,1.0
WT_11__TO__SCA3_02,False,active,balance,0.5,0.3560172184312932,0.4078585887281485,0.3186775203900592,0.06761495909663318,-0.06553295923104682,1.0
WT_11__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.34000454084807763,0.25030986723688087,0.12674522553021264,0.03345599526453369,-0.03298949906454332,0.9047619047619049
WT_11__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.1609051524156094,0.1759835756867279,0.14377711915749786,0.020554948600167797,-0.0015291572958100641,1.0
WT_11__TO__SCA3_02,False,isi,balance,0.5,0.22561183433784926,0.38383286991636223,0.19964879452737766,0.047517148270730336,-0.018048383674024487,1.0
WT_11__TO__SCA3_04,False,active,SCA3_entry,0.6832817402871161,0.0776037689319903,0.28899868080804714,0.3081904242116418,0.11758578211470089,-0.11758578211470078,1.0
WT_11__TO__SCA3_04,False,active,WT_exit,0.1483293470542087,0.03657976730751814,0.20810571828429159,0.16058150312833613,0.02808015391976764,-0.030641698983448186,0.8333333333333331
WT_11__TO__SCA3_04,False,active,balance,0.5,0.0328879363915462,0.20717042729469576,0.2634769114517648,0.05896936743512904,-0.04422842590701638,1.0
WT_11__TO__SCA3_04,False,isi,SCA3_entry,0.7978563373093712,0.12108428616793272,0.37348254654669333,0.22666334007261557,0.07523921782313822,0.0044382479558946475,0.9444444444444444
WT_11__TO__SCA3_04,False,isi,WT_exit,0.1358293233470019,0.07206352561332621,0.2972705299458741,0.12544305105824072,0.03382579261161584,-0.006964001956535834,0.6666666666666666
WT_11__TO__SCA3_04,False,isi,balance,0.5,0.031459666692041685,0.14572321115330092,0.12845889114950923,0.03068527402857774,-0.005462499913293497,1.0
WT_11__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.1310027827854563,0.13202288375945195,0.23440165810915295,0.08296080703310357,-0.07024510672259536,0.9523809523809524
WT_11__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.14422428605984686,0.1987850522802562,0.1860557114195837,0.01820393176361512,-0.006512044814170833,0.8571428571428572
WT_11__TO__SCA3_05,False,active,balance,0.5,0.07997809545582044,0.11763299523965337,0.1541166355924766,0.02592313106211651,-0.013201304105922004,1.0
WT_11__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.11003903560559435,0.25778089439004953,0.11535592884760318,0.043697081067960095,0.016758074676607806,0.8571428571428572
WT_11__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.10018569673037929,0.17089752575745862,0.11656038444204345,0.0196425003569373,-0.005219065197865206,0.8095238095238096
WT_11__TO__SCA3_05,False,isi,balance,0.5,0.03946748651324703,0.09185714571000315,0.09405418421521797,0.016815293257786378,-0.009076493776593924,1.0
WT_11__TO__SCA3_06,False,active,SCA3_entry,0.6832817402871161,0.20077856405339337,0.40122154777494684,0.2530344174023541,0.09551629040033574,-0.11299887309047983,1.0
WT_11__TO__SCA3_06,False,active,WT_exit,0.1483293470542087,0.294347391332752,0.8592221191759407,0.38926803839288093,0.13543134165551318,-0.13543134165551318,0.3333333333333333
WT_11__TO__SCA3_06,False,active,balance,0.5,0.20488449892501115,0.5353942017702848,0.35530843427145803,0.17545022830129217,-0.25505680982190715,1.0
WT_11__TO__SCA3_06,False,isi,SCA3_entry,0.7978563373093712,0.17487456022217795,0.31159783315723505,0.1828291002480705,0.06597567316320496,-0.07466854809218615,1.0
WT_11__TO__SCA3_06,False,isi,WT_exit,0.1358293233470019,,,,,,0.0
WT_11__TO__SCA3_06,False,isi,balance,0.5,0.21882022784378508,0.44520259830381237,0.28717389764537404,0.10783755445052426,-0.17713949193319697,1.0
WT_11__TO__SCA3_09,False,active,SCA3_entry,0.6832817402871161,0.16469555501862276,0.13657185250551035,0.06614685231470677,0.028664552585441247,-0.0035418110523086077,1.0
WT_11__TO__SCA3_09,False,active,WT_exit,0.1483293470542087,0.42982026994697975,0.2632833126859494,0.15059851574086758,0.02293027209887065,-0.04038810311594422,1.0
WT_11__TO__SCA3_09,False,active,balance,0.5,0.22379186119544983,0.18254847904514854,0.08176063962381407,0.05303880421741386,-0.0042408370330824785,1.0
WT_11__TO__SCA3_09,False,isi,SCA3_entry,0.7978563373093712,0.08473903760016957,0.1103391713546332,0.0409449566717921,0.028995316114296538,-0.0022087317441054077,1.0
WT_11__TO__SCA3_09,False,isi,WT_exit,0.1358293233470019,0.2681901110964125,0.17282033450858902,0.09068772819619231,0.04283971738142628,-0.0006135457305566083,0.8888888888888888
WT_11__TO__SCA3_09,False,isi,balance,0.5,0.18794120432027603,0.11713794431775429,0.054055524783021835,0.04096369166225251,-0.025464833118935437,1.0
WT_13__TO__SCA3_01,True,active,SCA3_entry,0.6832817402871161,0.13974224776146504,0.268651973227784,0.049213486972538745,0.005965002600710367,-0.18648557121858447,1.0
WT_13__TO__SCA3_01,True,active,WT_exit,0.1483293470542087,0.12612389565819387,0.392614494748527,0.21434636442918115,0.010851769890265567,-0.041334330583751924,1.0
WT_13__TO__SCA3_01,True,active,balance,0.5,0.17852352801912183,0.32231753437361077,0.10323603458282282,0.011678538370976266,-0.018943073080866485,1.0
WT_13__TO__SCA3_01,True,isi,SCA3_entry,0.7978563373093712,0.17753891607499706,0.293244868370772,0.02214792047254821,0.0005561992393415816,-0.0005561992393415816,1.0
WT_13__TO__SCA3_01,True,isi,WT_exit,0.1358293233470019,0.15859653930167183,0.35634006209929325,0.2063442561300352,0.0031884484236971433,-0.01830789990289458,1.0
WT_13__TO__SCA3_01,True,isi,balance,0.5,0.174872490633658,0.3147107756642214,0.11257034649487907,0.004228594482649339,-0.021924125671340444,1.0
WT_13__TO__SCA3_02,False,active,SCA3_entry,0.6832817402871161,0.5266844713920451,0.18851475586377375,0.2618556486157233,0.08122161582715022,-0.9033080979142923,0.7142857142857143
WT_13__TO__SCA3_02,False,active,WT_exit,0.1483293470542087,0.06634322758771426,0.022990058335037658,0.05769502929735626,0.013744186390887148,-0.0046964646929888165,1.0
WT_13__TO__SCA3_02,False,active,balance,0.5,0.4065708191319929,0.09538339307300794,0.6546200949000287,0.10677207129316085,-0.15860631686620286,1.0
WT_13__TO__SCA3_02,False,isi,SCA3_entry,0.7978563373093712,0.6841986670992327,0.16069087248992117,0.22459537368712168,0.08955804711619583,-0.015424404709981993,0.42857142857142855
WT_13__TO__SCA3_02,False,isi,WT_exit,0.1358293233470019,0.06758445206276013,0.11140964297192621,0.05857596542549889,0.010969608969020748,-0.0018466857860845829,1.0
WT_13__TO__SCA3_02,False,isi,balance,0.5,0.3906889276758687,0.10099738886876594,0.21344567184041624,0.023460644361573108,-0.0008022092921138311,0.8571428571428571
WT_13__TO__SCA3_04,True,active,SCA3_entry,0.6832817402871161,0.11258034876871989,0.3050482252755036,0.463249179514374,0.11865646002536391,-0.18930613927937875,0.8333333333333333
WT_13__TO__SCA3_04,True,active,WT_exit,0.1483293470542087,0.10277605067811303,0.18094753648454617,0.2917223578283752,0.015202921479231529,-0.015202921479231524,1.0
WT_13__TO__SCA3_04,True,active,balance,0.5,0.05433169729927251,0.15777935298650275,0.2660090889683288,0.027444855269619414,-0.04903756596054341,1.0
WT_13__TO__SCA3_04,True,isi,SCA3_entry,0.7978563373093712,0.04344154760491043,0.44193003553643906,0.21042215929605462,0.01894635659529153,-0.010237874190758996,1.0
WT_13__TO__SCA3_04,True,isi,WT_exit,0.1358293233470019,0.022342810604579516,0.1513111216037632,0.1935508847092821,0.015038667405549381,-0.011320778614221759,1.0
WT_13__TO__SCA3_04,True,isi,balance,0.5,0.023026035065250305,0.16941773289256853,0.15637590191291684,0.018653753930696463,-6.397564919602402e-05,1.0
WT_13__TO__SCA3_05,False,active,SCA3_entry,0.6832817402871161,0.23707644218012536,0.1031162983388022,0.22558090288707677,0.03770904223095045,-0.0447896955230217,0.8571428571428571
WT_13__TO__SCA3_05,False,active,WT_exit,0.1483293470542087,0.18231180910422085,0.1840249678883707,0.32086977952915924,0.021916623130946167,-0.011616342762606074,1.0
WT_13__TO__SCA3_05,False,active,balance,0.5,0.11233467067515764,0.09971168180972217,0.36007710818919464,0.05405421035769596,-0.05405421035769596,1.0
WT_13__TO__SCA3_05,False,isi,SCA3_entry,0.7978563373093712,0.1530072957871662,0.2664509961497684,0.2712804951272665,0.07727285479501801,0.030557046789488757,0.8571428571428571
WT_13__TO__SCA3_05,False,isi,WT_exit,0.1358293233470019,0.11658897888191992,0.10094775397872324,0.21876416714785024,0.006978538251959425,-0.006978538251959425,1.0
WT_13__TO__SCA3_05,False,isi,balance,0.5,0.11209676225966443,0.07240194888741258,0.17095950458353276,0.04490741268506515,-0.016320921087582374,1.0
WT_13__TO__SCA3_06,True,active,SCA3_entry,0.6832817402871161,0.22460899288980493,0.6268463750932483,0.28645861325851396,0.1569649032022205,-0.1569649032022205,1.0
WT_13__TO__SCA3_06,True,active,WT_exit,0.1483293470542087,0.06152728610480951,0.32340180397516594,0.38159486215671934,0.081064052330865,-0.081064052330865,1.0
WT_13__TO__SCA3_06,True,active,balance,0.5,0.2207208001472573,0.7544826265773319,0.33007630003994337,0.20478495456364243,-0.20478495456364243,1.0
WT_13__TO__SCA3_06,True,isi,SCA3_entry,0.7978563373093712,0.18700577464974677,0.4314397295514949,0.19189528641163617,0.06957624257420475,-0.06957624257420475,1.0
WT_13__TO__SCA3_06,True,isi,WT_exit,0.1358293233470019,0.12011681475874225,0.2997813525854591,0.3355903535021575,0.053916852098152335,-0.053916852098152335,1.0
WT_13__TO__SCA3_06,True,isi,balance,0.5,0.19795479853878953,0.5985736011371835,0.2867250392497922,0.1319107903444734,-0.1319107903444734,1.0
WT_13__TO__SCA3_09,True,active,SCA3_entry,0.6832817402871161,0.1799528398976869,0.06601041538594865,0.21608325357788533,0.07720112089103348,-0.09211539422227842,1.0
WT_13__TO__SCA3_09,True,active,WT_exit,0.1483293470542087,0.40101591249420654,0.21288415851715217,0.37972114950964525,0.06063121728592166,-0.05974183001448067,1.0
WT_13__TO__SCA3_09,True,active,balance,0.5,0.21474778057717384,0.07485053130492247,0.275207142077247,0.05848207717463538,-0.05419711870252841,1.0
WT_13__TO__SCA3_09,True,isi,SCA3_entry,0.7978563373093712,0.0440766461118611,0.026139150263141092,0.02877321003187233,0.012704755750164637,-0.006818178624885928,1.0
WT_13__TO__SCA3_09,True,isi,WT_exit,0.1358293233470019,0.2997966398426414,0.1268513234585755,0.2652124514542419,0.04163629147938468,-0.061605965341670295,1.0
WT_13__TO__SCA3_09,True,isi,balance,0.5,0.17047173113149305,0.06761704849816885,0.184279224685576,0.05854659133404455,-0.04475070546736221,1.0
WT_14__TO__SCA3_01,True,active,SCA3_entry,0.6832817402871161,0.18714436832358045,0.2774298026056672,0.1078450217677912,0.028023707351638172,-0.036162464322839205,1.0
WT_14__TO__SCA3_01,True,active,WT_exit,0.1483293470542087,0.11872697355262349,0.4846620650131285,0.3474340410646337,0.07160385151053589,-0.07767722562103438,1.0
WT_14__TO__SCA3_01,True,active,balance,0.5,0.1917149755026625,0.3991863001141427,0.204350365910139,0.03499608824042971,-0.049342523537513436,1.0
