TAB NAME: hs_knn_slow_matchedN_comparison.csv>
index,dwell_ms,direction,N,logmean,meanexp,meanY,ess_fraction
0,10,forward,1000,-0.5521452000487903,0.5757134641981809,5.200887098544092,0.0063015570801659
1,25,forward,1000,0.1582428496122947,1.1714506465020929,2.7034035805770262,0.0165798289095069
2,50,forward,1000,-0.1040879733513495,0.9011460170987986,2.107847903586763,0.0658383911160557
3,10,reverse,1000,-0.4003013673486899,0.6701180638975313,4.987741550630453,0.0039782024202563
4,25,reverse,1000,-0.2433839242320346,0.783970470725483,2.771142422235043,0.0148262524593218
5,50,reverse,1000,0.0422827183713607,1.0431893658623346,2.210721027628496,0.0160781779481755
